A;RTSALEDATA;159;20200217 01:02;VALNET;
B;159;3407663;1;20200217 01:02;;;77;CASINO ST;SOUTH LISMORE;2480;422;M;20200207;20200212;120000;R2;R;RESIDENCE;;ABB;;33;AP896333;
C;159;3407663;1;20200217 01:02;2/621164;
D;159;3407663;1;20200217 01:02;P;;;;;;
D;159;3407663;1;20200217 01:02;P;;;;;;
D;159;3407663;1;20200217 01:02;V;;;;;;
D;159;3407663;1;20200217 01:02;V;;;;;;
D;159;3407663;1;20200217 01:02;V;;;;;;
B;159;1745767;2;20200217 01:02;;3;25;CAMBRIDGE DR;GOONELLABAH;2480;;;20200114;20200211;330000;;R;RESIDENCE;3;;;0;AP893618;
C;159;1745767;2;20200217 01:02;3/SP52645;
D;159;1745767;2;20200217 01:02;P;;;;;;
D;159;1745767;2;20200217 01:02;V;;;;;;
B;159;1752876;3;20200217 01:02;;;13;OSTROM ST;SOUTH LISMORE;2480;3364;M;20191217;20200211;335000;RU2;R;RESIDENCE;;RUL;;0;AP894758;
C;159;1752876;3;20200217 01:02;17, 18, 19, 20/7/2613;
D;159;1752876;3;20200217 01:02;P;;;;;;
D;159;1752876;3;20200217 01:02;V;;;;;;
B;159;1752944;4;20200217 01:02;;;2;PARADE ST;GIRARDS HILL;2480;543.796;M;20200110;20200207;445000;R1;R;RESIDENCE;;AEE;;0;AP889185;
C;159;1752944;4;20200217 01:02;1/348137;
D;159;1752944;4;20200217 01:02;P;;;;;;
D;159;1752944;4;20200217 01:02;V;;;;;;
D;159;1752944;4;20200217 01:02;V;;;;;;
B;159;1747760;5;20200217 01:02;;;57;DUDLEY DR;GOONELLABAH;2480;914.3;M;20200129;20200207;490000;R1;R;RESIDENCE;;ALL;;0;AP887467;
C;159;1747760;5;20200217 01:02;191/837933;
D;159;1747760;5;20200217 01:02;P;;;;;;
D;159;1747760;5;20200217 01:02;V;;;;;;
B;159;1758811;6;20200217 01:02;;;356;STONY CHUTE RD;NIMBIN;2480;5.532;H;20191120;20200207;720000;RU1;R;RESIDENCE;;RSB;;0;AP888716;
C;159;1758811;6;20200217 01:02;26/794266;
D;159;1758811;6;20200217 01:02;P;;;;;;
D;159;1758811;6;20200217 01:02;V;;;;;;
B;159;1750915;7;20200217 01:02;;;231;OLIVER AVE;GOONELLABAH;2480;898.5;M;20200110;20200207;400000;R1;R;RESIDENCE;;ALL;;0;AP888942;
C;159;1750915;7;20200217 01:02;8/827811;
D;159;1750915;7;20200217 01:02;P;;;;;;
D;159;1750915;7;20200217 01:02;P;;;;;;
D;159;1750915;7;20200217 01:02;V;;;;;;
D;159;1750915;7;20200217 01:02;V;;;;;;
B;159;1754269;8;20200217 01:02;;;7;SMITH ST;EAST LISMORE;2480;900.4;M;20200116;20200213;520000;R1;R;RESIDENCE;;AEE;;0;AP899227;
C;159;1754269;8;20200217 01:02;8/18697;
D;159;1754269;8;20200217 01:02;P;;;;;;
D;159;1754269;8;20200217 01:02;P;;;;;;
D;159;1754269;8;20200217 01:02;V;;;;;;
D;159;1754269;8;20200217 01:02;V;;;;;;
B;159;4109582;9;20200217 01:02;;3;27;ALTERNATIVE WAY;NIMBIN;2480;265;M;20200204;20200212;350000;;R;RESIDENCE;3;;;0;AP895896;
C;159;4109582;9;20200217 01:02;3/SP97318;
D;159;4109582;9;20200217 01:02;P;;;;;;
D;159;4109582;9;20200217 01:02;V;;;;;;
B;159;4256621;10;20200217 01:02;;;12;CANARY DR;GOONELLABAH;2480;693;M;20191231;20200211;265000;R1;V;VACANT LAND;;ALL;;0;AP893671;
C;159;4256621;10;20200217 01:02;17/1258334;
D;159;4256621;10;20200217 01:02;P;;;;;;
D;159;4256621;10;20200217 01:02;V;;;;;;
B;159;4261509;11;20200217 01:02;;;2;MAGNUS CT;GOONELLABAH;2480;835.4;M;20190116;20200213;290000;R1;R;RESIDENCE;;APP;;0;AP898772;
C;159;4261509;11;20200217 01:02;1/1259214;
D;159;4261509;11;20200217 01:02;P;;;;;;
D;159;4261509;11;20200217 01:02;P;;;;;;
D;159;4261509;11;20200217 01:02;V;;;;;;
D;159;4261509;11;20200217 01:02;V;;;;;;
D;159;4261509;11;20200217 01:02;V;;;;;;
D;159;4261509;11;20200217 01:02;V;;;;;;
D;159;4261509;11;20200217 01:02;V;;;;;;
D;159;4261509;11;20200217 01:02;V;;;;;;
Z;60;11;11;36;
