A;RTSALEDATA;238;20190506 01:06;VALNET;
B;238;2632730;1;20190506 01:06;;;38 C;CASTLEREAGH ST;COONAMBLE;2829;457.8;M;20190320;20190426;70000;B2;3;SHOP;;BBC;;0;AP214337;
C;238;2632730;1;20190506 01:06;PT 72/231282;
D;238;2632730;1;20190506 01:06;P;;;;;;
D;238;2632730;1;20190506 01:06;V;;;;;;
D;238;2632730;1;20190506 01:06;V;;;;;;
D;238;2632730;1;20190506 01:06;V;;;;;;
B;238;2632731;2;20190506 01:06;;;38 A;CASTLEREAGH ST;COONAMBLE;2829;92.3;M;20190320;20190426;70000;B2;3;SHOP;;BBC;;0;AP214337;
C;238;2632731;2;20190506 01:06;PT 72/231282;
D;238;2632731;2;20190506 01:06;P;;;;;;
D;238;2632731;2;20190506 01:06;V;;;;;;
D;238;2632731;2;20190506 01:06;V;;;;;;
D;238;2632731;2;20190506 01:06;V;;;;;;
Z;14;2;2;8;
