A;RTSALEDATA;109;20251013 01:07;VALNET;
B;109;1214739;1;20251013 01:07;;;4;RADNOR ST;CANOWINDRA;2804;2011;M;20250916;20251007;540000;R1;R;RESIDENCE;;ZNC;;;AV486060;
C;109;1214739;1;20251013 01:07;9/16/758221;
D;109;1214739;1;20251013 01:07;P;;;;;;
D;109;1214739;1;20251013 01:07;P;;;;;;
D;109;1214739;1;20251013 01:07;V;;;;;;
D;109;1214739;1;20251013 01:07;V;;;;;;
B;109;1216467;2;20251013 01:07;;;1;NORTON ST;EUGOWRA;2806;5.109;H;20250911;20251009;655000;RU1;R;RESIDENCE;;RHD;;;AV497542;
C;109;1216467;2;20251013 01:07;31/750157;
D;109;1216467;2;20251013 01:07;P;;;;;;
D;109;1216467;2;20251013 01:07;P;;;;;;
D;109;1216467;2;20251013 01:07;V;;;;;;
D;109;1216467;2;20251013 01:07;V;;;;;;
B;109;1219132;3;20251013 01:07;BURRA BURRA;;681;BURGOON LANE;MOLONG;2866;207.96;H;20250712;20250902;1900000;RU1;R;RESIDENCE;;RMF;;;AV386851;
C;109;1219132;3;20251013 01:07;104, 138, 196/753251 184/1088682;
D;109;1219132;3;20251013 01:07;P;;;;;;
D;109;1219132;3;20251013 01:07;V;;;;;;
B;109;4143597;4;20251013 01:07;;;43;KIEWA ST;MANILDRA;2865;1391;M;20250924;20251003;272800;RU5;3;COMMERCIAL;;ZVM;;;AV480214;
C;109;4143597;4;20251013 01:07;4/35/758643;
D;109;4143597;4;20251013 01:07;P;;;;;;
D;109;4143597;4;20251013 01:07;V;;;;;;
B;109;3547483;5;20251013 01:07;KOONARDOO;;36;DARLEY RD;NASHDALE;2800;15.93;H;20250710;20251003;3550000;RU2;3;FARM;;RLS;;;AV483918;
C;109;3547483;5;20251013 01:07;2/800126;
D;109;3547483;5;20251013 01:07;P;;;;;;
D;109;3547483;5;20251013 01:07;P;;;;;;
D;109;3547483;5;20251013 01:07;V;;;;;;
D;109;3547483;5;20251013 01:07;V;;;;;;
B;109;3593960;6;20251013 01:07;;;2050;EUCHAREENA RD;BOOMEY;2866;108.828;H;20250825;20251007;1300000;RU1;V;VACANT LAND;;RME;;;AV486949;
C;109;3593960;6;20251013 01:07;205/1076930 12/1141061;
D;109;3593960;6;20251013 01:07;P;;;;;;
D;109;3593960;6;20251013 01:07;P;;;;;;
D;109;3593960;6;20251013 01:07;V;;;;;;
B;109;4449181;7;20251013 01:07;;;23;RIVER OAK VIEW;SUMMER HILL CREEK;2800;5.018;H;20250905;20251003;590000;R5;V;VACANT LAND;;RRN;;;AV481179;
C;109;4449181;7;20251013 01:07;503/1288217;
D;109;4449181;7;20251013 01:07;P;;;;;;
D;109;4449181;7;20251013 01:07;P;;;;;;
D;109;4449181;7;20251013 01:07;V;;;;;;
D;109;4449181;7;20251013 01:07;V;;;;;;
Z;39;7;7;23;
