A;RTSALEDATA;116;20200824 01:01;VALNET;
B;116;1242638;1;20200824 01:01;;;9;GUILLAN PL;PARKES;2870;702.6;M;20200710;20200813;300000;R1;R;RESIDENCE;;AAJ;;0;AQ316438;
C;116;1242638;1;20200824 01:01;16/789904;
D;116;1242638;1;20200824 01:01;P;;;;;;
D;116;1242638;1;20200824 01:01;V;;;;;;
B;116;1243908;2;20200824 01:01;;;1;OSWIN ST;PARKES;2870;739.8;M;20200707;20200818;320000;R1;R;RESIDENCE;;AAA;;0;AQ326232;
C;116;1243908;2;20200824 01:01;44/8904;
D;116;1243908;2;20200824 01:01;P;;;;;;
D;116;1243908;2;20200824 01:01;P;;;;;;
D;116;1243908;2;20200824 01:01;V;;;;;;
B;116;1243988;3;20200824 01:01;BLANCO RIO;;51;PARKESBOROUGH RD;PARKES;2870;8.1;H;20200707;20200818;425000;R5;R;RESIDENCE;;LPL;;0;AQ326235;
C;116;1243988;3;20200824 01:01;281/750179;
D;116;1243988;3;20200824 01:01;P;;;;;;
D;116;1243988;3;20200824 01:01;V;;;;;;
D;116;1243988;3;20200824 01:01;V;;;;;;
B;116;1244120;4;20200824 01:01;;;18;PIONEER ST;PARKES;2870;909.5;M;20200706;20200817;425000;R1;R;RESIDENCE;;AAB;;0;AQ321988;
C;116;1244120;4;20200824 01:01;4/866524;
D;116;1244120;4;20200824 01:01;P;;;;;;
D;116;1244120;4;20200824 01:01;P;;;;;;
D;116;1244120;4;20200824 01:01;V;;;;;;
D;116;1244120;4;20200824 01:01;V;;;;;;
B;116;1244714;5;20200824 01:01;;;10;WEBB ST;PARKES;2870;1276;M;20200703;20200813;270000;R1;R;RESIDENCE;;AAB;;0;AQ314731;
C;116;1244714;5;20200824 01:01;862/593088;
D;116;1244714;5;20200824 01:01;P;;;;;;
D;116;1244714;5;20200824 01:01;P;;;;;;
D;116;1244714;5;20200824 01:01;V;;;;;;
D;116;1244714;5;20200824 01:01;V;;;;;;
B;116;1242172;6;20200824 01:01;;;2;EVANS PDE;PARKES;2870;1903;M;20200703;20200813;475000;R1;R;RESIDENCE;;AAA;;0;AQ314728;
C;116;1242172;6;20200824 01:01;29/220946;
D;116;1242172;6;20200824 01:01;P;;;;;;
D;116;1242172;6;20200824 01:01;P;;;;;;
D;116;1242172;6;20200824 01:01;V;;;;;;
D;116;1242172;6;20200824 01:01;V;;;;;;
B;116;1242174;7;20200824 01:01;;;10;EVANS PDE;PARKES;2870;2106;M;20200710;20200818;470000;R1;R;RESIDENCE;;AAA;;0;AQ325834;
C;116;1242174;7;20200824 01:01;31/220946;
D;116;1242174;7;20200824 01:01;P;;;;;;
D;116;1242174;7;20200824 01:01;P;;;;;;
D;116;1242174;7;20200824 01:01;V;;;;;;
D;116;1242174;7;20200824 01:01;V;;;;;;
B;116;1244957;8;20200824 01:01;;;80;WOODWARD ST;PARKES;2870;815.7;M;20200320;20200813;222500;R1;R;RESIDENCE;;AAG;;0;AQ316418;
C;116;1244957;8;20200824 01:01;1074/750152;
D;116;1244957;8;20200824 01:01;P;;;;;;
D;116;1244957;8;20200824 01:01;V;;;;;;
B;116;3192311;9;20200824 01:01;;;40;BEST ST;PARKES;2870;612;M;20200706;20200817;340500;R1;R;RESIDENCE;;AAJ;;0;AQ321983;
C;116;3192311;9;20200824 01:01;10/1078492;
D;116;3192311;9;20200824 01:01;P;;;;;;
D;116;3192311;9;20200824 01:01;P;;;;;;
D;116;3192311;9;20200824 01:01;V;;;;;;
B;116;4307603;10;20200824 01:01;;;14;DANILENKO ST;PARKES;2870;779.7;M;20191220;20200820;115000;;V;VACANT LAND;;;;0;AQ332442;
C;116;4307603;10;20200824 01:01;1/1262097;
D;116;4307603;10;20200824 01:01;P;;;;;;
D;116;4307603;10;20200824 01:01;V;;;;;;
B;116;4307604;11;20200824 01:01;;;1;DANILENKO ST;PARKES;2870;822.1;M;20200116;20200813;130000;;R;RESIDENCE;;;;0;AQ316450;
C;116;4307604;11;20200824 01:01;2/1262097;
D;116;4307604;11;20200824 01:01;P;;;;;;
D;116;4307604;11;20200824 01:01;P;;;;;;
D;116;4307604;11;20200824 01:01;V;;;;;;
B;116;4307605;12;20200824 01:01;;;5;DANILENKO ST;PARKES;2870;741;M;20190305;20200820;115000;;V;VACANT LAND;;;;0;AQ332447;
C;116;4307605;12;20200824 01:01;3/1262097;
D;116;4307605;12;20200824 01:01;P;;;;;;
D;116;4307605;12;20200824 01:01;V;;;;;;
B;116;4307606;13;20200824 01:01;;;9;DANILENKO ST;PARKES;2870;741;M;20190305;20200820;115000;;V;VACANT LAND;;;;0;AQ332443;
C;116;4307606;13;20200824 01:01;4/1262097;
D;116;4307606;13;20200824 01:01;P;;;;;;
D;116;4307606;13;20200824 01:01;V;;;;;;
B;116;4311065;14;20200824 01:01;;;537;BROLGAN RD;PARKES;2870;30.045;H;20190904;20200805;12470;;3;RURAL LAND;;;;0;AQ307458;
C;116;4311065;14;20200824 01:01;PT 55, 56/1243131;
D;116;4311065;14;20200824 01:01;P;;;;;;
D;116;4311065;14;20200824 01:01;V;;;;;;
Z;70;14;14;40;
