A;RTSALEDATA;018;20200824 01:00;VALNET;
B;018;392538;1;20200824 01:00;;;2;CARNAGO ST;BERMAGUI;2546;754.3;M;20200717;20200817;485000;R3;R;RESIDENCE;;BMA;;0;AQ321546;
C;018;392538;1;20200824 01:00;125/808851;
D;018;392538;1;20200824 01:00;P;;;;;;
D;018;392538;1;20200824 01:00;V;;;;;;
D;018;392538;1;20200824 01:00;V;;;;;;
B;018;403818;2;20200824 01:00;;;533;BURRAGATE RD;BURRAGATE;2550;85.21;H;20200721;20200817;700000;RU1;R;RESIDENCE;;BUI;;0;AQ323701;
C;018;403818;2;20200824 01:00;1/611209;
D;018;403818;2;20200824 01:00;P;;;;;;
D;018;403818;2;20200824 01:00;P;;;;;;
D;018;403818;2;20200824 01:00;V;;;;;;
D;018;403818;2;20200824 01:00;V;;;;;;
B;018;403851;3;20200824 01:00;;;40;PERICOE ST;BURRAGATE;2550;3.43;H;20200716;20200814;140000;RU5;V;VACANT LAND;;BZH;;0;AQ318543;
C;018;403851;3;20200824 01:00;1, 2/21/758197 1, 2/28/758197;
D;018;403851;3;20200824 01:00;P;;;;;;
D;018;403851;3;20200824 01:00;V;;;;;;
D;018;403851;3;20200824 01:00;V;;;;;;
B;018;398493;4;20200824 01:00;;;5;OREGON ST;PAMBULA;2549;986.4;M;20200710;20200814;425000;R2;R;RESIDENCE;;BRR;;0;AQ319437;
C;018;398493;4;20200824 01:00;16/41/758825;
D;018;398493;4;20200824 01:00;P;;;;;;
D;018;398493;4;20200824 01:00;P;;;;;;
D;018;398493;4;20200824 01:00;P;;;;;;
D;018;398493;4;20200824 01:00;V;;;;;;
B;018;398544;5;20200824 01:00;;;12;QUONDOLO ST;PAMBULA;2549;2023;M;20200728;20200818;690000;R3;R;RESIDENCE;;BMH;;0;AQ326961;
C;018;398544;5;20200824 01:00;7/16/758825;
D;018;398544;5;20200824 01:00;P;;;;;;
D;018;398544;5;20200824 01:00;P;;;;;;
D;018;398544;5;20200824 01:00;V;;;;;;
D;018;398544;5;20200824 01:00;V;;;;;;
B;018;396703;6;20200824 01:00;;1;59;MAIN ST;MERIMBULA;2548;;;20200519;20200818;370000;;R;RESIDENCE;1;;;0;AQ325893;
C;018;396703;6;20200824 01:00;1/SP9482;
D;018;396703;6;20200824 01:00;P;;;;;;
D;018;396703;6;20200824 01:00;V;;;;;;
B;018;399486;7;20200824 01:00;;;32;EDNA DR;TATHRA;2550;556.4;M;20200723;20200817;440000;R3;R;RESIDENCE;;BMB;;0;AQ321976;
C;018;399486;7;20200824 01:00;128/239956;
D;018;399486;7;20200824 01:00;P;;;;;;
D;018;399486;7;20200824 01:00;V;;;;;;
B;018;397076;8;20200824 01:00;;20;1;OCEAN VIEW AVE;MERIMBULA;2548;;;20200710;20200817;342500;;R;RESIDENCE;20;;;0;AQ321880;
C;018;397076;8;20200824 01:00;20/SP21721;
D;018;397076;8;20200824 01:00;P;;;;;;
D;018;397076;8;20200824 01:00;P;;;;;;
D;018;397076;8;20200824 01:00;V;;;;;;
B;018;399805;9;20200824 01:00;;7;2;HAVEN PL;TATHRA;2550;;;20200723;20200814;429000;;R;RESIDENCE;7;;;0;AQ317586;
C;018;399805;9;20200824 01:00;7/SP31744;
D;018;399805;9;20200824 01:00;P;;;;;;
D;018;399805;9;20200824 01:00;V;;;;;;
B;018;400055;10;20200824 01:00;;;31;WILDLIFE DR;TATHRA;2550;634.8;M;20200721;20200820;750000;R2;R;RESIDENCE;;BRE;;0;AQ333013;
C;018;400055;10;20200824 01:00;39/718613;
D;018;400055;10;20200824 01:00;P;;;;;;
D;018;400055;10;20200824 01:00;V;;;;;;
D;018;400055;10;20200824 01:00;V;;;;;;
B;018;403056;11;20200824 01:00;;;31;O'CONNELLS POINT RD;WALLAGA LAKE;2546;612.8;M;20200521;20200819;230000;R2;V;VACANT LAND;;BRA;;0;AQ328414;
C;018;403056;11;20200824 01:00;262/802479;
D;018;403056;11;20200824 01:00;P;;;;;;
D;018;403056;11;20200824 01:00;P;;;;;;
D;018;403056;11;20200824 01:00;P;;;;;;
D;018;403056;11;20200824 01:00;V;;;;;;
D;018;403056;11;20200824 01:00;V;;;;;;
B;018;398260;12;20200824 01:00;;;2;BRUNKER ST;PAMBULA;2549;986.4;M;20200720;20200819;365000;R2;R;RESIDENCE;;BRR;;0;AQ328771;
C;018;398260;12;20200824 01:00;13/41/758825;
D;018;398260;12;20200824 01:00;P;;;;;;
D;018;398260;12;20200824 01:00;V;;;;;;
B;018;404510;13;20200824 01:00;;;19;MOORLANDS LANE;FROGS HOLLOW;2550;8.234;H;20200709;20200813;330000;RU1;V;VACANT LAND;;BUG;;0;AQ316038;
C;018;404510;13;20200824 01:00;7/1018382;
D;018;404510;13;20200824 01:00;P;;;;;;
D;018;404510;13;20200824 01:00;V;;;;;;
B;018;407163;14;20200824 01:00;;;68;CALDECOTTS RD;WAPENGO;2550;7.038;H;20200811;20200818;132500;E3;R;RESIDENCE;;BED;;0;AQ327133;
C;018;407163;14;20200824 01:00;41/846640;
D;018;407163;14;20200824 01:00;P;;;;;;
D;018;407163;14;20200824 01:00;V;;;;;;
D;018;407163;14;20200824 01:00;V;;;;;;
B;018;399732;15;20200824 01:00;;5;5;PACIFIC ST;TATHRA;2550;;;20200702;20200813;305000;;R;RESIDENCE;5;;;0;AQ315690;
