A;RTSALEDATA;238;20190603 01:06;VALNET;
B;238;2634782;1;20190603 01:06;;;;KELVIN GROVE;GULARGAMBONE;2828;919.5;H;20190411;20190523;8179648;RU1;3;FARM;;RMA;;0;AP271936;
C;238;2634782;1;20190603 01:06;2, 3, 4, 56/754276;
D;238;2634782;1;20190603 01:06;P;;;;;;
D;238;2634782;1;20190603 01:06;P;;;;;;
D;238;2634782;1;20190603 01:06;V;;;;;;
D;238;2634782;1;20190603 01:06;V;;;;;;
B;238;2632828;2;20190603 01:06;;;227;CASTLEREAGH HWY;COONAMBLE;2829;2.291;H;20190515;20190515;265000;R1;R;RESIDENCE;;AZG;;50;AP281373;
C;238;2632828;2;20190603 01:06;227/257308;
D;238;2632828;2;20190603 01:06;P;;;;;;
D;238;2632828;2;20190603 01:06;V;;;;;;
D;238;2632828;2;20190603 01:06;V;;;;;;
B;238;3514427;3;20190603 01:06;KELVIN GROVE;;651;KELVINGROVE RD;GULARGAMBONE;2828;1050.88;H;20190411;20190523;8179648;RU1;3;FARM;;RMA;;0;AP271936;
C;238;3514427;3;20190603 01:06;15, 34/754178 1, 22, 25/754276;
D;238;3514427;3;20190603 01:06;P;;;;;;
D;238;3514427;3;20190603 01:06;P;;;;;;
D;238;3514427;3;20190603 01:06;V;;;;;;
D;238;3514427;3;20190603 01:06;V;;;;;;
B;238;4017663;4;20190603 01:06;SOUTH WALLA;;;WALLA WALLA RD;GULARGAMBONE;2828;1038.7;H;20190411;20190523;8179648;RU1;3;FARM;;RMA;;0;AP271936;
C;238;4017663;4;20190603 01:06;B, D, F, H, L/25062 1/120204 3, 51, 52, 59, 60, 61, 62/754178 91, 93/7;
C;238;4017663;4;20190603 01:06;88739 Enclosure Permit 25242;
D;238;4017663;4;20190603 01:06;P;;;;;;
D;238;4017663;4;20190603 01:06;P;;;;;;
D;238;4017663;4;20190603 01:06;V;;;;;;
D;238;4017663;4;20190603 01:06;V;;;;;;
Z;26;4;5;15;
