A;RTSALEDATA;010;20250224 01:06;VALNET;
B;010;3403419;1;20250224 01:06;;;89;SUNNINGDALE CCT;MEDOWIE;2318;1016;M;20250130;20250217;865000;R2;R;RESIDENCE;;AAS;;0;AU829514;
C;010;3403419;1;20250224 01:06;46/280007;
D;010;3403419;1;20250224 01:06;P;;;;;;
D;010;3403419;1;20250224 01:06;P;;;;;;
D;010;3403419;1;20250224 01:06;V;;;;;;
B;010;271700;2;20250224 01:06;;324;61 B;DOWLING ST;NELSON BAY;2315;;;20241220;20250214;350000;;R;RESIDENCE;74;;;0;AU826194;
C;010;271700;2;20250224 01:06;74/SP65138;
D;010;271700;2;20250224 01:06;P;;;;;;
D;010;271700;2;20250224 01:06;V;;;;;;
D;010;271700;2;20250224 01:06;V;;;;;;
D;010;271700;2;20250224 01:06;V;;;;;;
B;010;4198024;3;20250224 01:06;;;24;PIPER ST;FERN BAY;2295;626.7;M;20250114;20250218;1265000;R2;R;RESIDENCE;;AAU;;0;AU833194;
C;010;4198024;3;20250224 01:06;29/280073;
D;010;4198024;3;20250224 01:06;P;;;;;;
D;010;4198024;3;20250224 01:06;P;;;;;;
D;010;4198024;3;20250224 01:06;V;;;;;;
B;010;3532247;4;20250224 01:06;;;214;LEMON TREE PASSAGE RD;SALT ASH;2318;577.1;M;20250115;20250219;320000;RU2;R;RESIDENCE;;RAI;;0;AU835263;
C;010;3532247;4;20250224 01:06;1/1152702;
D;010;3532247;4;20250224 01:06;P;;;;;;
D;010;3532247;4;20250224 01:06;V;;;;;;
D;010;3532247;4;20250224 01:06;V;;;;;;
B;010;4021726;5;20250224 01:06;;;13;SEASPRAY AVE;NELSON BAY;2315;313.1;M;20250120;20250218;1470000;R2;R;RESIDENCE;;AAC;;0;AU832310;
C;010;4021726;5;20250224 01:06;69/270430;
D;010;4021726;5;20250224 01:06;P;;;;;;
D;010;4021726;5;20250224 01:06;V;;;;;;
D;010;4021726;5;20250224 01:06;V;;;;;;
B;010;3031118;6;20250224 01:06;;160;43;SHOAL BAY RD;SHOAL BAY;2315;;;20241029;20250219;720000;;R;RESIDENCE;160;;;0;AU835780;
C;010;3031118;6;20250224 01:06;160/SP74151;
D;010;3031118;6;20250224 01:06;P;;;;;;
D;010;3031118;6;20250224 01:06;V;;;;;;
B;010;3226551;7;20250224 01:06;THE HERITAGE;209;39;SHOAL BAY RD;SHOAL BAY;2315;;;20241029;20250219;720000;;R;RESIDENCE;23;;;0;AU835780;
C;010;3226551;7;20250224 01:06;23/SP73986;
D;010;3226551;7;20250224 01:06;P;;;;;;
D;010;3226551;7;20250224 01:06;V;;;;;;
B;010;276036;8;20250224 01:06;;;42;BILMARK DR;RAYMOND TERRACE;2324;627.2;M;20250124;20250214;680000;R2;R;RESIDENCE;;ABF;;0;AU825668;
C;010;276036;8;20250224 01:06;99/261236;
D;010;276036;8;20250224 01:06;P;;;;;;
D;010;276036;8;20250224 01:06;P;;;;;;
D;010;276036;8;20250224 01:06;V;;;;;;
D;010;276036;8;20250224 01:06;V;;;;;;
B;010;273836;9;20250224 01:06;;11;45;DONALD ST;NELSON BAY;2315;;;20240628;20250220;750000;;3;COMMERCIAL;11;;;0;AU837954;
C;010;273836;9;20250224 01:06;11/SP62788;
D;010;273836;9;20250224 01:06;P;;;;;;
D;010;273836;9;20250224 01:06;V;;;;;;
B;010;269312;10;20250224 01:06;;;35;GOULD DR;LEMON TREE PASSAGE;2319;455.3;M;20250108;20250219;475000;R2;R;RESIDENCE;;AAP;;0;AU836118;
C;010;269312;10;20250224 01:06;22/225672;
D;010;269312;10;20250224 01:06;P;;;;;;
D;010;269312;10;20250224 01:06;V;;;;;;
D;010;269312;10;20250224 01:06;V;;;;;;
B;010;267001;11;20250224 01:06;;;1;WINDEYER CL;MEDOWIE;2318;8167;M;20250117;20250214;1475000;R5;R;RESIDENCE;;ABB;;0;AU828479;
C;010;267001;11;20250224 01:06;94/248738;
D;010;267001;11;20250224 01:06;P;;;;;;
D;010;267001;11;20250224 01:06;P;;;;;;
D;010;267001;11;20250224 01:06;V;;;;;;
B;010;269919;12;20250224 01:06;;;9;PAROA AVE;LEMON TREE PASSAGE;2319;670.3;M;20241219;20250214;740000;R2;R;RESIDENCE;;AAP;;0;AU827861;
C;010;269919;12;20250224 01:06;67/225672;
D;010;269919;12;20250224 01:06;P;;;;;;
D;010;269919;12;20250224 01:06;P;;;;;;
D;010;269919;12;20250224 01:06;V;;;;;;
B;010;270240;13;20250224 01:06;;2;3;FAIRLANDS RD;MALLABULA;2319;;;20250205;20250219;450000;;R;RESIDENCE;2;;;0;AU836097;
C;010;270240;13;20250224 01:06;2/SP61736;
D;010;270240;13;20250224 01:06;P;;;;;;
D;010;270240;13;20250224 01:06;V;;;;;;
B;010;270256;14;20250224 01:06;;;25;FAIRLANDS RD;MALLABULA;2319;777.8;M;20241224;20250214;805000;R2;R;RESIDENCE;;AAO;;0;AU826176;
C;010;270256;14;20250224 01:06;1636/239106;
D;010;270256;14;20250224 01:06;P;;;;;;
D;010;270256;14;20250224 01:06;V;;;;;;
D;010;270256;14;20250224 01:06;V;;;;;;
B;010;272974;15;20250224 01:06;;12;21;MAGNUS ST;NELSON BAY;2315;;;20241126;20250214;935000;;R;RESIDENCE;12;;;0;AU825269;
C;010;272974;15;20250224 01:06;12/SP63421;
D;010;272974;15;20250224 01:06;P;;;;;;
D;010;272974;15;20250224 01:06;P;;;;;;
D;010;272974;15;20250224 01:06;V;;;;;;
D;010;272974;15;20250224 01:06;V;;;;;;
B;010;280762;16;20250224 01:06;;;8;GWANDALAN CL;BRANDY HILL;2324;1.383;H;20241216;20250214;1600000;R5;R;RESIDENCE;;ABA;;0;AU826522;
C;010;280762;16;20250224 01:06;227/785775;
D;010;280762;16;20250224 01:06;P;;;;;;
D;010;280762;16;20250224 01:06;P;;;;;;
D;010;280762;16;20250224 01:06;V;;;;;;
B;010;283765;17;20250224 01:06;;;9;KALLAROO ST;CORLETTE;2315;619.7;M;20240103;20250214;1600000;R2;R;RESIDENCE;;AAE;;0;AU826774;
C;010;283765;17;20250224 01:06;10/238253;
D;010;283765;17;20250224 01:06;P;;;;;;
D;010;283765;17;20250224 01:06;P;;;;;;
D;010;283765;17;20250224 01:06;V;;;;;;
B;010;290028;18;20250224 01:06;;;216;LEMON TREE PASSAGE RD;SALT ASH;2318;177;M;20250115;20250219;320000;RU2;R;RESIDENCE;;RAI;;0;AU835263;
C;010;290028;18;20250224 01:06;1/794778;
D;010;290028;18;20250224 01:06;P;;;;;;
D;010;290028;18;20250224 01:06;V;;;;;;
D;010;290028;18;20250224 01:06;V;;;;;;
B;010;290118;19;20250224 01:06;;;21;DAVID DR;SALT ASH;2318;7460;M;20241224;20250214;1100000;RU2;R;RESIDENCE;;RAW;;0;AU827552;
C;010;290118;19;20250224 01:06;201/836412;
D;010;290118;19;20250224 01:06;P;;;;;;
D;010;290118;19;20250224 01:06;V;;;;;;
D;010;290118;19;20250224 01:06;V;;;;;;
B;010;287606;20;20250224 01:06;;;72;CLEMENCEAU CRES;TANILBA BAY;2319;771.4;M;20241122;20250214;630000;R2;R;RESIDENCE;;AAO;;0;AU826798;
C;010;287606;20;20250224 01:06;832/10716;
D;010;287606;20;20250224 01:06;P;;;;;;
D;010;287606;20;20250224 01:06;V;;;;;;
B;010;290219;21;20250224 01:06;;;129;LEMON TREE PASSAGE RD;SALT ASH;2318;14.9;H;20241212;20250218;1260000;RU2;R;RESIDENCE;;RAW;;0;AU832154;
C;010;290219;21;20250224 01:06;3/596641;
D;010;290219;21;20250224 01:06;P;;;;;;
D;010;290219;21;20250224 01:06;P;;;;;;
D;010;290219;21;20250224 01:06;V;;;;;;
D;010;290219;21;20250224 01:06;V;;;;;;
B;010;2772361;22;20250224 01:06;;;29;CAMBRIDGE AVE;LEMON TREE PASSAGE;2319;434.3;M;20241220;20250214;660000;R2;R;RESIDENCE;;AAP;;0;AU827891;
C;010;2772361;22;20250224 01:06;544/1021673;
D;010;2772361;22;20250224 01:06;P;;;;;;
D;010;2772361;22;20250224 01:06;V;;;;;;
D;010;2772361;22;20250224 01:06;V;;;;;;
B;010;4467303;23;20250224 01:06;;;1;WOODOAK RD;KARUAH;2324;599.1;M;20250201;20250214;310000;R2;R;RESIDENCE;;AAV;;0;AU826179;
C;010;4467303;23;20250224 01:06;822/1275931;
D;010;4467303;23;20250224 01:06;P;;;;;;
D;010;4467303;23;20250224 01:06;V;;;;;;
B;010;4424903;24;20250224 01:06;;;101;MACADAMIA CCT;MEDOWIE;2318;2.1;H;20250116;20250220;1360000;C2;R;RESIDENCE;;EAD;;0;AU839643;
C;010;4424903;24;20250224 01:06;2/1283719;
D;010;4424903;24;20250224 01:06;P;;;;;;
D;010;4424903;24;20250224 01:06;V;;;;;;
B;010;4389556;25;20250224 01:06;;6;2;INTREPID CL;NELSON BAY;2315;80;M;20250122;20250219;650000;;R;RESIDENCE;6;;;0;AU835893;
C;010;4389556;25;20250224 01:06;6/SP103742;
D;010;4389556;25;20250224 01:06;P;;;;;;
D;010;4389556;25;20250224 01:06;V;;;;;;
D;010;4389556;25;20250224 01:06;V;;;;;;
B;010;3842266;26;20250224 01:06;;;22;HERON CCT;FULLERTON COVE;2318;466.5;M;20241115;20250214;1160000;RU2;R;RESIDENCE;;RAI;;0;AU827613;
C;010;3842266;26;20250224 01:06;91/270695;
D;010;3842266;26;20250224 01:06;P;;;;;;
D;010;3842266;26;20250224 01:06;P;;;;;;
D;010;3842266;26;20250224 01:06;V;;;;;;
D;010;3842266;26;20250224 01:06;V;;;;;;
B;010;3882944;27;20250224 01:06;;;13;SUGARGLIDER WAY;FULLERTON COVE;2318;407.5;M;20241218;20250217;1100000;RU2;R;RESIDENCE;;RAI;;0;AU831544;
C;010;3882944;27;20250224 01:06;118/270695;
D;010;3882944;27;20250224 01:06;P;;;;;;
D;010;3882944;27;20250224 01:06;V;;;;;;
D;010;3882944;27;20250224 01:06;V;;;;;;
Z;135;27;27;79;
