A;RTSALEDATA;252;20201102 01:08;VALNET;
B;252;4030583;1;20201102 01:08;;;9394;THUNDERBOLTS WAY;NOWENDOC;2354;165.618;H;20200914;20201026;880000;RU1;R;RESIDENCE;;RWN;;0;AQ501348;
C;252;4030583;1;20201102 01:08;80, 81, 86, 87/753702 1, 2/1228681;
D;252;4030583;1;20201102 01:08;P;;;;;;
D;252;4030583;1;20201102 01:08;P;;;;;;
D;252;4030583;1;20201102 01:08;V;;;;;;
D;252;4030583;1;20201102 01:08;V;;;;;;
B;252;3192880;2;20201102 01:08;;;65 W;NORTH ST;WALCHA;2354;1410;M;20201001;20201029;265000;R1;R;RESIDENCE;;AAA;;0;AQ510439;
C;252;3192880;2;20201102 01:08;19/22761;
D;252;3192880;2;20201102 01:08;P;;;;;;
D;252;3192880;2;20201102 01:08;V;;;;;;
D;252;3192880;2;20201102 01:08;V;;;;;;
B;252;4322582;3;20201102 01:08;WANDERRIBY;;49;HURRICANE GULLY RD;WALCHA;2354;295.9;H;20200908;20201021;1800000;;V;VACANT LAND;;;;0;AQ489739;
C;252;4322582;3;20201102 01:08;11/838481 14/1168777;
D;252;4322582;3;20201102 01:08;P;;;;;;
D;252;4322582;3;20201102 01:08;P;;;;;;
D;252;4322582;3;20201102 01:08;V;;;;;;
D;252;4322582;3;20201102 01:08;V;;;;;;
D;252;4322582;3;20201102 01:08;V;;;;;;
D;252;4322582;3;20201102 01:08;V;;;;;;
D;252;4322582;3;20201102 01:08;V;;;;;;
D;252;4322582;3;20201102 01:08;V;;;;;;
Z;23;3;3;15;
