A;002;20110801 01:43;VALNET;
B;002;3457486;1;20110801 01:43;;;;FISHERS HILL RD;FISHERS HILL;2421;3.51;H;20110531;20110712;250000;R;V;VACANT LAND;;RH;;0;AG373793;
C;002;3457486;1;20110801 01:43;115/1072984;
D;002;3457486;1;20110801 01:43;P;;;;;;
D;002;3457486;1;20110801 01:43;P;;;;;;
D;002;3457486;1;20110801 01:43;V;;;;;;
Z;7;1;1;3;
