A;RTSALEDATA;142;20190204 01:14;VALNET;
B;142;2869403;1;20190204 01:14;;4;35;SOLANDER ST;MONTEREY;2217;;;20181217;20190129;1180000;;R;RESIDENCE;4;;;0;AP26863;
C;142;2869403;1;20190204 01:14;4/SP65404;
D;142;2869403;1;20190204 01:14;P;;;;;;
D;142;2869403;1;20190204 01:14;V;;;;;;
D;142;2869403;1;20190204 01:14;V;;;;;;
B;142;4141322;2;20190204 01:14;;;8;GERTRUDE ST;WOLLI CREEK;2205;96;M;20181130;20181221;850000;;R;RESIDENCE;133;;;0;AP23863;
C;142;4141322;2;20190204 01:14;133/SP97588;
D;142;4141322;2;20190204 01:14;P;;;;;;
D;142;4141322;2;20190204 01:14;P;;;;;;
D;142;4141322;2;20190204 01:14;V;;;;;;
B;142;4154968;3;20190204 01:14;;2204;9;BRODIE SPARK DR;WOLLI CREEK;2205;108;M;20161123;20181212;1030000;;R;RESIDENCE;32;;;0;AP25981;
C;142;4154968;3;20190204 01:14;32/SP97305;
D;142;4154968;3;20190204 01:14;P;;;;;;
D;142;4154968;3;20190204 01:14;P;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
D;142;4154968;3;20190204 01:14;V;;;;;;
B;142;4154968;4;20190204 01:14;;512;9;BRODIE SPARK DR;WOLLI CREEK;2205;105;M;20190124;20190131;865000;;R;RESIDENCE;44;;;0;AP34600;
C;142;4154968;4;20190204 01:14;44/SP97305;
D;142;4154968;4;20190204 01:14;P;;;;;;
D;142;4154968;4;20190204 01:14;V;;;;;;
D;142;4154968;4;20190204 01:14;V;;;;;;
D;142;4154968;4;20190204 01:14;V;;;;;;
D;142;4154968;4;20190204 01:14;V;;;;;;
D;142;4154968;4;20190204 01:14;V;;;;;;
