A;RTSALEDATA;081;20190204 01:12;VALNET;
B;081;2879672;1;20190204 01:12;;;3;BRIANA CT;KELLYVILLE;2155;512;M;20180926;20181207;1228000;R2;R;RESIDENCE;;AXX;;0;AP17426;
C;081;2879672;1;20190204 01:12;2029/1036197;
D;081;2879672;1;20190204 01:12;P;;;;;;
D;081;2879672;1;20190204 01:12;V;;;;;;
D;081;2879672;1;20190204 01:12;V;;;;;;
B;081;2886765;2;20190204 01:12;;;32;MILLCROFT WAY;BEAUMONT HILLS;2155;460.8;M;20181224;20190125;870000;R3;R;RESIDENCE;;BKM;;0;AP21411;
C;081;2886765;2;20190204 01:12;1016/1036696;
D;081;2886765;2;20190204 01:12;P;;;;;;
D;081;2886765;2;20190204 01:12;V;;;;;;
D;081;2886765;2;20190204 01:12;V;;;;;;
B;081;2989711;3;20190204 01:12;SOUTHWOOD CREST;14;1;SHERWIN AVE;CASTLE HILL;2154;;;20181113;20190122;701500;;R;RESIDENCE;46;;;0;AP18684;
C;081;2989711;3;20190204 01:12;46/SP71012;
D;081;2989711;3;20190204 01:12;P;;;;;;
D;081;2989711;3;20190204 01:12;V;;;;;;
B;081;3425057;4;20190204 01:12;;;11;STONYBROOK TCE;BELLA VISTA;2153;820.4;M;20181113;20190122;1970000;R2;R;RESIDENCE;;BVA;;0;AP18697;
C;081;3425057;4;20190204 01:12;2006/1130088;
D;081;3425057;4;20190204 01:12;P;;;;;;
D;081;3425057;4;20190204 01:12;P;;;;;;
D;081;3425057;4;20190204 01:12;V;;;;;;
D;081;3425057;4;20190204 01:12;V;;;;;;
B;081;4177292;5;20190204 01:12;;;33;ERNESTA PL;BELLA VISTA;2153;725.6;M;20180620;20181217;1450000;;V;VACANT LAND;;;;0;AP17487;
C;081;4177292;5;20190204 01:12;128/1234082;
D;081;4177292;5;20190204 01:12;P;;;;;;
D;081;4177292;5;20190204 01:12;P;;;;;;
D;081;4177292;5;20190204 01:12;V;;;;;;
B;081;4179311;6;20190204 01:12;;;94;BARRY RD;NORTH KELLYVILLE;2155;;;20180718;20190129;587000;;V;VACANT LAND;;;;0;AP26401;
C;081;4179311;6;20190204 01:12;13/1243156;
D;081;4179311;6;20190204 01:12;P;;;;;;
D;081;4179311;6;20190204 01:12;P;;;;;;
D;081;4179311;6;20190204 01:12;V;;;;;;
D;081;4179311;6;20190204 01:12;V;;;;;;
B;081;4170854;7;20190204 01:12;;;68;HEZLETT RD;NORTH KELLYVILLE;2155;300;M;20180502;20181127;490000;R1;V;VACANT LAND;;NKG;;0;AP24456;
C;081;4170854;7;20190204 01:12;201/1231389;
D;081;4170854;7;20190204 01:12;P;;;;;;
D;081;4170854;7;20190204 01:12;P;;;;;;
D;081;4170854;7;20190204 01:12;V;;;;;;
D;081;4170854;7;20190204 01:12;V;;;;;;
D;081;4170854;7;20190204 01:12;V;;;;;;
D;081;4170854;7;20190204 01:12;V;;;;;;
D;081;4170854;7;20190204 01:12;V;;;;;;
B;081;4170348;8;20190204 01:12;BUILDING A;104;10;MERYLL AVE;BAULKHAM HILLS;2153;159;M;20170405;20181218;739860;;R;RESIDENCE;9;;;0;AP14285;
C;081;4170348;8;20190204 01:12;9/SP98628;
D;081;4170348;8;20190204 01:12;P;;;;;;
D;081;4170348;8;20190204 01:12;P;;;;;;
D;081;4170348;8;20190204 01:12;V;;;;;;
B;081;4170348;9;20190204 01:12;BUILDING A;203;10;MERYLL AVE;BAULKHAM HILLS;2153;201;M;20170622;20181228;844910;;R;RESIDENCE;13;;;0;AP23475;
C;081;4170348;9;20190204 01:12;13/SP98628;
D;081;4170348;9;20190204 01:12;P;;;;;;
D;081;4170348;9;20190204 01:12;V;;;;;;
B;081;4170348;10;20190204 01:12;BUILDING A;204;10;MERYLL AVE;BAULKHAM HILLS;2153;163;M;20170622;20181228;739860;;R;RESIDENCE;14;;;0;AP23514;
C;081;4170348;10;20190204 01:12;14/SP98628;
D;081;4170348;10;20190204 01:12;P;;;;;;
D;081;4170348;10;20190204 01:12;V;;;;;;
B;081;4176394;11;20190204 01:12;;;29;NIGHTCAP ST;NORTH KELLYVILLE;2155;401.8;M;20161208;20190125;566820;R1;V;VACANT LAND;;NKG;;0;AP28447;
C;081;4176394;11;20190204 01:12;4/1230994;
D;081;4176394;11;20190204 01:12;P;;;;;;
D;081;4176394;11;20190204 01:12;P;;;;;;
D;081;4176394;11;20190204 01:12;V;;;;;;
B;081;4176840;12;20190204 01:12;;;2;NATURA RISE;NORWEST;2153;;;20170621;20181217;1095000;;R;RESIDENCE;22;;;0;AP27248;
C;081;4176840;12;20190204 01:12;22/SP97750;
D;081;4176840;12;20190204 01:12;P;;;;;;
D;081;4176840;12;20190204 01:12;V;;;;;;
B;081;4176840;13;20190204 01:12;;;2;NATURA RISE;NORWEST;2153;;;20171129;20181217;855000;;R;RESIDENCE;25;;;0;AN962911;
C;081;4176840;13;20190204 01:12;25/SP97750;
D;081;4176840;13;20190204 01:12;P;;;;;;
D;081;4176840;13;20190204 01:12;P;;;;;;
D;081;4176840;13;20190204 01:12;V;;;;;;
B;081;4183514;14;20190204 01:12;;;LOT32;STRINGER  RD;KELLYVILLE;2155;;;20180827;20190131;600000;;V;VACANT LAND;;;;0;AP34548;
C;081;4183514;14;20190204 01:12;32/286817;
D;081;4183514;14;20190204 01:12;P;;;;;;
D;081;4183514;14;20190204 01:12;P;;;;;;
D;081;4183514;14;20190204 01:12;V;;;;;;
B;081;4183529;15;20190204 01:12;;;4;KURNELL PL;NORTH KELLYVILLE;2155;;;20180426;20190130;770000;;R;RESIDENCE;;;;0;AP28355;
C;081;4183529;15;20190204 01:12;47/286817;
D;081;4183529;15;20190204 01:12;P;;;;;;
D;081;4183529;15;20190204 01:12;P;;;;;;
D;081;4183529;15;20190204 01:12;V;;;;;;
B;081;4183530;16;20190204 01:12;;;112;STRINGER RD;KELLYVILLE;2155;;;20181011;20190125;775000;;V;VACANT LAND;;;;0;AP22668;
C;081;4183530;16;20190204 01:12;48/286817;
D;081;4183530;16;20190204 01:12;P;;;;;;
D;081;4183530;16;20190204 01:12;P;;;;;;
D;081;4183530;16;20190204 01:12;V;;;;;;
B;081;4183531;17;20190204 01:12;;;96;STRINGER RD;KELLYVILLE;2155;;;20170817;20190130;1280000;;V;VACANT LAND;;;;0;AP30469;
C;081;4183531;17;20190204 01:12;49/286817;
D;081;4183531;17;20190204 01:12;P;;;;;;
D;081;4183531;17;20190204 01:12;P;;;;;;
D;081;4183531;17;20190204 01:12;V;;;;;;
B;081;4183540;18;20190204 01:12;;;5;MARYLAND ST;NORTH KELLYVILLE;2155;;;20180305;20190131;675000;;V;VACANT LAND;;;;0;AP33008;
C;081;4183540;18;20190204 01:12;58/286817;
D;081;4183540;18;20190204 01:12;P;;;;;;
D;081;4183540;18;20190204 01:12;P;;;;;;
D;081;4183540;18;20190204 01:12;V;;;;;;
B;081;4183546;19;20190204 01:12;;;134;STRINGER RD;NORTH KELLYVILLE;2155;;;20171023;20190124;750000;;V;VACANT LAND;;;;0;AP35107;
C;081;4183546;19;20190204 01:12;64/286817;
D;081;4183546;19;20190204 01:12;P;;;;;;
D;081;4183546;19;20190204 01:12;V;;;;;;
B;081;3603665;20;20190204 01:12;;;14;WILLCOX CRES;KELLYVILLE;2155;700;M;20181114;20190131;1820000;R2;R;RESIDENCE;;BRA;;0;AP35188;
C;081;3603665;20;20190204 01:12;10/1157893;
D;081;3603665;20;20190204 01:12;P;;;;;;
D;081;3603665;20;20190204 01:12;P;;;;;;
D;081;3603665;20;20190204 01:12;V;;;;;;
D;081;3603665;20;20190204 01:12;V;;;;;;
B;081;3606510;21;20190204 01:12;;;36 A;HEZLETT RD;NORTH KELLYVILLE;2155;1798;M;20181204;20181221;216000;SP2;V;VACANT LAND;;INF;;0;AP22874;
C;081;3606510;21;20190204 01:12;402/1165314;
D;081;3606510;21;20190204 01:12;P;;;;;;
D;081;3606510;21;20190204 01:12;V;;;;;;
D;081;3606510;21;20190204 01:12;V;;;;;;
D;081;3606510;21;20190204 01:12;V;;;;;;
D;081;3606510;21;20190204 01:12;V;;;;;;
D;081;3606510;21;20190204 01:12;V;;;;;;
B;081;4069405;22;20190204 01:12;;;9;GLOAMING ST;BOX HILL;2765;479;M;20181126;20190125;485000;R2;V;VACANT LAND;;BHR;;0;AP22110;
C;081;4069405;22;20190204 01:12;66/1216742;
D;081;4069405;22;20190204 01:12;P;;;;;;
D;081;4069405;22;20190204 01:12;P;;;;;;
D;081;4069405;22;20190204 01:12;V;;;;;;
B;081;4082339;23;20190204 01:12;;;25;CENTAURUS WAY;BOX HILL;2765;375;M;20181217;20181221;517500;R2;V;VACANT LAND;;BHR;;0;AP30094;
C;081;4082339;23;20190204 01:12;213/1230009;
D;081;4082339;23;20190204 01:12;P;;;;;;
D;081;4082339;23;20190204 01:12;P;;;;;;
D;081;4082339;23;20190204 01:12;V;;;;;;
B;081;573631;24;20190204 01:12;;;2;ACER GLEN;CASTLE HILL;2154;1796;M;20181201;20190125;1145000;R2;R;RESIDENCE;;AGG;;0;AP21584;
C;081;573631;24;20190204 01:12;327/707316;
D;081;573631;24;20190204 01:12;P;;;;;;
D;081;573631;24;20190204 01:12;P;;;;;;
D;081;573631;24;20190204 01:12;V;;;;;;
D;081;573631;24;20190204 01:12;V;;;;;;
D;081;573631;24;20190204 01:12;V;;;;;;
D;081;573631;24;20190204 01:12;V;;;;;;
D;081;573631;24;20190204 01:12;V;;;;;;
B;081;573739;25;20190204 01:12;;;92;ACRES RD;KELLYVILLE;2155;750;M;20181210;20190130;915000;R2;R;RESIDENCE;;ARR;;0;AP29205;
C;081;573739;25;20190204 01:12;12/774170;
D;081;573739;25;20190204 01:12;P;;;;;;
D;081;573739;25;20190204 01:12;P;;;;;;
