A;RTSALEDATA;269;20200907 01:03;VALNET;
B;269;3459865;1;20200907 01:03;;;118;HILLSIDE RD;MOAMA;2731;2.428;H;20190903;20200903;75000;IN1;3;WAREHOUSE;;ZE1;;0;AQ367643;
C;269;3459865;1;20200907 01:03;3/1088155;
D;269;3459865;1;20200907 01:03;P;;;;;;
D;269;3459865;1;20200907 01:03;V;;;;;;
B;269;4234760;2;20200907 01:03;;;10;FIREFLY CT;MOAMA;2731;602;M;20200604;20200902;143000;R1;V;VACANT LAND;;ZA1;;0;AQ364205;
C;269;4234760;2;20200907 01:03;100/1256111;
D;269;4234760;2;20200907 01:03;P;;;;;;
D;269;4234760;2;20200907 01:03;V;;;;;;
B;269;4052304;3;20200907 01:03;;;5;WOODS CT;MOAMA;2731;2085;M;20200813;20200903;235000;E3;V;VACANT LAND;;EM2;;0;AQ367911;
C;269;4052304;3;20200907 01:03;13/1228353;
D;269;4052304;3;20200907 01:03;P;;;;;;
D;269;4052304;3;20200907 01:03;P;;;;;;
D;269;4052304;3;20200907 01:03;V;;;;;;
B;269;4103331;4;20200907 01:03;;;38;VINECOMBE LANE;BARHAM;2732;4926;M;20200603;20200901;135000;R5;V;VACANT LAND;;RR;;0;AQ361381;
C;269;4103331;4;20200907 01:03;8/1240379;
D;269;4103331;4;20200907 01:03;P;;;;;;
D;269;4103331;4;20200907 01:03;P;;;;;;
D;269;4103331;4;20200907 01:03;V;;;;;;
B;269;545003;5;20200907 01:03;;4;9;ECHUCA ST;MOAMA;2731;;;20200626;20200831;275000;;R;RESIDENCE;4;;;0;AQ355990;
C;269;545003;5;20200907 01:03;4/SP58008;
D;269;545003;5;20200907 01:03;P;;;;;;
D;269;545003;5;20200907 01:03;V;;;;;;
B;269;546048;6;20200907 01:03;;;5;SHETLAND DR;MOAMA;2731;738;M;20200512;20200831;460000;R1;R;RESIDENCE;;ZA1;;0;AQ358454;
C;269;546048;6;20200907 01:03;3/881868;
D;269;546048;6;20200907 01:03;P;;;;;;
D;269;546048;6;20200907 01:03;P;;;;;;
D;269;546048;6;20200907 01:03;V;;;;;;
D;269;546048;6;20200907 01:03;V;;;;;;
B;269;571706;7;20200907 01:03;;;35;TOLL LANE;KORALEIGH;2735;8.205;H;20200801;20200828;115000;RU1;3;COMMERCIAL;;HK;;0;AQ350802;
C;269;571706;7;20200907 01:03;10/12678;
D;269;571706;7;20200907 01:03;P;;;;;;
D;269;571706;7;20200907 01:03;P;;;;;;
D;269;571706;7;20200907 01:03;V;;;;;;
B;269;572035;8;20200907 01:03;;;4;WAKOOL RD;WAKOOL;2710;1208;M;20200731;20200831;120000;RU5;R;RESIDENCE;;VW;;0;AQ355732;
C;269;572035;8;20200907 01:03;4/13/759033;
D;269;572035;8;20200907 01:03;P;;;;;;
D;269;572035;8;20200907 01:03;P;;;;;;
D;269;572035;8;20200907 01:03;V;;;;;;
B;269;3818118;9;20200907 01:03;;;21;RIVERVIEW DR;BARHAM;2732;1623;M;20200217;20200828;245000;R1;R;RESIDENCE;;BR1;;0;AQ354093;
C;269;3818118;9;20200907 01:03;11/1202636;
D;269;3818118;9;20200907 01:03;P;;;;;;
D;269;3818118;9;20200907 01:03;V;;;;;;
B;269;4313485;10;20200907 01:03;;;;OLD BARMAH RD;MOAMA;2731;40.84;H;20200803;20200827;300000;;V;VACANT LAND;;;;50;AQ349747;
C;269;4313485;10;20200907 01:03;661/1247663;
D;269;4313485;10;20200907 01:03;P;;;;;;
D;269;4313485;10;20200907 01:03;P;;;;;;
D;269;4313485;10;20200907 01:03;V;;;;;;
Z;49;10;10;27;
