A;RTSALEDATA;098;20200720 01:01;VALNET;
B;098;3605712;1;20200720 01:01;;;11;SAXONIA RD;GERRINGONG;2534;502.6;M;20200508;20200708;1200000;R2;R;RESIDENCE;;GAL;;0;AQ232698;
C;098;3605712;1;20200720 01:01;704/1148475;
D;098;3605712;1;20200720 01:01;P;;;;;;
D;098;3605712;1;20200720 01:01;V;;;;;;
D;098;3605712;1;20200720 01:01;V;;;;;;
B;098;3556627;2;20200720 01:01;;;7;COACHWOOD ST;KIAMA;2533;243.8;M;20200529;20200710;610000;R2;R;RESIDENCE;;KAL;;0;AQ239041;
C;098;3556627;2;20200720 01:01;12/1156409;
D;098;3556627;2;20200720 01:01;P;;;;;;
D;098;3556627;2;20200720 01:01;V;;;;;;
B;098;1023020;3;20200720 01:01;;;52;BOANYO AVE;KIAMA;2533;569.1;M;20200611;20200713;1400000;R2;R;RESIDENCE;;KAL;;0;AQ241584;
C;098;1023020;3;20200720 01:01;337/33903;
D;098;1023020;3;20200720 01:01;P;;;;;;
D;098;1023020;3;20200720 01:01;V;;;;;;
B;098;1023675;4;20200720 01:01;;;29;CATHEDRAL ROCKS AVE;KIAMA DOWNS;2533;556.4;M;20200417;20200710;1045000;R2;R;RESIDENCE;;MAL;;0;AQ236726;
C;098;1023675;4;20200720 01:01;153/30200;
D;098;1023675;4;20200720 01:01;P;;;;;;
D;098;1023675;4;20200720 01:01;P;;;;;;
D;098;1023675;4;20200720 01:01;V;;;;;;
D;098;1023675;4;20200720 01:01;V;;;;;;
B;098;3915166;5;20200720 01:01;;;2;SURFLEET PL;KIAMA;2533;9760;M;20200713;20200714;5500000;R3;R;RESIDENCE;;KAA;;0;AQ245523;
C;098;3915166;5;20200720 01:01;34/1181744;
D;098;3915166;5;20200720 01:01;P;;;;;;
D;098;3915166;5;20200720 01:01;V;;;;;;
Z;25;5;5;13;
