A;RTSALEDATA;302;20251006 01:09;VALNET;
B;302;1848010;1;20251006 01:09;;;26;PITT ST;GLEN INNES;2370;840;M;20250826;20250926;525000;R1;R;RESIDENCE;;AAA;;;AV461345;
C;302;1848010;1;20251006 01:09;2/562931;
D;302;1848010;1;20251006 01:09;P;;;;;;
D;302;1848010;1;20251006 01:09;V;;;;;;
D;302;1848010;1;20251006 01:09;V;;;;;;
B;302;1846076;2;20251006 01:09;;;48;CHURCH ST;GLEN INNES;2370;1108;M;20250828;20250929;425000;R1;R;RESIDENCE;;AAC;;;AV463113;
C;302;1846076;2;20251006 01:09;1/631407;
D;302;1846076;2;20251006 01:09;P;;;;;;
D;302;1846076;2;20251006 01:09;P;;;;;;
D;302;1846076;2;20251006 01:09;V;;;;;;
D;302;1846076;2;20251006 01:09;V;;;;;;
B;302;1846410;3;20251006 01:09;;;9;DIGBY ST;GLEN INNES;2370;809.4;M;20250812;20250929;375000;R1;R;RESIDENCE;;AAE;;;AV463118;
C;302;1846410;3;20251006 01:09;27/237598;
D;302;1846410;3;20251006 01:09;P;;;;;;
D;302;1846410;3;20251006 01:09;V;;;;;;
B;302;2661670;4;20251006 01:09;;;26;INVERELL RD;EMMAVILLE;2371;3794;M;20250910;20250930;225000;RU5;R;RESIDENCE;;AZE;;;AV467179;
C;302;2661670;4;20251006 01:09;74/753314;
D;302;2661670;4;20251006 01:09;P;;;;;;
D;302;2661670;4;20251006 01:09;V;;;;;;
B;302;2660342;5;20251006 01:09;MILLEN COURT;;4291;PINKETT RD;RED RANGE;2370;145.39;H;20250811;20251002;1700000;RU1;3;FARM;;RSJ;;;AV477927;
C;302;2660342;5;20251006 01:09;28, 60, 64/753265;
D;302;2660342;5;20251006 01:09;P;;;;;;
D;302;2660342;5;20251006 01:09;P;;;;;;
D;302;2660342;5;20251006 01:09;V;;;;;;
B;302;3258195;6;20251006 01:09;;;24;WARD ST;DEEPWATER;2371;2023;M;20250821;20251002;405000;RU5;R;RESIDENCE;;AZD;;;AV476147;
C;302;3258195;6;20251006 01:09;4/19/758344;
D;302;3258195;6;20251006 01:09;P;;;;;;
D;302;3258195;6;20251006 01:09;V;;;;;;
B;302;3715434;7;20251006 01:09;;;21;VENESS ST;GLEN INNES;2370;1287;M;20250820;20251001;417000;R1;R;RESIDENCE;;AAA;;;AV473394;
C;302;3715434;7;20251006 01:09;2/1187471;
D;302;3715434;7;20251006 01:09;P;;;;;;
D;302;3715434;7;20251006 01:09;P;;;;;;
D;302;3715434;7;20251006 01:09;V;;;;;;
D;302;3715434;7;20251006 01:09;V;;;;;;
B;302;4319466;8;20251006 01:09;;;161 B;CHURCH ST;GLEN INNES;2370;8099;M;20250818;20250929;1650000;R1;R;RESIDENCE;;AAA;;;AV463555;
C;302;4319466;8;20251006 01:09;4/1265417;
D;302;4319466;8;20251006 01:09;P;;;;;;
D;302;4319466;8;20251006 01:09;P;;;;;;
D;302;4319466;8;20251006 01:09;V;;;;;;
Z;41;8;8;23;
