A;RTSALEDATA;303;20251006 01:09;VALNET;
B;303;2879565;1;20251006 01:09;;;90;MCFARLANE ST;SOUTH GRAFTON;2460;668;M;20250903;20251001;450000;R1;R;RESIDENCE;;ADD;;;AV475047;
C;303;2879565;1;20251006 01:09;21/1035138;
D;303;2879565;1;20251006 01:09;P;;;;;;
D;303;2879565;1;20251006 01:09;V;;;;;;
D;303;2879565;1;20251006 01:09;V;;;;;;
B;303;1720044;2;20251006 01:09;;;334;DOBIE ST;GRAFTON;2460;609.6;M;20250827;20250926;375000;R1;R;RESIDENCE;;EBB;;;AV458587;
C;303;1720044;2;20251006 01:09;1/38090;
D;303;1720044;2;20251006 01:09;P;;;;;;
D;303;1720044;2;20251006 01:09;P;;;;;;
D;303;1720044;2;20251006 01:09;V;;;;;;
B;303;1720474;3;20251006 01:09;;;36;FEDERATION ST;SOUTH GRAFTON;2460;1341;M;20250805;20251001;505000;R1;R;RESIDENCE;;ADD;;;AV473433;
C;303;1720474;3;20251006 01:09;1/518656;
D;303;1720474;3;20251006 01:09;P;;;;;;
D;303;1720474;3;20251006 01:09;V;;;;;;
B;303;1720616;4;20251006 01:09;;;193;FITZROY ST;GRAFTON;2460;923.2;M;20250904;20250930;380000;R1;R;RESIDENCE;;AUU;;;AV469176;
C;303;1720616;4;20251006 01:09;4/506485;
D;303;1720616;4;20251006 01:09;P;;;;;;
D;303;1720616;4;20251006 01:09;P;;;;;;
D;303;1720616;4;20251006 01:09;V;;;;;;
B;303;1723484;5;20251006 01:09;;9;215;PRINCE ST;GRAFTON;2460;;;20250903;20251001;200000;;R;RESIDENCE;9;;;;AV474419;
C;303;1723484;5;20251006 01:09;9/SP62712;
D;303;1723484;5;20251006 01:09;P;;;;;;
D;303;1723484;5;20251006 01:09;V;;;;;;
B;303;1723722;6;20251006 01:09;;;235;QUEEN ST;GRAFTON;2460;613.11;M;20250829;20250926;629000;R1;R;RESIDENCE;;EBB;;;AV459664;
C;303;1723722;6;20251006 01:09;40/8022;
D;303;1723722;6;20251006 01:09;P;;;;;;
D;303;1723722;6;20251006 01:09;P;;;;;;
