A;RTSALEDATA;118;20190318 01:03;VALNET;
B;118;1250377;1;20190318 01:03;;;4828;MID WESTERN HWY;CARCOAR;2791;174;H;20190107;20190308;1350000;RU1;3;FARM;;RRN;;0;AP108603;
C;118;1250377;1;20190318 01:03;376/750380 STANFIELD WILDLIFE REFUGE NO 352 Enclosure Permit 19824;
D;118;1250377;1;20190318 01:03;P;;;;;;
D;118;1250377;1;20190318 01:03;P;;;;;;
D;118;1250377;1;20190318 01:03;V;;;;;;
D;118;1250377;1;20190318 01:03;V;;;;;;
B;118;1250649;2;20190318 01:03;;;60;CARCOAR ST;BLAYNEY;2799;809.4;M;20190222;20190311;285000;R1;R;RESIDENCE;;BAR;;0;AP112232;
C;118;1250649;2;20190318 01:03;1/517096;
D;118;1250649;2;20190318 01:03;P;;;;;;
D;118;1250649;2;20190318 01:03;V;;;;;;
B;118;1250736;3;20190318 01:03;;;3;EUROKA PL;BLAYNEY;2799;1101;M;20190213;20190313;245000;R1;R;RESIDENCE;;BAJ;;0;AP116917;
C;118;1250736;3;20190318 01:03;51/249131;
D;118;1250736;3;20190318 01:03;P;;;;;;
D;118;1250736;3;20190318 01:03;V;;;;;;
B;118;1251487;4;20190318 01:03;;;12;ROWLANDS ST;BLAYNEY;2799;1467;M;20190222;20190312;375000;R1;R;RESIDENCE;;BAL;;0;AP114907;
C;118;1251487;4;20190318 01:03;6, 7/205752;
D;118;1251487;4;20190318 01:03;P;;;;;;
D;118;1251487;4;20190318 01:03;V;;;;;;
B;118;4194639;5;20190318 01:03;;;38;ELLIOTT ST;MILLTHORPE;2798;309.9;M;20181210;20190301;10000;;R;RESIDENCE;;;;0;AP95168;
C;118;4194639;5;20190318 01:03;10/1246316;
D;118;4194639;5;20190318 01:03;P;;;;;;
D;118;4194639;5;20190318 01:03;V;;;;;;
Z;24;5;5;12;
