A;RTSALEDATA;303;20190318 01:09;VALNET;
B;303;2854601;1;20190318 01:09;;27;4;QUEEN ST;YAMBA;2464;;;20190202;20190314;895000;;R;RESIDENCE;27;;;0;AP119833;
C;303;2854601;1;20190318 01:09;27/SP68149;
D;303;2854601;1;20190318 01:09;P;;;;;;
D;303;2854601;1;20190318 01:09;P;;;;;;
D;303;2854601;1;20190318 01:09;V;;;;;;
D;303;2854601;1;20190318 01:09;V;;;;;;
B;303;4194680;2;20190318 01:09;;;;GILLETTS RIDGE RD;GILLETTS RIDGE;2462;4.298;H;20170601;20181217;17414;;V;VACANT LAND;;;;0;AP86097;
C;303;4194680;2;20190318 01:09;1, 2/1241378;
D;303;4194680;2;20190318 01:09;P;;;;;;
D;303;4194680;2;20190318 01:09;V;;;;;;
B;303;4194693;3;20190318 01:09;;;;BROOMS HEAD RD;TALOUMBI;2463;43.45;H;20190118;20190301;275000;;V;VACANT LAND;;;;0;AP95140;
C;303;4194693;3;20190318 01:09;3/733753 1/1209909;
D;303;4194693;3;20190318 01:09;P;;;;;;
D;303;4194693;3;20190318 01:09;P;;;;;;
B;303;1721397;4;20190318 01:09;;;15;JACKSCHON AVE;GRAFTON;2460;728.4;M;20190208;20190308;328000;R1;R;RESIDENCE;;EBB;;0;AP108701;
C;303;1721397;4;20190318 01:09;20/A/21399;
D;303;1721397;4;20190318 01:09;P;;;;;;
D;303;1721397;4;20190318 01:09;P;;;;;;
D;303;1721397;4;20190318 01:09;V;;;;;;
D;303;1721397;4;20190318 01:09;V;;;;;;
B;303;1768289;5;20190318 01:09;;;1;CHURCH ST;YAMBA;2464;506;M;20190127;20190312;1810000;R3;R;RESIDENCE;;AUC;;0;AP115679;
C;303;1768289;5;20190318 01:09;1/725555;
D;303;1768289;5;20190318 01:09;P;;;;;;
D;303;1768289;5;20190318 01:09;P;;;;;;
D;303;1768289;5;20190318 01:09;V;;;;;;
D;303;1768289;5;20190318 01:09;V;;;;;;
D;303;1768289;5;20190318 01:09;V;;;;;;
D;303;1768289;5;20190318 01:09;V;;;;;;
B;303;1763150;6;20190318 01:09;;;39;RUTLAND ST;LAWRENCE;2460;693;M;20190219;20190314;347500;R2;R;RESIDENCE;;VDD;;0;AP120984;
C;303;1763150;6;20190318 01:09;A/371174;
D;303;1763150;6;20190318 01:09;P;;;;;;
D;303;1763150;6;20190318 01:09;V;;;;;;
B;303;1765797;7;20190318 01:09;;;16;PURCELL CRES;TOWNSEND;2463;600.8;M;20190219;20190314;370000;R2;R;RESIDENCE;;LLL;;0;AP120980;
C;303;1765797;7;20190318 01:09;44/834805;
D;303;1765797;7;20190318 01:09;P;;;;;;
D;303;1765797;7;20190318 01:09;V;;;;;;
D;303;1765797;7;20190318 01:09;V;;;;;;
B;303;1765814;8;20190318 01:09;;;2;QUARRION PL;GULMARRAD;2463;4185;M;20190218;20190311;510000;R5;R;RESIDENCE;;JVV;;0;AP112158;
C;303;1765814;8;20190318 01:09;45/847126;
D;303;1765814;8;20190318 01:09;P;;;;;;
D;303;1765814;8;20190318 01:09;P;;;;;;
D;303;1765814;8;20190318 01:09;V;;;;;;
B;303;1766354;9;20190318 01:09;;;21 A;WHARF ST;MACLEAN;2463;632.3;M;20190205;20190308;440000;R2;R;RESIDENCE;;LMM;;0;AP108243;
C;303;1766354;9;20190318 01:09;2/543197;
D;303;1766354;9;20190318 01:09;P;;;;;;
D;303;1766354;9;20190318 01:09;P;;;;;;
D;303;1766354;9;20190318 01:09;P;;;;;;
D;303;1766354;9;20190318 01:09;V;;;;;;
D;303;1766354;9;20190318 01:09;V;;;;;;
B;303;1766435;10;20190318 01:09;;;62;WHARF ST;MACLEAN;2463;2089;M;20190212;20190311;460000;R2;R;RESIDENCE;;LMM;;0;AP112930;
