A;RTSALEDATA;082;20260202 01:06;VALNET;
B;082;665618;1;20260202 01:06;;2;129 B;PRETORIA PDE;HORNSBY;2077;;;20251216;20260127;1655000;;R;RESIDENCE;2;;;;AV825498;
C;082;665618;1;20260202 01:06;2/SP64410;
D;082;665618;1;20260202 01:06;P;;;;;;
D;082;665618;1;20260202 01:06;P;;;;;;
D;082;665618;1;20260202 01:06;V;;;;;;
B;082;2970107;2;20260202 01:06;;3;30;ROMSEY ST;WAITARA;2077;;;20251104;20260127;1355000;;R;RESIDENCE;3;;;;AV823428;
C;082;2970107;2;20260202 01:06;3/SP69007;
D;082;2970107;2;20260202 01:06;P;;;;;;
D;082;2970107;2;20260202 01:06;V;;;;;;
B;082;4208305;3;20260202 01:06;;34;421;PACIFIC HWY;ASQUITH;2077;72;M;20251217;20260128;525000;;R;RESIDENCE;34;;;;AV826854;
C;082;4208305;3;20260202 01:06;34/SP99335;
D;082;4208305;3;20260202 01:06;P;;;;;;
D;082;4208305;3;20260202 01:06;V;;;;;;
D;082;4208305;3;20260202 01:06;V;;;;;;
B;082;4120623;4;20260202 01:06;;;62;BUNDARRA AVE;WAHROONGA;2076;608.6;M;20251202;20260127;2850000;R2;R;RESIDENCE;;REM;;;AV823697;
C;082;4120623;4;20260202 01:06;21/1236675;
D;082;4120623;4;20260202 01:06;P;;;;;;
D;082;4120623;4;20260202 01:06;P;;;;;;
D;082;4120623;4;20260202 01:06;V;;;;;;
B;082;4029429;5;20260202 01:06;;;7;CHAPMAN AVE;BEECROFT;2119;;;20251025;20260123;739000;;R;RESIDENCE;67;;;;AV820437;
C;082;4029429;5;20260202 01:06;67/SP90780;
D;082;4029429;5;20260202 01:06;P;;;;;;
D;082;4029429;5;20260202 01:06;P;;;;;;
D;082;4029429;5;20260202 01:06;V;;;;;;
D;082;4029429;5;20260202 01:06;V;;;;;;
B;082;624499;6;20260202 01:06;;13;83;ALBERT ST;HORNSBY;2077;;;20251215;20260127;830000;;R;RESIDENCE;13;;;;AV824191;
C;082;624499;6;20260202 01:06;13/SP7126;
D;082;624499;6;20260202 01:06;P;;;;;;
D;082;624499;6;20260202 01:06;P;;;;;;
D;082;624499;6;20260202 01:06;V;;;;;;
B;082;624906;7;20260202 01:06;;;48 A;ALBION ST;PENNANT HILLS;2120;1837;M;20251219;20260123;2290000;R2;R;RESIDENCE;;REA;;;AV818361;
C;082;624906;7;20260202 01:06;2/598401;
D;082;624906;7;20260202 01:06;P;;;;;;
D;082;624906;7;20260202 01:06;P;;;;;;
D;082;624906;7;20260202 01:06;V;;;;;;
B;082;624935;8;20260202 01:06;;6;10;ALBION ST;PENNANT HILLS;2120;;;20251121;20260123;1380000;;R;RESIDENCE;6;;;;AV817105;
C;082;624935;8;20260202 01:06;6/SP54007;
D;082;624935;8;20260202 01:06;P;;;;;;
D;082;624935;8;20260202 01:06;V;;;;;;
