A;RTSALEDATA;005;20250915 01:05;VALNET;
B;005;2878309;1;20250915 01:06;;;2;PETERSON PDE;THORNTON;2322;873;M;20250717;20250911;1110000;R1;R;RESIDENCE;;AAD;;;AV411989;
C;005;2878309;1;20250915 01:06;9505/1033772;
D;005;2878309;1;20250915 01:06;P;;;;;;
D;005;2878309;1;20250915 01:06;V;;;;;;
D;005;2878309;1;20250915 01:06;V;;;;;;
B;005;181687;2;20250915 01:06;;2;5;JACARANDA CL;ABERGLASSLYN;2320;;;20250728;20250908;570000;;R;RESIDENCE;2;;;;AV401858;
C;005;181687;2;20250915 01:06;2/SP67412;
D;005;181687;2;20250915 01:06;P;;;;;;
D;005;181687;2;20250915 01:06;P;;;;;;
D;005;181687;2;20250915 01:06;V;;;;;;
B;005;2968868;3;20250915 01:06;;;5;DRYSDALE CRES;METFORD;2323;626.8;M;20250701;20250911;755000;R1;R;RESIDENCE;;AAF;;;AV414194;
C;005;2968868;3;20250915 01:06;8456/1049555;
D;005;2968868;3;20250915 01:06;P;;;;;;
D;005;2968868;3;20250915 01:06;V;;;;;;
B;005;4192100;4;20250915 01:06;;;65;TOURNAMENT ST;RUTHERFORD;2320;670.8;M;20250731;20250911;830000;RE2;R;RESIDENCE;;REB;;;AV412886;
C;005;4192100;4;20250915 01:06;118/280047;
D;005;4192100;4;20250915 01:06;P;;;;;;
D;005;4192100;4;20250915 01:06;P;;;;;;
D;005;4192100;4;20250915 01:06;V;;;;;;
B;005;4210056;5;20250915 01:06;;;1;LAMBERT CL;BOLWARRA;2320;606.6;M;20250731;20250905;980000;R1;R;RESIDENCE;;AAS;;;AV395762;
C;005;4210056;5;20250915 01:06;2/271210;
D;005;4210056;5;20250915 01:06;P;;;;;;
D;005;4210056;5;20250915 01:06;V;;;;;;
D;005;4210056;5;20250915 01:06;V;;;;;;
B;005;4241858;6;20250915 01:06;;;11;BANYAN ST;GILLIESTON HEIGHTS;2321;550.1;M;20250707;20250909;80000;R1;R;RESIDENCE;;ABC;;;AV404962;
