A;RTSALEDATA;223;20251117 01:08;VALNET;
B;223;2480345;1;20251117 01:08;;;9;BRIBIE CL;GREEN VALLEY;2168;789;M;20250926;20251107;1720000;R2;R;RESIDENCE;;ACC;;;AV591675;
C;223;2480345;1;20251117 01:08;855/846228;
D;223;2480345;1;20251117 01:08;P;;;;;;
D;223;2480345;1;20251117 01:08;V;;;;;;
B;223;2483353;2;20251117 01:08;;;7;CELEBRATION RD;SADLEIR;2168;569.1;M;20251028;20251112;990000;R2;R;RESIDENCE;;LHH;;;AV602434;
C;223;2483353;2;20251117 01:08;844/218065;
D;223;2483353;2;20251117 01:08;P;;;;;;
D;223;2483353;2;20251117 01:08;V;;;;;;
B;223;2480904;3;20251117 01:08;;;76;BUGONG ST;PRESTONS;2170;543.1;M;20251018;20251110;1350000;R2;R;RESIDENCE;;MPP;;;AV595186;
C;223;2480904;3;20251117 01:08;68/864948;
D;223;2480904;3;20251117 01:08;P;;;;;;
D;223;2480904;3;20251117 01:08;P;;;;;;
D;223;2480904;3;20251117 01:08;V;;;;;;
B;223;2483603;4;20251117 01:08;;6;1;CHARLES ST;LIVERPOOL;2170;;;20250927;20251110;420000;;R;RESIDENCE;6;;;;AV594180;
C;223;2483603;4;20251117 01:08;6/SP13874;
D;223;2483603;4;20251117 01:08;P;;;;;;
D;223;2483603;4;20251117 01:08;V;;;;;;
B;223;2487585;5;20251117 01:08;;;15;DEE CL;PRESTONS;2170;525;M;20250927;20251110;1411000;R2;R;RESIDENCE;;MPP;;;AV593946;
C;223;2487585;5;20251117 01:08;120/1007419;
D;223;2487585;5;20251117 01:08;P;;;;;;
D;223;2487585;5;20251117 01:08;V;;;;;;
D;223;2487585;5;20251117 01:08;V;;;;;;
B;223;2487062;6;20251117 01:08;;;56;DAINTREE DR;WATTLE GROVE;2173;305;M;20250926;20251107;1190000;R3;R;RESIDENCE;;LQQ;;;AV589983;
C;223;2487062;6;20251117 01:08;8285/831199;
D;223;2487062;6;20251117 01:08;P;;;;;;
D;223;2487062;6;20251117 01:08;P;;;;;;
D;223;2487062;6;20251117 01:08;V;;;;;;
B;223;2487277;7;20251117 01:08;;;11;DAMOUR ST;HOLSWORTHY;2173;575.4;M;20250926;20251107;1405000;R3;R;RESIDENCE;;LQQ;;;AV592040;
C;223;2487277;7;20251117 01:08;294/219462;
D;223;2487277;7;20251117 01:08;P;;;;;;
D;223;2487277;7;20251117 01:08;V;;;;;;
B;223;2474288;8;20251117 01:08;;;5;AJUGA CT;VOYAGER POINT;2172;637.9;M;20250811;20251110;1755000;R2;R;RESIDENCE;;MHH;;;AV593855;
C;223;2474288;8;20251117 01:08;442/1004997;
D;223;2474288;8;20251117 01:08;P;;;;;;
D;223;2474288;8;20251117 01:08;P;;;;;;
D;223;2474288;8;20251117 01:08;V;;;;;;
D;223;2474288;8;20251117 01:08;V;;;;;;
B;223;2485298;9;20251117 01:08;;;7;CONTINUA CT;WATTLE GROVE;2173;473.8;M;20251002;20251113;1315000;R3;R;RESIDENCE;;LQQ;;;AV606828;
C;223;2485298;9;20251117 01:08;38/808387;
D;223;2485298;9;20251117 01:08;P;;;;;;
D;223;2485298;9;20251117 01:08;P;;;;;;
D;223;2485298;9;20251117 01:08;P;;;;;;
D;223;2485298;9;20251117 01:08;V;;;;;;
B;223;2504286;10;20251117 01:08;MOOREBANK SHOPPING CENTRE;36;7;MCKAY AVE;MOOREBANK;2170;;;20250926;20251107;550000;;R;RESIDENCE;36;;;;AV590141;
C;223;2504286;10;20251117 01:08;36/SP33676;
D;223;2504286;10;20251117 01:08;P;;;;;;
D;223;2504286;10;20251117 01:08;V;;;;;;
D;223;2504286;10;20251117 01:08;V;;;;;;
B;223;2517816;11;20251117 01:08;;;36;SHROPSHIRE ST;MILLER;2168;562.8;M;20250926;20251107;1100000;R4;R;RESIDENCE;;HAA;;;AV590050;
C;223;2517816;11;20251117 01:08;166/222376;
D;223;2517816;11;20251117 01:08;P;;;;;;
D;223;2517816;11;20251117 01:08;V;;;;;;
B;223;2493891;12;20251117 01:08;;1;26;GOULBURN ST;LIVERPOOL;2170;;;20250929;20251110;415800;;R;RESIDENCE;1;;;;AV595686;
C;223;2493891;12;20251117 01:08;1/SP8197;
D;223;2493891;12;20251117 01:08;P;;;;;;
D;223;2493891;12;20251117 01:08;P;;;;;;
D;223;2493891;12;20251117 01:08;V;;;;;;
B;223;2510003;13;20251117 01:08;;;106;NEWBRIDGE RD;CHIPPING NORTON;2170;1208.1;M;20250930;20251111;1800000;R2;R;RESIDENCE;;ARR;;;AV601037;
C;223;2510003;13;20251117 01:08;100/17134;
D;223;2510003;13;20251117 01:08;P;;;;;;
D;223;2510003;13;20251117 01:08;P;;;;;;
D;223;2510003;13;20251117 01:08;V;;;;;;
D;223;2510003;13;20251117 01:08;V;;;;;;
B;223;2510155;14;20251117 01:08;;;265;NEWBRIDGE RD;CHIPPING NORTON;2170;695.6;M;20250922;20251107;1180000;R3;R;RESIDENCE;;LTT;;;AV592523;
C;223;2510155;14;20251117 01:08;10/518841;
D;223;2510155;14;20251117 01:08;P;;;;;;
D;223;2510155;14;20251117 01:08;V;;;;;;
B;223;2518443;15;20251117 01:08;;;6;SOMERCOTES CT;WATTLE GROVE;2173;460.6;M;20250924;20251107;1360000;R2;R;RESIDENCE;;MEE;;;AV591591;
C;223;2518443;15;20251117 01:08;3540/860643;
D;223;2518443;15;20251117 01:08;P;;;;;;
D;223;2518443;15;20251117 01:08;P;;;;;;
D;223;2518443;15;20251117 01:08;V;;;;;;
B;223;2491836;16;20251117 01:08;;11;14;FORBES ST;WARWICK FARM;2170;;;20250926;20251107;368000;;R;RESIDENCE;11;;;;AV590661;
C;223;2491836;16;20251117 01:08;11/SP12101;
D;223;2491836;16;20251117 01:08;P;;;;;;
D;223;2491836;16;20251117 01:08;V;;;;;;
B;223;2513351;17;20251117 01:08;;;19;PORT MACQUARIE AVE;HOXTON PARK;2171;513.4;M;20251001;20251112;1350000;R2;R;RESIDENCE;;MNN;;;AV603102;
C;223;2513351;17;20251117 01:08;47/844150;
D;223;2513351;17;20251117 01:08;P;;;;;;
D;223;2513351;17;20251117 01:08;P;;;;;;
D;223;2513351;17;20251117 01:08;V;;;;;;
B;223;2502890;18;20251117 01:08;;;17;LEVENDALE ST;WEST HOXTON;2171;470.6;M;20250927;20251110;1495000;R2;R;RESIDENCE;;MOO;;;AV594710;
C;223;2502890;18;20251117 01:08;627/876300;
D;223;2502890;18;20251117 01:08;P;;;;;;
D;223;2502890;18;20251117 01:08;P;;;;;;
D;223;2502890;18;20251117 01:08;V;;;;;;
B;223;2511011;19;20251117 01:08;;;4;NUWARRA RD;CHIPPING NORTON;2170;682.9;M;20250804;20251111;1250000;R3;R;RESIDENCE;;LTT;;;AV598752;
C;223;2511011;19;20251117 01:08;11/238111;
D;223;2511011;19;20251117 01:08;P;;;;;;
D;223;2511011;19;20251117 01:08;V;;;;;;
B;223;2513700;20;20251117 01:08;;;18;RAINE AVE;LIVERPOOL;2170;670.3;M;20250816;20251110;1180000;R2;R;RESIDENCE;;ADD;;;AV595759;
C;223;2513700;20;20251117 01:08;14/207671;
D;223;2513700;20;20251117 01:08;P;;;;;;
D;223;2513700;20;20251117 01:08;P;;;;;;
D;223;2513700;20;20251117 01:08;V;;;;;;
D;223;2513700;20;20251117 01:08;V;;;;;;
B;223;2519093;21;20251117 01:08;;11;37;SPEED ST;LIVERPOOL;2170;;;20251002;20251113;427000;;R;RESIDENCE;11;;;;AV607925;
C;223;2519093;21;20251117 01:08;11/SP8159;
D;223;2519093;21;20251117 01:08;P;;;;;;
D;223;2519093;21;20251117 01:08;V;;;;;;
D;223;2519093;21;20251117 01:08;V;;;;;;
