A;RTSALEDATA;066;20200713 01:00;VALNET;
B;066;541786;1;20200713 01:00;;;45;WALLACE BROWNE LANE;PLEASANT HILLS;2658;259.3;H;20200513;20200630;1600000;RU1;3;FARM;;RMC;;0;AQ215569;
C;066;541786;1;20200713 01:00;45/756403;
D;066;541786;1;20200713 01:00;P;;;;;;
D;066;541786;1;20200713 01:00;V;;;;;;
D;066;541786;1;20200713 01:00;V;;;;;;
B;066;542410;2;20200713 01:00;;;10;FERRIER ST;LOCKHART;2656;2023;M;20200529;20200703;180000;RU5;R;RESIDENCE;;VLB;;0;AQ221942;
C;066;542410;2;20200713 01:00;A, B/403398;
D;066;542410;2;20200713 01:00;P;;;;;;
D;066;542410;2;20200713 01:00;P;;;;;;
D;066;542410;2;20200713 01:00;V;;;;;;
D;066;542410;2;20200713 01:00;V;;;;;;
B;066;542566;3;20200713 01:00;;;134;GREEN ST;LOCKHART;2656;395.78;M;20200603;20200629;273500;RU5;3;OFFICE;;VLD;;0;AQ208741;
C;066;542566;3;20200713 01:00;PT 1/17326;
D;066;542566;3;20200713 01:00;P;;;;;;
D;066;542566;3;20200713 01:00;V;;;;;;
B;066;542619;4;20200713 01:00;;;;GREEN ST;LOCKHART;2656;607;M;20200603;20200629;273500;RU5;3;OFFICE;;VLB;;0;AQ208741;
C;066;542619;4;20200713 01:00;PT 1/17326;
D;066;542619;4;20200713 01:00;P;;;;;;
D;066;542619;4;20200713 01:00;V;;;;;;
Z;21;4;4;11;
