A;005;20030620 11:07;PDANN;
B;005;172207;1;20030620 11:07;;;12;ADAMS ST;MAITLAND;2320;;;20030217;20030430;500000;A;R;RESIDENCE;;EF;AC;0;9598713;
C;005;172207;1;20030620 11:07;1, 2//909296 1//909764;
D;005;172207;1;20030620 11:07;P;;;;;;
D;005;172207;1;20030620 11:07;V;;;;;;
D;005;172207;1;20030620 11:07;V;;;;;;
B;005;172456;2;20030620 11:07;;;1;ALLAN ST;LORN;2320;;;20030118;20030430;259000;A;R;RESIDENCE;;GB;AC;0;9595348;
C;005;172456;2;20030620 11:07;1//926264;
D;005;172456;2;20030620 11:07;P;;;;;;
D;005;172456;2;20030620 11:07;P;;;;;;
D;005;172456;2;20030620 11:07;V;;;;;;
B;005;172643;3;20030620 11:07;;;20;ANNETTE CL;WOODBERRY;2322;939.1;M;20030307;20030411;245000;A;R;RESIDENCE;;GN;AC;0;9611549;
C;005;172643;3;20030620 11:07;12//264446;
D;005;172643;3;20030620 11:07;P;;;;;;
D;005;172643;3;20030620 11:07;P;;;;;;
D;005;172643;3;20030620 11:07;V;;;;;;
B;005;172660;4;20030620 11:07;;;18;ANZAC ST;SOUTH MAITLAND;2320;229.6;M;20030228;20030509;66500;A;R;RESIDENCE;;EH;AC;0;9606686;
C;005;172660;4;20030620 11:07;1//197495;
D;005;172660;4;20030620 11:07;P;;;;;;
D;005;172660;4;20030620 11:07;V;;;;;;
B;005;172955;5;20030620 11:07;;;42;BAKER DR;TENAMBIT;2323;691.9;M;20030204;20030422;313000;A;R;RESIDENCE;;HE;AC;0;9622112;
C;005;172955;5;20030620 11:07;20//808422;
D;005;172955;5;20030620 11:07;P;;;;;;
D;005;172955;5;20030620 11:07;V;;;;;;
D;005;172955;5;20030620 11:07;V;;;;;;
B;005;172961;6;20030620 11:07;;;30;BAKER DR;TENAMBIT;2323;679.6;M;20030407;20030505;106500;A;R;RESIDENCE;;HE;AC;0;9606681;
C;005;172961;6;20030620 11:07;14//808422;
D;005;172961;6;20030620 11:07;P;;;;;;
D;005;172961;6;20030620 11:07;P;;;;;;
D;005;172961;6;20030620 11:07;V;;;;;;
D;005;172961;6;20030620 11:07;V;;;;;;
B;005;173246;7;20030620 11:07;;;4;BEACON HILL RD;WINDELLA;2320;4263;M;20030403;20030521;315000;R;R;RESIDENCE;;LD;RR;0;9647515;
C;005;173246;7;20030620 11:07;82//857747;
D;005;173246;7;20030620 11:07;P;;;;;;
D;005;173246;7;20030620 11:07;P;;;;;;
D;005;173246;7;20030620 11:07;V;;;;;;
B;005;173524;8;20030620 11:07;;;26;BLACKETT CL;EAST MAITLAND;2323;588.1;M;20030317;20030401;225000;A;R;RESIDENCE;;HA;AC;0;9644583;
C;005;173524;8;20030620 11:07;27//243010;
D;005;173524;8;20030620 11:07;P;;;;;;
D;005;173524;8;20030620 11:07;V;;;;;;
D;005;173524;8;20030620 11:07;V;;;;;;
B;005;173713;9;20030620 11:07;;;8;BONAR ST;MAITLAND;2320;537.5;M;20030424;20030514;155000;A;R;RESIDENCE;;EF;AC;0;9620617;
C;005;173713;9;20030620 11:07;8//37290;
D;005;173713;9;20030620 11:07;P;;;;;;
D;005;173713;9;20030620 11:07;P;;;;;;
D;005;173713;9;20030620 11:07;P;;;;;;
D;005;173713;9;20030620 11:07;V;;;;;;
B;005;173906;10;20030620 11:07;;;7;BRETON CL;TENAMBIT;2323;;;20030306;20030410;275000;A;R;RESIDENCE;;HE;AC;0;9568835;
C;005;173906;10;20030620 11:07;16/117/249465;
D;005;173906;10;20030620 11:07;P;;;;;;
D;005;173906;10;20030620 11:07;P;;;;;;
D;005;173906;10;20030620 11:07;V;;;;;;
B;005;174134;11;20030620 11:07;;;121;BROOKS ST;RUTHERFORD;2320;537.5;M;20030321;20030502;189000;A;R;RESIDENCE;;EB;AC;0;9614126;
C;005;174134;11;20030620 11:07;C//343688;
D;005;174134;11;20030620 11:07;P;;;;;;
D;005;174134;11;20030620 11:07;V;;;;;;
D;005;174134;11;20030620 11:07;V;;;;;;
B;005;174263;12;20030620 11:07;;;16;BROUGHTON ST;RUTHERFORD;2320;671.7;M;20030403;20030502;235000;A;R;RESIDENCE;;EL;AC;0;9621773;
C;005;174263;12;20030620 11:07;32//246653;
D;005;174263;12;20030620 11:07;P;;;;;;
D;005;174263;12;20030620 11:07;V;;;;;;
D;005;174263;12;20030620 11:07;V;;;;;;
B;005;175048;13;20030620 11:07;;;9;CAPP ST;TELARAH;2320;;;20030319;20030416;190000;A;R;RESIDENCE;;EA;AC;0;9630592;
C;005;175048;13;20030620 11:07;27/2/2027;
D;005;175048;13;20030620 11:07;P;;;;;;
D;005;175048;13;20030620 11:07;P;;;;;;
D;005;175048;13;20030620 11:07;V;;;;;;
B;005;175640;14;20030620 11:07;;;21;CHELMSFORD DR;METFORD;2323;651.3;M;20030424;20030516;120000;A;R;RESIDENCE;;HB;AC;0;9641236;
C;005;175640;14;20030620 11:07;30//240405;
D;005;175640;14;20030620 11:07;P;;;;;;
D;005;175640;14;20030620 11:07;V;;;;;;
B;005;175846;15;20030620 11:07;;;139;CHISHOLM RD;ASHTONFIELD;2323;1217.8;M;20030331;20030512;350000;A;R;RESIDENCE;;HA;AC;0;9619439;
C;005;175846;15;20030620 11:07;51//839357;
D;005;175846;15;20030620 11:07;P;;;;;;
D;005;175846;15;20030620 11:07;V;;;;;;
B;005;175931;16;20030620 11:07;;;47;CHURCH ST;MAITLAND;2320;527.9;M;20030307;20030331;430000;B;R;RESIDENCE;;BD;BS;0;9644681;
C;005;175931;16;20030620 11:07;10//617237;
D;005;175931;16;20030620 11:07;P;;;;;;
D;005;175931;16;20030620 11:07;V;;;;;;
B;005;175985;17;20030620 11:07;;;2;CLARA ST;EAST MAITLAND;2323;531.1;M;20030403;20030508;179000;A;R;RESIDENCE;;HE;AC;0;9628491;
C;005;175985;17;20030620 11:07;E//25151;
D;005;175985;17;20030620 11:07;P;;;;;;
D;005;175985;17;20030620 11:07;P;;;;;;
D;005;175985;17;20030620 11:07;V;;;;;;
D;005;175985;17;20030620 11:07;V;;;;;;
B;005;176065;18;20030620 11:07;;;43;CLAYTON CRES;RUTHERFORD;2320;607.9;M;20030224;20030415;174500;A;R;RESIDENCE;;EG;AC;0;9638810;
C;005;176065;18;20030620 11:07;298//793990;
D;005;176065;18;20030620 11:07;P;;;;;;
D;005;176065;18;20030620 11:07;P;;;;;;
D;005;176065;18;20030620 11:07;V;;;;;;
B;005;176137;19;20030620 11:07;;;36;CLOSE ST;MORPETH;2321;645;M;20030305;20030430;210000;A;R;RESIDENCE;;GH;AC;0;4387175;
C;005;176137;19;20030620 11:07;C//393671;
D;005;176137;19;20030620 11:07;P;;;;;;
B;005;176149;20;20030620 11:07;;;96;CLOSE ST;MORPETH;2321;443;M;20030409;20030512;197000;A;R;RESIDENCE;;GH;AC;0;9640503;
C;005;176149;20;20030620 11:07;2//575908;
D;005;176149;20;20030620 11:07;P;;;;;;
D;005;176149;20;20030620 11:07;P;;;;;;
D;005;176149;20;20030620 11:07;V;;;;;;
B;005;176479;21;20030620 11:07;;2;20;CRAWFORD AVE;TENAMBIT;2323;;;20030414;20030523;167000;;R;RESIDENCE;2;;XA;0;9654142;
C;005;176479;21;20030620 11:07;2//SP 51939;
D;005;176479;21;20030620 11:07;P;;;;;;
D;005;176479;21;20030620 11:07;V;;;;;;
B;005;176613;22;20030620 11:07;;;34;CUMBERLAND ST;EAST MAITLAND;2323;626;M;20030401;20030505;176000;A;R;RESIDENCE;;HE;AC;0;9596180;
C;005;176613;22;20030620 11:07;B//160877;
D;005;176613;22;20030620 11:07;P;;;;;;
D;005;176613;22;20030620 11:07;V;;;;;;
B;005;176712;23;20030620 11:07;;;8;CURLEW CRES;WOODBERRY;2322;556.4;M;20030317;20030422;145000;A;R;RESIDENCE;;GP;AC;0;9587070;
C;005;176712;23;20030620 11:07;206//241302;
D;005;176712;23;20030620 11:07;P;;;;;;
D;005;176712;23;20030620 11:07;P;;;;;;
D;005;176712;23;20030620 11:07;V;;;;;;
D;005;176712;23;20030620 11:07;V;;;;;;
