A;002;20030416 09:59;PDANN;
B;002;21548;1;20030416 09:59;;;233;DOWLING ST;DUNGOG;2420;280;M;20030221;20030403;90000;B;3;;;BA;;;9518681;
C;002;21548;1;20030416 09:59;1//137263;
D;002;21548;1;20030416 09:59;P;;;;;;
D;002;21548;1;20030416 09:59;V;;;;;;
D;002;21548;1;20030416 09:59;V;;;;;;
B;002;21953;2;20030416 09:59;;;37;MACKAY ST;DUNGOG;2420;838.6;M;20030311;20030324;85000;A;R;RESIDENCE;;AD;;;9493081;
C;002;21953;2;20030416 09:59;11//35892;
D;002;21953;2;20030416 09:59;P;;;;;;
D;002;21953;2;20030416 09:59;P;;;;;;
D;002;21953;2;20030416 09:59;V;;;;;;
B;002;22361;3;20030416 09:59;;;;MARQUIS ST;PATERSON;2421;1953;M;20030217;20030324;45000;A;V;VACANT LAND;;AP;;;9494534;
C;002;22361;3;20030416 09:59;11//776327;
D;002;22361;3;20030416 09:59;P;;;;;;
D;002;22361;3;20030416 09:59;V;;;;;;
B;002;22465;4;20030416 09:59;;;75;DURHAM RD;GRESFORD;2311;809.4;M;20030218;20030312;60000;A;R;RESIDENCE;;AG;;;9520225;
C;002;22465;4;20030416 09:59;1//197326;
D;002;22465;4;20030416 09:59;P;;;;;;
D;002;22465;4;20030416 09:59;V;;;;;;
B;002;22548;5;20030416 09:59;;;20;CORY ST;MARTINS CREEK;2420;1518;M;20021212;20030116;90000;A;R;RESIDENCE;;AM;;;9498464;
C;002;22548;5;20030416 09:59;9//8819;
D;002;22548;5;20030416 09:59;P;;;;;;
D;002;22548;5;20030416 09:59;P;;;;;;
D;002;22548;5;20030416 09:59;V;;;;;;
B;002;22566;6;20030416 09:59;;;33;CORY ST;MARTINS CREEK;2420;809.3;M;20030128;20030319;100000;A;R;RESIDENCE;;AM;;;9513647;
C;002;22566;6;20030416 09:59;263//245100;
D;002;22566;6;20030416 09:59;P;;;;;;
D;002;22566;6;20030416 09:59;V;;;;;;
B;002;23608;7;20030416 09:59;;;1187;GRESFORD RD;VACY;2421;4.668;H;20030204;20030321;440000;R;3;FARM;;RH;;;9494103;
C;002;23608;7;20030416 09:59;25//775344;
D;002;23608;7;20030416 09:59;P;;;;;;
D;002;23608;7;20030416 09:59;P;;;;;;
D;002;23608;7;20030416 09:59;V;;;;;;
B;002;23836;8;20030416 09:59;;;;MEADOWS DR;CLARENCE TOWN;2421;10;H;20001124;20010119;125000;R;3;FARM/RURAL;;RB;RR;;7526823;
C;002;23836;8;20030416 09:59;8//285645;
D;002;23836;8;20030416 09:59;P;;;;;;
D;002;23836;8;20030416 09:59;P;;;;;;
D;002;23836;8;20030416 09:59;V;;;;;;
B;002;24735;9;20030416 09:59;;;24;FORDS RD;CLARENCE TOWN;2421;4.608;H;20030224;20030328;300000;R;R;RESIDENCE;;RB;;;9496399;
C;002;24735;9;20030416 09:59;7//615599;
D;002;24735;9;20030416 09:59;P;;;;;;
D;002;24735;9;20030416 09:59;V;;;;;;
B;002;25052;10;20030416 09:59;;;1869;DUNGOG RD;WIRRAGULLA;2420;99.25;H;20030224;20030321;815000;R;3;FARM;;RD;;;9512675;
C;002;25052;10;20030416 09:59;3//710384;
D;002;25052;10;20030416 09:59;P;;;;;;
D;002;25052;10;20030416 09:59;P;;;;;;
D;002;25052;10;20030416 09:59;V;;;;;;
B;002;2969044;11;20030416 09:59;;;LOT81;CHESWORTH RD;COULSTON;2311;;;20020923;20030320;190000;;R;RESIDENCE;;;;;9503334;
C;002;2969044;11;20030416 09:59;81//1048344;
D;002;2969044;11;20030416 09:59;P;;;;;;
D;002;2969044;11;20030416 09:59;V;;;;;;
D;002;2969044;11;20030416 09:59;V;;;;;;
B;002;2980324;12;20030416 09:59;;;1367;FOSTERTON RD;FOSTERTON;2420;157.47;H;20020508;20020902;165000;;V;VACANT LAND;;;;;9131159;
C;002;2980324;12;20030416 09:59;2//37893 1//1047343;
D;002;2980324;12;20030416 09:59;P;;;;;;
D;002;2980324;12;20030416 09:59;V;;;;;;
D;002;2980324;12;20030416 09:59;V;;;;;;
D;002;2980324;12;20030416 09:59;V;;;;;;
B;002;2980327;13;20030416 09:59;;;;MAIN CREEK RD;DUNGOG;2420;35.19;H;20020508;20020903;150000;;3;;;;;;9131160;
C;002;2980327;13;20030416 09:59;2//1047343;
D;002;2980327;13;20030416 09:59;P;;;;;;
D;002;2980327;13;20030416 09:59;P;;;;;;
D;002;2980327;13;20030416 09:59;V;;;;;;
D;002;2980327;13;20030416 09:59;V;;;;;;
Z;65;13;13;37;
