A;002;20030701 14:07;PDANN;
B;002;21406;1;20030701 14:07;;;63;CHAPMAN ST;DUNGOG;2420;784.5;M;20021014;20021107;50000;A;V;VACANT LAND;;AD;;0;9723968;
C;002;21406;1;20030701 14:07;183//263468;
D;002;21406;1;20030701 14:07;P;;;;;;
D;002;21406;1;20030701 14:07;P;;;;;;
D;002;21406;1;20030701 14:07;V;;;;;;
B;002;21735;2;20030701 14:07;;;59;HOOKE ST;DUNGOG;2420;2015;M;20030423;20030604;128000;S;R;RESIDENCE;;SC;;0;9714554;
C;002;21735;2;20030701 14:07;1//784405;
D;002;21735;2;20030701 14:07;P;;;;;;
D;002;21735;2;20030701 14:07;V;;;;;;
B;002;21919;3;20030701 14:07;;;26;LORD ST;DUNGOG;2420;670.3;M;20030513;20030604;149000;A;R;RESIDENCE;;AD;;0;9732423;
C;002;21919;3;20030701 14:07;B//398974;
D;002;21919;3;20030701 14:07;P;;;;;;
D;002;21919;3;20030701 14:07;V;;;;;;
B;002;22077;4;20030701 14:07;;;33;MOORE ST;DUNGOG;2420;3035;M;20021231;20030131;250000;A;R;RESIDENCE;;AD;;0;9699136;
C;002;22077;4;20030701 14:07;5, 6, 7//11926;
D;002;22077;4;20030701 14:07;P;;;;;;
D;002;22077;4;20030701 14:07;P;;;;;;
D;002;22077;4;20030701 14:07;P;;;;;;
D;002;22077;4;20030701 14:07;P;;;;;;
D;002;22077;4;20030701 14:07;P;;;;;;
D;002;22077;4;20030701 14:07;P;;;;;;
D;002;22077;4;20030701 14:07;V;;;;;;
B;002;22304;5;20030701 14:07;;;18;KING ST;PATERSON;2421;1151;M;20030428;20030613;485000;B;R;RESIDENCE;;BB;;0;9714423;
C;002;22304;5;20030701 14:07;55//529898;
D;002;22304;5;20030701 14:07;P;;;;;;
D;002;22304;5;20030701 14:07;P;;;;;;
D;002;22304;5;20030701 14:07;V;;;;;;
D;002;22304;5;20030701 14:07;V;;;;;;
B;002;22366;6;20030701 14:07;;;26;PRINCE ST;PATERSON;2421;2024;M;20030325;20030506;235000;A;R;RESIDENCE;;AP;AC;0;9598767;
C;002;22366;6;20030701 14:07;5/1/758830;
D;002;22366;6;20030701 14:07;P;;;;;;
D;002;22366;6;20030701 14:07;V;;;;;;
B;002;22469;7;20030701 14:07;;;85;DURHAM RD;GRESFORD;2311;809.4;M;20030325;20030429;102000;A;R;RESIDENCE;;AG;;0;9684502;
C;002;22469;7;20030701 14:07;1//995212;
D;002;22469;7;20030701 14:07;P;;;;;;
D;002;22469;7;20030701 14:07;P;;;;;;
D;002;22469;7;20030701 14:07;V;;;;;;
D;002;22469;7;20030701 14:07;V;;;;;;
