A;007;20031002 10:59;PDANN;
B;007;197118;1;20031002 10:59;;;97;ACACIA DR;MUSWELLBROOK;2333;627;M;20030827;20030911;170000;A;R;RESIDENCE;;AL;;0;AA4099;
C;007;197118;1;20031002 10:59;4093//794059;
D;007;197118;1;20031002 10:59;P;;;;;;
D;007;197118;1;20031002 10:59;V;;;;;;
B;007;197121;2;20031002 10:59;;;91;ACACIA DR;MUSWELLBROOK;2333;600;M;20030725;20030829;205000;A;R;RESIDENCE;;AL;;0;9977644;
C;007;197121;2;20031002 10:59;4090//794059;
D;007;197121;2;20031002 10:59;P;;;;;;
D;007;197121;2;20031002 10:59;V;;;;;;
B;007;197484;3;20031002 10:59;;;4;BLIGH ST;MUSWELLBROOK;2333;948.5;M;20030801;20030829;285000;A;R;RESIDENCE;;AT;;0;9983325;
C;007;197484;3;20031002 10:59;22/7/758740;
D;007;197484;3;20031002 10:59;P;;;;;;
D;007;197484;3;20031002 10:59;P;;;;;;
D;007;197484;3;20031002 10:59;V;;;;;;
D;007;197484;3;20031002 10:59;V;;;;;;
B;007;197966;4;20031002 10:59;;;15;CARL LANE;MUSWELLBROOK;2333;701.4;M;20030730;20030910;122000;A;R;RESIDENCE;;AT;;0;9976962;
C;007;197966;4;20031002 10:59;114//599273;
D;007;197966;4;20031002 10:59;P;;;;;;
D;007;197966;4;20031002 10:59;V;;;;;;
B;007;197988;5;20031002 10:59;;;40;CARL ST;MUSWELLBROOK;2333;929.5;M;20030719;20030912;153000;A;3;;;AT;;0;AA12124;
C;007;197988;5;20031002 10:59;B//157866;
D;007;197988;5;20031002 10:59;P;;;;;;
D;007;197988;5;20031002 10:59;V;;;;;;
B;007;198151;6;20031002 10:59;;;27;CLENDINNING ST;MUSWELLBROOK;2333;1061;M;20030730;20030827;195000;A;R;RESIDENCE;;AT;;0;9998874;
C;007;198151;6;20031002 10:59;1000//839277;
D;007;198151;6;20031002 10:59;P;;;;;;
D;007;198151;6;20031002 10:59;V;;;;;;
D;007;198151;6;20031002 10:59;V;;;;;;
B;007;198159;7;20031002 10:59;;6;1;CLIFFORD ST;MUSWELLBROOK;2333;;;20030822;20030917;110000;;3;HOME UNIT;6;;;0;9997938;
C;007;198159;7;20031002 10:59;6//SP 16896;
D;007;198159;7;20031002 10:59;P;;;;;;
D;007;198159;7;20031002 10:59;V;;;;;;
B;007;198277;8;20031002 10:59;;;18;CORAL ST;MUSWELLBROOK;2333;588.1;M;20030813;20030903;108000;A;R;RESIDENCE;;AH;;0;9979809;
C;007;198277;8;20031002 10:59;9//237872;
D;007;198277;8;20031002 10:59;P;;;;;;
D;007;198277;8;20031002 10:59;V;;;;;;
B;007;198582;9;20031002 10:59;;;33;FOLEY ST;MUSWELLBROOK;2333;871.1;M;20030716;20030829;147500;A;R;RESIDENCE;;AT;;0;9963965;
C;007;198582;9;20031002 10:59;181//705530;
D;007;198582;9;20031002 10:59;P;;;;;;
D;007;198582;9;20031002 10:59;V;;;;;;
D;007;198582;9;20031002 10:59;V;;;;;;
B;007;199807;10;20031002 10:59;;;37;OSBORN AVE;MUSWELLBROOK;2333;807.3;M;20030626;20030821;2435000;A;R;RESIDENCE;;AC;;0;9967891;
C;007;199807;10;20031002 10:59;4//865736;
D;007;199807;10;20031002 10:59;P;;;;;;
D;007;199807;10;20031002 10:59;P;;;;;;
D;007;199807;10;20031002 10:59;V;;;;;;
B;007;200173;11;20031002 10:59;;;;RUTHERFORD RD;MUSWELLBROOK;2333;675.8;M;20030711;20030901;205000;A;R;RESIDENCE;;AL;;0;9982454;
C;007;200173;11;20031002 10:59;42//835293;
D;007;200173;11;20031002 10:59;P;;;;;;
D;007;200173;11;20031002 10:59;V;;;;;;
D;007;200173;11;20031002 10:59;V;;;;;;
B;007;200365;12;20031002 10:59;;;26;SHIRAZ ST;MUSWELLBROOK;2333;813.5;M;20030818;20030912;242500;A;R;RESIDENCE;;AW;;0;9991152;
C;007;200365;12;20031002 10:59;76//260809;
D;007;200365;12;20031002 10:59;P;;;;;;
D;007;200365;12;20031002 10:59;V;;;;;;
D;007;200365;12;20031002 10:59;V;;;;;;
B;007;200476;13;20031002 10:59;;27;2;SKELLATAR ST;MUSWELLBROOK;2333;;;20030714;20030811;75000;;R;RESIDENCE;11;;;33;9967500;
C;007;200476;13;20031002 10:59;11//SP 19025;
D;007;200476;13;20031002 10:59;P;;;;;;
D;007;200476;13;20031002 10:59;P;;;;;;
D;007;200476;13;20031002 10:59;P;;;;;;
D;007;200476;13;20031002 10:59;V;;;;;;
B;007;200807;14;20031002 10:59;;;52;THOMPSON ST;MUSWELLBROOK;2333;839.3;M;20030407;20030509;310000;A;R;RESIDENCE;;AC;;0;9968520;
C;007;200807;14;20031002 10:59;9//865736;
D;007;200807;14;20031002 10:59;P;;;;;;
D;007;200807;14;20031002 10:59;P;;;;;;
D;007;200807;14;20031002 10:59;V;;;;;;
D;007;200807;14;20031002 10:59;V;;;;;;
B;007;200903;15;20031002 10:59;;;12;TOBRUK AVE;MUSWELLBROOK;2333;607;M;20030715;20030822;106500;A;R;RESIDENCE;;AH;;0;9985494;
C;007;200903;15;20031002 10:59;22//237872;
D;007;200903;15;20031002 10:59;P;;;;;;
D;007;200903;15;20031002 10:59;V;;;;;;
B;007;200998;16;20031002 10:59;;;23;TOWARRI ST;MUSWELLBROOK;2333;1298;M;20030723;20030829;250000;A;R;RESIDENCE;;AC;;0;9971531;
C;007;200998;16;20031002 10:59;70//262393;
D;007;200998;16;20031002 10:59;P;;;;;;
D;007;200998;16;20031002 10:59;P;;;;;;
D;007;200998;16;20031002 10:59;V;;;;;;
D;007;200998;16;20031002 10:59;V;;;;;;
Z;79;16;16;45;
