A;011;20030303 12:13;PDANN;
B;011;292876;1;20030303 12:13;;;6;MARGARET PL;ABERDEEN;2336;677.5;M;20030109;20030207;132500;A;R;RESIDENCE;;AA;;;9389644;
C;011;292876;1;20030303 12:13;12//263827;
D;011;292876;1;20030303 12:13;P;;;;;;
D;011;292876;1;20030303 12:13;V;;;;;;
B;011;293102;2;20030303 12:13;;;117;ST ANDREWS ST;ABERDEEN;2336;800;M;20021118;20021220;125000;A;R;RESIDENCE;;AA;;;9399894;
C;011;293102;2;20030303 12:13;73//261048;
D;011;293102;2;20030303 12:13;P;;;;;;
D;011;293102;2;20030303 12:13;V;;;;;;
B;011;293210;3;20030303 12:13;;;67;SEGENHOE ST;ABERDEEN;2336;2023;M;20021223;20030203;190000;A;R;RESIDENCE;;AA;;;9379200;
C;011;293210;3;20030303 12:13;14/9/758003;
D;011;293210;3;20030303 12:13;P;;;;;;
D;011;293210;3;20030303 12:13;P;;;;;;
D;011;293210;3;20030303 12:13;V;;;;;;
B;011;293611;4;20030303 12:13;;;33;DAVIES ST;SCONE;2337;1058;M;20030129;20030214;195000;A;R;RESIDENCE;;AS;;;9404224;
C;011;293611;4;20030303 12:13;69//255641;
D;011;293611;4;20030303 12:13;P;;;;;;
D;011;293611;4;20030303 12:13;P;;;;;;
D;011;293611;4;20030303 12:13;V;;;;;;
D;011;293611;4;20030303 12:13;V;;;;;;
B;011;294904;5;20030303 12:13;;;20;SATUR RD;SCONE;2337;1012;M;20030116;20030213;158000;A;R;RESIDENCE;;AS;;;9384969;
C;011;294904;5;20030303 12:13;1//386648;
D;011;294904;5;20030303 12:13;P;;;;;;
D;011;294904;5;20030303 12:13;P;;;;;;
D;011;294904;5;20030303 12:13;V;;;;;;
B;011;295014;6;20030303 12:13;;;36;SEAWARD AVE;SCONE;2337;946;M;20021219;20030130;185000;A;R;RESIDENCE;;AS;;;9405337;
C;011;295014;6;20030303 12:13;51//245072;
D;011;295014;6;20030303 12:13;P;;;;;;
D;011;295014;6;20030303 12:13;V;;;;;;
B;011;295034;7;20030303 12:13;;;29;SHORT ST;SCONE;2337;667.3;M;20021223;20030204;155000;A;R;RESIDENCE;;AD;;;9387586;
C;011;295034;7;20030303 12:13;20//846735;
D;011;295034;7;20030303 12:13;P;;;;;;
D;011;295034;7;20030303 12:13;P;;;;;;
D;011;295034;7;20030303 12:13;V;;;;;;
D;011;295034;7;20030303 12:13;V;;;;;;
Z;36;7;7;20;
