A;008;20040102 13:47;PDANN;
B;008;202630;1;20040102 13:47;;;48;ALLENDALE ST;BERESFIELD;2322;581.7;M;20031105;20031212;250000;A;R;RESIDENCE;;DA;;0;AA270409;
C;008;202630;1;20040102 13:47;182//31692;
D;008;202630;1;20040102 13:47;P;;;;;;
D;008;202630;1;20040102 13:47;V;;;;;;
B;008;202697;2;20040102 13:47;;;10;ALLOWAH ST;WARATAH WEST;2298;;;20031124;20031215;267000;A;R;RESIDENCE;;JP;;0;AA271508;
C;008;202697;2;20040102 13:47;173//218736;
D;008;202697;2;20040102 13:47;P;;;;;;
D;008;202697;2;20040102 13:47;V;;;;;;
D;008;202697;2;20040102 13:47;V;;;;;;
B;008;202790;3;20040102 13:47;;;22;ALLWORTH ST;MEREWETHER;2291;435.7;M;20031103;20031205;317500;A;R;RESIDENCE;;HJ;;0;AA252857;
C;008;202790;3;20040102 13:47;1//741325;
D;008;202790;3;20040102 13:47;P;;;;;;
D;008;202790;3;20040102 13:47;V;;;;;;
B;008;203572;4;20040102 13:47;;;3;APOLLO CL;ELERMORE VALE;2287;719.1;M;20031023;20031209;447000;A;R;RESIDENCE;;AL;;0;AA258967;
C;008;203572;4;20040102 13:47;49//264184;
D;008;203572;4;20040102 13:47;P;;;;;;
D;008;203572;4;20040102 13:47;P;;;;;;
D;008;203572;4;20040102 13:47;V;;;;;;
D;008;203572;4;20040102 13:47;V;;;;;;
B;008;203649;5;20040102 13:47;;2;16;ARCHER CRES;MARYLAND;2287;;;20031017;20031121;222500;;R;RESIDENCE;2;;;0;AA262039;
C;008;203649;5;20040102 13:47;2//SP 42395;
D;008;203649;5;20040102 13:47;P;;;;;;
D;008;203649;5;20040102 13:47;P;;;;;;
D;008;203649;5;20040102 13:47;V;;;;;;
B;008;203813;6;20040102 13:47;;;42;ARIES WAY;ELERMORE VALE;2287;547;M;20031104;20031210;360000;A;R;RESIDENCE;;AL;;0;AA260937;
C;008;203813;6;20040102 13:47;69//258370;
D;008;203813;6;20040102 13:47;P;;;;;;
D;008;203813;6;20040102 13:47;P;;;;;;
D;008;203813;6;20040102 13:47;V;;;;;;
D;008;203813;6;20040102 13:47;V;;;;;;
B;008;203834;7;20040102 13:47;;5;4;ARMITAGE ST;THE HILL;2300;;;20031031;20031128;180000;;3;STRATA UNIT;5;;;0;AA243657;
C;008;203834;7;20040102 13:47;5//SP 1832;
D;008;203834;7;20040102 13:47;P;;;;;;
D;008;203834;7;20040102 13:47;V;;;;;;
B;008;203938;8;20040102 13:47;;;52;ARTHUR ST;MAYFIELD;2304;;;20030922;20031024;222000;A;R;RESIDENCE;;JD;;0;AA236143;
C;008;203938;8;20040102 13:47;22/B/192768;
D;008;203938;8;20040102 13:47;P;;;;;;
D;008;203938;8;20040102 13:47;P;;;;;;
D;008;203938;8;20040102 13:47;V;;;;;;
B;008;204290;9;20040102 13:47;;;14;AUSTIN ST;GEORGETOWN;2298;;;20030808;20030912;248000;A;R;RESIDENCE;;JS;;0;AA253668;
C;008;204290;9;20040102 13:47;44//19936;
D;008;204290;9;20040102 13:47;P;;;;;;
D;008;204290;9;20040102 13:47;P;;;;;;
D;008;204290;9;20040102 13:47;V;;;;;;
B;008;204440;10;20040102 13:47;;;38;BAILEY ST;ADAMSTOWN;2289;;;20030912;20031024;300000;A;R;RESIDENCE;;HB;;0;AA277220;
C;008;204440;10;20040102 13:47;7//7705;
D;008;204440;10;20040102 13:47;P;;;;;;
D;008;204440;10;20040102 13:47;V;;;;;;
B;008;204528;11;20040102 13:47;;;8;BAIRD ST;HAMILTON NORTH;2303;;;20031107;20031212;322000;A;R;RESIDENCE;;FQ;;0;AA267726;
C;008;204528;11;20040102 13:47;17//37273;
D;008;204528;11;20040102 13:47;P;;;;;;
D;008;204528;11;20040102 13:47;V;;;;;;
B;008;205697;12;20040102 13:47;;;9;BELL ST;MARYVILLE;2293;;;20031101;20031210;322950;A;R;RESIDENCE;;DF;;0;AA265888;
C;008;205697;12;20040102 13:47;9/R/5062;
D;008;205697;12;20040102 13:47;P;;;;;;
D;008;205697;12;20040102 13:47;V;;;;;;
B;008;205882;13;20040102 13:47;;;38;BENJAMIN DR;WALLSEND;2287;633.9;M;20031028;20031202;295000;A;R;RESIDENCE;;AN;;0;AA248495;
C;008;205882;13;20040102 13:47;315//833961;
D;008;205882;13;20040102 13:47;P;;;;;;
D;008;205882;13;20040102 13:47;P;;;;;;
D;008;205882;13;20040102 13:47;V;;;;;;
D;008;205882;13;20040102 13:47;V;;;;;;
B;008;206516;14;20040102 13:47;;;9;BEVERLEY CRES;NEW LAMBTON HEIGHTS;2305;777.8;M;20030415;20030516;375000;A;R;RESIDENCE;;FL;;0;AA244938;
C;008;206516;14;20040102 13:47;72//23385;
D;008;206516;14;20040102 13:47;P;;;;;;
D;008;206516;14;20040102 13:47;P;;;;;;
D;008;206516;14;20040102 13:47;V;;;;;;
D;008;206516;14;20040102 13:47;V;;;;;;
B;008;206569;15;20040102 13:47;;;19;BILBA CRES;MARYLAND;2287;730.5;M;20031103;20031205;295000;A;R;RESIDENCE;;AA;;0;AA252889;
C;008;206569;15;20040102 13:47;1069//713055;
D;008;206569;15;20040102 13:47;P;;;;;;
D;008;206569;15;20040102 13:47;P;;;;;;
D;008;206569;15;20040102 13:47;V;;;;;;
D;008;206569;15;20040102 13:47;V;;;;;;
B;008;207819;16;20040102 13:47;;;1;BRANXTON ST;WARATAH WEST;2298;581.7;M;20031028;20031128;318500;A;R;RESIDENCE;;JV;;0;AA224062;
C;008;207819;16;20040102 13:47;3074//755247 Suburban Holding 66/29;
D;008;207819;16;20040102 13:47;P;;;;;;
D;008;207819;16;20040102 13:47;P;;;;;;
D;008;207819;16;20040102 13:47;V;;;;;;
B;008;207845;17;20040102 13:47;;;46;BRAYE ST;MAYFIELD;2304;404.7;M;20031105;20031127;256000;A;R;RESIDENCE;;JX;;0;AA262770;
C;008;207845;17;20040102 13:47;7/F/2619;
D;008;207845;17;20040102 13:47;P;;;;;;
D;008;207845;17;20040102 13:47;V;;;;;;
B;008;208207;18;20040102 13:47;;;200;BRIDGES RD;NEW LAMBTON;2305;322.5;M;20031028;20031204;198000;A;R;RESIDENCE;;FE;;0;AA261521;
C;008;208207;18;20040102 13:47;61//1006523;
D;008;208207;18;20040102 13:47;P;;;;;;
D;008;208207;18;20040102 13:47;V;;;;;;
B;008;208715;19;20040102 13:47;;;23;BROOKS ST;WALLSEND;2287;733.5;M;20031022;20031203;302000;A;R;RESIDENCE;;AE;;0;AA274621;
C;008;208715;19;20040102 13:47;51//549193;
D;008;208715;19;20040102 13:47;P;;;;;;
D;008;208715;19;20040102 13:47;P;;;;;;
D;008;208715;19;20040102 13:47;V;;;;;;
B;008;209057;20;20040102 13:47;;;173;BRUNKER RD;ADAMSTOWN;2289;;;20031104;20031209;319950;A;R;RESIDENCE;;HB;;0;AA254710;
C;008;209057;20;20040102 13:47;1//326393;
D;008;209057;20;20040102 13:47;P;;;;;;
D;008;209057;20;20040102 13:47;P;;;;;;
D;008;209057;20;20040102 13:47;V;;;;;;
D;008;209057;20;20040102 13:47;V;;;;;;
B;008;209373;21;20040102 13:47;;;488;BRUNKER RD;ADAMSTOWN HEIGHTS;2289;727.2;M;20031020;20031128;250000;A;R;RESIDENCE;;HA;;0;AA254011;
C;008;209373;21;20040102 13:47;1//204938;
D;008;209373;21;20040102 13:47;P;;;;;;
D;008;209373;21;20040102 13:47;V;;;;;;
B;008;210597;22;20040102 13:47;;;95;CAMERON ST;WALLSEND;2287;;;20030826;20031205;300000;A;R;RESIDENCE;;AE;;0;AA254855;
C;008;210597;22;20040102 13:47;4//22796;
D;008;210597;22;20040102 13:47;P;;;;;;
D;008;210597;22;20040102 13:47;V;;;;;;
D;008;210597;22;20040102 13:47;V;;;;;;
B;008;211025;23;20040102 13:47;;;44;CAROLYN ST;ADAMSTOWN HEIGHTS;2289;815.7;M;20030214;20030627;267000;A;R;RESIDENCE;;HA;;0;AA258319;
C;008;211025;23;20040102 13:47;72//203178;
D;008;211025;23;20040102 13:47;P;;;;;;
D;008;211025;23;20040102 13:47;P;;;;;;
