A;001;20030716 11:31;PDANN;
B;001;7;1;20030716 11:31;;;182;ABERDARE RD;ABERDARE;2325;500.7;M;20030516;20030623;139000;A;R;RESIDENCE;;GA;;0;9755718;
C;001;7;1;20030716 11:31;1//835737;
D;001;7;1;20030716 11:31;P;;;;;;
D;001;7;1;20030716 11:31;V;;;;;;
D;001;7;1;20030716 11:31;V;;;;;;
B;001;72;2;20030716 11:31;;;58;ABERDARE RD;ABERDARE;2325;1012;M;20030314;20030507;147000;A;R;RESIDENCE;;GA;;0;9780273;
C;001;72;2;20030716 11:31;15/40/758002;
D;001;72;2;20030716 11:31;P;;;;;;
D;001;72;2;20030716 11:31;P;;;;;;
D;001;72;2;20030716 11:31;V;;;;;;
B;001;157;3;20030716 11:31;;;99;ABERDARE RD;ABERDARE;2325;505.8;M;20030524;20030630;166500;A;R;RESIDENCE;;GA;;0;9766173;
C;001;157;3;20030716 11:31;10//623222;
D;001;157;3;20030716 11:31;P;;;;;;
D;001;157;3;20030716 11:31;P;;;;;;
D;001;157;3;20030716 11:31;V;;;;;;
D;001;157;3;20030716 11:31;V;;;;;;
B;001;238;4;20030716 11:31;;;18;CABERNET GR;CESSNOCK;2325;781.9;M;20030523;20030620;265000;A;R;RESIDENCE;;GS;;0;9748299;
C;001;238;4;20030716 11:31;315//1002052;
D;001;238;4;20030716 11:31;P;;;;;;
D;001;238;4;20030716 11:31;V;;;;;;
B;001;510;5;20030716 11:31;;;89;CONGEWAI ST;ABERDARE;2325;1012;M;20030524;20030707;205000;A;R;RESIDENCE;;GA;;0;9779141;
C;001;510;5;20030716 11:31;14/24/758002;
D;001;510;5;20030716 11:31;P;;;;;;
D;001;510;5;20030716 11:31;V;;;;;;
B;001;1352;6;20030716 11:31;;;22;NORTHCOTE ST;ABERDARE;2325;1012;M;20030523;20030619;212000;A;R;RESIDENCE;;GA;;0;9738222;
C;001;1352;6;20030716 11:31;12/27/758002;
D;001;1352;6;20030716 11:31;P;;;;;;
D;001;1352;6;20030716 11:31;V;;;;;;
B;001;1433;7;20030716 11:31;;;143;NORTHCOTE ST;ABERDARE;2325;505.8;M;20021003;20021003;134000;A;R;RESIDENCE;;GA;;0;9782292;
C;001;1433;7;20030716 11:31;101//1015051;
D;001;1433;7;20030716 11:31;P;;;;;;
D;001;1433;7;20030716 11:31;P;;;;;;
D;001;1433;7;20030716 11:31;V;;;;;;
D;001;1433;7;20030716 11:31;V;;;;;;
B;001;1485;8;20030716 11:31;;;;OAKEY CREEK RD;POKOLBIN;2320;3960;M;20021101;20030625;385000;A;R;RESIDENCE;;GT;;0;9755983;
C;001;1485;8;20030716 11:31;44//270158;
D;001;1485;8;20030716 11:31;P;;;;;;
D;001;1485;8;20030716 11:31;P;;;;;;
D;001;1485;8;20030716 11:31;V;;;;;;
B;001;1487;9;20030716 11:31;;;;OAKEY CREEK RD;POKOLBIN;2320;4050;M;20020729;20030627;156000;A;V;VACANT LAND;;GT;;0;9766651;
