A;008;20030620 11:07;PDANN;
B;008;201456;1;20030620 11:07;;;19;ABBOTT ST;WALLSEND;2287;638.6;M;20030411;20030523;215500;A;R;RESIDENCE;;AE;AC;0;9647271;
C;008;201456;1;20030620 11:07;89//30039;
D;008;201456;1;20030620 11:07;P;;;;;;
D;008;201456;1;20030620 11:07;P;;;;;;
D;008;201456;1;20030620 11:07;V;;;;;;
B;008;201872;2;20030620 11:07;;;3;ADDISON ST;BERESFIELD;2322;;;20030318;20030514;145000;A;R;RESIDENCE;;DA;AC;0;9650179;
C;008;201872;2;20030620 11:07;85/A/12628;
D;008;201872;2;20030620 11:07;P;;;;;;
D;008;201872;2;20030620 11:07;V;;;;;;
B;008;202036;3;20030620 11:07;;;39;ALBERT ST;WICKHAM;2293;230;M;20020517;20030414;135000;A;3;INDUSTRIAL;;DF;IF;0;9612429;
C;008;202036;3;20030620 11:07;7/E/193105;
D;008;202036;3;20030620 11:07;P;;;;;;
D;008;202036;3;20030620 11:07;V;;;;;;
B;008;202916;4;20030620 11:07;;15;3;BRITANIA BVDE;FLETCHER;2287;827;M;20030131;20030312;342750;A;R;RESIDENCE;;AP;AC;0;9591263;
C;008;202916;4;20030620 11:07;15//869101;
D;008;202916;4;20030620 11:07;P;;;;;;
D;008;202916;4;20030620 11:07;P;;;;;;
D;008;202916;4;20030620 11:07;V;;;;;;
D;008;202916;4;20030620 11:07;V;;;;;;
B;008;203003;5;20030620 11:07;;1;127;ANDERSON DR;TARRO;2322;;;20030317;20030414;177000;;R;RESIDENCE;1;;XA;0;9628672;
C;008;203003;5;20030620 11:07;1//SP 53271;
D;008;203003;5;20030620 11:07;P;;;;;;
D;008;203003;5;20030620 11:07;V;;;;;;
B;008;203160;6;20030620 11:07;;;2;ANDREA CL;WALLSEND;2287;758.8;M;20030113;20030214;255000;A;R;RESIDENCE;;AE;AC;0;9608194;
C;008;203160;6;20030620 11:07;7//243635;
D;008;203160;6;20030620 11:07;P;;;;;;
D;008;203160;6;20030620 11:07;V;;;;;;
B;008;203370;7;20030620 11:07;;;38;ANGUS AVE;WARATAH WEST;2298;556.4;M;20030306;20030410;235000;A;R;RESIDENCE;;JP;AC;0;9617553;
C;008;203370;7;20030620 11:07;186//21609;
D;008;203370;7;20030620 11:07;P;;;;;;
D;008;203370;7;20030620 11:07;P;;;;;;
D;008;203370;7;20030620 11:07;V;;;;;;
B;008;203511;8;20030620 11:07;;;21;ANTILL ST;MAYFIELD;2304;;;20030328;20030502;270000;A;R;RESIDENCE;;JD;AC;0;9598698;
C;008;203511;8;20030620 11:07;13//37394;
D;008;203511;8;20030620 11:07;P;;;;;;
D;008;203511;8;20030620 11:07;P;;;;;;
D;008;203511;8;20030620 11:07;V;;;;;;
D;008;203511;8;20030620 11:07;V;;;;;;
D;008;203511;8;20030620 11:07;V;;;;;;
B;008;203636;9;20030620 11:07;;;51;ARCHER CRES;MARYLAND;2287;1.144;H;20030404;20030513;465000;A;R;RESIDENCE;;AR;AC;0;9616758;
C;008;203636;9;20030620 11:07;36//805266;
D;008;203636;9;20030620 11:07;P;;;;;;
D;008;203636;9;20030620 11:07;P;;;;;;
D;008;203636;9;20030620 11:07;V;;;;;;
