A;008;20030516 10:17;PDANN;
B;008;201911;1;20030516 10:17;;;3;ADELAIDE ST;BERESFIELD;2322;935.8;M;20030325;20030415;290000;A;R;RESIDENCE;;DB;;;9581987;
C;008;201911;1;20030516 10:17;88//215852;
D;008;201911;1;20030516 10:17;P;;;;;;
D;008;201911;1;20030516 10:17;P;;;;;;
D;008;201911;1;20030516 10:17;V;;;;;;
D;008;201911;1;20030516 10:17;V;;;;;;
B;008;202225;2;20030516 10:17;;;30;ALDYTH ST;NEW LAMBTON;2305;;;20030328;20030502;350000;A;R;RESIDENCE;;FG;;;9590256;
C;008;202225;2;20030516 10:17;9/2/12321;
D;008;202225;2;20030516 10:17;P;;;;;;
D;008;202225;2;20030516 10:17;P;;;;;;
D;008;202225;2;20030516 10:17;V;;;;;;
B;008;202596;3;20030516 10:17;;;36;ALLENDALE AVE;WALLSEND;2287;500.2;M;20030314;20030502;272500;A;R;RESIDENCE;;AE;;;9590326;
C;008;202596;3;20030516 10:17;11//869807;
D;008;202596;3;20030516 10:17;P;;;;;;
D;008;202596;3;20030516 10:17;P;;;;;;
D;008;202596;3;20030516 10:17;V;;;;;;
D;008;202596;3;20030516 10:17;V;;;;;;
B;008;202913;4;20030516 10:17;;12;3;BRITANIA BVDE;FLETCHER;2287;991.4;M;20030116;20030228;307500;A;R;RESIDENCE;;AP;;;9520009;
C;008;202913;4;20030516 10:17;100//880764;
D;008;202913;4;20030516 10:17;P;;;;;;
D;008;202913;4;20030516 10:17;P;;;;;;
D;008;202913;4;20030516 10:17;V;;;;;;
B;008;203010;5;20030516 10:17;;;155;ANDERSON DR;BERESFIELD;2322;657.6;M;20030306;20030328;212000;A;R;RESIDENCE;;DA;;;9575495;
C;008;203010;5;20030516 10:17;B//383284;
D;008;203010;5;20030516 10:17;P;;;;;;
D;008;203010;5;20030516 10:17;P;;;;;;
D;008;203010;5;20030516 10:17;V;;;;;;
B;008;203378;6;20030516 10:17;;;22;ANGUS AVE;WARATAH WEST;2298;581.7;M;20030207;20030314;210000;A;R;RESIDENCE;;JP;;;9569856;
C;008;203378;6;20030516 10:17;178//21609;
D;008;203378;6;20030516 10:17;P;;;;;;
D;008;203378;6;20030516 10:17;V;;;;;;
D;008;203378;6;20030516 10:17;V;;;;;;
B;008;203788;7;20030516 10:17;;;100;ARIES WAY;ELERMORE VALE;2287;1758;M;20030310;20030310;568000;A;R;RESIDENCE;;AL;;;9566818;
C;008;203788;7;20030516 10:17;6//790740;
D;008;203788;7;20030516 10:17;P;;;;;;
D;008;203788;7;20030516 10:17;V;;;;;;
B;008;203834;8;20030516 10:17;;5;4;ARMITAGE ST;THE HILL;2300;;;20030317;20030417;159000;;3;UNIT;5;;;;9586312;
C;008;203834;8;20030516 10:17;5//SP 1832;
D;008;203834;8;20030516 10:17;P;;;;;;
D;008;203834;8;20030516 10:17;V;;;;;;
D;008;203834;8;20030516 10:17;V;;;;;;
B;008;204011;9;20030516 10:17;;;15;ASHBURY ST;ADAMSTOWN HEIGHTS;2289;1018;M;20030310;20030416;312500;A;R;RESIDENCE;;HA;AC;;9553931;
C;008;204011;9;20030516 10:17;63//217951;
D;008;204011;9;20030516 10:17;P;;;;;;
D;008;204011;9;20030516 10:17;P;;;;;;
D;008;204011;9;20030516 10:17;V;;;;;;
B;008;204517;10;20030516 10:17;;;3;BAILEY ST;ADAMSTOWN;2289;512.2;M;20030305;20030501;235000;A;R;RESIDENCE;;HB;;;9587448;
C;008;204517;10;20030516 10:17;2//21059;
D;008;204517;10;20030516 10:17;P;;;;;;
D;008;204517;10;20030516 10:17;V;;;;;;
B;008;204591;11;20030516 10:17;;;;BAKERI CCT;WARABROOK;2304;830.3;M;20030224;20030417;375000;A;R;RESIDENCE;;JW;AC;;9560522;
C;008;204591;11;20030516 10:17;13//830800;
D;008;204591;11;20030516 10:17;P;;;;;;
D;008;204591;11;20030516 10:17;P;;;;;;
D;008;204591;11;20030516 10:17;V;;;;;;
D;008;204591;11;20030516 10:17;V;;;;;;
B;008;205273;12;20030516 10:17;;;6;BEACH ST;NEWCASTLE EAST;2300;;;20030305;20030417;662000;A;R;RESIDENCE;;KF;AC;;9554510;
C;008;205273;12;20030516 10:17;8/A/2370;
D;008;205273;12;20030516 10:17;P;;;;;;
D;008;205273;12;20030516 10:17;P;;;;;;
D;008;205273;12;20030516 10:17;V;;;;;;
D;008;205273;12;20030516 10:17;V;;;;;;
B;008;205395;13;20030516 10:17;;;169;BEAUMONT ST;HAMILTON;2303;;;20030417;20030424;275000;A;R;RESIDENCE;;FT;;;9579166;
C;008;205395;13;20030516 10:17;1//154300;
D;008;205395;13;20030516 10:17;P;;;;;;
D;008;205395;13;20030516 10:17;V;;;;;;
D;008;205395;13;20030516 10:17;V;;;;;;
B;008;205409;14;20030516 10:17;;;145 A;BEAUMONT ST;HAMILTON;2303;;;20030305;20030328;258500;B;3;COMEMRCIAL;;CF;BS;;4383770;
