A;005;20030303 12:12;PDANN;
B;005;172145;1;20030303 12:12;;2;40;ADAM AVE;RUTHERFORD;2320;;;20030204;20030217;165000;;R;RESIDENCE;2;;;;9393216;
C;005;172145;1;20030303 12:12;2//SP 64506;
D;005;172145;1;20030303 12:12;P;;;;;;
D;005;172145;1;20030303 12:12;V;;;;;;
D;005;172145;1;20030303 12:12;V;;;;;;
B;005;172869;2;20030303 12:12;;;29;AVERY ST;RUTHERFORD;2320;576.2;M;20030120;20030220;149900;A;R;RESIDENCE;;EC;;;9403930;
C;005;172869;2;20030303 12:12;9//248739;
D;005;172869;2;20030303 12:12;P;;;;;;
D;005;172869;2;20030303 12:12;V;;;;;;
B;005;173174;3;20030303 12:12;;;4;BARRALIER AVE;WOODBERRY;2322;505.9;M;20030114;20030203;167500;A;R;RESIDENCE;;GP;;;9396210;
C;005;173174;3;20030303 12:12;420//243019;
D;005;173174;3;20030303 12:12;P;;;;;;
D;005;173174;3;20030303 12:12;V;;;;;;
D;005;173174;3;20030303 12:12;V;;;;;;
B;005;173183;4;20030303 12:12;;;19;BARRALIER AVE;WOODBERRY;2322;505.9;M;20030204;20030218;175000;A;R;RESIDENCE;;GP;;;9400122;
C;005;173183;4;20030303 12:12;429//243019;
D;005;173183;4;20030303 12:12;P;;;;;;
D;005;173183;4;20030303 12:12;V;;;;;;
D;005;173183;4;20030303 12:12;V;;;;;;
B;005;173445;5;20030303 12:12;;;8;BETULA AVE;LARGS;2320;808.9;M;20021220;20030131;261000;A;R;RESIDENCE;;GD;;;9393125;
C;005;173445;5;20030303 12:12;33//814684;
D;005;173445;5;20030303 12:12;P;;;;;;
D;005;173445;5;20030303 12:12;P;;;;;;
D;005;173445;5;20030303 12:12;V;;;;;;
D;005;173445;5;20030303 12:12;V;;;;;;
B;005;173602;6;20030303 12:12;;;90;BLIGH ST;TELARAH;2320;303.5;M;20021125;20030110;135000;A;R;RESIDENCE;;EA;;;9385755;
C;005;173602;6;20030303 12:12;7/L/5763;
D;005;173602;6;20030303 12:12;P;;;;;;
D;005;173602;6;20030303 12:12;V;;;;;;
B;005;174087;7;20030303 12:12;;;1;BROMPTON CL;BOLWARRA HEIGHTS;2320;4534;M;20030120;20030213;350000;R;R;RESIDENCE;;LB;;;9380264;
C;005;174087;7;20030303 12:12;12//801116;
D;005;174087;7;20030303 12:12;P;;;;;;
D;005;174087;7;20030303 12:12;P;;;;;;
D;005;174087;7;20030303 12:12;V;;;;;;
B;005;176843;8;20030303 12:12;;;19;DALWOOD ST;WOODBERRY;2322;531.1;M;20021212;20030124;164000;A;R;RESIDENCE;;GP;;;9407014;
C;005;176843;8;20030303 12:12;10//237230;
D;005;176843;8;20030303 12:12;P;;;;;;
D;005;176843;8;20030303 12:12;P;;;;;;
D;005;176843;8;20030303 12:12;V;;;;;;
B;005;176982;9;20030303 12:12;;;20;DEE ST;RUTHERFORD;2320;;;20030128;20030218;165000;A;R;RESIDENCE;;EB;;;9404144;
C;005;176982;9;20030303 12:12;25//13259;
D;005;176982;9;20030303 12:12;P;;;;;;
D;005;176982;9;20030303 12:12;V;;;;;;
D;005;176982;9;20030303 12:12;V;;;;;;
B;005;177145;10;20030303 12:12;;;38;DENTON PARK DR;RUTHERFORD;2320;487.7;M;20021216;20030129;180000;A;R;RESIDENCE;;EL;;;9386550;
C;005;177145;10;20030303 12:12;641//848623;
D;005;177145;10;20030303 12:12;P;;;;;;
D;005;177145;10;20030303 12:12;P;;;;;;
D;005;177145;10;20030303 12:12;P;;;;;;
D;005;177145;10;20030303 12:12;P;;;;;;
D;005;177145;10;20030303 12:12;V;;;;;;
B;005;177161;11;20030303 12:12;;;18;DENTON PARK DR;RUTHERFORD;2320;770;M;20030130;20030213;241000;A;R;RESIDENCE;;EL;;;9392809;
C;005;177161;11;20030303 12:12;344//817435;
D;005;177161;11;20030303 12:12;P;;;;;;
D;005;177161;11;20030303 12:12;P;;;;;;
D;005;177161;11;20030303 12:12;V;;;;;;
D;005;177161;11;20030303 12:12;V;;;;;;
B;005;177253;12;20030303 12:12;;;60;DEVONSHIRE ST;MAITLAND;2320;322.4;M;20021210;20030110;110000;A;R;RESIDENCE;;EH;;;9399519;
C;005;177253;12;20030303 12:12;185//1040740;
D;005;177253;12;20030303 12:12;P;;;;;;
D;005;177253;12;20030303 12:12;P;;;;;;
D;005;177253;12;20030303 12:12;V;;;;;;
B;005;177442;13;20030303 12:12;;;7;DUDLEY CL;METFORD;2323;980.1;M;20021120;20021213;230000;A;R;RESIDENCE;;HB;;;9382824;
C;005;177442;13;20030303 12:12;62//240405;
D;005;177442;13;20030303 12:12;P;;;;;;
D;005;177442;13;20030303 12:12;V;;;;;;
B;005;177509;14;20030303 12:12;;;59;DUMARESQ PDE;METFORD;2323;640;M;20021216;20030127;250000;A;R;RESIDENCE;;HB;;;9399317;
C;005;177509;14;20030303 12:12;713//711279;
D;005;177509;14;20030303 12:12;P;;;;;;
D;005;177509;14;20030303 12:12;P;;;;;;
D;005;177509;14;20030303 12:12;V;;;;;;
B;005;179501;15;20030303 12:12;;;27;GLENROY ST;THORNTON;2322;619.7;M;20021022;20030214;142500;A;R;RESIDENCE;;GL;;;9386033;
C;005;179501;15;20030303 12:12;A//377182;
D;005;179501;15;20030303 12:12;P;;;;;;
D;005;179501;15;20030303 12:12;V;;;;;;
B;005;180264;16;20030303 12:12;;;22;HARTLEY DR;THORNTON;2322;1529;M;20021224;20021224;148500;I;V;VACANT LAND;;CM;;;9390347;
C;005;180264;16;20030303 12:12;9//1011145;
D;005;180264;16;20030303 12:12;P;;;;;;
D;005;180264;16;20030303 12:12;P;;;;;;
D;005;180264;16;20030303 12:12;V;;;;;;
D;005;180264;16;20030303 12:12;V;;;;;;
D;005;180264;16;20030303 12:12;V;;;;;;
B;005;180390;17;20030303 12:12;;;8;HAYMAN CL;ASHTONFIELD;2323;763.2;M;20021220;20030203;199000;A;R;RESIDENCE;;HA;;;9379886;
C;005;180390;17;20030303 12:12;162//261716;
D;005;180390;17;20030303 12:12;P;;;;;;
D;005;180390;17;20030303 12:12;P;;;;;;
D;005;180390;17;20030303 12:12;V;;;;;;
B;005;180975;18;20030303 12:12;;;204;HIGH ST;MAITLAND;2320;;;20021223;20030129;188000;B;R;RESIDENCE;;BC;;;9386620;
C;005;180975;18;20030303 12:12;1//37984;
D;005;180975;18;20030303 12:12;P;;;;;;
D;005;180975;18;20030303 12:12;P;;;;;;
D;005;180975;18;20030303 12:12;P;;;;;;
D;005;180975;18;20030303 12:12;P;;;;;;
D;005;180975;18;20030303 12:12;V;;;;;;
B;005;181404;19;20030303 12:12;;;15;HONEYOAK DR;ABERGLASSLYN;2320;802.9;M;20021223;20030130;272000;A;R;RESIDENCE;;EL;;;9397302;
C;005;181404;19;20030303 12:12;209//1006543;
D;005;181404;19;20030303 12:12;P;;;;;;
D;005;181404;19;20030303 12:12;P;;;;;;
D;005;181404;19;20030303 12:12;V;;;;;;
D;005;181404;19;20030303 12:12;V;;;;;;
B;005;181571;20;20030303 12:12;;;1;IBIS PDE;WOODBERRY;2322;505.9;M;20030108;20030217;145000;A;R;RESIDENCE;;GP;;;9406883;
C;005;181571;20;20030303 12:12;119//239656;
D;005;181571;20;20030303 12:12;P;;;;;;
D;005;181571;20;20030303 12:12;P;;;;;;
D;005;181571;20;20030303 12:12;V;;;;;;
B;005;181941;21;20030303 12:12;;;50;JOHN ARTHUR AVE;THORNTON;2322;840.6;M;20030106;20030210;189000;A;R;RESIDENCE;;GM;;;9380558;
C;005;181941;21;20030303 12:12;527//262190;
D;005;181941;21;20030303 12:12;P;;;;;;
D;005;181941;21;20030303 12:12;P;;;;;;
D;005;181941;21;20030303 12:12;V;;;;;;
B;005;182210;22;20030303 12:12;;;10;KARLEYM CT;EAST MAITLAND;2323;9018;M;20021025;20021206;207000;R;V;VACANT LAND;;CS;;;9392156;
C;005;182210;22;20030303 12:12;9//826838;
D;005;182210;22;20030303 12:12;P;;;;;;
D;005;182210;22;20030303 12:12;P;;;;;;
D;005;182210;22;20030303 12:12;V;;;;;;
