A;005;20030204 12:09;PDANN;
B;005;171924;1;20030204 12:09;;;11;ABERGLASSLYN RD;RUTHERFORD;2320;;;20021025;20021206;159500;A;R;RESIDENCE;;EC;AC;;9225155;
C;005;171924;1;20030204 12:09;11, 12//5518;
D;005;171924;1;20030204 12:09;P;;;;;;
D;005;171924;1;20030204 12:09;V;;;;;;
B;005;171938;2;20030204 12:09;;;45;ABERGLASSLYN RD;RUTHERFORD;2320;;;20021016;20021127;235000;A;R;RESIDENCE;;EC;AC;;9236137;
C;005;171938;2;20030204 12:09;8, 9/5/2577;
D;005;171938;2;20030204 12:09;P;;;;;;
D;005;171938;2;20030204 12:09;V;;;;;;
B;005;172000;3;20030204 12:09;;;165;ABERGLASSLYN RD;RUTHERFORD;2320;12.6;H;20020607;20021209;950000;A;V;VACANT LAND;;ES;AE;;9238016;
C;005;172000;3;20030204 12:09;51//840643;
D;005;172000;3;20030204 12:09;P;;;;;;
D;005;172000;3;20030204 12:09;V;;;;;;
B;005;172001;4;20030204 12:09;;;118;ABERGLASSLYN RD;RUTHERFORD;2320;562.9;M;20021025;20021129;156000;A;R;RESIDENCE;;EC;AC;;9252492;
C;005;172001;4;20030204 12:09;212//249673;
D;005;172001;4;20030204 12:09;P;;;;;;
D;005;172001;4;20030204 12:09;P;;;;;;
D;005;172001;4;20030204 12:09;V;;;;;;
D;005;172001;4;20030204 12:09;V;;;;;;
B;005;172076;5;20030204 12:09;;;5;ACER TCE;THORNTON;2322;880.5;M;20021016;20021110;108000;A;V;VACANT LAND;;GF;AV;;9259970;
C;005;172076;5;20030204 12:09;5122//1004598;
D;005;172076;5;20030204 12:09;P;;;;;;
D;005;172076;5;20030204 12:09;P;;;;;;
D;005;172076;5;20030204 12:09;V;;;;;;
D;005;172076;5;20030204 12:09;V;;;;;;
B;005;172080;6;20030204 12:09;;;8;ADA ST;TELARAH;2320;;;20021120;20021217;169000;A;R;RESIDENCE;;EA;AC;;9241197;
C;005;172080;6;20030204 12:09;27, 28/D/5763;
D;005;172080;6;20030204 12:09;P;;;;;;
D;005;172080;6;20030204 12:09;V;;;;;;
B;005;172577;7;20030204 12:09;;;12;AMBER GR;BOLWARRA HEIGHTS;2320;1081;M;20030110;20030110;95000;A;V;VACANT LAND;;GD;;;9287528;
C;005;172577;7;20030204 12:09;30//1013483;
D;005;172577;7;20030204 12:09;P;;;;;;
D;005;172577;7;20030204 12:09;P;;;;;;
D;005;172577;7;20030204 12:09;V;;;;;;
D;005;172577;7;20030204 12:09;V;;;;;;
B;005;172580;8;20030204 12:09;;;6;AMBER GR;BOLWARRA HEIGHTS;2320;997.6;M;20021202;20021220;11000;A;V;VACANT LAND;;GD;;;9291229;
C;005;172580;8;20030204 12:09;27//1013483;
D;005;172580;8;20030204 12:09;P;;;;;;
D;005;172580;8;20030204 12:09;P;;;;;;
D;005;172580;8;20030204 12:09;V;;;;;;
B;005;172641;9;20030204 12:09;;;19;ANNETTE CL;WOODBERRY;2322;773;M;20021106;20021220;150000;A;R;RESIDENCE;;GN;AC;;9277894;
C;005;172641;9;20030204 12:09;10//264446;
D;005;172641;9;20030204 12:09;P;;;;;;
D;005;172641;9;20030204 12:09;P;;;;;;
D;005;172641;9;20030204 12:09;V;;;;;;
B;005;172686;10;20030204 12:09;;;7;APPLETREE AVE;ABERGLASSLYN;2320;758.8;M;20021217;20030110;284000;A;R;RESIDENCE;;EL;;;9320795;
C;005;172686;10;20030204 12:09;144//880830;
D;005;172686;10;20030204 12:09;P;;;;;;
D;005;172686;10;20030204 12:09;V;;;;;;
D;005;172686;10;20030204 12:09;V;;;;;;
B;005;172772;11;20030204 12:09;;;3;ARTHUR ST;RUTHERFORD;2320;531.1;M;20021211;20021223;190000;A;R;RESIDENCE;;EC;AC;;9257125;
C;005;172772;11;20030204 12:09;11//218786;
D;005;172772;11;20030204 12:09;P;;;;;;
D;005;172772;11;20030204 12:09;V;;;;;;
B;005;172826;12;20030204 12:09;;;10;AVARD CL;THORNTON;2322;789.4;M;20021107;20021216;295000;A;R;RESIDENCE;;GM;AC;;9277918;
C;005;172826;12;20030204 12:09;1505//832922;
D;005;172826;12;20030204 12:09;P;;;;;;
D;005;172826;12;20030204 12:09;P;;;;;;
D;005;172826;12;20030204 12:09;V;;;;;;
D;005;172826;12;20030204 12:09;V;;;;;;
B;005;172942;13;20030204 12:09;;;11;BAKER DR;TENAMBIT;2323;650;M;20021009;20021115;55000;A;V;VACANT LAND;;HE;AV;;9217430;
C;005;172942;13;20030204 12:09;47//263902;
D;005;172942;13;20030204 12:09;P;;;;;;
D;005;172942;13;20030204 12:09;V;;;;;;
B;005;172968;14;20030204 12:09;;;20 A;BAKER DR;TENAMBIT;2323;327.1;M;20021206;20021220;159000;A;R;RESIDENCE;;HE;AC;;9280580;
C;005;172968;14;20030204 12:09;91//835888;
D;005;172968;14;20030204 12:09;P;;;;;;
D;005;172968;14;20030204 12:09;V;;;;;;
D;005;172968;14;20030204 12:09;V;;;;;;
B;005;173081;15;20030204 12:09;;;85;BANKS ST;EAST MAITLAND;2323;569.1;M;20021126;20021213;157000;A;R;RESIDENCE;;HG;AC;;9266972;
C;005;173081;15;20030204 12:09;12//38399;
D;005;173081;15;20030204 12:09;P;;;;;;
D;005;173081;15;20030204 12:09;P;;;;;;
D;005;173081;15;20030204 12:09;V;;;;;;
