A;005;20031201 11:10;PDANN;
B;005;171988;1;20031201 11:10;;;293;ABERGLASSLYN RD;ABERGLASSLYN;2320;3909;M;20031002;20031111;392500;R;R;RESIDENCE;;LC;;0;AA170848;
C;005;171988;1;20031201 11:10;8//1016707;
D;005;171988;1;20031201 11:10;P;;;;;;
D;005;171988;1;20031201 11:10;P;;;;;;
D;005;171988;1;20031201 11:10;V;;;;;;
D;005;171988;1;20031201 11:10;V;;;;;;
B;005;172305;2;20031201 11:10;;;4;ADELONG CL;RUTHERFORD;2320;939.15;M;20031013;20031113;377000;A;R;RESIDENCE;;EL;;0;AA189537;
C;005;172305;2;20031201 11:10;503//860039;
D;005;172305;2;20031201 11:10;P;;;;;;
D;005;172305;2;20031201 11:10;P;;;;;;
D;005;172305;2;20031201 11:10;V;;;;;;
D;005;172305;2;20031201 11:10;V;;;;;;
B;005;172642;3;20031201 11:10;;;21;ANNETTE CL;WOODBERRY;2322;1219;M;20031002;20031106;260000;A;R;RESIDENCE;;GN;;0;AA169138;
C;005;172642;3;20031201 11:10;11//264446;
D;005;172642;3;20031201 11:10;P;;;;;;
D;005;172642;3;20031201 11:10;P;;;;;;
D;005;172642;3;20031201 11:10;V;;;;;;
B;005;172785;4;20031201 11:10;;;39;ARTHUR ST;RUTHERFORD;2320;;;20030916;20031028;130000;A;R;RESIDENCE;;EB;;0;AA133859;
C;005;172785;4;20031201 11:10;12/1/22881;
D;005;172785;4;20031201 11:10;P;;;;;;
D;005;172785;4;20031201 11:10;P;;;;;;
D;005;172785;4;20031201 11:10;V;;;;;;
B;005;172958;5;20031201 11:10;;;36;BAKER DR;TENAMBIT;2323;678.8;M;20030515;20030619;62000;A;V;VACANT LAND;;HE;;0;AA169433;
C;005;172958;5;20031201 11:10;17//808422;
D;005;172958;5;20031201 11:10;P;;;;;;
D;005;172958;5;20031201 11:10;P;;;;;;
D;005;172958;5;20031201 11:10;V;;;;;;
B;005;173333;6;20031201 11:10;;;16;BELMORE RD;LORN;2320;614.7;M;20030909;20031009;375000;A;R;RESIDENCE;;GB;;0;AA172845;
C;005;173333;6;20031201 11:10;1//770441;
D;005;173333;6;20031201 11:10;P;;;;;;
D;005;173333;6;20031201 11:10;P;;;;;;
D;005;173333;6;20031201 11:10;V;;;;;;
D;005;173333;6;20031201 11:10;V;;;;;;
B;005;173517;7;20031201 11:10;;1;23;BLACKETT CL;EAST MAITLAND;2323;;;20030926;20031112;106500;;R;RESIDENCE;1;;;0;AA174230;
C;005;173517;7;20031201 11:10;1//SP 17296;
D;005;173517;7;20031201 11:10;P;;;;;;
D;005;173517;7;20031201 11:10;P;;;;;;
D;005;173517;7;20031201 11:10;V;;;;;;
B;005;173517;8;20031201 11:10;;2;23;BLACKETT CL;EAST MAITLAND;2323;;;20030926;20031112;106500;;R;RESIDENCE;2;;;0;AA174277;
C;005;173517;8;20031201 11:10;2//SP 17296;
D;005;173517;8;20031201 11:10;P;;;;;;
D;005;173517;8;20031201 11:10;P;;;;;;
D;005;173517;8;20031201 11:10;V;;;;;;
B;005;173517;9;20031201 11:10;;3;23;BLACKETT CL;EAST MAITLAND;2323;;;20030926;20031112;106000;;R;RESIDENCE;3;;;0;AA174303;
