A;010;20031201 11:11;PDANN;
B;010;262652;1;20031201 11:11;;;32;ELIZABETH ST;WALLALONG;2320;4081;M;20030925;20031107;450000;A;R;RESIDENCE;;HX;;0;AA155862;
C;010;262652;1;20031201 11:11;3//739356;
D;010;262652;1;20031201 11:11;P;;;;;;
D;010;262652;1;20031201 11:11;P;;;;;;
D;010;262652;1;20031201 11:11;V;;;;;;
D;010;262652;1;20031201 11:11;V;;;;;;
B;010;262679;2;20031201 11:11;;;73;HIGH ST;WALLALONG;2320;810.1;M;20030905;20031017;225000;A;R;RESIDENCE;;HW;;0;AA97328;
C;010;262679;2;20031201 11:11;3//837148;
D;010;262679;2;20031201 11:11;P;;;;;;
D;010;262679;2;20031201 11:11;P;;;;;;
D;010;262679;2;20031201 11:11;V;;;;;;
D;010;262679;2;20031201 11:11;V;;;;;;
B;010;262724;3;20031201 11:11;;;66;HIGH ST;WALLALONG;2320;721;M;20030911;20031107;248000;A;R;RESIDENCE;;HW;;0;AA178520;
C;010;262724;3;20031201 11:11;1//193934;
D;010;262724;3;20031201 11:11;P;;;;;;
D;010;262724;3;20031201 11:11;V;;;;;;
D;010;262724;3;20031201 11:11;V;;;;;;
B;010;263033;4;20031201 11:11;;;15;BISCAY CL;ANNA BAY;2316;796.4;M;20031111;20031111;90000;A;R;RESIDENCE;;GC;;50;AA179716;
C;010;263033;4;20031201 11:11;16//1009313;
D;010;263033;4;20031201 11:11;P;;;;;;
D;010;263033;4;20031201 11:11;P;;;;;;
D;010;263033;4;20031201 11:11;P;;;;;;
D;010;263033;4;20031201 11:11;P;;;;;;
D;010;263033;4;20031201 11:11;V;;;;;;
D;010;263033;4;20031201 11:11;V;;;;;;
B;010;263347;5;20031201 11:11;;;75;ESSINGTON WAY;ANNA BAY;2316;700.2;M;20030930;20031111;290000;A;R;RESIDENCE;;GF;;0;AA170481;
C;010;263347;5;20031201 11:11;319//846131;
D;010;263347;5;20031201 11:11;P;;;;;;
D;010;263347;5;20031201 11:11;V;;;;;;
D;010;263347;5;20031201 11:11;V;;;;;;
B;010;263565;6;20031201 11:11;;;21;JAMES PATERSON ST;ANNA BAY;2316;594.3;M;20031016;20031121;405000;A;R;RESIDENCE;;GC;;0;AA182788;
C;010;263565;6;20031201 11:11;4//262250;
D;010;263565;6;20031201 11:11;P;;;;;;
D;010;263565;6;20031201 11:11;P;;;;;;
D;010;263565;6;20031201 11:11;V;;;;;;
B;010;263609;7;20031201 11:11;;;15;MARGARET ST;ANNA BAY;2316;644.9;M;20030725;20031107;498000;A;R;RESIDENCE;;GC;;0;AA153597;
C;010;263609;7;20031201 11:11;351//13134;
D;010;263609;7;20031201 11:11;P;;;;;;
D;010;263609;7;20031201 11:11;V;;;;;;
D;010;263609;7;20031201 11:11;V;;;;;;
B;010;263764;8;20031201 11:11;;;145;GAN GAN RD;ANNA BAY;2316;607;M;20030922;20031027;450000;A;3;;;GC;;0;AA174485;
C;010;263764;8;20031201 11:11;467//13134;
D;010;263764;8;20031201 11:11;P;;;;;;
D;010;263764;8;20031201 11:11;P;;;;;;
D;010;263764;8;20031201 11:11;V;;;;;;
B;010;263962;9;20031201 11:11;;;1;PEPPER LANE;ANNA BAY;2316;762.7;M;20030627;20030801;565000;A;R;RESIDENCE;;GF;;0;AA166055;
C;010;263962;9;20031201 11:11;29//807922;
D;010;263962;9;20031201 11:11;P;;;;;;
D;010;263962;9;20031201 11:11;P;;;;;;
D;010;263962;9;20031201 11:11;V;;;;;;
B;010;264787;10;20031201 11:11;;;44;BROCKLESBY RD;MEDOWIE;2318;600.1;M;20031017;20031121;281500;A;V;VACANT LAND;;HM;;0;AA188597;
C;010;264787;10;20031201 11:11;9//854797;
D;010;264787;10;20031201 11:11;P;;;;;;
D;010;264787;10;20031201 11:11;V;;;;;;
B;010;265340;11;20031201 11:11;;;67;FEDERATION DR;MEDOWIE;2318;605.8;M;20030902;20031014;285000;A;R;RESIDENCE;;HM;;0;AA178609;
C;010;265340;11;20031201 11:11;124//865545;
D;010;265340;11;20031201 11:11;P;;;;;;
D;010;265340;11;20031201 11:11;P;;;;;;
D;010;265340;11;20031201 11:11;V;;;;;;
D;010;265340;11;20031201 11:11;V;;;;;;
B;010;265669;12;20031201 11:11;;;10;HAKEA PDE;MEDOWIE;2318;577;M;20030715;20031031;212000;A;R;RESIDENCE;;HM;;0;AA168755;
C;010;265669;12;20031201 11:11;65//803433;
D;010;265669;12;20031201 11:11;P;;;;;;
D;010;265669;12;20031201 11:11;P;;;;;;
D;010;265669;12;20031201 11:11;P;;;;;;
D;010;265669;12;20031201 11:11;V;;;;;;
B;010;265719;13;20031201 11:11;;;53;JAMES ST;MEDOWIE;2318;8769;M;20030920;20031031;410000;R;R;RESIDENCE;;YB;;0;AA155961;
C;010;265719;13;20031201 11:11;96//248738;
D;010;265719;13;20031201 11:11;P;;;;;;
D;010;265719;13;20031201 11:11;P;;;;;;
D;010;265719;13;20031201 11:11;V;;;;;;
B;010;266056;14;20031201 11:11;;;10;KUNZEA CL;MEDOWIE;2318;606.5;M;20030923;20031104;269950;A;R;RESIDENCE;;HM;;0;AA160987;
C;010;266056;14;20031201 11:11;48//833110;
D;010;266056;14;20031201 11:11;P;;;;;;
D;010;266056;14;20031201 11:11;V;;;;;;
D;010;266056;14;20031201 11:11;V;;;;;;
B;010;266108;15;20031201 11:11;;;15;LAURINA ST;MEDOWIE;2318;664;M;20031007;20031104;250000;A;R;RESIDENCE;;HM;;0;AA160986;
C;010;266108;15;20031201 11:11;21//803433;
D;010;266108;15;20031201 11:11;P;;;;;;
D;010;266108;15;20031201 11:11;V;;;;;;
B;010;266369;16;20031201 11:11;;;20;NORTHVIEW CCT;MEDOWIE;2318;629.6;M;20030523;20030630;265000;A;R;RESIDENCE;;HM;;0;9847230;
C;010;266369;16;20031201 11:11;185//1010345;
D;010;266369;16;20031201 11:11;P;;;;;;
D;010;266369;16;20031201 11:11;P;;;;;;
D;010;266369;16;20031201 11:11;V;;;;;;
B;010;266517;17;20031201 11:11;;;24;ROSEWOOD DR;MEDOWIE;2318;699.6;M;20030911;20031009;265000;A;R;RESIDENCE;;HM;;0;AA153155;
C;010;266517;17;20031201 11:11;18//812979;
D;010;266517;17;20031201 11:11;P;;;;;;
D;010;266517;17;20031201 11:11;V;;;;;;
D;010;266517;17;20031201 11:11;V;;;;;;
B;010;266610;18;20031201 11:11;;;2;SARAH PL;MEDOWIE;2318;673.7;M;20031010;20031107;245000;A;R;RESIDENCE;;HM;;0;AA160918;
C;010;266610;18;20031201 11:11;119//826466;
D;010;266610;18;20031201 11:11;P;;;;;;
D;010;266610;18;20031201 11:11;V;;;;;;
B;010;266669;19;20031201 11:11;;;55;SILVER WATTLE DR;MEDOWIE;2318;765.9;M;20031017;20031107;275000;A;R;RESIDENCE;;HM;;0;AA160699;
C;010;266669;19;20031201 11:11;169//246947;
D;010;266669;19;20031201 11:11;P;;;;;;
D;010;266669;19;20031201 11:11;P;;;;;;
D;010;266669;19;20031201 11:11;V;;;;;;
D;010;266669;19;20031201 11:11;V;;;;;;
B;010;267034;20;20031201 11:11;;;7;WOODLANDS WAY;MEDOWIE;2318;2600;M;20031014;20031031;465000;R;R;RESIDENCE;;YA;;0;AA173028;
C;010;267034;20;20031201 11:11;79//869563;
D;010;267034;20;20031201 11:11;P;;;;;;
D;010;267034;20;20031201 11:11;P;;;;;;
D;010;267034;20;20031201 11:11;V;;;;;;
D;010;267034;20;20031201 11:11;V;;;;;;
B;010;267090;21;20031201 11:11;;;45;FULLERTON ST;FERN BAY;2295;593.6;M;20030925;20031106;245000;A;R;RESIDENCE;;HF;;0;AA185181;
C;010;267090;21;20031201 11:11;4//250673;
D;010;267090;21;20031201 11:11;P;;;;;;
D;010;267090;21;20031201 11:11;V;;;;;;
D;010;267090;21;20031201 11:11;V;;;;;;
B;010;268271;22;20031201 11:11;;;3;PACIFIC ST;FISHERMANS BAY;2316;;;20030503;20030619;730000;A;R;RESIDENCE;;GB;;0;AA164953;
C;010;268271;22;20031201 11:11;290//753204;
D;010;268271;22;20031201 11:11;P;;;;;;
D;010;268271;22;20031201 11:11;P;;;;;;
D;010;268271;22;20031201 11:11;V;;;;;;
D;010;268271;22;20031201 11:11;V;;;;;;
