A;004;20030620 11:06;PDANN;
B;004;96030;1;20030620 11:06;;;34;ARCADIA ST;ARCADIA VALE;2283;695.6;M;20030417;20030519;420000;A;R;RESIDENCE;;ME;AC;0;9637989;
C;004;96030;1;20030620 11:06;351//13129;
D;004;96030;1;20030620 11:06;P;;;;;;
D;004;96030;1;20030620 11:06;P;;;;;;
D;004;96030;1;20030620 11:06;V;;;;;;
D;004;96030;1;20030620 11:06;V;;;;;;
B;004;96216;2;20030620 11:06;;;62;GLADE ST;ARCADIA VALE;2283;626;M;20030417;20030522;207500;A;R;RESIDENCE;;ME;AC;0;9640565;
C;004;96216;2;20030620 11:06;495//13129;
D;004;96216;2;20030620 11:06;P;;;;;;
D;004;96216;2;20030620 11:06;V;;;;;;
B;004;96466;3;20030620 11:06;;;;LAKE RD;ARGENTON;2284;342.2;M;20030331;20030512;174950;A;R;RESIDENCE;;CA;AC;0;9616746;
C;004;96466;3;20030620 11:06;1//834902;
D;004;96466;3;20030620 11:06;P;;;;;;
D;004;96466;3;20030620 11:06;V;;;;;;
D;004;96466;3;20030620 11:06;V;;;;;;
B;004;96996;4;20030620 11:06;;;42 A;ALTON RD;COORANBONG;2265;908.8;M;20030408;20030516;100000;A;R;RESIDENCE;;NJ;AC;0;9640131;
C;004;96996;4;20030620 11:06;3//794096;
D;004;96996;4;20030620 11:06;P;;;;;;
D;004;96996;4;20030620 11:06;V;;;;;;
B;004;97021;5;20030620 11:06;;;150;ALTON RD;COORANBONG;2265;5.79;H;20030314;20030424;475000;P;R;RESIDENCE;;PH;RR;0;9595968;
C;004;97021;5;20030620 11:06;192//755218;
D;004;97021;5;20030620 11:06;P;;;;;;
D;004;97021;5;20030620 11:06;P;;;;;;
D;004;97021;5;20030620 11:06;V;;;;;;
B;004;97809;6;20030620 11:06;;;41;CLYDEBANK RD;BALMORAL;2283;711.6;M;20030130;20030313;131000;A;V;VACANT LAND;;MG;AV;0;9644056;
C;004;97809;6;20030620 11:06;216//562902;
D;004;97809;6;20030620 11:06;P;;;;;;
D;004;97809;6;20030620 11:06;P;;;;;;
D;004;97809;6;20030620 11:06;V;;;;;;
D;004;97809;6;20030620 11:06;V;;;;;;
B;004;97921;7;20030620 11:06;;;24;KINGSLAND AVE;BALMORAL;2283;733.5;M;20030509;20030523;260000;A;R;RESIDENCE;;MC;AC;0;9647492;
C;004;97921;7;20030620 11:06;63//553006;
D;004;97921;7;20030620 11:06;P;;;;;;
D;004;97921;7;20030620 11:06;P;;;;;;
D;004;97921;7;20030620 11:06;V;;;;;;
D;004;97921;7;20030620 11:06;V;;;;;;
B;004;98024;8;20030620 11:06;;;81;SEALAND RD;FISHING POINT;2283;739.8;M;20030416;20030521;365000;A;R;RESIDENCE;;MG;AC;0;9636445;
C;004;98024;8;20030620 11:06;25//11539;
D;004;98024;8;20030620 11:06;P;;;;;;
D;004;98024;8;20030620 11:06;P;;;;;;
D;004;98024;8;20030620 11:06;V;;;;;;
D;004;98024;8;20030620 11:06;V;;;;;;
B;004;98915;9;20030620 11:06;;;14;CHIEF ST;BELMONT NORTH;2280;;;20030226;20030424;190000;A;R;RESIDENCE;;JE;AC;0;9597290;
C;004;98915;9;20030620 11:06;9/F/14754;
D;004;98915;9;20030620 11:06;P;;;;;;
D;004;98915;9;20030620 11:06;V;;;;;;
D;004;98915;9;20030620 11:06;V;;;;;;
B;004;99009;10;20030620 11:06;;;2;COLLIERY ST;BELMONT NORTH;2280;;;20030411;20030416;242000;A;R;RESIDENCE;;JE;AC;0;9639374;
C;004;99009;10;20030620 11:06;42//14030;
D;004;99009;10;20030620 11:06;P;;;;;;
D;004;99009;10;20030620 11:06;V;;;;;;
D;004;99009;10;20030620 11:06;V;;;;;;
