A;007;20030818 09:48;PDANN;
B;007;195045;1;20030818 09:48;;;8522;NEW ENGLAND HWY;MUSWELLBROOK;2333;41.38;H;20030313;20030424;330000;P;R;RESIDENCE;;PK;;0;9838588;
C;007;195045;1;20030818 09:48;129//708716;
D;007;195045;1;20030818 09:48;P;;;;;;
D;007;195045;1;20030818 09:48;V;;;;;;
D;007;195045;1;20030818 09:48;V;;;;;;
B;007;195508;2;20030818 09:48;;;;'CHIPS FOLLY';DENMAN;2328;74.26;H;20030630;20030630;780000;P;3;FARM;;RD;;0;9774710;
C;007;195508;2;20030818 09:48;192//750924 Enclosure Permit 45401;
D;007;195508;2;20030818 09:48;P;;;;;;
D;007;195508;2;20030818 09:48;P;;;;;;
D;007;195508;2;20030818 09:48;V;;;;;;
D;007;195508;2;20030818 09:48;V;;;;;;
B;007;196150;3;20030818 09:48;;;28;VIRGINIA ST;DENMAN;2328;708.2;M;20030626;20030728;112000;A;R;RESIDENCE;;DF;;0;9838308;
C;007;196150;3;20030818 09:48;6//42571;
D;007;196150;3;20030818 09:48;P;;;;;;
D;007;196150;3;20030818 09:48;V;;;;;;
D;007;196150;3;20030818 09:48;V;;;;;;
B;007;196163;4;20030818 09:48;;;2;VIRGINIA ST;DENMAN;2328;638;M;20030610;20030718;199000;A;R;RESIDENCE;;DF;;0;9850797;
C;007;196163;4;20030818 09:48;19//42571;
D;007;196163;4;20030818 09:48;P;;;;;;
D;007;196163;4;20030818 09:48;P;;;;;;
D;007;196163;4;20030818 09:48;V;;;;;;
D;007;196163;4;20030818 09:48;V;;;;;;
B;007;196194;5;20030818 09:48;;;630;WYBONG RD;MUSWELLBROOK;2333;4.518;H;20030616;20030728;700000;R;R;RESIDENCE;;RN;;0;9851020;
C;007;196194;5;20030818 09:48;3//629491;
D;007;196194;5;20030818 09:48;P;;;;;;
D;007;196194;5;20030818 09:48;V;;;;;;
D;007;196194;5;20030818 09:48;V;;;;;;
B;007;196763;6;20030818 09:48;;;;GIANTS CREEK RD;SANDY HOLLOW;2333;32.37;H;20030527;20030725;250000;P;R;RESIDENCE;;PL;;0;9838687;
C;007;196763;6;20030818 09:48;14, 351//750963;
D;007;196763;6;20030818 09:48;P;;;;;;
D;007;196763;6;20030818 09:48;P;;;;;;
D;007;196763;6;20030818 09:48;V;;;;;;
D;007;196763;6;20030818 09:48;V;;;;;;
B;007;197125;7;20030818 09:48;;;83;ACACIA DR;MUSWELLBROOK;2333;600;M;20030422;20030527;52000;A;V;VACANT LAND;;AL;;0;9836797;
C;007;197125;7;20030818 09:48;4086//794059;
D;007;197125;7;20030818 09:48;P;;;;;;
D;007;197125;7;20030818 09:48;V;;;;;;
B;007;197126;8;20030818 09:48;;;81;ACACIA DR;MUSWELLBROOK;2333;600;M;20030422;20030527;52000;A;V;VACANT LAND;;AL;;0;9836797;
C;007;197126;8;20030818 09:48;4085//794059;
D;007;197126;8;20030818 09:48;P;;;;;;
D;007;197126;8;20030818 09:48;V;;;;;;
B;007;197155;9;20030818 09:48;;;19;ACACIA DR;MUSWELLBROOK;2333;720;M;20030625;20030806;182000;A;R;RESIDENCE;;AL;;0;9868493;
C;007;197155;9;20030818 09:48;35//258257;
D;007;197155;9;20030818 09:48;P;;;;;;
D;007;197155;9;20030818 09:48;P;;;;;;
D;007;197155;9;20030818 09:48;V;;;;;;
B;007;197550;10;20030818 09:48;;;37;BRECHT ST;MUSWELLBROOK;2333;663.9;M;20030702;20030730;148500;A;R;RESIDENCE;;AT;;0;9850945;
C;007;197550;10;20030818 09:48;7//15707;
D;007;197550;10;20030818 09:48;P;;;;;;
D;007;197550;10;20030818 09:48;P;;;;;;
D;007;197550;10;20030818 09:48;V;;;;;;
B;007;197588;11;20030818 09:48;;;44;BRENTWOOD ST;MUSWELLBROOK;2333;695.5;M;20030611;20030722;167000;A;R;RESIDENCE;;AT;;0;9848962;
C;007;197588;11;20030818 09:48;2//663978;
D;007;197588;11;20030818 09:48;P;;;;;;
D;007;197588;11;20030818 09:48;P;;;;;;
D;007;197588;11;20030818 09:48;V;;;;;;
D;007;197588;11;20030818 09:48;V;;;;;;
B;007;197752;12;20030818 09:48;;1;94;BROOK ST;MUSWELLBROOK;2333;396.9;M;20030715;20030725;147500;A;3;DUPLEX;;AT;;0;9846209;
C;007;197752;12;20030818 09:48;20//844613;
D;007;197752;12;20030818 09:48;P;;;;;;
D;007;197752;12;20030818 09:48;P;;;;;;
D;007;197752;12;20030818 09:48;V;;;;;;
D;007;197752;12;20030818 09:48;V;;;;;;
D;007;197752;12;20030818 09:48;V;;;;;;
B;007;198045;13;20030818 09:48;;;6;CHABLIS CL;MUSWELLBROOK;2333;1093;M;20030619;20030725;290000;A;R;RESIDENCE;;AM;;0;9848066;
C;007;198045;13;20030818 09:48;212//263254;
D;007;198045;13;20030818 09:48;P;;;;;;
D;007;198045;13;20030818 09:48;P;;;;;;
D;007;198045;13;20030818 09:48;V;;;;;;
B;007;198256;14;20030818 09:48;;;1;COOLIBAH CL;MUSWELLBROOK;2333;692.4;M;20030801;20030801;43000;A;V;VACANT LAND;;AL;;0;9860398;
C;007;198256;14;20030818 09:48;4017//794059;
D;007;198256;14;20030818 09:48;P;;;;;;
D;007;198256;14;20030818 09:48;V;;;;;;
B;007;198335;15;20030818 09:48;;;1;CRETE ST;MUSWELLBROOK;2333;733.5;M;20030613;20030725;115000;A;R;RESIDENCE;;AH;;0;9844964;
C;007;198335;15;20030818 09:48;141//237872;
D;007;198335;15;20030818 09:48;P;;;;;;
D;007;198335;15;20030818 09:48;P;;;;;;
D;007;198335;15;20030818 09:48;V;;;;;;
