A;007;20030416 10:00;PDANN;
B;007;195590;1;20030416 10:00;;;6;BELL ST;DENMAN;2328;597.9;M;20030213;20030319;84000;A;R;RESIDENCE;;DF;;;9504513;
C;007;195590;1;20030416 10:00;3//249647;
D;007;195590;1;20030416 10:00;P;;;;;;
D;007;195590;1;20030416 10:00;V;;;;;;
B;007;195697;2;20030416 10:00;;;2;HYDE ST;DENMAN;2328;1973;M;20030221;20030327;30000;A;V;VACANT LAND;;DG;;;9497629;
C;007;195697;2;20030416 10:00;2/25/758351;
D;007;195697;2;20030416 10:00;P;;;;;;
D;007;195697;2;20030416 10:00;V;;;;;;
B;007;197256;3;20030416 10:00;;;55;ANZAC PDE;MUSWELLBROOK;2333;689.2;M;20030130;20030327;96000;A;R;RESIDENCE;;AH;;;9510449;
C;007;197256;3;20030416 10:00;87//237872;
D;007;197256;3;20030416 10:00;P;;;;;;
D;007;197256;3;20030416 10:00;P;;;;;;
D;007;197256;3;20030416 10:00;V;;;;;;
B;007;197601;4;20030416 10:00;;;55;BRENTWOOD ST;MUSWELLBROOK;2333;942.2;M;20030205;20030319;105000;A;R;RESIDENCE;;AT;;;9504043;
C;007;197601;4;20030416 10:00;A//370719;
D;007;197601;4;20030416 10:00;P;;;;;;
D;007;197601;4;20030416 10:00;P;;;;;;
D;007;197601;4;20030416 10:00;V;;;;;;
B;007;197799;5;20030416 10:00;;3;93;BROOK ST;MUSWELLBROOK;2333;;;20020904;20021009;75000;;3;HOME UNIT;3;;;;9517727;
C;007;197799;5;20030416 10:00;3//SP 16164;
D;007;197799;5;20030416 10:00;P;;;;;;
D;007;197799;5;20030416 10:00;P;;;;;;
D;007;197799;5;20030416 10:00;V;;;;;;
B;007;198565;6;20030416 10:00;;;12;FOLEY ST;MUSWELLBROOK;2333;151.8;M;20030130;20030320;75000;A;R;RESIDENCE;;AT;;;9494561;
C;007;198565;6;20030416 10:00;2//3146;
D;007;198565;6;20030416 10:00;P;;;;;;
D;007;198565;6;20030416 10:00;V;;;;;;
D;007;198565;6;20030416 10:00;V;;;;;;
B;007;199312;7;20030416 10:00;;;13;LEXIA ST;MUSWELLBROOK;2333;800.4;M;20030221;20030324;138000;A;R;RESIDENCE;;AM;;;9493504;
C;007;199312;7;20030416 10:00;293//263862;
D;007;199312;7;20030416 10:00;P;;;;;;
D;007;199312;7;20030416 10:00;V;;;;;;
B;007;199440;8;20030416 10:00;;;40;MAHOGANY AVE;MUSWELLBROOK;2333;624;M;20030226;20030324;158000;A;R;RESIDENCE;;AL;;;9489855;
C;007;199440;8;20030416 10:00;5019//711278;
D;007;199440;8;20030416 10:00;P;;;;;;
D;007;199440;8;20030416 10:00;P;;;;;;
D;007;199440;8;20030416 10:00;V;;;;;;
B;007;199970;9;20030416 10:00;;;166;QUEEN ST;MUSWELLBROOK;2333;808.5;M;20021220;20030321;104000;A;V;VACANT LAND;;AM;;;9489770;
C;007;199970;9;20030416 10:00;580//835738;
D;007;199970;9;20030416 10:00;P;;;;;;
D;007;199970;9;20030416 10:00;V;;;;;;
B;007;199971;10;20030416 10:00;;;168;QUEEN ST;MUSWELLBROOK;2333;808.5;M;20021220;20030321;104000;A;V;VACANT LAND;;AM;;;9489770;
C;007;199971;10;20030416 10:00;581//835738;
D;007;199971;10;20030416 10:00;P;;;;;;
D;007;199971;10;20030416 10:00;V;;;;;;
B;007;199972;11;20030416 10:00;;;170;QUEEN ST;MUSWELLBROOK;2333;808.5;M;20021220;20030321;104000;A;V;VACANT LAND;;AM;;;9489770;
C;007;199972;11;20030416 10:00;582//835738;
D;007;199972;11;20030416 10:00;P;;;;;;
D;007;199972;11;20030416 10:00;V;;;;;;
B;007;199973;12;20030416 10:00;;;172;QUEEN ST;MUSWELLBROOK;2333;808.5;M;20021220;20030321;104000;A;V;VACANT LAND;;AM;;;9489770;
C;007;199973;12;20030416 10:00;583//835738;
D;007;199973;12;20030416 10:00;P;;;;;;
D;007;199973;12;20030416 10:00;V;;;;;;
B;007;200677;13;20030416 10:00;;;136;SYDNEY ST;MUSWELLBROOK;2333;727.2;M;20021107;20021206;117000;A;R;RESIDENCE;;AF;;;9516389;
C;007;200677;13;20030416 10:00;17//22107;
D;007;200677;13;20030416 10:00;P;;;;;;
D;007;200677;13;20030416 10:00;V;;;;;;
B;007;200763;14;20030416 10:00;;;7;TARAKAN AVE;MUSWELLBROOK;2333;588.1;M;20030221;20030221;87500;A;R;RESIDENCE;;AH;;;9490237;
C;007;200763;14;20030416 10:00;140//237872;
D;007;200763;14;20030416 10:00;P;;;;;;
D;007;200763;14;20030416 10:00;P;;;;;;
D;007;200763;14;20030416 10:00;V;;;;;;
B;007;200945;15;20030416 10:00;;;41;TOBRUK AVE;MUSWELLBROOK;2333;600.7;M;20020830;20021009;83000;A;R;RESIDENCE;;AH;;;9517729;
C;007;200945;15;20030416 10:00;47//237872;
D;007;200945;15;20030416 10:00;P;;;;;;
D;007;200945;15;20030416 10:00;P;;;;;;
D;007;200945;15;20030416 10:00;V;;;;;;
D;007;200945;15;20030416 10:00;V;;;;;;
Z;70;15;15;38;
