A;004;20030701 14:09;PDANN;
B;004;96203;1;20030701 14:09;;;88;GLADE ST;ARCADIA VALE;2283;499.5;M;20030314;20030411;70000;A;V;VACANT LAND;;ME;;0;9703283;
C;004;96203;1;20030701 14:09;482//13129;
D;004;96203;1;20030701 14:09;P;;;;;;
D;004;96203;1;20030701 14:09;V;;;;;;
B;004;96270;2;20030701 14:09;;;63;GLADE ST;ARCADIA VALE;2283;758.8;M;20030424;20030512;15000;A;R;RESIDENCE;;ME;;0;9716964;
C;004;96270;2;20030701 14:09;638//13129;
D;004;96270;2;20030701 14:09;P;;;;;;
D;004;96270;2;20030701 14:09;V;;;;;;
D;004;96270;2;20030701 14:09;V;;;;;;
D;004;96270;2;20030701 14:09;V;;;;;;
D;004;96270;2;20030701 14:09;V;;;;;;
B;004;96676;3;20030701 14:09;;;142;MONTGOMERY ST;ARGENTON;2284;;;20030422;20030606;115000;A;R;RESIDENCE;;CB;;0;9690160;
C;004;96676;3;20030701 14:09;3/L/8993;
D;004;96676;3;20030701 14:09;P;;;;;;
D;004;96676;3;20030701 14:09;P;;;;;;
D;004;96676;3;20030701 14:09;V;;;;;;
B;004;96716;4;20030701 14:09;;;39;MONTGOMERY ST;ARGENTON;2284;674.6;M;20030422;20030603;197000;A;R;RESIDENCE;;CB;;0;9688543;
C;004;96716;4;20030701 14:09;100//247450;
D;004;96716;4;20030701 14:09;P;;;;;;
D;004;96716;4;20030701 14:09;P;;;;;;
D;004;96716;4;20030701 14:09;V;;;;;;
B;004;96724;5;20030701 14:09;;;19;MONTGOMERY ST;ARGENTON;2284;;;20020418;20020520;82000;A;R;RESIDENCE;;CB;;0;9686108;
C;004;96724;5;20030701 14:09;46//17758;
D;004;96724;5;20030701 14:09;P;;;;;;
D;004;96724;5;20030701 14:09;V;;;;;;
D;004;96724;5;20030701 14:09;V;;;;;;
D;004;96724;5;20030701 14:09;V;;;;;;
B;004;96963;6;20030701 14:09;;;9;WILLIAM ST;ARGENTON;2284;;;20030422;20030606;282000;A;R;RESIDENCE;;CB;;0;9710035;
C;004;96963;6;20030701 14:09;14/H/8993;
D;004;96963;6;20030701 14:09;P;;;;;;
D;004;96963;6;20030701 14:09;P;;;;;;
D;004;96963;6;20030701 14:09;V;;;;;;
D;004;96963;6;20030701 14:09;V;;;;;;
B;004;97079;7;20030701 14:09;;;49;AVONDALE RD;COORANBONG;2265;2390;M;20030407;20030519;290000;A;R;RESIDENCE;;NJ;;0;9722252;
C;004;97079;7;20030701 14:09;1//334108;
D;004;97079;7;20030701 14:09;P;;;;;;
D;004;97079;7;20030701 14:09;V;;;;;;
D;004;97079;7;20030701 14:09;V;;;;;;
D;004;97079;7;20030701 14:09;V;;;;;;
B;004;97118;8;20030701 14:09;;;18;AVONDALE RD;COORANBONG;2265;657.5;M;20030423;20030604;210000;A;R;RESIDENCE;;NJ;;0;9711144;
C;004;97118;8;20030701 14:09;21//881354;
D;004;97118;8;20030701 14:09;P;;;;;;
D;004;97118;8;20030701 14:09;P;;;;;;
D;004;97118;8;20030701 14:09;V;;;;;;
B;004;97345;9;20030701 14:09;;;10;GARNER CL;COORANBONG;2265;648.5;M;20030512;20030528;362000;A;R;RESIDENCE;;NJ;;0;9706420;
C;004;97345;9;20030701 14:09;13//1014607;
D;004;97345;9;20030701 14:09;P;;;;;;
D;004;97345;9;20030701 14:09;P;;;;;;
D;004;97345;9;20030701 14:09;V;;;;;;
D;004;97345;9;20030701 14:09;V;;;;;;
B;004;97456;10;20030701 14:09;;;25;MEYERS CRES;COORANBONG;2265;742;M;20030520;20030619;236500;A;R;RESIDENCE;;NJ;;0;9722623;
C;004;97456;10;20030701 14:09;44//246011;
D;004;97456;10;20030701 14:09;P;;;;;;
D;004;97456;10;20030701 14:09;P;;;;;;
D;004;97456;10;20030701 14:09;V;;;;;;
D;004;97456;10;20030701 14:09;V;;;;;;
B;004;97502;11;20030701 14:09;;;39;PRESCOTT AVE;COORANBONG;2265;779.5;M;20030428;20030611;370000;A;R;RESIDENCE;;NJ;;0;9707130;
C;004;97502;11;20030701 14:09;5//805365;
D;004;97502;11;20030701 14:09;P;;;;;;
D;004;97502;11;20030701 14:09;P;;;;;;
D;004;97502;11;20030701 14:09;V;;;;;;
B;004;97672;12;20030701 14:09;;;10;PUDDY LANE;AWABA;2283;890.9;M;20030509;20030606;102000;A;V;VACANT LAND;;FM;;0;9695734;
C;004;97672;12;20030701 14:09;114//802471;
D;004;97672;12;20030701 14:09;P;;;;;;
D;004;97672;12;20030701 14:09;P;;;;;;
D;004;97672;12;20030701 14:09;V;;;;;;
D;004;97672;12;20030701 14:09;V;;;;;;
B;004;98566;13;20030701 14:09;;;28;BLUEBELL ST;BELMONT;2280;6222;M;20030130;20030613;1000000;I;3;FACTORY;;SP;;0;9704823;
C;004;98566;13;20030701 14:09;2//739866;
D;004;98566;13;20030701 14:09;P;;;;;;
D;004;98566;13;20030701 14:09;V;;;;;;
B;004;98732;14;20030701 14:09;;;61;BUTTABA AVE;BELMONT NORTH;2280;695.6;M;20030324;20030424;270950;A;R;RESIDENCE;;JE;AC;0;9589598;
C;004;98732;14;20030701 14:09;13/L/16392;
D;004;98732;14;20030701 14:09;P;;;;;;
D;004;98732;14;20030701 14:09;P;;;;;;
D;004;98732;14;20030701 14:09;V;;;;;;
