A;001;20030619 14:15;PDANN;
B;001;226;1;20030619 14:15;;;37;BRIDGE ST;CESSNOCK;2325;;;20030313;20030410;58000;A;R;RESIDENCE;;GB;AV;0;9661107;
C;001;226;1;20030619 14:15;7/E/4269;
D;001;226;1;20030619 14:15;P;;;;;;
D;001;226;1;20030619 14:15;V;;;;;;
B;001;498;2;20030619 14:15;;;65;CONGEWAI ST;ABERDARE;2325;;;20030401;20030501;142500;A;R;RESIDENCE;;GA;AC;0;9664556;
C;001;498;2;20030619 14:15;3/24/758002;
D;001;498;2;20030619 14:15;P;;;;;;
D;001;498;2;20030619 14:15;P;;;;;;
D;001;498;2;20030619 14:15;V;;;;;;
D;001;498;2;20030619 14:15;V;;;;;;
B;001;894;3;20030619 14:15;;;44;HALL ST;CESSNOCK;2325;404.8;M;20030415;20030527;119000;A;R;RESIDENCE;;GB;AC;0;9656217;
C;001;894;3;20030619 14:15;2//116101;
D;001;894;3;20030619 14:15;P;;;;;;
D;001;894;3;20030619 14:15;V;;;;;;
B;001;1076;4;20030619 14:15;;;20;LINKS AVE;CESSNOCK;2325;660;M;20030303;20030414;260000;A;R;RESIDENCE;;GS;AC;0;9596803;
C;001;1076;4;20030619 14:15;1, 2, CP//SP 63910;
D;001;1076;4;20030619 14:15;P;;;;;;
D;001;1076;4;20030619 14:15;V;;;;;;
B;001;1686;5;20030619 14:15;;;139;RAWSON ST;ABERDARE;2325;1012;M;20030319;20030430;122000;A;R;RESIDENCE;;GA;AC;0;9660692;
C;001;1686;5;20030619 14:15;280//755215;
D;001;1686;5;20030619 14:15;P;;;;;;
D;001;1686;5;20030619 14:15;P;;;;;;
D;001;1686;5;20030619 14:15;V;;;;;;
B;001;2033;6;20030619 14:15;;;99;ARMIDALE ST;ABERMAIN;2326;701.3;M;20030416;20030528;230000;A;R;RESIDENCE;;HA;AC;0;9662895;
C;001;2033;6;20030619 14:15;27//264030;
D;001;2033;6;20030619 14:15;P;;;;;;
D;001;2033;6;20030619 14:15;P;;;;;;
D;001;2033;6;20030619 14:15;V;;;;;;
B;001;2186;7;20030619 14:15;;;29;CHARLES ST;ABERMAIN;2326;809.4;M;20030327;20030508;222500;A;R;RESIDENCE;;HA;AC;0;9658506;
C;001;2186;7;20030619 14:15;1//997858;
D;001;2186;7;20030619 14:15;P;;;;;;
D;001;2186;7;20030619 14:15;P;;;;;;
D;001;2186;7;20030619 14:15;V;;;;;;
D;001;2186;7;20030619 14:15;V;;;;;;
B;001;2389;8;20030619 14:15;;;29;HARLE ST;WESTON;2326;;;20030324;20030430;170000;A;R;RESIDENCE;;HA;AC;0;9666952;
C;001;2389;8;20030619 14:15;11, 12/E/4748;
D;001;2389;8;20030619 14:15;P;;;;;;
D;001;2389;8;20030619 14:15;P;;;;;;
D;001;2389;8;20030619 14:15;V;;;;;;
B;001;3033;9;20030619 14:15;;;45;CHURCH ST;ELLALONG;2325;2024;M;20030424;20030522;108000;A;R;RESIDENCE;;FD;AC;0;9656331;
C;001;3033;9;20030619 14:15;13/10/758382;
D;001;3033;9;20030619 14:15;P;;;;;;
D;001;3033;9;20030619 14:15;P;;;;;;
D;001;3033;9;20030619 14:15;V;;;;;;
B;001;4105;10;20030619 14:15;;;329;WOLLOMBI RD;BELLBIRD HEIGHTS;2325;;;20030429;20030528;155000;A;3;;;GN;AC;0;9663251;
C;001;4105;10;20030619 14:15;22//14509;
D;001;4105;10;20030619 14:15;P;;;;;;
D;001;4105;10;20030619 14:15;P;;;;;;
D;001;4105;10;20030619 14:15;V;;;;;;
D;001;4105;10;20030619 14:15;V;;;;;;
B;001;4698;11;20030619 14:15;;;8;QUEEN ST;BRANXTON;2335;;;20030409;20030521;160000;A;R;RESIDENCE;;FA;AC;0;9667957;
C;001;4698;11;20030619 14:15;B//367420;
D;001;4698;11;20030619 14:15;P;;;;;;
D;001;4698;11;20030619 14:15;P;;;;;;
D;001;4698;11;20030619 14:15;V;;;;;;
B;001;5485;12;20030619 14:15;;;4;ATTWATER AVE;CESSNOCK;2325;;;20030403;20030528;174000;A;R;RESIDENCE;;GE;AC;0;9657448;
C;001;5485;12;20030619 14:15;41/C/8991;
D;001;5485;12;20030619 14:15;P;;;;;;
D;001;5485;12;20030619 14:15;P;;;;;;
D;001;5485;12;20030619 14:15;V;;;;;;
B;001;6414;13;20030619 14:15;;;30;DESMOND ST;CESSNOCK;2325;;;20030422;20030526;193000;A;R;RESIDENCE;;GP;AC;0;9660749;
C;001;6414;13;20030619 14:15;15/A/12005;
D;001;6414;13;20030619 14:15;P;;;;;;
D;001;6414;13;20030619 14:15;P;;;;;;
D;001;6414;13;20030619 14:15;V;;;;;;
B;001;6778;14;20030619 14:15;;;29;GEORGE ST;CESSNOCK;2325;;;20030401;20030430;146000;A;R;RESIDENCE;;GE;AC;0;9657179;
C;001;6778;14;20030619 14:15;16//9640;
D;001;6778;14;20030619 14:15;P;;;;;;
D;001;6778;14;20030619 14:15;V;;;;;;
B;001;7040;15;20030619 14:15;;;10;KEMPE ST;CESSNOCK;2325;;;20030411;20030509;165000;A;R;RESIDENCE;;GP;AC;0;9660572;
C;001;7040;15;20030619 14:15;5/15/5465;
D;001;7040;15;20030619 14:15;P;;;;;;
D;001;7040;15;20030619 14:15;P;;;;;;
D;001;7040;15;20030619 14:15;V;;;;;;
B;001;8459;16;20030619 14:15;;1;10;SHEDDEN ST;CESSNOCK;2325;;;20030406;20030503;187500;;R;RESIDENCE;1;;XA;0;9684390;
C;001;8459;16;20030619 14:15;1//SP 47134;
D;001;8459;16;20030619 14:15;P;;;;;;
D;001;8459;16;20030619 14:15;V;;;;;;
B;001;8627;17;20030619 14:15;;;21;SUBIACO AVE;CESSNOCK;2325;;;20030307;20030530;175000;A;R;RESIDENCE;;GE;AC;0;9676084;
C;001;8627;17;20030619 14:15;26/E/4924;
D;001;8627;17;20030619 14:15;P;;;;;;
D;001;8627;17;20030619 14:15;P;;;;;;
D;001;8627;17;20030619 14:15;V;;;;;;
D;001;8627;17;20030619 14:15;V;;;;;;
B;001;8891;18;20030619 14:15;;;8;WOLLOMBI RD;CESSNOCK;2325;;;20030509;20030528;130000;A;R;RESIDENCE;;GP;AC;0;9668607;
C;001;8891;18;20030619 14:15;21//984115;
D;001;8891;18;20030619 14:15;P;;;;;;
D;001;8891;18;20030619 14:15;P;;;;;;
D;001;8891;18;20030619 14:15;V;;;;;;
B;001;8983;19;20030619 14:15;;;186;WOLLOMBI RD;CESSNOCK;2325;;;20030331;20030509;194000;A;R;RESIDENCE;;GK;AC;0;9679606;
C;001;8983;19;20030619 14:15;3/A/4927;
D;001;8983;19;20030619 14:15;P;;;;;;
D;001;8983;19;20030619 14:15;P;;;;;;
D;001;8983;19;20030619 14:15;V;;;;;;
B;001;8989;20;20030619 14:15;;;205;WOLLOMBI RD;CESSNOCK;2325;1.115;H;20030307;20030422;2600000;B;R;RESIDENCE;;CL;BV;0;9663767;
C;001;8989;20;20030619 14:15;1//846484;
D;001;8989;20;20030619 14:15;P;;;;;;
D;001;8989;20;20030619 14:15;P;;;;;;
D;001;8989;20;20030619 14:15;P;;;;;;
D;001;8989;20;20030619 14:15;V;;;;;;
B;001;9214;21;20030619 14:15;;;28;BRANXTON ST;GRETA;2334;;;20030314;20030329;189000;A;R;RESIDENCE;;FB;AC;0;9664329;
C;001;9214;21;20030619 14:15;1, 2//8335;
D;001;9214;21;20030619 14:15;P;;;;;;
D;001;9214;21;20030619 14:15;P;;;;;;
D;001;9214;21;20030619 14:15;V;;;;;;
D;001;9214;21;20030619 14:15;V;;;;;;
B;001;9544;22;20030619 14:15;;;18;NELSON ST;GRETA;2334;;;20030410;20030509;162000;A;R;RESIDENCE;;FB;AC;0;9679613;
C;001;9544;22;20030619 14:15;20//2917;
