A;008;20031002 10:59;PDANN;
B;008;201587;1;20031002 10:59;;;44;ACACIA AVE;WARATAH WEST;2298;537.5;M;20030613;20030718;255000;A;R;RESIDENCE;;JP;;0;9999284;
C;008;201587;1;20031002 10:59;2//22565;
D;008;201587;1;20031002 10:59;P;;;;;;
D;008;201587;1;20031002 10:59;P;;;;;;
D;008;201587;1;20031002 10:59;V;;;;;;
B;008;202047;2;20031002 10:59;;;67;ALBERT ST;WICKHAM;2293;;;20030919;20030919;148500;A;R;RESIDENCE;;DF;;50;9998361;
C;008;202047;2;20031002 10:59;12/H/193105;
D;008;202047;2;20031002 10:59;P;;;;;;
D;008;202047;2;20031002 10:59;P;;;;;;
D;008;202047;2;20031002 10:59;V;;;;;;
D;008;202047;2;20031002 10:59;V;;;;;;
D;008;202047;2;20031002 10:59;V;;;;;;
D;008;202047;2;20031002 10:59;V;;;;;;
B;008;202065;3;20031002 10:59;;1;103;ALBERT ST;ISLINGTON;2296;;;20030808;20030912;229950;;R;RESIDENCE;1;;;0;9986912;
C;008;202065;3;20031002 10:59;1//SP 51264;
D;008;202065;3;20031002 10:59;P;;;;;;
D;008;202065;3;20031002 10:59;V;;;;;;
B;008;202065;4;20031002 10:59;;2;103;ALBERT ST;ISLINGTON;2296;;;20030805;20030909;229950;;R;RESIDENCE;2;;;0;9968097;
C;008;202065;4;20031002 10:59;2//SP 51264;
D;008;202065;4;20031002 10:59;P;;;;;;
D;008;202065;4;20031002 10:59;P;;;;;;
D;008;202065;4;20031002 10:59;V;;;;;;
B;008;202445;5;20031002 10:59;;;5 B;ALICE ST;MEREWETHER;2291;251.2;M;20030801;20030829;390000;A;R;RESIDENCE;;HJ;;0;9983033;
C;008;202445;5;20031002 10:59;2//1009940;
D;008;202445;5;20031002 10:59;P;;;;;;
D;008;202445;5;20031002 10:59;P;;;;;;
D;008;202445;5;20031002 10:59;V;;;;;;
B;008;202879;6;20031002 10:59;;;7;ALWINTON ST;MARYLAND;2287;;;20030801;20030905;220000;A;R;RESIDENCE;;AB;;0;9976468;
C;008;202879;6;20031002 10:59;33//244595;
D;008;202879;6;20031002 10:59;P;;;;;;
D;008;202879;6;20031002 10:59;V;;;;;;
B;008;203139;7;20031002 10:59;;;54;ANDERSON DR;TARRO;2322;733.5;M;20030731;20030911;189000;A;R;RESIDENCE;;DA;;0;AA12127;
C;008;203139;7;20031002 10:59;3/B/13126;
D;008;203139;7;20031002 10:59;P;;;;;;
D;008;203139;7;20031002 10:59;V;;;;;;
B;008;203220;8;20031002 10:59;;2;3;ANDREW CL;NORTH LAMBTON;2299;;;20020226;20030725;160000;;R;RESIDENCE;2;;;0;9988838;
C;008;203220;8;20031002 10:59;2//SP 46369;
D;008;203220;8;20031002 10:59;P;;;;;;
D;008;203220;8;20031002 10:59;V;;;;;;
B;008;203308;9;20031002 10:59;;;29 A;ANGOPHORA DR;WARABROOK;2304;469.6;M;20030804;20030908;273000;A;R;RESIDENCE;;JW;;0;9992169;
C;008;203308;9;20031002 10:59;482//855850;
D;008;203308;9;20031002 10:59;P;;;;;;
D;008;203308;9;20031002 10:59;V;;;;;;
B;008;204269;10;20031002 10:59;;;7;ATKINSON ST;BIRMINGHAM GARDENS;2287;;;20030526;20030711;310000;A;R;RESIDENCE;;JA;;0;9968449;
C;008;204269;10;20031002 10:59;194//12691;
D;008;204269;10;20031002 10:59;P;;;;;;
D;008;204269;10;20031002 10:59;V;;;;;;
B;008;204292;11;20031002 10:59;;;15;AUSTIN ST;GEORGETOWN;2298;1.196;H;20030530;20030902;550000;I;V;VACANT LAND;;GT;;0;9964134;
C;008;204292;11;20031002 10:59;1//34201;
D;008;204292;11;20031002 10:59;P;;;;;;
D;008;204292;11;20031002 10:59;V;;;;;;
B;008;204394;12;20031002 10:59;;;10;AYRSHIRE CRES;SANDGATE;2304;2117;M;20030725;20030905;785000;I;3;INDUSTRIAL;;GB;;0;9982608;
C;008;204394;12;20031002 10:59;40//246396;
D;008;204394;12;20031002 10:59;P;;;;;;
