A;007;20030317 13:45;PDANN;
B;007;195421;1;20030317 13:45;;;1310;DENMAN ROAD'CORINDA PARK';MUSWELLBROOK;2333;50.16;H;20030113;20030228;477000;P;3;FARM/RURAL;;RD;;;9433352;
C;007;195421;1;20030317 13:45;102//750919 1//806581;
D;007;195421;1;20030317 13:45;P;;;;;;
D;007;195421;1;20030317 13:45;P;;;;;;
D;007;195421;1;20030317 13:45;V;;;;;;
B;007;195640;2;20030317 13:45;;;11;FONTANA WAY;DENMAN;2328;773.4;M;20030107;20030218;150000;A;R;RESIDENCE;;DG;AC;;9410134;
C;007;195640;2;20030317 13:45;14//264521;
D;007;195640;2;20030317 13:45;P;;;;;;
D;007;195640;2;20030317 13:45;V;;;;;;
D;007;195640;2;20030317 13:45;V;;;;;;
B;007;195681;3;20030317 13:45;;;9;GRIMES CL;DENMAN;2328;600;M;20021220;20030130;133000;A;R;RESIDENCE;;DF;AC;;9420439;
C;007;195681;3;20030317 13:45;34//45633;
D;007;195681;3;20030317 13:45;P;;;;;;
D;007;195681;3;20030317 13:45;V;;;;;;
B;007;195979;4;20030317 13:45;;;55;PAXTON ST;DENMAN;2328;1113;M;20030116;20030214;116000;A;R;RESIDENCE;;DG;AC;;9413572;
C;007;195979;4;20030317 13:45;D//37428;
D;007;195979;4;20030317 13:45;P;;;;;;
D;007;195979;4;20030317 13:45;V;;;;;;
D;007;195979;4;20030317 13:45;V;;;;;;
B;007;196012;5;20030317 13:45;;;66;PAXTON ST;DENMAN;2328;4047;M;20021205;20030212;45000;A;V;VACANT LAND;;DG;AV;;4378710;
C;007;196012;5;20030317 13:45;SEC D LOT 2;
D;007;196012;5;20030317 13:45;P;;;;;;
D;007;196012;5;20030317 13:45;P;;;;;;
D;007;196012;5;20030317 13:45;V;;;;;;
B;007;196564;6;20030317 13:45;;;LOT201;SANDY CREEK RD;MCCULLY GAP;2333;43.04;H;20021112;20021223;120000;P;V;VACANT LAND;;PK;RV;;9405523;
C;007;196564;6;20030317 13:45;201//735099;
D;007;196564;6;20030317 13:45;P;;;;;;
D;007;196564;6;20030317 13:45;P;;;;;;
B;007;196872;7;20030317 13:45;;;700;YARRAMAN RD;MUSWELLBROOK;2333;461;H;20021002;20021002;1250000;R;3;VINEYARD;;RB;RP;;9142770;
C;007;196872;7;20030317 13:45;891//590976 68, 73, 111, 112//750969 lease over property Enclosure Per;
C;007;196872;7;20030317 13:45;mit 45226 Licence 324270;
D;007;196872;7;20030317 13:45;P;;;;;;
D;007;196872;7;20030317 13:45;P;;;;;;
D;007;196872;7;20030317 13:45;V;;;;;;
B;007;197115;8;20030317 13:45;;;90;ACACIA DR;MUSWELLBROOK;2333;646;M;20030124;20030228;295000;A;R;RESIDENCE;;AL;;;9438052;
C;007;197115;8;20030317 13:45;4001//794059;
D;007;197115;8;20030317 13:45;P;;;;;;
D;007;197115;8;20030317 13:45;P;;;;;;
D;007;197115;8;20030317 13:45;V;;;;;;
D;007;197115;8;20030317 13:45;V;;;;;;
B;007;197257;9;20030317 13:45;;;53;ANZAC PDE;MUSWELLBROOK;2333;689.2;M;20030106;20030224;77000;A;R;RESIDENCE;;AH;AC;;9423577;
C;007;197257;9;20030317 13:45;86//237872;
D;007;197257;9;20030317 13:45;P;;;;;;
D;007;197257;9;20030317 13:45;V;;;;;;
B;007;197282;10;20030317 13:45;;;2;ARLINGHAM CL;MUSWELLBROOK;2333;702.7;M;19621224;20030205;170000;A;V;VACANT LAND;;AC;AV;;9425293;
C;007;197282;10;20030317 13:45;8//700845;
D;007;197282;10;20030317 13:45;P;;;;;;
D;007;197282;10;20030317 13:45;V;;;;;;
B;007;197567;11;20030317 13:45;;;85;BRECHT ST;MUSWELLBROOK;2333;;;20021115;20021223;85000;A;R;RESIDENCE;;AT;AC;;9368260;
C;007;197567;11;20030317 13:45;22//35921;
D;007;197567;11;20030317 13:45;P;;;;;;
D;007;197567;11;20030317 13:45;V;;;;;;
B;007;197608;12;20030317 13:45;;;;BRENTWOOD ST;MUSWELLBROOK;2333;7895;M;20021121;20030228;860000;A;3;FLATS;;AT;;;9431550;
C;007;197608;12;20030317 13:45;239//43406;
D;007;197608;12;20030317 13:45;P;;;;;;
D;007;197608;12;20030317 13:45;V;;;;;;
B;007;197667;13;20030317 13:45;;;173;BRIDGE ST;MUSWELLBROOK;2333;885.2;M;20030116;20030224;84000;A;R;RESIDENCE;;AT;AC;;9420930;
C;007;197667;13;20030317 13:45;2//37669;
D;007;197667;13;20030317 13:45;P;;;;;;
D;007;197667;13;20030317 13:45;P;;;;;;
D;007;197667;13;20030317 13:45;V;;;;;;
B;007;199070;14;20030317 13:45;;;58;IRONBARK RD;MUSWELLBROOK;2333;943.5;M;20020228;20030228;47000;A;V;VACANT LAND;;AB;AV;;9423815;
C;007;199070;14;20030317 13:45;23//1001348;
D;007;199070;14;20030317 13:45;P;;;;;;
D;007;199070;14;20030317 13:45;V;;;;;;
B;007;199344;15;20030317 13:45;;;10;LORNE ST;MUSWELLBROOK;2333;720.8;M;20030110;20030110;500000;B;3;COMMERCIAL PR;;BC;BS;;9390158;
C;007;199344;15;20030317 13:45;A//364391;
D;007;199344;15;20030317 13:45;P;;;;;;
D;007;199344;15;20030317 13:45;P;;;;;;
D;007;199344;15;20030317 13:45;V;;;;;;
B;007;199487;16;20030317 13:45;;;90;MAITLAND ST;MUSWELLBROOK;2333;2428;M;20021217;20030131;172000;B;V;VACANT LAND;;BC;BV;;9354861;
C;007;199487;16;20030317 13:45;11, 12//25827;
D;007;199487;16;20030317 13:45;P;;;;;;
D;007;199487;16;20030317 13:45;P;;;;;;
D;007;199487;16;20030317 13:45;P;;;;;;
D;007;199487;16;20030317 13:45;P;;;;;;
D;007;199487;16;20030317 13:45;P;;;;;;
D;007;199487;16;20030317 13:45;V;;;;;;
B;007;199546;17;20030317 13:45;;;27;MAITLAND ST;MUSWELLBROOK;2333;1821;M;20030110;20030110;500000;B;3;COMMERCIAL PR;;BC;BS;;9390158;
C;007;199546;17;20030317 13:45;1, 2//18699;
D;007;199546;17;20030317 13:45;P;;;;;;
D;007;199546;17;20030317 13:45;P;;;;;;
D;007;199546;17;20030317 13:45;V;;;;;;
B;007;199887;18;20030317 13:45;;;3;PEPPERMINT RD;MUSWELLBROOK;2333;601;M;20030129;20030225;40000;A;R;RESIDENCE;;AL;;;9434522;
C;007;199887;18;20030317 13:45;2042//263131;
D;007;199887;18;20030317 13:45;P;;;;;;
D;007;199887;18;20030317 13:45;V;;;;;;
B;007;199968;19;20030317 13:45;;;162;QUEEN ST;MUSWELLBROOK;2333;958.5;M;20030115;20030226;280000;A;V;VACANT LAND;;AM;AV;;9416163;
C;007;199968;19;20030317 13:45;578//835738;
D;007;199968;19;20030317 13:45;P;;;;;;
D;007;199968;19;20030317 13:45;V;;;;;;
B;007;200000;20;20030317 13:45;;;49;QUEEN ST;MUSWELLBROOK;2333;794.2;M;20030218;20030304;50000;A;V;VACANT LAND;;AW;;;9431250;
C;007;200000;20;20030317 13:45;598//856333;
D;007;200000;20;20030317 13:45;P;;;;;;
D;007;200000;20;20030317 13:45;V;;;;;;
B;007;200022;21;20030317 13:45;;;;RACECOURSE RD;MUSWELLBROOK;2333;4.087;H;20021203;20030117;435000;P;R;RESIDENCE;;PZ;RR;;9425767;
C;007;200022;21;20030317 13:45;112//244160;
D;007;200022;21;20030317 13:45;P;;;;;;
D;007;200022;21;20030317 13:45;P;;;;;;
D;007;200022;21;20030317 13:45;P;;;;;;
D;007;200022;21;20030317 13:45;P;;;;;;
D;007;200022;21;20030317 13:45;V;;;;;;
B;007;200287;22;20030317 13:45;;;39;SCOTT ST;MUSWELLBROOK;2333;1353;M;20021219;20030221;350000;A;R;RESIDENCE;;AF;;;9443867;
C;007;200287;22;20030317 13:45;251//541052;
D;007;200287;22;20030317 13:45;P;;;;;;
D;007;200287;22;20030317 13:45;P;;;;;;
D;007;200287;22;20030317 13:45;V;;;;;;
D;007;200287;22;20030317 13:45;V;;;;;;
B;007;201287;23;20030317 13:45;;;90;WOLLOMBI RD;MUSWELLBROOK;2333;746.8;M;20021211;20030122;84000;A;R;RESIDENCE;;AH;AC;;9397892;
C;007;201287;23;20030317 13:45;103//261812;
D;007;201287;23;20030317 13:45;P;;;;;;
D;007;201287;23;20030317 13:45;V;;;;;;
D;007;201287;23;20030317 13:45;V;;;;;;
B;007;201378;24;20030317 13:45;;;27;WOOLLYBUTT WAY;MUSWELLBROOK;2333;600;M;20030206;20030305;130000;A;R;RESIDENCE;;AL;;;9435137;
C;007;201378;24;20030317 13:45;2092//263131;
D;007;201378;24;20030317 13:45;P;;;;;;
D;007;201378;24;20030317 13:45;V;;;;;;
D;007;201378;24;20030317 13:45;V;;;;;;
B;007;201386;25;20030317 13:45;;;15;WOOLLYBUTT WAY;MUSWELLBROOK;2333;600;M;20030120;20030226;185000;A;R;RESIDENCE;;AL;AC;;9423514;
C;007;201386;25;20030317 13:45;2086//263131;
D;007;201386;25;20030317 13:45;P;;;;;;
D;007;201386;25;20030317 13:45;P;;;;;;
D;007;201386;25;20030317 13:45;V;;;;;;
D;007;201386;25;20030317 13:45;V;;;;;;
B;007;2973238;26;20030317 13:45;;;;DENMAN RD;MUSWELLBROOK;2333;2.246;H;20021123;20030124;182000;;R;RESIDENCE;;;RR;;9344769;
C;007;2973238;26;20030317 13:45;142//806941;
