A;010;20031103 14:05;PDANN;
B;010;263011;1;20031103 14:05;;2;19;BENTHAM PL;ANNA BAY;2316;;;20030827;20031008;225000;;R;RESIDENCE;2;;;0;AA75115;
C;010;263011;1;20031103 14:05;2//SP 22373;
D;010;263011;1;20031103 14:05;P;;;;;;
D;010;263011;1;20031103 14:05;V;;;;;;
B;010;263799;2;20031103 14:05;;1;40;OCEAN AVE;ANNA BAY;2316;;;20030815;20030919;580000;;R;RESIDENCE;1;;;0;AA65078;
C;010;263799;2;20031103 14:05;1//SP 54965;
D;010;263799;2;20031103 14:05;P;;;;;;
D;010;263799;2;20031103 14:05;P;;;;;;
D;010;263799;2;20031103 14:05;V;;;;;;
D;010;263799;2;20031103 14:05;V;;;;;;
B;010;264027;3;20031103 14:05;;;9;SEABREEZE CL;ANNA BAY;2316;667.8;M;20030807;20031008;369000;A;R;RESIDENCE;;GF;;0;AA69481;
C;010;264027;3;20031103 14:05;312//846131;
D;010;264027;3;20031103 14:05;P;;;;;;
D;010;264027;3;20031103 14:05;V;;;;;;
D;010;264027;3;20031103 14:05;V;;;;;;
B;010;264095;4;20031103 14:05;;;32;BLANCH ST;BOAT HARBOUR;2316;499.5;M;20030910;20031015;340000;A;R;RESIDENCE;;GA;;0;AA79993;
C;010;264095;4;20031103 14:05;32//30879;
D;010;264095;4;20031103 14:05;P;;;;;;
D;010;264095;4;20031103 14:05;P;;;;;;
D;010;264095;4;20031103 14:05;V;;;;;;
D;010;264095;4;20031103 14:05;V;;;;;;
B;010;264392;5;20031103 14:05;;;11;RICHARDSON AVE;BOAT HARBOUR;2316;632.3;M;20030905;20031003;462500;A;R;RESIDENCE;;GA;;0;AA64251;
C;010;264392;5;20031103 14:05;8//30879;
D;010;264392;5;20031103 14:05;P;;;;;;
D;010;264392;5;20031103 14:05;P;;;;;;
D;010;264392;5;20031103 14:05;V;;;;;;
B;010;264448;6;20031103 14:05;;;7;TOMAREE CRES;BOAT HARBOUR;2316;629.8;M;20030827;20031020;820000;A;R;RESIDENCE;;GA;;0;AA90677;
C;010;264448;6;20031103 14:05;1//111599 1//1008108;
D;010;264448;6;20031103 14:05;P;;;;;;
D;010;264448;6;20031103 14:05;P;;;;;;
D;010;264448;6;20031103 14:05;V;;;;;;
B;010;264742;7;20031103 14:05;;;29;BOYD BVD;MEDOWIE;2318;8141;M;20030821;20031002;250000;R;R;RESIDENCE;;YB;;0;AA90302;
C;010;264742;7;20031103 14:05;30//248738;
D;010;264742;7;20031103 14:05;P;;;;;;
D;010;264742;7;20031103 14:05;P;;;;;;
D;010;264742;7;20031103 14:05;V;;;;;;
B;010;264790;8;20031103 14:05;;;46 A;BROCKLESBY RD;MEDOWIE;2318;600;M;20030818;20031003;217000;A;R;RESIDENCE;;HM;;0;AA61162;
C;010;264790;8;20031103 14:05;6//854797;
D;010;264790;8;20031103 14:05;P;;;;;;
D;010;264790;8;20031103 14:05;P;;;;;;
D;010;264790;8;20031103 14:05;V;;;;;;
B;010;264925;9;20031103 14:05;;;13;CHERRY TREE CL;MEDOWIE;2318;5238;M;20030821;20031009;409000;R;R;RESIDENCE;;YA;;0;AA68555;
C;010;264925;9;20031103 14:05;1948//713229;
D;010;264925;9;20031103 14:05;P;;;;;;
D;010;264925;9;20031103 14:05;P;;;;;;
D;010;264925;9;20031103 14:05;V;;;;;;
B;010;265025;10;20031103 14:05;;;46;COACHWOOD DR;MEDOWIE;2318;630;M;20030707;20030818;225000;A;R;RESIDENCE;;HM;;0;AA57423;
C;010;265025;10;20031103 14:05;328//844507;
D;010;265025;10;20031103 14:05;P;;;;;;
D;010;265025;10;20031103 14:05;P;;;;;;
D;010;265025;10;20031103 14:05;V;;;;;;
B;010;265118;11;20031103 14:05;;;19;COOLABAH RD;MEDOWIE;2318;1017.4;M;20030914;20030923;127500;A;R;RESIDENCE;;HM;;0;AA64665;
C;010;265118;11;20031103 14:05;20//730472;
D;010;265118;11;20031103 14:05;P;;;;;;
D;010;265118;11;20031103 14:05;P;;;;;;
D;010;265118;11;20031103 14:05;V;;;;;;
D;010;265118;11;20031103 14:05;V;;;;;;
B;010;265545;12;20031103 14:05;;;8;FORD AVE;MEDOWIE;2318;4111;M;20030825;20030923;430000;R;R;RESIDENCE;;YA;;0;AA25638;
C;010;265545;12;20031103 14:05;7//807598;
D;010;265545;12;20031103 14:05;P;;;;;;
D;010;265545;12;20031103 14:05;P;;;;;;
D;010;265545;12;20031103 14:05;V;;;;;;
B;010;265546;13;20031103 14:05;;;10;FORD AVE;MEDOWIE;2318;4111;M;20030729;20031015;490000;R;R;RESIDENCE;;YA;;0;AA83349;
C;010;265546;13;20031103 14:05;8//807598;
D;010;265546;13;20031103 14:05;P;;;;;;
D;010;265546;13;20031103 14:05;P;;;;;;
D;010;265546;13;20031103 14:05;V;;;;;;
B;010;265576;14;20031103 14:05;;;4;GEEBUNG CL;MEDOWIE;2318;624;M;20030912;20031013;260000;A;R;RESIDENCE;;HM;;0;AA81205;
C;010;265576;14;20031103 14:05;80//847643;
D;010;265576;14;20031103 14:05;P;;;;;;
D;010;265576;14;20031103 14:05;P;;;;;;
D;010;265576;14;20031103 14:05;V;;;;;;
B;010;265581;15;20031103 14:05;;;9;GLANMORGAN AVE;MEDOWIE;2318;600;M;20030305;20030620;265000;A;R;RESIDENCE;;HM;;0;AA71046;
C;010;265581;15;20031103 14:05;163//1010345;
D;010;265581;15;20031103 14:05;P;;;;;;
D;010;265581;15;20031103 14:05;V;;;;;;
B;010;265582;16;20031103 14:05;;;11;GLANMORGAN AVE;MEDOWIE;2318;603.9;M;20030515;20030630;265000;A;R;RESIDENCE;;HM;;0;9996140;
C;010;265582;16;20031103 14:05;164//1010345;
D;010;265582;16;20031103 14:05;P;;;;;;
D;010;265582;16;20031103 14:05;P;;;;;;
D;010;265582;16;20031103 14:05;V;;;;;;
B;010;265870;17;20031103 14:05;;;74;KINDLEBARK DR;MEDOWIE;2318;626.1;M;20030604;20030801;170000;A;R;RESIDENCE;;HM;;0;AA78565;
C;010;265870;17;20031103 14:05;42//730472;
