A;011;20031002 11:00;PDANN;
B;011;293000;1;20031002 11:00;;;205;MACQUEEN ST;ABERDEEN;2336;4180;M;20030627;20030728;638500;A;3;MOTEL;;AA;;0;9942896;
C;011;293000;1;20031002 11:00;321//625902;
D;011;293000;1;20031002 11:00;P;;;;;;
D;011;293000;1;20031002 11:00;P;;;;;;
D;011;293000;1;20031002 11:00;V;;;;;;
D;011;293000;1;20031002 11:00;V;;;;;;
B;011;293505;2;20031002 11:00;;;17;BORONIA ST;SCONE;2337;891.6;M;20030717;20030815;160000;A;R;RESIDENCE;;AD;;0;9975519;
C;011;293505;2;20031002 11:00;20//26571;
D;011;293505;2;20031002 11:00;P;;;;;;
D;011;293505;2;20031002 11:00;P;;;;;;
D;011;293505;2;20031002 11:00;V;;;;;;
B;011;293791;3;20031002 11:00;;;33;GRAY ST;SCONE;2337;4448;M;20030714;20030901;345000;R;R;RESIDENCE;;HG;;0;9986747;
C;011;293791;3;20031002 11:00;26//804369;
D;011;293791;3;20031002 11:00;P;;;;;;
D;011;293791;3;20031002 11:00;V;;;;;;
D;011;293791;3;20031002 11:00;V;;;;;;
B;011;293829;4;20031002 11:00;;;76;GUERNSEY ST;SCONE;2337;539.4;M;20030813;20030910;128500;A;R;RESIDENCE;;AW;;0;9994316;
C;011;293829;4;20031002 11:00;161//851257;
D;011;293829;4;20031002 11:00;P;;;;;;
D;011;293829;4;20031002 11:00;V;;;;;;
D;011;293829;4;20031002 11:00;V;;;;;;
B;011;293843;5;20031002 11:00;;;39;GUERNSEY ST;SCONE;2337;809.4;M;20030725;20030822;92500;A;R;RESIDENCE;;AW;;0;9990379;
C;011;293843;5;20031002 11:00;1//58116;
D;011;293843;5;20031002 11:00;P;;;;;;
D;011;293843;5;20031002 11:00;V;;;;;;
D;011;293843;5;20031002 11:00;V;;;;;;
B;011;293846;6;20031002 11:00;;;33;GUERNSEY ST;SCONE;2337;1012;M;20030806;20030918;187000;A;R;RESIDENCE;;AW;;0;AA11245;
C;011;293846;6;20031002 11:00;1//779541;
D;011;293846;6;20031002 11:00;P;;;;;;
D;011;293846;6;20031002 11:00;V;;;;;;
D;011;293846;6;20031002 11:00;V;;;;;;
B;011;294219;7;20031002 11:00;;;101;LIVERPOOL ST;SCONE;2337;501.1;M;20030411;20030523;150000;B;R;RESIDENCE;;BB;;0;9992645;
C;011;294219;7;20031002 11:00;1//718297;
D;011;294219;7;20031002 11:00;P;;;;;;
D;011;294219;7;20031002 11:00;V;;;;;;
B;011;294329;8;20031002 11:00;;8;6;MAIN ST;SCONE;2337;;;20030708;20030819;107000;;R;RESIDENCE;8;;;0;9991578;
C;011;294329;8;20031002 11:00;8//SP 20007;
D;011;294329;8;20031002 11:00;P;;;;;;
D;011;294329;8;20031002 11:00;V;;;;;;
B;011;294502;9;20031002 11:00;;;;NYARRA ST;SCONE;2337;1326;M;20030805;20030905;290000;A;3;DUPLEX;;AS;;0;9988743;
C;011;294502;9;20031002 11:00;1//1013572;
D;011;294502;9;20031002 11:00;P;;;;;;
D;011;294502;9;20031002 11:00;V;;;;;;
D;011;294502;9;20031002 11:00;V;;;;;;
B;011;295032;10;20031002 11:00;;;21;SHORT ST;SCONE;2337;1.065;H;20030819;20030825;285000;A;V;VACANT LAND;;AE;;0;9958734;
C;011;295032;10;20031002 11:00;23, 24//522632 12//536665;
D;011;295032;10;20031002 11:00;P;;;;;;
D;011;295032;10;20031002 11:00;V;;;;;;
D;011;295032;10;20031002 11:00;V;;;;;;
B;011;295110;11;20031002 11:00;;;17;STANSTEAD CL;SCONE;2337;2082;M;20030528;20030902;55000;A;3;;;AF;;0;9991491;
C;011;295110;11;20031002 11:00;39//863687;
D;011;295110;11;20031002 11:00;P;;;;;;
D;011;295110;11;20031002 11:00;P;;;;;;
D;011;295110;11;20031002 11:00;V;;;;;;
B;011;295802;12;20031002 11:00;;;39;BUNNAN RD;SCONE;2337;5963;M;20030815;20030909;85000;A;R;RESIDENCE;;VB;;0;9983689;
C;011;295802;12;20031002 11:00;1//3379 1, 2//120379;
D;011;295802;12;20031002 11:00;P;;;;;;
D;011;295802;12;20031002 11:00;V;;;;;;
B;011;2998564;13;20031002 11:00;;;1;HALSTEAD CL;SCONE;2337;2101;M;20030619;20030805;47500;;V;VACANT LAND;;;;0;9994278;
C;011;2998564;13;20031002 11:00;43//1054612;
D;011;2998564;13;20031002 11:00;P;;;;;;
D;011;2998564;13;20031002 11:00;V;;;;;;
B;011;2998571;14;20031002 11:00;;;8;HALSTEAD CL;SCONE;2337;2332;M;20030625;20030821;72500;;V;VACANT LAND;;;;0;9993545;
C;011;2998571;14;20031002 11:00;50//1054612;
D;011;2998571;14;20031002 11:00;P;;;;;;
D;011;2998571;14;20031002 11:00;P;;;;;;
D;011;2998571;14;20031002 11:00;V;;;;;;
Z;69;14;14;39;
