A;001;20030801 12:02;PDANN;
B;001;413;1;20030801 12:02;;;110;CONGEWAI ST;ABERDARE;2325;;;20030402;20030620;175000;A;R;RESIDENCE;;GA;;0;9818267;
C;001;413;1;20030801 12:02;12/18/758002;
D;001;413;1;20030801 12:02;P;;;;;;
D;001;413;1;20030801 12:02;P;;;;;;
D;001;413;1;20030801 12:02;V;;;;;;
B;001;542;2;20030801 12:02;;;32;COOPER ST;CESSNOCK;2325;;;20030703;20030703;54000;A;R;RESIDENCE;;GB;;0;9827102;
C;001;542;2;20030801 12:02;1/H/4633;
D;001;542;2;20030801 12:02;P;;;;;;
D;001;542;2;20030801 12:02;V;;;;;;
D;001;542;2;20030801 12:02;V;;;;;;
B;001;684;3;20030801 12:02;;;6;FIRST ST;CESSNOCK;2325;;;20030218;20030401;135000;A;R;RESIDENCE;;GB;;0;9823389;
C;001;684;3;20030801 12:02;7/B/4308;
D;001;684;3;20030801 12:02;P;;;;;;
D;001;684;3;20030801 12:02;P;;;;;;
D;001;684;3;20030801 12:02;V;;;;;;
B;001;737;4;20030801 12:02;;;37;GORDON AVE;CESSNOCK;2325;506.5;M;20021029;20021206;178000;A;R;RESIDENCE;;GB;;0;9811057;
C;001;737;4;20030801 12:02;41//855236;
D;001;737;4;20030801 12:02;P;;;;;;
D;001;737;4;20030801 12:02;P;;;;;;
D;001;737;4;20030801 12:02;V;;;;;;
D;001;737;4;20030801 12:02;V;;;;;;
B;001;1230;5;20030801 12:02;;;89;MELBOURNE ST;ABERDARE;2325;1012;M;20030430;20030602;177000;A;R;RESIDENCE;;GA;;0;9789568;
C;001;1230;5;20030801 12:02;3/18/758002;
D;001;1230;5;20030801 12:02;P;;;;;;
D;001;1230;5;20030801 12:02;P;;;;;;
D;001;1230;5;20030801 12:02;V;;;;;;
B;001;1329;6;20030801 12:02;;;66;NORTHCOTE ST;ABERDARE;2325;1012;M;20030606;20030711;220000;A;R;RESIDENCE;;GA;;0;9792692;
C;001;1329;6;20030801 12:02;27/24/758002;
D;001;1329;6;20030801 12:02;P;;;;;;
D;001;1329;6;20030801 12:02;V;;;;;;
B;001;1471;7;20030801 12:02;;;;OAKEY CREEK RD CNR;POKOLBIN;2320;1534;M;20030427;20030717;475000;A;R;RESIDENCE;;GT;;0;9801022;
C;001;1471;7;20030801 12:02;30//270158;
D;001;1471;7;20030801 12:02;P;;;;;;
D;001;1471;7;20030801 12:02;P;;;;;;
D;001;1471;7;20030801 12:02;V;;;;;;
D;001;1471;7;20030801 12:02;V;;;;;;
B;001;1506;8;20030801 12:02;;;8;QUARRYBYLONG ST;CESSNOCK;2325;417.3;M;20030613;20030703;155000;A;R;RESIDENCE;;GA;;0;9787245;
C;001;1506;8;20030801 12:02;A//378408;
D;001;1506;8;20030801 12:02;P;;;;;;
D;001;1506;8;20030801 12:02;V;;;;;;
B;001;1692;9;20030801 12:02;;;153;RAWSON ST;ABERDARE;2325;1079;M;20030604;20030716;145000;A;R;RESIDENCE;;GA;;0;9822714;
C;001;1692;9;20030801 12:02;5//836130;
D;001;1692;9;20030801 12:02;P;;;;;;
D;001;1692;9;20030801 12:02;V;;;;;;
B;001;1757;10;20030801 12:02;;;6;SIXTH ST;CESSNOCK;2325;809.4;M;20030429;20030701;248000;A;R;RESIDENCE;;GB;;0;9798655;
C;001;1757;10;20030801 12:02;4/G/4308;
D;001;1757;10;20030801 12:02;P;;;;;;
D;001;1757;10;20030801 12:02;P;;;;;;
D;001;1757;10;20030801 12:02;V;;;;;;
D;001;1757;10;20030801 12:02;V;;;;;;
B;001;1765;11;20030801 12:02;;;22;SIXTH ST;CESSNOCK;2325;;;20030226;20030226;218000;A;R;RESIDENCE;;GB;;0;9784833;
C;001;1765;11;20030801 12:02;11, 12/G/4308;
D;001;1765;11;20030801 12:02;P;;;;;;
D;001;1765;11;20030801 12:02;P;;;;;;
D;001;1765;11;20030801 12:02;V;;;;;;
B;001;1831;12;20030801 12:02;;;184;VINCENT ST;CESSNOCK;2325;;;20030531;20030718;99000;B;3;COMMERCIAL;;CC;;0;9832502;
C;001;1831;12;20030801 12:02;2//303088;
D;001;1831;12;20030801 12:02;P;;;;;;
D;001;1831;12;20030801 12:02;V;;;;;;
B;001;1891;13;20030801 12:02;;;13;VINCENT ST;CESSNOCK;2325;761.3;M;20021205;20030707;300000;B;3;SHOP;;CA;;0;9768838;
C;001;1891;13;20030801 12:02;1/A/4653 D//339311;
D;001;1891;13;20030801 12:02;P;;;;;;
D;001;1891;13;20030801 12:02;V;;;;;;
B;001;1980;14;20030801 12:02;;;13;ABERMAIN ST;ABERMAIN;2326;;;20030404;20030509;160500;A;R;RESIDENCE;;HA;;0;9789465;
C;001;1980;14;20030801 12:02;3/2/4577;
D;001;1980;14;20030801 12:02;P;;;;;;
D;001;1980;14;20030801 12:02;V;;;;;;
