A;007;20031201 11:10;PDANN;
B;007;194907;1;20031201 11:10;;;;PH ALTHORPE DPS;MUSWELLBROOK;2333;363.1;H;20030329;20030526;1070000;R;3;FARM;;RB;;0;AA28366;
C;007;194907;1;20031201 11:10;B//33024 120//876115;
D;007;194907;1;20031201 11:10;P;;;;;;
D;007;194907;1;20031201 11:10;V;;;;;;
B;007;195572;2;20031201 11:10;;;37;ALMOND ST;DENMAN;2328;1011;M;20030926;20031107;200000;A;R;RESIDENCE;;DF;;0;AA160671;
C;007;195572;2;20031201 11:10;1//783374;
D;007;195572;2;20031201 11:10;P;;;;;;
D;007;195572;2;20031201 11:10;P;;;;;;
D;007;195572;2;20031201 11:10;V;;;;;;
D;007;195572;2;20031201 11:10;V;;;;;;
B;007;195881;3;20031201 11:10;;;110;PALACE ST;DENMAN;2328;1460;M;20030818;20030930;163500;A;R;RESIDENCE;;DG;;0;AA141130;
C;007;195881;3;20031201 11:10;453//606560;
D;007;195881;3;20031201 11:10;P;;;;;;
D;007;195881;3;20031201 11:10;P;;;;;;
D;007;195881;3;20031201 11:10;V;;;;;;
B;007;195968;4;20031201 11:10;;;31;PAXTON ST;DENMAN;2328;2023;M;20031007;20031031;205000;A;R;RESIDENCE;;DG;;0;AA146432;
C;007;195968;4;20031201 11:10;1//718366;
D;007;195968;4;20031201 11:10;P;;;;;;
D;007;195968;4;20031201 11:10;V;;;;;;
B;007;196250;5;20031201 11:10;;;861;DORSET ROAD;MUSWELLBROOK;2333;40.47;H;20031003;20031117;320000;P;3;;;PJ;;0;AA173899;
C;007;196250;5;20031201 11:10;166, 167//750926;
D;007;196250;5;20031201 11:10;P;;;;;;
D;007;196250;5;20031201 11:10;V;;;;;;
B;007;196741;6;20031201 11:10;;;1461;DENMAN RD;MUSWELLBROOK;2333;283.6;H;20031031;20031031;3423123;P;3;VINEYARD;;RD;;0;AA188644;
C;007;196741;6;20031201 11:10;3//215827 2//668735;
D;007;196741;6;20031201 11:10;P;;;;;;
D;007;196741;6;20031201 11:10;V;;;;;;
B;007;196804;7;20031201 11:10;;;381;GREG STAIRS RD;SANDY HOLLOW;2333;62.013;H;20030812;20031001;335000;P;R;RESIDENCE;;PJ;;0;AA126720;
C;007;196804;7;20031201 11:10;208//750963;
D;007;196804;7;20031201 11:10;P;;;;;;
D;007;196804;7;20031201 11:10;V;;;;;;
B;007;197036;8;20031201 11:10;;;36;ABERDEEN ST;MUSWELLBROOK;2333;928.2;M;20030929;20031031;155000;A;R;RESIDENCE;;AN;;0;AA172964;
C;007;197036;8;20031201 11:10;11//779287;
D;007;197036;8;20031201 11:10;P;;;;;;
D;007;197036;8;20031201 11:10;P;;;;;;
D;007;197036;8;20031201 11:10;V;;;;;;
B;007;197390;9;20031201 11:10;;;;BIMBADEEN DR;MUSWELLBROOK;2333;967.2;M;20030807;20030918;55000;A;V;VACANT LAND;;AB;;0;AA150960;
C;007;197390;9;20031201 11:10;8//862189;
D;007;197390;9;20031201 11:10;P;;;;;;
D;007;197390;9;20031201 11:10;V;;;;;;
B;007;197547;10;20031201 11:10;;;31;BRECHT ST;MUSWELLBROOK;2333;1098;M;20030904;20031003;236000;A;R;RESIDENCE;;AT;;0;AA152424;
C;007;197547;10;20031201 11:10;331//748713;
D;007;197547;10;20031201 11:10;P;;;;;;
D;007;197547;10;20031201 11:10;V;;;;;;
B;007;197882;11;20031201 11:10;;;2;CALGAROO AVE;MUSWELLBROOK;2333;614.2;M;20030923;20031028;290000;A;R;RESIDENCE;;AL;;0;AA126558;
C;007;197882;11;20031201 11:10;2009//263131;
D;007;197882;11;20031201 11:10;P;;;;;;
D;007;197882;11;20031201 11:10;V;;;;;;
B;007;197979;12;20031201 11:10;;;37;CARL ST;MUSWELLBROOK;2333;638.7;M;20031021;20031118;235000;A;R;RESIDENCE;;AT;;0;AA186545;
