A;003;20030701 14:08;PDANN;
B;003;25518;1;20030701 14:08;;;6;AINSLIE CL;SOMERSBY;2250;4214;M;20030415;20030604;240000;I;3;BUSINESS USE;;EE;;0;9705667;
C;003;25518;1;20030701 14:08;16//1015195;
D;003;25518;1;20030701 14:08;P;;;;;;
D;003;25518;1;20030701 14:08;V;;;;;;
B;003;25667;2;20030701 14:08;;;26;ALANNA ST;TERRIGAL;2260;803;M;20030514;20030617;398000;A;R;RESIDENCE;;FQ;;0;9709951;
C;003;25667;2;20030701 14:08;15//237777;
D;003;25667;2;20030701 14:08;P;;;;;;
D;003;25667;2;20030701 14:08;V;;;;;;
B;003;25793;3;20030701 14:08;;;130 A;ALBANY ST;POINT FREDERICK;2250;594.4;M;20030304;20030603;595000;A;R;RESIDENCE;;GH;;0;9696928;
C;003;25793;3;20030701 14:08;52//535468;
D;003;25793;3;20030701 14:08;P;;;;;;
D;003;25793;3;20030701 14:08;V;;;;;;
D;003;25793;3;20030701 14:08;V;;;;;;
B;003;25867;4;20030701 14:08;;7;166;ALBANY ST;POINT FREDERICK;2250;;;20030214;20030429;190000;;R;RESIDENCE;7;;;0;9730629;
C;003;25867;4;20030701 14:08;7//SP 32162;
D;003;25867;4;20030701 14:08;P;;;;;;
D;003;25867;4;20030701 14:08;P;;;;;;
D;003;25867;4;20030701 14:08;V;;;;;;
B;003;26114;5;20030701 14:08;;;22;ALBATROSS CL;FORRESTERS BEACH;2260;593;M;20030422;20030605;347500;A;R;RESIDENCE;;FP;;0;9708812;
C;003;26114;5;20030701 14:08;31//815005;
D;003;26114;5;20030701 14:08;P;;;;;;
D;003;26114;5;20030701 14:08;V;;;;;;
B;003;26477;6;20030701 14:08;;;20;ALGONA AVE;KINCUMBER;2251;575.4;M;20030402;20030507;337000;A;R;RESIDENCE;;FK;;0;9711866;
C;003;26477;6;20030701 14:08;59//25521;
D;003;26477;6;20030701 14:08;P;;;;;;
D;003;26477;6;20030701 14:08;V;;;;;;
D;003;26477;6;20030701 14:08;V;;;;;;
