A;004;20030801 12:04;PDANN;
B;004;96039;1;20030801 12:04;;;16;ARCADIA ST;ARCADIA VALE;2283;;;20030701;20030701;110000;A;R;RESIDENCE;;ME;;0;9825588;
C;004;96039;1;20030801 12:04;360//13129;
D;004;96039;1;20030801 12:04;P;;;;;;
D;004;96039;1;20030801 12:04;V;;;;;;
D;004;96039;1;20030801 12:04;V;;;;;;
B;004;96345;2;20030801 12:04;;;60;MACQUARIE ST;ARCADIA VALE;2283;;;20030625;20030718;235500;A;R;RESIDENCE;;ME;;0;9822977;
C;004;96345;2;20030801 12:04;521//13129;
D;004;96345;2;20030801 12:04;P;;;;;;
D;004;96345;2;20030801 12:04;V;;;;;;
D;004;96345;2;20030801 12:04;V;;;;;;
B;004;96359;3;20030801 12:04;;;18;MACQUARIE ST;ARCADIA VALE;2283;;;20030624;20030708;232500;A;R;RESIDENCE;;ME;AC;0;9794917;
C;004;96359;3;20030801 12:04;583//13129;
D;004;96359;3;20030801 12:04;P;;;;;;
D;004;96359;3;20030801 12:04;V;;;;;;
B;004;96766;4;20030801 12:04;;;11 A;PARK AVE;ARGENTON;2284;381;M;20030612;20030627;180000;A;R;RESIDENCE;;CB;;0;9816313;
C;004;96766;4;20030801 12:04;382//837858;
D;004;96766;4;20030801 12:04;P;;;;;;
D;004;96766;4;20030801 12:04;P;;;;;;
D;004;96766;4;20030801 12:04;V;;;;;;
D;004;96766;4;20030801 12:04;V;;;;;;
D;004;96766;4;20030801 12:04;V;;;;;;
B;004;97072;5;20030801 12:04;;;61;AVONDALE RD;COORANBONG;2265;923.5;M;20030328;20030509;270000;A;R;RESIDENCE;;NJ;;0;9796746;
C;004;97072;5;20030801 12:04;202//634823;
D;004;97072;5;20030801 12:04;P;;;;;;
D;004;97072;5;20030801 12:04;P;;;;;;
D;004;97072;5;20030801 12:04;V;;;;;;
B;004;97168;6;20030801 12:04;;;110;AVONDALE RD;COORANBONG;2265;7221;M;20030519;20030702;385000;R;R;RESIDENCE;;RF;;0;9798428;
C;004;97168;6;20030801 12:04;1//346776;
D;004;97168;6;20030801 12:04;P;;;;;;
D;004;97168;6;20030801 12:04;P;;;;;;
D;004;97168;6;20030801 12:04;V;;;;;;
D;004;97168;6;20030801 12:04;V;;;;;;
B;004;97188;7;20030801 12:04;;;4;CEDARWOOD CT;COORANBONG;2265;1148;M;20030607;20030707;450000;A;R;RESIDENCE;;NJ;;0;9800282;
C;004;97188;7;20030801 12:04;8//805365;
D;004;97188;7;20030801 12:04;P;;;;;;
D;004;97188;7;20030801 12:04;P;;;;;;
D;004;97188;7;20030801 12:04;V;;;;;;
D;004;97188;7;20030801 12:04;V;;;;;;
B;004;97370;8;20030801 12:04;;;628;FREEMANS DR;COORANBONG;2265;799.9;M;20030606;20030704;425000;A;R;RESIDENCE;;NJ;AC;0;9795361;
C;004;97370;8;20030801 12:04;6//270155;
D;004;97370;8;20030801 12:04;P;;;;;;
D;004;97370;8;20030801 12:04;P;;;;;;
D;004;97370;8;20030801 12:04;V;;;;;;
D;004;97370;8;20030801 12:04;V;;;;;;
B;004;98152;9;20030801 12:04;;;29;ALBERT ST;BELMONT;2280;626;M;20030508;20030624;272000;A;R;RESIDENCE;;ZJ;;0;9821580;
C;004;98152;9;20030801 12:04;44//14314;
D;004;98152;9;20030801 12:04;P;;;;;;
