A;002;20030217 09:19;PDANN;
B;002;22850;1;20030217 09:19;;;26;MERCHANTS RD;MARTINS CREEK;2420;2.12;H;20021223;20030203;230000;R;R;RESIDENCE;;RH;;;9366266;
C;002;22850;1;20030217 09:19;113//702529;
D;002;22850;1;20030217 09:19;P;;;;;;
D;002;22850;1;20030217 09:19;P;;;;;;
D;002;22850;1;20030217 09:19;V;;;;;;
D;002;22850;1;20030217 09:19;V;;;;;;
B;002;23221;2;20030217 09:19;;;204;HANLEYS CREEK RD;TABBIL CREEK;2420;32.65;H;20030117;20030117;354000;R;V;VACANT LAND;;RC;;;9344889;
C;002;23221;2;20030217 09:19;E//195243;
D;002;23221;2;20030217 09:19;P;;;;;;
D;002;23221;2;20030217 09:19;V;;;;;;
D;002;23221;2;20030217 09:19;V;;;;;;
B;002;23334;3;20030217 09:19;;;181;TORRYBURN RD;TORRYBURN;2421;10.25;H;20021218;20021220;200000;R;R;RESIDENCE;;RC;RR;;9271083;
C;002;23334;3;20030217 09:19;1//238328 AND CLOSED ROAD;
D;002;23334;3;20030217 09:19;P;;;;;;
D;002;23334;3;20030217 09:19;P;;;;;;
D;002;23334;3;20030217 09:19;V;;;;;;
D;002;23334;3;20030217 09:19;V;;;;;;
B;002;24200;4;20030217 09:19;;;316;FLAT TOPS RD;MARSHDALE;2420;8.99;H;20030108;20030123;635000;R;R;RESIDENCE;;RT;;;9334190;
C;002;24200;4;20030217 09:19;3, 4//241575 1//378904;
D;002;24200;4;20030217 09:19;P;;;;;;
D;002;24200;4;20030217 09:19;P;;;;;;
D;002;24200;4;20030217 09:19;V;;;;;;
D;002;24200;4;20030217 09:19;V;;;;;;
B;002;24269;5;20030217 09:19;;;792;FOSTERTON RD;DUNGOG;2420;45.097;H;20020419;20020930;520000;R;3;FARM;;RD;RG;;9290606;
C;002;24269;5;20030217 09:19;2//3143 1//189272 1, 2//601652 Enclosure Permit 30785 Enclosure Permit;
C;002;24269;5;20030217 09:19; 30786;
D;002;24269;5;20030217 09:19;P;;;;;;
D;002;24269;5;20030217 09:19;P;;;;;;
D;002;24269;5;20030217 09:19;V;;;;;;
B;002;24274;6;20030217 09:19;;;1;MYALL CREEK RD;DUNGOG;2420;10;H;20020819;20020930;150000;R;R;RESIDENCE;;RC;RR;;9328525;
C;002;24274;6;20030217 09:19;1412//733611;
D;002;24274;6;20030217 09:19;P;;;;;;
D;002;24274;6;20030217 09:19;V;;;;;;
D;002;24274;6;20030217 09:19;V;;;;;;
B;002;24417;7;20030217 09:19;;;633;MAIN CREEK RD;MAIN CREEK;2420;2.023;H;20021203;20030123;203000;R;R;RESIDENCE;;RK;;;9338186;
C;002;24417;7;20030217 09:19;470//544409;
D;002;24417;7;20030217 09:19;P;;;;;;
D;002;24417;7;20030217 09:19;V;;;;;;
D;002;24417;7;20030217 09:19;V;;;;;;
D;002;24417;7;20030217 09:19;V;;;;;;
B;002;24788;8;20030217 09:19;;;3;GAGGIN ST;CLARENCE TOWN;2421;1.567;H;20020416;20020517;245000;R;R;RESIDENCE;;RB;;;9354886;
C;002;24788;8;20030217 09:19;46//262192;
D;002;24788;8;20030217 09:19;P;;;;;;
D;002;24788;8;20030217 09:19;P;;;;;;
B;002;25011;9;20030217 09:19;;;3835;CLARENCE TOWN RD;BROOKFIELD;2420;2314;M;20021114;20030131;200000;R;R;RESIDENCE;;RA;;;9361428;
C;002;25011;9;20030217 09:19;112//838984;
D;002;25011;9;20030217 09:19;P;;;;;;
D;002;25011;9;20030217 09:19;P;;;;;;
D;002;25011;9;20030217 09:19;V;;;;;;
D;002;25011;9;20030217 09:19;V;;;;;;
B;002;2907130;10;20030217 09:19;;;;MEADOWS DR;ECCLESTON;2420;9.336;H;20020819;20020926;140000;R;V;VACANT LAND;;RB;RV;;9328212;
C;002;2907130;10;20030217 09:19;12//285645;
D;002;2907130;10;20030217 09:19;P;;;;;;
D;002;2907130;10;20030217 09:19;P;;;;;;
D;002;2907130;10;20030217 09:19;V;;;;;;
B;002;2953339;11;20030217 09:19;;;LOT 1;SUMMER HILL ROAD;SUMMER HILL VIA VACY;2421;;;20020711;20030108;140000;;V;VACANT LAND;;;RV;;9322478;
C;002;2953339;11;20030217 09:19;1//1047199;
D;002;2953339;11;20030217 09:19;P;;;;;;
D;002;2953339;11;20030217 09:19;V;;;;;;
B;002;2957785;12;20030217 09:19;;;588;WEBBERS CREEK RD;PATERSON;2421;;;20020621;20030120;270000;;R;RESIDENCE;;;;;9350248;
C;002;2957785;12;20030217 09:19;21//1047897;
D;002;2957785;12;20030217 09:19;P;;;;;;
D;002;2957785;12;20030217 09:19;V;;;;;;
Z;65;12;13;38;
