A;012;20030303 12:13;PDANN;
B;012;296025;1;20030303 12:13;;;67;ACACIA CCT;HUNTERVIEW;2330;774;M;20020930;20030213;60000;A;V;VACANT LAND;;AV;;;9394589;
C;012;296025;1;20030303 12:13;51//851164;
D;012;296025;1;20030303 12:13;P;;;;;;
D;012;296025;1;20030303 12:13;V;;;;;;
D;012;296025;1;20030303 12:13;V;;;;;;
B;012;296026;2;20030303 12:13;;;69;ACACIA CCT;HUNTERVIEW;2330;794.2;M;20020930;20030213;60000;A;V;VACANT LAND;;AV;;;9394589;
C;012;296026;2;20030303 12:13;5//851164;
D;012;296026;2;20030303 12:13;P;;;;;;
D;012;296026;2;20030303 12:13;V;;;;;;
D;012;296026;2;20030303 12:13;V;;;;;;
B;012;296048;3;20030303 12:13;;;32;ACACIA CCT;HUNTERVIEW;2330;703;M;20021126;20030107;210000;A;R;RESIDENCE;;AV;;;9403693;
C;012;296048;3;20030303 12:13;71//264243;
D;012;296048;3;20030303 12:13;P;;;;;;
D;012;296048;3;20030303 12:13;V;;;;;;
B;012;296298;4;20030303 12:13;;;18;BARTON AVE;SINGLETON;2330;626;M;20021219;20030207;170000;A;R;RESIDENCE;;AA;;;9387295;
C;012;296298;4;20030303 12:13;16//39135;
D;012;296298;4;20030303 12:13;P;;;;;;
D;012;296298;4;20030303 12:13;V;;;;;;
D;012;296298;4;20030303 12:13;V;;;;;;
B;012;296317;5;20030303 12:13;;;31;BARTON AVE;SINGLETON;2330;733.5;M;20021221;20030131;218000;A;R;RESIDENCE;;AA;;;9386256;
C;012;296317;5;20030303 12:13;39//39135;
D;012;296317;5;20030303 12:13;P;;;;;;
D;012;296317;5;20030303 12:13;V;;;;;;
D;012;296317;5;20030303 12:13;V;;;;;;
B;012;296607;6;20030303 12:13;;10;23;MITCHELL AVE;SINGLETON HEIGHTS;2330;;;20021216;20030121;94000;;V;VACANT LAND;10;;;;9391776;
C;012;296607;6;20030303 12:13;10//SP 14709;
D;012;296607;6;20030303 12:13;P;;;;;;
D;012;296607;6;20030303 12:13;V;;;;;;
B;012;296739;7;20030303 12:13;;1;31;BOUNDARY ST;SINGLETON;2330;;;20021113;20021216;129800;;R;RESIDENCE;1;;;;9408597;
C;012;296739;7;20030303 12:13;1//SP 45296;
D;012;296739;7;20030303 12:13;P;;;;;;
D;012;296739;7;20030303 12:13;P;;;;;;
D;012;296739;7;20030303 12:13;V;;;;;;
B;012;296800;8;20030303 12:13;;;19;BOURKE ST;SINGLETON;2330;784.1;M;20030212;20030212;200000;A;R;RESIDENCE;;AL;;;9383031;
C;012;296800;8;20030303 12:13;1//999911;
D;012;296800;8;20030303 12:13;P;;;;;;
D;012;296800;8;20030303 12:13;P;;;;;;
D;012;296800;8;20030303 12:13;V;;;;;;
B;012;297264;9;20030303 12:13;;;54;CASTLEREAGH ST;SINGLETON;2330;935.8;M;20021216;20030117;385000;A;R;RESIDENCE;;AL;;;9391716;
C;012;297264;9;20030303 12:13;4//553890;
D;012;297264;9;20030303 12:13;P;;;;;;
D;012;297264;9;20030303 12:13;P;;;;;;
D;012;297264;9;20030303 12:13;V;;;;;;
B;012;297322;10;20030303 12:13;;;31;CASTLEREAGH ST;SINGLETON;2330;358.2;M;20021219;20030117;211000;A;R;RESIDENCE;;AL;;;9382358;
C;012;297322;10;20030303 12:13;131//866082;
D;012;297322;10;20030303 12:13;P;;;;;;
D;012;297322;10;20030303 12:13;V;;;;;;
B;012;297377;11;20030303 12:13;;;16;CHURCH ST;SINGLETON;2330;505.9;M;20030113;20030217;219000;A;R;RESIDENCE;;AL;;;9397470;
C;012;297377;11;20030303 12:13;100//552654;
D;012;297377;11;20030303 12:13;P;;;;;;
D;012;297377;11;20030303 12:13;P;;;;;;
D;012;297377;11;20030303 12:13;V;;;;;;
B;012;297724;12;20030303 12:13;;;9;DEANS AVE;SINGLETON HEIGHTS;2330;693.9;M;20030124;20030207;170000;A;R;RESIDENCE;;AA;;;9383392;
C;012;297724;12;20030303 12:13;22//247667;
D;012;297724;12;20030303 12:13;P;;;;;;
D;012;297724;12;20030303 12:13;V;;;;;;
B;012;298344;13;20030303 12:13;;;42;GEORGE ST;SINGLETON;2330;1600;M;20021218;20030217;280000;B;3;SHOP & RESIDE;;BB;;;9401669;
C;012;298344;13;20030303 12:13;1//770152;
D;012;298344;13;20030303 12:13;P;;;;;;
D;012;298344;13;20030303 12:13;V;;;;;;
B;012;298361;14;20030303 12:13;;5;1;GIBSON CL;SINGLETON HEIGHTS;2330;;;20021219;20030130;90000;;R;RESIDENCE;5;;;;9376444;
C;012;298361;14;20030303 12:13;5//SP 19048;
D;012;298361;14;20030303 12:13;P;;;;;;
D;012;298361;14;20030303 12:13;V;;;;;;
B;012;298628;15;20030303 12:13;;;31;HENRY DR;SINGLETON HEIGHTS;2330;820.3;M;20021108;20021213;157500;A;V;VACANT LAND;;AA;;;9374657;
C;012;298628;15;20030303 12:13;952//263524;
D;012;298628;15;20030303 12:13;P;;;;;;
D;012;298628;15;20030303 12:13;V;;;;;;
B;012;299026;16;20030303 12:13;;9;14;KELSO ST;SINGLETON;2330;;;20020120;20030221;127000;;R;RESIDENCE;9;;;;9407177;
C;012;299026;16;20030303 12:13;9//SP 18250;
D;012;299026;16;20030303 12:13;P;;;;;;
D;012;299026;16;20030303 12:13;P;;;;;;
D;012;299026;16;20030303 12:13;V;;;;;;
B;012;299026;17;20030303 12:13;;10;14;KELSO ST;SINGLETON;2330;;;20030121;20030219;116500;;R;RESIDENCE;10;;;;9407736;
C;012;299026;17;20030303 12:13;10//SP 18250;
D;012;299026;17;20030303 12:13;P;;;;;;
D;012;299026;17;20030303 12:13;P;;;;;;
D;012;299026;17;20030303 12:13;V;;;;;;
B;012;300358;18;20030303 12:13;;;1;SEVER CL;DARLINGTON;2330;831;M;20021030;20030213;255000;A;R;RESIDENCE;;AD;;;9382922;
C;012;300358;18;20030303 12:13;400//261199;
D;012;300358;18;20030303 12:13;P;;;;;;
D;012;300358;18;20030303 12:13;P;;;;;;
D;012;300358;18;20030303 12:13;V;;;;;;
B;012;300371;19;20030303 12:13;;;16;SIMPSON TCE;DARLINGTON;2330;907.8;M;20021216;20030203;275000;A;R;RESIDENCE;;AD;;;9387455;
C;012;300371;19;20030303 12:13;373//260551;
D;012;300371;19;20030303 12:13;P;;;;;;
D;012;300371;19;20030303 12:13;V;;;;;;
B;012;300650;20;20030303 12:13;;;1;WATERHOUSE AVE;SINGLETON;2330;600;M;20030115;20030221;145000;A;R;RESIDENCE;;AH;;;9400861;
C;012;300650;20;20030303 12:13;75//262313;
D;012;300650;20;20030303 12:13;P;;;;;;
D;012;300650;20;20030303 12:13;V;;;;;;
B;012;301046;21;20030303 12:13;;;86;YORK ST;SINGLETON;2330;1461;M;20030117;20030207;210000;A;R;RESIDENCE;;AL;;;9382066;
C;012;301046;21;20030303 12:13;2//152077;
D;012;301046;21;20030303 12:13;P;;;;;;
D;012;301046;21;20030303 12:13;P;;;;;;
D;012;301046;21;20030303 12:13;V;;;;;;
D;012;301046;21;20030303 12:13;V;;;;;;
B;012;301054;22;20030303 12:13;;;63 A;YORK ST;SINGLETON;2330;720;M;20030131;20030214;208000;A;R;RESIDENCE;;AL;;;9387089;
C;012;301054;22;20030303 12:13;105//836744;
D;012;301054;22;20030303 12:13;P;;;;;;
D;012;301054;22;20030303 12:13;V;;;;;;
B;012;301293;23;20030303 12:13;;;;ALPHA ST;CAMBERWELL;2330;1012;M;20021218;20030204;132000;R;R;RESIDENCE;;ZC;;;9397198;
C;012;301293;23;20030303 12:13;5//253695;
D;012;301293;23;20030303 12:13;P;;;;;;
D;012;301293;23;20030303 12:13;P;;;;;;
D;012;301293;23;20030303 12:13;V;;;;;;
B;012;301589;24;20030303 12:13;;;;SWAIN ST;BELFORD;2335;1.514;H;20021205;20030110;155000;R;R;RESIDENCE;;RJ;;;9406783;
C;012;301589;24;20030303 12:13;5//845380;
D;012;301589;24;20030303 12:13;P;;;;;;
D;012;301589;24;20030303 12:13;P;;;;;;
D;012;301589;24;20030303 12:13;V;;;;;;
B;012;302604;25;20030303 12:13;;;;BRIGADIER HAMMETT RD;WATTLEPONDS;2330;1.211;H;20021219;20030130;97000;R;V;VACANT LAND;;RR;;;9381610;
C;012;302604;25;20030303 12:13;187//1014114;
D;012;302604;25;20030303 12:13;P;;;;;;
D;012;302604;25;20030303 12:13;P;;;;;;
D;012;302604;25;20030303 12:13;V;;;;;;
D;012;302604;25;20030303 12:13;V;;;;;;
B;012;302863;26;20030303 12:13;;;5;KA WAL;WATTLEPONDS;2330;1.001;H;20021220;20030122;307500;R;R;RESIDENCE;;RR;;;9379858;
C;012;302863;26;20030303 12:13;149//849925;
D;012;302863;26;20030303 12:13;P;;;;;;
