A;011;20030801 12:06;PDANN;
B;011;291676;1;20030801 12:06;;;;GIBBERGUNYAH RD;SCONE;2337;694.1;H;20030401;20030606;800000;R;R;RESIDENCE;;GB;;0;9727038;
C;011;291676;1;20030801 12:06;173//750914;
D;011;291676;1;20030801 12:06;P;;;;;;
D;011;291676;1;20030801 12:06;P;;;;;;
D;011;291676;1;20030801 12:06;P;;;;;;
D;011;291676;1;20030801 12:06;V;;;;;;
D;011;291676;1;20030801 12:06;V;;;;;;
B;011;292137;2;20030801 12:06;;;122;TULLONG RD;SCONE;2337;2.782;H;20030402;20030620;295000;R;R;RESIDENCE;;HS;;0;9756794;
C;011;292137;2;20030801 12:06;31//249726;
D;011;292137;2;20030801 12:06;P;;;;;;
D;011;292137;2;20030801 12:06;P;;;;;;
D;011;292137;2;20030801 12:06;V;;;;;;
B;011;292393;3;20030801 12:06;;;2;KINGDON ST;PARKVILLE;2337;1017;M;20030530;20030711;25000;A;R;RESIDENCE;;VP;;0;9828095;
C;011;292393;3;20030801 12:06;100//832126;
D;011;292393;3;20030801 12:06;P;;;;;;
D;011;292393;3;20030801 12:06;P;;;;;;
D;011;292393;3;20030801 12:06;V;;;;;;
B;011;292475;4;20030801 12:06;;;;DAVIS CREEK RD;SCONE;2337;30.67;H;20030410;20030627;48000;R;V;VACANT LAND;;HR;;0;9804971;
C;011;292475;4;20030801 12:06;930//567929;
D;011;292475;4;20030801 12:06;P;;;;;;
D;011;292475;4;20030801 12:06;P;;;;;;
D;011;292475;4;20030801 12:06;P;;;;;;
D;011;292475;4;20030801 12:06;P;;;;;;
D;011;292475;4;20030801 12:06;V;;;;;;
B;011;292938;5;20030801 12:06;;;13;MOUNT ST;ABERDEEN;2336;1012;M;20030523;20030701;70000;A;R;RESIDENCE;;AA;;0;9787573;
C;011;292938;5;20030801 12:06;14//667585;
D;011;292938;5;20030801 12:06;P;;;;;;
D;011;292938;5;20030801 12:06;V;;;;;;
D;011;292938;5;20030801 12:06;V;;;;;;
B;011;293152;6;20030801 12:06;;;20;GRAEME ST;ABERDEEN;2336;1007;M;20030509;20030617;86000;A;R;RESIDENCE;;AA;;0;9796666;
C;011;293152;6;20030801 12:06;51//568939;
