A;RTSALEDATA;244;20201116 01:03;VALNET;
B;244;2648715;1;20201116 01:03;BETELGUEX;;9781;THE GIPPS WAY;CONDOBOLIN;2877;261;H;20201008;20201105;576300;RU1;3;FARM;;RRB;;0;AQ532383;
C;244;2648715;1;20201116 01:03;210/753113 Enclosure Permit 23224;
D;244;2648715;1;20201116 01:03;P;;;;;;
D;244;2648715;1;20201116 01:03;P;;;;;;
D;244;2648715;1;20201116 01:03;V;;;;;;
D;244;2648715;1;20201116 01:03;V;;;;;;
B;244;2650073;2;20201116 01:03;;;100;OFFICERS PDE;CONDOBOLIN;2877;1.244;H;20200928;20201109;378000;RU5;R;RESIDENCE;;ZCF;;0;AQ539366;
C;244;2650073;2;20201116 01:03;1/509859;
D;244;2650073;2;20201116 01:03;P;;;;;;
D;244;2650073;2;20201116 01:03;P;;;;;;
D;244;2650073;2;20201116 01:03;V;;;;;;
Z;13;2;2;7;
