A;RTSALEDATA;214;20190708 01:07;VALNET;
B;214;2894273;1;20190708 01:07;;;12;BISCAY GR;KELLYVILLE RIDGE;2155;450.5;M;20190524;20190628;825000;R2;R;RESIDENCE;;RKR;;0;AP357269;
C;214;2894273;1;20190708 01:07;858/1038017;
D;214;2894273;1;20190708 01:07;P;;;;;;
D;214;2894273;1;20190708 01:07;P;;;;;;
D;214;2894273;1;20190708 01:07;V;;;;;;
D;214;2894273;1;20190708 01:07;V;;;;;;
B;214;3415843;2;20190708 01:07;;;58;WHITEWOOD CRES;KELLYVILLE RIDGE;2155;452.4;M;20190501;20190628;1080000;R2;R;RESIDENCE;;RKR;;0;AP359527;
C;214;3415843;2;20190708 01:07;34/1131802;
D;214;3415843;2;20190708 01:07;P;;;;;;
D;214;3415843;2;20190708 01:07;P;;;;;;
D;214;3415843;2;20190708 01:07;V;;;;;;
B;214;3424875;3;20190708 01:07;;;54;BANDICOOT DR;WOODCROFT;2767;191.1;M;20190523;20190704;581000;R2;R;RESIDENCE;;RDW;;0;AP371620;
C;214;3424875;3;20190708 01:07;131/270508;
D;214;3424875;3;20190708 01:07;P;;;;;;
D;214;3424875;3;20190708 01:07;V;;;;;;
D;214;3424875;3;20190708 01:07;V;;;;;;
B;214;4196300;4;20190708 01:07;;;134;FAIRWATER BVD;BLACKTOWN;2148;273.1;M;20180212;20190703;1084000;R1;R;RESIDENCE;;RRD;;0;AP369319;
C;214;4196300;4;20190708 01:07;8/271110;
D;214;4196300;4;20190708 01:07;P;;;;;;
D;214;4196300;4;20190708 01:07;V;;;;;;
B;214;4196312;5;20190708 01:07;;;158;FAIRWATER BVD;BLACKTOWN;2148;261.2;M;20180215;20190701;1016000;R1;R;RESIDENCE;;RRD;;0;AP363001;
C;214;4196312;5;20190708 01:07;20/271110;
D;214;4196312;5;20190708 01:07;P;;;;;;
D;214;4196312;5;20190708 01:07;P;;;;;;
D;214;4196312;5;20190708 01:07;V;;;;;;
B;214;4201234;6;20190708 01:07;;;7;EADES ST;MARSDEN PARK;2765;286.6;M;20190628;20190628;352000;R2;V;VACANT LAND;;RMP;;0;AP356682;
C;214;4201234;6;20190708 01:07;2965/1230907;
D;214;4201234;6;20190708 01:07;P;;;;;;
D;214;4201234;6;20190708 01:07;V;;;;;;
B;214;4202213;7;20190708 01:07;;;33;WILCOX ST;MARSDEN PARK;2765;374.9;M;20190626;20190627;473000;R2;V;VACANT LAND;;RMP;;0;AP354970;
C;214;4202213;7;20190708 01:07;3112/1230911;
D;214;4202213;7;20190708 01:07;P;;;;;;
D;214;4202213;7;20190708 01:07;V;;;;;;
B;214;4191559;8;20190708 01:07;;;105;METELLA RD;TOONGABBIE;2146;249;M;20190121;20190306;760000;;R;RESIDENCE;3;;;0;AP362506;
