A;RTSALEDATA;243;20190708 01:08;VALNET;
B;243;3215789;1;20190708 01:08;;;85;OLD BAIRDS LANE;HAY;2711;54.99;H;20180821;20180917;11000;RU4;3;FARM;;RRA;;0;AP231512;
C;243;3215789;1;20190708 01:08;44, 48/448476;
D;243;3215789;1;20190708 01:08;P;;;;;;
D;243;3215789;1;20190708 01:08;P;;;;;;
D;243;3215789;1;20190708 01:08;V;;;;;;
D;243;3215789;1;20190708 01:08;V;;;;;;
B;243;2970659;2;20190708 01:08;;;415;BELMORE ST;HAY;2711;581.7;M;20190621;20190703;45000;RU5;R;RESIDENCE;;RAA;;0;AP372804;
C;243;2970659;2;20190708 01:08;1, 2/1045784;
D;243;2970659;2;20190708 01:08;P;;;;;;
D;243;2970659;2;20190708 01:08;P;;;;;;
D;243;2970659;2;20190708 01:08;V;;;;;;
Z;13;2;2;7;
