A;RTSALEDATA;537;20191021 01:12;VALNET;
B;537;4227661;1;20191021 01:12;MERRYBAH;;59;MIA MIA RD;PURLEWAUGH;2357;982.199;H;20190826;20191003;2900000;RU1;3;FARM;;RFE;;0;AP581206;
C;537;4227661;1;20191021 01:12;112/40352 A/385902 1/659896 71, 72, 73, 98/754980 Enclosure Permit 245;
C;537;4227661;1;20191021 01:12;88 Enclosure Permit 610770;
D;537;4227661;1;20191021 01:12;P;;;;;;
D;537;4227661;1;20191021 01:12;V;;;;;;
D;537;4227661;1;20191021 01:12;V;;;;;;
B;537;4246729;2;20191021 01:12;;;;CREENAUNES LANE;BARADINE;2396;3.81;H;20190222;20190819;1301;;V;VACANT LAND;;;;0;AP506834;
C;537;4246729;2;20191021 01:12;1/1252512;
D;537;4246729;2;20191021 01:12;P;;;;;;
D;537;4246729;2;20191021 01:12;V;;;;;;
B;537;2630497;3;20191021 01:12;;;109;EDWARDS ST;COONABARABRAN;2357;902.5;M;20190730;20191011;85000;R1;R;RESIDENCE;;ACN;;0;AP601298;
C;537;2630497;3;20191021 01:12;24/740998;
D;537;2630497;3;20191021 01:12;P;;;;;;
D;537;2630497;3;20191021 01:12;P;;;;;;
D;537;2630497;3;20191021 01:12;V;;;;;;
B;537;3520418;4;20191021 01:12;SALISBURY;;1564;MOUNT HOPE RD;COOLAH;2843;1135;H;20190924;20191009;640000;RU1;3;FARM;;RGB;;0;AP593136;
C;537;3520418;4;20191021 01:12;16/877665 1/1149506;
D;537;3520418;4;20191021 01:12;P;;;;;;
D;537;3520418;4;20191021 01:12;V;;;;;;
D;537;3520418;4;20191021 01:12;V;;;;;;
Z;22;4;5;11;
