A;RTSALEDATA;024;20190218 01:10;VALNET;
B;024;3997130;1;20190218 01:10;;;268;WAVEHILL RD;MUTTAMA;2722;2602.58;H;20181221;20190208;32450000;RU1;3;FARM;;RMA;;0;AP52043;
C;024;3997130;1;20190218 01:10;1/101686 1/101687 1/101688 1, 3, 4, 5/176084 2, 5, 6/368661 37, 95, 98;
C;024;3997130;1;20190218 01:10;, 100, 108, 111, 112, 133, 146, 155, 191, 192, 193, 194, 195, 202, 256;
C;024;3997130;1;20190218 01:10;, 297, 337, 338/753600 68, 69, 70, 71, 80, 140, 141, 143, 144, 145, 14;
C;024;3997130;1;20190218 01:10;6, 269, 276/753603 1/807091 5/826994 4/1023593 1, 2, 3, 4/1117687 Encl;
C;024;3997130;1;20190218 01:10;osure Permit 26057 Enclosure Permit 61778;
D;024;3997130;1;20190218 01:10;P;;;;;;
Z;9;1;5;1;
