A;RTSALEDATA;050;20190218 01:10;VALNET;
B;050;2894629;1;20190218 01:10;;;27;ANNAPURNA LANE;TABLE TOP;2640;3.164;H;20181218;20190211;960000;R5;R;RESIDENCE;;LLT;;0;AP53846;
C;050;2894629;1;20190218 01:10;48/1038524;
D;050;2894629;1;20190218 01:10;P;;;;;;
D;050;2894629;1;20190218 01:10;P;;;;;;
D;050;2894629;1;20190218 01:10;V;;;;;;
D;050;2894629;1;20190218 01:10;V;;;;;;
B;050;4150897;2;20190218 01:10;;;77;MERKEL ST;THURGOONA;2640;6017;M;20181128;20190208;274000;IN2;V;VACANT LAND;;DLS;;0;AP52299;
C;050;4150897;2;20190218 01:10;102/1246132;
D;050;4150897;2;20190218 01:10;P;;;;;;
D;050;4150897;2;20190218 01:10;V;;;;;;
D;050;4150897;2;20190218 01:10;V;;;;;;
B;050;4161141;3;20190218 01:10;;;9;MORRISSEY CT;THURGOONA;2640;690;M;20190118;20190214;128000;R1;V;VACANT LAND;;ATN;;0;AP62214;
C;050;4161141;3;20190218 01:10;2049/1209499;
D;050;4161141;3;20190218 01:10;P;;;;;;
D;050;4161141;3;20190218 01:10;P;;;;;;
D;050;4161141;3;20190218 01:10;V;;;;;;
B;050;487644;4;20190218 01:10;;;355;CHEYENNE DR;LAVINGTON;2641;663.9;M;20181219;20190214;295000;R1;R;RESIDENCE;;ALV;;0;AP63052;
C;050;487644;4;20190218 01:10;51/235770;
D;050;487644;4;20190218 01:10;P;;;;;;
D;050;487644;4;20190218 01:10;P;;;;;;
D;050;487644;4;20190218 01:10;V;;;;;;
D;050;487644;4;20190218 01:10;V;;;;;;
B;050;494396;5;20190218 01:10;;;402;KOTTHOFF ST;LAVINGTON;2641;1012;M;20190117;20190208;187500;R3;R;RESIDENCE;;MDL;;0;AP51559;
C;050;494396;5;20190218 01:10;2/377316;
D;050;494396;5;20190218 01:10;P;;;;;;
D;050;494396;5;20190218 01:10;P;;;;;;
D;050;494396;5;20190218 01:10;V;;;;;;
B;050;492503;6;20190218 01:10;;;437 B;HOVELL ST;SOUTH ALBURY;2640;455.17;M;20190109;20190208;150000;R1;R;RESIDENCE;;ASA;;0;AP50846;
C;050;492503;6;20190218 01:10;7/726137;
D;050;492503;6;20190218 01:10;P;;;;;;
D;050;492503;6;20190218 01:10;V;;;;;;
B;050;490414;7;20190218 01:10;;;328;FALLON ST;NORTH ALBURY;2640;739.8;M;20190118;20190208;140000;R1;R;RESIDENCE;;ANN;;0;AP51482;
C;050;490414;7;20190218 01:10;14/36527;
D;050;490414;7;20190218 01:10;P;;;;;;
D;050;490414;7;20190218 01:10;V;;;;;;
B;050;501027;8;20190218 01:10;;;310;SUTHERLAND ST;LAVINGTON;2641;942.2;M;20190117;20190211;223000;R1;R;RESIDENCE;;ALV;;0;AP54779;
C;050;501027;8;20190218 01:10;152/39300;
D;050;501027;8;20190218 01:10;P;;;;;;
D;050;501027;8;20190218 01:10;V;;;;;;
B;050;501990;9;20190218 01:10;;2;340;UNION RD;LAVINGTON;2641;;;20190122;20190208;192500;;R;RESIDENCE;2;;;0;AP51292;
C;050;501990;9;20190218 01:10;2/SP49497;
D;050;501990;9;20190218 01:10;P;;;;;;
D;050;501990;9;20190218 01:10;V;;;;;;
D;050;501990;9;20190218 01:10;V;;;;;;
B;050;4019976;10;20190218 01:10;;;34;MEANDER ST;THURGOONA;2640;770.2;M;20190110;20190214;140000;R1;V;VACANT LAND;;ATN;;0;AP62667;
C;050;4019976;10;20190218 01:10;510/1229895;
D;050;4019976;10;20190218 01:10;P;;;;;;
D;050;4019976;10;20190218 01:10;P;;;;;;
D;050;4019976;10;20190218 01:10;V;;;;;;
B;050;4067895;11;20190218 01:10;;;34;MACARTHUR ST;LAVINGTON;2641;765.6;M;20181120;20190211;120500;R1;R;RESIDENCE;;AHV;;0;AP54832;
C;050;4067895;11;20190218 01:10;421/1217668;
D;050;4067895;11;20190218 01:10;P;;;;;;
D;050;4067895;11;20190218 01:10;P;;;;;;
D;050;4067895;11;20190218 01:10;V;;;;;;
D;050;4067895;11;20190218 01:10;V;;;;;;
D;050;4067895;11;20190218 01:10;V;;;;;;
D;050;4067895;11;20190218 01:10;V;;;;;;
D;050;4067895;11;20190218 01:10;V;;;;;;
D;050;4067895;11;20190218 01:10;V;;;;;;
D;050;4067895;11;20190218 01:10;V;;;;;;
B;050;4041159;12;20190218 01:10;;;57;TWEED CT;THURGOONA;2640;2078;M;20181112;20190211;230000;R1;R;RESIDENCE;;ATN;;0;AP54331;
C;050;4041159;12;20190218 01:10;110/1222202;
D;050;4041159;12;20190218 01:10;P;;;;;;
D;050;4041159;12;20190218 01:10;P;;;;;;
D;050;4041159;12;20190218 01:10;V;;;;;;
D;050;4041159;12;20190218 01:10;V;;;;;;
B;050;3709598;13;20190218 01:10;;;39;EVESHAM PL;THURGOONA;2640;296.7;M;20190114;20190213;390000;R1;R;RESIDENCE;;ATN;;0;AP59386;
C;050;3709598;13;20190218 01:10;5/286473;
D;050;3709598;13;20190218 01:10;P;;;;;;
D;050;3709598;13;20190218 01:10;V;;;;;;
B;050;3626921;14;20190218 01:10;;;243;KOSCIUSZKO RD;THURGOONA;2640;666.7;M;20190115;20190208;419000;R1;R;RESIDENCE;;ATN;;0;AP51441;
C;050;3626921;14;20190218 01:10;76/1172663;
D;050;3626921;14;20190218 01:10;P;;;;;;
D;050;3626921;14;20190218 01:10;P;;;;;;
D;050;3626921;14;20190218 01:10;V;;;;;;
B;050;3420987;15;20190218 01:10;;2;329;URANA RD;LAVINGTON;2641;265;M;20180808;20190131;260000;;3;OFFICE;2;;;0;AP53113;
C;050;3420987;15;20190218 01:10;2/SP81228;
D;050;3420987;15;20190218 01:10;P;;;;;;
D;050;3420987;15;20190218 01:10;V;;;;;;
D;050;3420987;15;20190218 01:10;V;;;;;;
B;050;3852082;16;20190218 01:10;;;90;SONGLARK CRES;THURGOONA;2640;473.5;M;20181207;20190208;385000;R1;R;RESIDENCE;;ATN;;0;AP50341;
C;050;3852082;16;20190218 01:10;635/1201011;
D;050;3852082;16;20190218 01:10;P;;;;;;
D;050;3852082;16;20190218 01:10;P;;;;;;
D;050;3852082;16;20190218 01:10;V;;;;;;
B;050;3977357;17;20190218 01:10;;1;22;HARVEY CT;GLENROY;2640;272;M;20181211;20190211;230000;;R;RESIDENCE;1;;;0;AP54731;
C;050;3977357;17;20190218 01:10;1/SP94548;
D;050;3977357;17;20190218 01:10;P;;;;;;
D;050;3977357;17;20190218 01:10;P;;;;;;
D;050;3977357;17;20190218 01:10;V;;;;;;
D;050;3977357;17;20190218 01:10;V;;;;;;
Z;93;17;17;57;
