A;RTSALEDATA;244;20190812 01:09;VALNET;
B;244;2648106;1;20190812 01:09;;;;MCINNES ST;LAKE CARGELLIGO;2672;1.224;H;20190619;20190802;720000;RU5;R;RESIDENCE;;ZLC;;0;AP439351;
C;244;2648106;1;20190812 01:09;102/752329 Licence 146196;
D;244;2648106;1;20190812 01:09;P;;;;;;
D;244;2648106;1;20190812 01:09;P;;;;;;
D;244;2648106;1;20190812 01:09;V;;;;;;
B;244;2647679;2;20190812 01:09;;;61;FOSTER ST;LAKE CARGELLIGO;2672;2023;M;20190731;20190802;30000;RU5;V;VACANT LAND;;ZLA;;0;AP437011;
C;244;2647679;2;20190812 01:09;7/49/758595;
D;244;2647679;2;20190812 01:09;P;;;;;;
D;244;2647679;2;20190812 01:09;V;;;;;;
D;244;2647679;2;20190812 01:09;V;;;;;;
D;244;2647679;2;20190812 01:09;V;;;;;;
D;244;2647679;2;20190812 01:09;V;;;;;;
Z;14;2;2;8;
