A;RTSALEDATA;102;20251110 01:07;VALNET;
B;102;2845675;1;20251110 01:07;;;12;BLACKETT PL;BOWRAL;2576;850;M;20251009;20251105;1357500;R2;R;RESIDENCE;;NAA;;;AV580415;
C;102;2845675;1;20251110 01:07;315/1031487;
D;102;2845675;1;20251110 01:07;P;;;;;;
D;102;2845675;1;20251110 01:07;P;;;;;;
D;102;2845675;1;20251110 01:07;V;;;;;;
B;102;2886836;2;20251110 01:07;;;18;JEMIMA LANE;WINGELLO;2579;4744;M;20251011;20251031;840000;R5;R;RESIDENCE;;QXA;;;AV567617;
C;102;2886836;2;20251110 01:07;5/1036841;
D;102;2886836;2;20251110 01:07;P;;;;;;
D;102;2886836;2;20251110 01:07;V;;;;;;
B;102;6006080;3;20251110 01:07;;4;17;SUTTOR RD;MOSS VALE;2577;421;M;20250910;20251031;1245000;;R;RESIDENCE;4;;;;AV566226;
C;102;6006080;3;20251110 01:07;4/SP109434;
D;102;6006080;3;20251110 01:07;P;;;;;;
D;102;6006080;3;20251110 01:07;P;;;;;;
D;102;6006080;3;20251110 01:07;V;;;;;;
D;102;6006080;3;20251110 01:07;V;;;;;;
B;102;2992799;4;20251110 01:07;;;9;WARRIGAL ST;WILLOW VALE;2575;1393;M;20250815;20251104;1350000;R2;R;RESIDENCE;;DHA;;;AV578843;
C;102;2992799;4;20251110 01:07;183/1053460;
D;102;2992799;4;20251110 01:07;P;;;;;;
D;102;2992799;4;20251110 01:07;P;;;;;;
D;102;2992799;4;20251110 01:07;V;;;;;;
D;102;2992799;4;20251110 01:07;V;;;;;;
B;102;3019640;5;20251110 01:07;;;2;NORTH ST;MOSS VALE;2577;317.06;M;20251017;20251103;850000;R3;R;RESIDENCE;;FCA;;;AV574044;
C;102;3019640;5;20251110 01:07;1/1038182;
D;102;3019640;5;20251110 01:07;P;;;;;;
D;102;3019640;5;20251110 01:07;V;;;;;;
D;102;3019640;5;20251110 01:07;V;;;;;;
B;102;3551476;6;20251110 01:07;;;1035;MERYLA RD;MERYLA;2577;51.36;H;20250801;20251030;5180000;C3;R;RESIDENCE;;HAM;;;AV560571;
C;102;3551476;6;20251110 01:07;102/1046374;
D;102;3551476;6;20251110 01:07;P;;;;;;
D;102;3551476;6;20251110 01:07;P;;;;;;
D;102;3551476;6;20251110 01:07;V;;;;;;
B;102;3519748;7;20251110 01:07;;7;13;LYELL ST;MITTAGONG;2575;;;20251009;20251029;715000;;3;COMMERCIAL;7;;;;AV557570;
C;102;3519748;7;20251110 01:07;7/SP83797;
D;102;3519748;7;20251110 01:07;P;;;;;;
D;102;3519748;7;20251110 01:07;V;;;;;;
B;102;4090521;8;20251110 01:07;;;34;AZALEA ST;COLO VALE;2575;1077;M;20250808;20251103;1480000;R2;R;RESIDENCE;;CAA;;;AV574258;
C;102;4090521;8;20251110 01:07;3/1239087;
D;102;4090521;8;20251110 01:07;P;;;;;;
D;102;4090521;8;20251110 01:07;P;;;;;;
D;102;4090521;8;20251110 01:07;V;;;;;;
D;102;4090521;8;20251110 01:07;V;;;;;;
B;102;4570737;9;20251110 01:07;;;17;PRIMROSE DR;MOSS VALE;2577;600;M;20250922;20251103;535000;R2;R;RESIDENCE;;EBA;;;AV572482;
C;102;4570737;9;20251110 01:07;1211/1286583;
D;102;4570737;9;20251110 01:07;P;;;;;;
D;102;4570737;9;20251110 01:07;P;;;;;;
D;102;4570737;9;20251110 01:07;V;;;;;;
D;102;4570737;9;20251110 01:07;V;;;;;;
B;102;4614180;10;20251110 01:07;;14;2;RED FIELDS RD;MOSS VALE;2577;97;M;20250808;20251106;445500;;3;FACTORY;14;;;;AV584008;
C;102;4614180;10;20251110 01:07;14/SP109728;
D;102;4614180;10;20251110 01:07;P;;;;;;
D;102;4614180;10;20251110 01:07;V;;;;;;
B;102;3255529;11;20251110 01:07;;;6;SKYE PL;BUNDANOON;2578;730.6;M;20250908;20251031;1985000;R2;R;RESIDENCE;;QAA;;;AV565850;
C;102;3255529;11;20251110 01:07;15/1095411;
D;102;3255529;11;20251110 01:07;P;;;;;;
D;102;3255529;11;20251110 01:07;P;;;;;;
D;102;3255529;11;20251110 01:07;V;;;;;;
B;102;3637399;12;20251110 01:07;;;9;LANGLEY AVE;RENWICK;2575;555.2;M;20250828;20251103;1185000;R2;R;RESIDENCE;;RLA;;;AV573329;
C;102;3637399;12;20251110 01:07;3013/1174913;
D;102;3637399;12;20251110 01:07;P;;;;;;
D;102;3637399;12;20251110 01:07;P;;;;;;
D;102;3637399;12;20251110 01:07;V;;;;;;
D;102;3637399;12;20251110 01:07;V;;;;;;
B;102;3677456;13;20251110 01:07;;;14;THOMAS ST;MITTAGONG;2575;1012;M;20250916;20251028;1250000;R2;R;RESIDENCE;;LDA;;;AV555629;
C;102;3677456;13;20251110 01:07;6/20/111201;
D;102;3677456;13;20251110 01:07;P;;;;;;
D;102;3677456;13;20251110 01:07;P;;;;;;
D;102;3677456;13;20251110 01:07;V;;;;;;
D;102;3677456;13;20251110 01:07;V;;;;;;
B;102;1107256;14;20251110 01:07;;;1;BEDFORD PL;BURRADOO;2576;4047;M;20250922;20251103;1457500;R5;R;RESIDENCE;;NWA;;;AV574788;
C;102;1107256;14;20251110 01:07;2/252707;
D;102;1107256;14;20251110 01:07;P;;;;;;
D;102;1107256;14;20251110 01:07;P;;;;;;
D;102;1107256;14;20251110 01:07;V;;;;;;
D;102;1107256;14;20251110 01:07;V;;;;;;
D;102;1107256;14;20251110 01:07;V;;;;;;
B;102;1107562;15;20251110 01:07;;;45;BERRIMA ST;WELBY;2575;2023;M;20250801;20251103;925000;R2;R;RESIDENCE;;DNA;;;AV576206;
C;102;1107562;15;20251110 01:07;4/4/759070;
D;102;1107562;15;20251110 01:07;P;;;;;;
D;102;1107562;15;20251110 01:07;V;;;;;;
B;102;1107580;16;20251110 01:07;;;5;BERRIMA DR;BERRIMA;2577;2;H;20250829;20251031;2450000;RU4;R;RESIDENCE;;JBL;;;AV567680;
C;102;1107580;16;20251110 01:07;21/879317;
D;102;1107580;16;20251110 01:07;P;;;;;;
D;102;1107580;16;20251110 01:07;P;;;;;;
D;102;1107580;16;20251110 01:07;V;;;;;;
D;102;1107580;16;20251110 01:07;V;;;;;;
B;102;1108016;17;20251110 01:07;;;63;BOARDMAN RD;BOWRAL;2576;1500;M;20250808;20251103;2085000;R2;R;RESIDENCE;;NAA;;;AV573677;
C;102;1108016;17;20251110 01:07;7/882935;
D;102;1108016;17;20251110 01:07;P;;;;;;
D;102;1108016;17;20251110 01:07;P;;;;;;
D;102;1108016;17;20251110 01:07;V;;;;;;
B;102;1108208;18;20251110 01:07;;;87;BONG BONG RD;MITTAGONG;2575;837.4;M;20250830;20251103;1285000;R2;R;RESIDENCE;;LDA;;;AV572716;
C;102;1108208;18;20251110 01:07;38/249283;
D;102;1108208;18;20251110 01:07;P;;;;;;
D;102;1108208;18;20251110 01:07;V;;;;;;
D;102;1108208;18;20251110 01:07;V;;;;;;
B;102;1107819;19;20251110 01:07;;;4;BINDAR CRES;BUNDANOON;2578;1332;M;20250925;20251106;925000;R2;R;RESIDENCE;;QAA;;;AV585072;
C;102;1107819;19;20251110 01:07;101/249197;
D;102;1107819;19;20251110 01:07;P;;;;;;
D;102;1107819;19;20251110 01:07;P;;;;;;
D;102;1107819;19;20251110 01:07;V;;;;;;
D;102;1107819;19;20251110 01:07;V;;;;;;
D;102;1107819;19;20251110 01:07;V;;;;;;
B;102;1116951;20;20251110 01:07;;;110;MERRIGANG ST;BOWRAL;2576;923.2;M;20251017;20251031;270000;R2;R;RESIDENCE;;NCA;;;AV566478;
C;102;1116951;20;20251110 01:07;12/236690;
D;102;1116951;20;20251110 01:07;P;;;;;;
D;102;1116951;20;20251110 01:07;V;;;;;;
D;102;1116951;20;20251110 01:07;V;;;;;;
D;102;1116951;20;20251110 01:07;V;;;;;;
B;102;1109034;21;20251110 01:07;;;68;MARTINS RD;WINGELLO;2579;40.14;H;20251003;20251031;1550000;C3;R;RESIDENCE;;QHM;;;AV566084;
C;102;1109034;21;20251110 01:07;2/776266;
D;102;1109034;21;20251110 01:07;P;;;;;;
D;102;1109034;21;20251110 01:07;P;;;;;;
D;102;1109034;21;20251110 01:07;V;;;;;;
B;102;1119830;22;20251110 01:07;;;46;PEARCE ST;HILL TOP;2575;2.023;H;20250829;20251104;1810000;C3;R;RESIDENCE;;CSM;;;AV577949;
C;102;1119830;22;20251110 01:07;1/564067;
D;102;1119830;22;20251110 01:07;P;;;;;;
D;102;1119830;22;20251110 01:07;P;;;;;;
D;102;1119830;22;20251110 01:07;V;;;;;;
B;102;1122898;23;20251110 01:07;;;53;SUTTOR RD;MOSS VALE;2577;1102;M;20251010;20251106;935000;R2;R;RESIDENCE;;EBA;;;AV584751;
C;102;1122898;23;20251110 01:07;18/711156;
D;102;1122898;23;20251110 01:07;P;;;;;;
D;102;1122898;23;20251110 01:07;V;;;;;;
B;102;1120337;24;20251110 01:07;;;48;PURCELL ST;BOWRAL;2576;787;M;20250920;20251103;900000;R2;R;RESIDENCE;;NBA;;;AV573968;
C;102;1120337;24;20251110 01:07;1/250711;
D;102;1120337;24;20251110 01:07;P;;;;;;
D;102;1120337;24;20251110 01:07;P;;;;;;
