A;007;20011109 10:42;CDIXON;
C;007;198134;11;20011109 10:42;490//804146;
D;007;198134;11;20011109 10:42;P;;;;;;
D;007;198134;11;20011109 10:42;P;;;;;;
D;007;198134;11;20011109 10:42;V;;;;;;
B;007;198151;12;20011109 10:42;;;27;CLENDINNING ST;MUSWELLBROOK;2333;1061;M;20010618;20010807;123500;A;R;RESIDENCE;;AT;AC;;7847734;
C;007;198151;12;20011109 10:42;1000//839277;
D;007;198151;12;20011109 10:42;P;;;;;;
D;007;198151;12;20011109 10:42;P;;;;;;
D;007;198151;12;20011109 10:42;V;;;;;;
D;007;198151;12;20011109 10:42;V;;;;;;
B;007;198237;13;20011109 10:42;;;1;COOK ST;MUSWELLBROOK;2333;682.9;M;20010511;20010726;105000;A;R;RESIDENCE;;AT;AC;;7818285;
C;007;198237;13;20011109 10:42;1//397640;
D;007;198237;13;20011109 10:42;P;;;;;;
D;007;198237;13;20011109 10:42;P;;;;;;
D;007;198237;13;20011109 10:42;V;;;;;;
B;007;198246;14;20011109 10:42;;;39;COOK ST;MUSWELLBROOK;2333;855.2;M;20010802;20010802;8000;A;R;RESIDENCE;;AT;AC;;7876646;
C;007;198246;14;20011109 10:42;A//377111;
D;007;198246;14;20011109 10:42;P;;;;;;
D;007;198246;14;20011109 10:42;V;;;;;;
D;007;198246;14;20011109 10:42;V;;;;;;
B;007;198309;15;20011109 10:42;;;50;COUSINS ST;MUSWELLBROOK;2333;803;M;20010706;20010817;200000;A;R;RESIDENCE;;AT;AC;;7875651;
C;007;198309;15;20011109 10:42;125//242024;
D;007;198309;15;20011109 10:42;P;;;;;;
D;007;198309;15;20011109 10:42;P;;;;;;
D;007;198309;15;20011109 10:42;V;;;;;;
D;007;198309;15;20011109 10:42;V;;;;;;
B;007;198509;16;20011109 10:42;;;21;FLANDERS AVE;MUSWELLBROOK;2333;910.5;M;20010710;20010727;125000;A;R;RESIDENCE;;AT;AC;;7890722;
C;007;198509;16;20011109 10:42;25//38140;
D;007;198509;16;20011109 10:42;P;;;;;;
D;007;198509;16;20011109 10:42;P;;;;;;
D;007;198509;16;20011109 10:42;V;;;;;;
D;007;198509;16;20011109 10:42;V;;;;;;
D;007;198509;16;20011109 10:42;V;;;;;;
B;007;198584;17;20011109 10:42;;;2;FORBES ST;MUSWELLBROOK;2333;607;M;20010731;20010814;58000;A;R;RESIDENCE;;AF;AC;;7864735;
C;007;198584;17;20011109 10:42;B//384698;
D;007;198584;17;20011109 10:42;P;;;;;;
D;007;198584;17;20011109 10:42;V;;;;;;
B;007;198717;18;20011109 10:42;;;21;GEORGE ST;MUSWELLBROOK;2333;973.8;M;20010707;20010820;70000;A;R;RESIDENCE;;AT;AC;;7877933;
C;007;198717;18;20011109 10:42;B//371233;
D;007;198717;18;20011109 10:42;P;;;;;;
D;007;198717;18;20011109 10:42;V;;;;;;
B;007;198791;19;20011109 10:42;;;;HAKEA DR;MUSWELLBROOK;2333;300;M;20010626;20010707;110000;A;R;RESIDENCE;;AL;AC;;7894602;
C;007;198791;19;20011109 10:42;12//836333;
D;007;198791;19;20011109 10:42;P;;;;;;
D;007;198791;19;20011109 10:42;V;;;;;;
D;007;198791;19;20011109 10:42;V;;;;;;
B;007;198833;20;20011109 10:42;;;7;HERMITAGE PL;MUSWELLBROOK;2333;713.2;M;20010607;20010711;105000;A;R;RESIDENCE;;AM;AC;;7834935;
C;007;198833;20;20011109 10:42;226//263254;
D;007;198833;20;20011109 10:42;P;;;;;;
D;007;198833;20;20011109 10:42;P;;;;;;
D;007;198833;20;20011109 10:42;V;;;;;;
D;007;198833;20;20011109 10:42;V;;;;;;
B;007;198965;21;20011109 10:42;;;45;HUMPHRIES ST;MUSWELLBROOK;2333;689.2;M;20010706;20010713;156000;A;R;RESIDENCE;;AT;AC;;7835568;
C;007;198965;21;20011109 10:42;147//242024;
D;007;198965;21;20011109 10:42;P;;;;;;
D;007;198965;21;20011109 10:42;P;;;;;;
D;007;198965;21;20011109 10:42;V;;;;;;
B;007;198986;22;20011109 10:42;;;3;HUMPHRIES ST;MUSWELLBROOK;2333;701.9;M;20010710;20010808;70000;A;R;RESIDENCE;;AT;AC;;7861044;
C;007;198986;22;20011109 10:42;59//237998;
D;007;198986;22;20011109 10:42;P;;;;;;
D;007;198986;22;20011109 10:42;P;;;;;;
D;007;198986;22;20011109 10:42;V;;;;;;
B;007;199067;23;20011109 10:42;;;52;IRONBARK RD;MUSWELLBROOK;2333;1016;M;20010620;20010803;51000;A;V;VACANT LAND;;AB;AV;;7853492;
C;007;199067;23;20011109 10:42;20//1001348;
D;007;199067;23;20011109 10:42;P;;;;;;
D;007;199067;23;20011109 10:42;P;;;;;;
D;007;199067;23;20011109 10:42;V;;;;;;
B;007;200271;24;20011109 10:42;;;7;SAUTERNE CL;MUSWELLBROOK;2333;718.6;M;20010719;20010810;108000;A;R;RESIDENCE;;AM;AC;;7858115;
C;007;200271;24;20011109 10:42;319//263862;
D;007;200271;24;20011109 10:42;P;;;;;;
D;007;200271;24;20011109 10:42;V;;;;;;
B;007;200328;25;20011109 10:42;;;7;SHAW CRES;MUSWELLBROOK;2333;942.2;M;20010717;20010823;100000;A;R;RESIDENCE;;AC;AC;;7888784;
C;007;200328;25;20011109 10:42;25//28425;
D;007;200328;25;20011109 10:42;P;;;;;;
D;007;200328;25;20011109 10:42;P;;;;;;
D;007;200328;25;20011109 10:42;V;;;;;;
Z;139;25;25;87;
