A;001;20011203 12:56;CDIXON;
B;001;2859;19;20011203 12:56;;;6;STUART ST;ABERNETHY;2325;1011;M;20010927;20011108;112000;A;R;RESIDENCE;;FG;;;8133191;
C;001;2859;19;20011203 12:56;16/4/758005;
D;001;2859;19;20011203 12:56;P;;;;;;
D;001;2859;19;20011203 12:56;P;;;;;;
D;001;2859;19;20011203 12:56;V;;;;;;
B;001;2981;20;20011203 12:56;;;72;HELENA ST;ELLALONG;2325;1011;M;20010905;20011019;85000;A;R;RESIDENCE;;FD;;;8107846;
C;001;2981;20;20011203 12:56;92//878153;
D;001;2981;20;20011203 12:56;P;;;;;;
D;001;2981;20;20011203 12:56;P;;;;;;
D;001;2981;20;20011203 12:56;V;;;;;;
B;001;3039;21;20011203 12:56;;;45;CAMPBELL ST;ELLALONG;2325;2.9;H;20010907;20011023;215000;R;R;RESIDENCE;;RH;;;8083998;
C;001;3039;21;20011203 12:56;1/11/758382;
D;001;3039;21;20011203 12:56;P;;;;;;
D;001;3039;21;20011203 12:56;P;;;;;;
D;001;3039;21;20011203 12:56;V;;;;;;
B;001;3209;22;20011203 12:56;;;6;CHARLTON ST;BELLBIRD;2325;505.8;M;20010914;20011012;125000;A;R;RESIDENCE;;GN;AC;;8077278;
C;001;3209;22;20011203 12:56;111//851758;
D;001;3209;22;20011203 12:56;P;;;;;;
D;001;3209;22;20011203 12:56;P;;;;;;
D;001;3209;22;20011203 12:56;V;;;;;;
B;001;3359;23;20011203 12:56;;;3;HETTON ST;BELLBIRD;2325;1226.2;M;20010920;20011018;9500;A;V;VACANT LAND;;GN;AV;;8070598;
C;001;3359;23;20011203 12:56;2/G/6264;
D;001;3359;23;20011203 12:56;P;;;;;;
D;001;3359;23;20011203 12:56;V;;;;;;
D;001;3359;23;20011203 12:56;V;;;;;;
B;001;3451;24;20011203 12:56;;;6;KEELENDI RD;BELLBIRD HEIGHTS;2325;695.5;M;20011004;20011115;20000;A;V;VACANT LAND;;GN;;;8132294;
C;001;3451;24;20011203 12:56;58//12366;
D;001;3451;24;20011203 12:56;P;;;;;;
D;001;3451;24;20011203 12:56;V;;;;;;
B;001;3497;25;20011203 12:56;;;85;KEELENDI RD;BELLBIRD HEIGHTS;2325;739.8;M;20011007;20011110;187000;A;R;RESIDENCE;;GN;;;8140963;
C;001;3497;25;20011203 12:56;90//14509;
D;001;3497;25;20011203 12:56;P;;;;;;
D;001;3497;25;20011203 12:56;P;;;;;;
D;001;3497;25;20011203 12:56;V;;;;;;
D;001;3497;25;20011203 12:56;V;;;;;;
B;001;3755;26;20011203 12:56;;;223;MATHIESON ST;BELLBIRD;2325;549.8;M;20010921;20011019;89000;A;R;RESIDENCE;;GN;;;8085770;
C;001;3755;26;20011203 12:56;14//248087;
D;001;3755;26;20011203 12:56;P;;;;;;
D;001;3755;26;20011203 12:56;V;;;;;;
B;001;3784;27;20011203 12:56;;;40;PRINCE ST;BELLBIRD;2325;;;20011002;20011109;87000;A;R;RESIDENCE;;GN;;;8127609;
C;001;3784;27;20011203 12:56;10/E/7856;
D;001;3784;27;20011203 12:56;P;;;;;;
D;001;3784;27;20011203 12:56;P;;;;;;
D;001;3784;27;20011203 12:56;V;;;;;;
B;001;3871;28;20011203 12:56;;;47;RUBY ST;BELLBIRD;2325;;;20011005;20011109;94000;A;R;RESIDENCE;;GN;;;8123347;
C;001;3871;28;20011203 12:56;6/H/6264;
D;001;3871;28;20011203 12:56;P;;;;;;
D;001;3871;28;20011203 12:56;V;;;;;;
D;001;3871;28;20011203 12:56;V;;;;;;
B;001;3943;29;20011203 12:56;;;5;WATSON ST;BELLBIRD;2325;1012;M;20010918;20011026;125500;A;R;RESIDENCE;;GN;;;8119120;
C;001;3943;29;20011203 12:56;7/11/6821;
D;001;3943;29;20011203 12:56;P;;;;;;
D;001;3943;29;20011203 12:56;P;;;;;;
D;001;3943;29;20011203 12:56;V;;;;;;
B;001;4195;30;20011203 12:56;;;36;BRIDGE ST;BRANXTON;2335;;;20010913;20011025;115000;A;R;RESIDENCE;;FA;;;8118982;
C;001;4195;30;20011203 12:56;19/3/7634;
D;001;4195;30;20011203 12:56;P;;;;;;
D;001;4195;30;20011203 12:56;P;;;;;;
D;001;4195;30;20011203 12:56;V;;;;;;
D;001;4195;30;20011203 12:56;V;;;;;;
B;001;4267;31;20011203 12:56;;;10;CHURCH ST;EAST BRANXTON;2335;1012;M;20010719;20011004;92000;A;R;RESIDENCE;;FA;AC;;8076213;
C;001;4267;31;20011203 12:56;15/K/1846;
D;001;4267;31;20011203 12:56;P;;;;;;
D;001;4267;31;20011203 12:56;V;;;;;;
B;001;4267;32;20011203 12:56;;;10;CHURCH ST;EAST BRANXTON;2335;1012;M;20010719;20011004;92000;A;R;RESIDENCE;;FA;AC;;8076214;
C;001;4267;32;20011203 12:56;15/K/1846;
D;001;4267;32;20011203 12:56;P;;;;;;
D;001;4267;32;20011203 12:56;V;;;;;;
B;001;4362;33;20011203 12:56;;;23;DALWOOD RD;EAST BRANXTON;2335;;;20010913;20011025;70000;A;R;RESIDENCE;;FA;;;8090590;
C;001;4362;33;20011203 12:56;3/A/1846;
D;001;4362;33;20011203 12:56;P;;;;;;
D;001;4362;33;20011203 12:56;P;;;;;;
D;001;4362;33;20011203 12:56;V;;;;;;
D;001;4362;33;20011203 12:56;V;;;;;;
B;001;4388;34;20011203 12:56;;;56;DALWOOD RD;EAST BRANXTON;2335;1010;M;20010918;20011101;145000;A;R;RESIDENCE;;FA;;;8093283;
C;001;4388;34;20011203 12:56;3//255269;
D;001;4388;34;20011203 12:56;P;;;;;;
D;001;4388;34;20011203 12:56;P;;;;;;
D;001;4388;34;20011203 12:56;V;;;;;;
B;001;4399;35;20011203 12:56;;;15;DRINAN ST;BRANXTON;2335;;;20011026;20011123;104000;A;R;RESIDENCE;;FA;;;8154465;
C;001;4399;35;20011203 12:56;6/2/7634;
D;001;4399;35;20011203 12:56;P;;;;;;
D;001;4399;35;20011203 12:56;V;;;;;;
D;001;4399;35;20011203 12:56;V;;;;;;
B;001;4409;36;20011203 12:56;;;8;DRINAN ST;BRANXTON;2335;;;20010723;20010903;85000;A;R;RESIDENCE;;FA;;;8151726;
C;001;4409;36;20011203 12:56;9/3/7634;
D;001;4409;36;20011203 12:56;P;;;;;;
D;001;4409;36;20011203 12:56;V;;;;;;
B;001;4425;37;20011203 12:56;;;57;FLEET ST;BRANXTON;2335;;;20010913;20010918;117500;A;R;RESIDENCE;;FA;;;8095135;
C;001;4425;37;20011203 12:56;9/2/8027;
D;001;4425;37;20011203 12:56;P;;;;;;
D;001;4425;37;20011203 12:56;P;;;;;;
D;001;4425;37;20011203 12:56;V;;;;;;
D;001;4425;37;20011203 12:56;V;;;;;;
B;001;4505;38;20011203 12:56;;;5;GLISSAN ST;EAST BRANXTON;2335;2023;M;20010905;20011031;136000;A;R;RESIDENCE;;FA;;;8093314;
C;001;4505;38;20011203 12:56;1/4/758153;
D;001;4505;38;20011203 12:56;P;;;;;;
D;001;4505;38;20011203 12:56;P;;;;;;
D;001;4505;38;20011203 12:56;V;;;;;;
D;001;4505;38;20011203 12:56;V;;;;;;
B;001;4680;39;20011203 12:56;;;25;MIDDLE ST;EAST BRANXTON;2335;1012;M;20010824;20011025;118000;A;R;RESIDENCE;;FA;;;8084668;
C;001;4680;39;20011203 12:56;8/F/1846;
D;001;4680;39;20011203 12:56;P;;;;;;
D;001;4680;39;20011203 12:56;P;;;;;;
D;001;4680;39;20011203 12:56;V;;;;;;
D;001;4680;39;20011203 12:56;V;;;;;;
B;001;4685;40;20011203 12:56;;;15;MIDDLE ST;EAST BRANXTON;2335;;;20010921;20011026;173000;A;R;RESIDENCE;;FA;AC;;8076086;
C;001;4685;40;20011203 12:56;3/K/1846;
D;001;4685;40;20011203 12:56;P;;;;;;
D;001;4685;40;20011203 12:56;P;;;;;;
D;001;4685;40;20011203 12:56;V;;;;;;
D;001;4685;40;20011203 12:56;V;;;;;;
B;001;4979;41;20011203 12:56;;;65;YATES ST;BRANXTON;2335;841;M;20011003;20011025;120000;A;R;RESIDENCE;;FA;;;8112533;
C;001;4979;41;20011203 12:56;10/D/1846;
D;001;4979;41;20011203 12:56;P;;;;;;
D;001;4979;41;20011203 12:56;P;;;;;;
D;001;4979;41;20011203 12:56;V;;;;;;
D;001;4979;41;20011203 12:56;V;;;;;;
B;001;5038;42;20011203 12:56;;;33;ALFRED ST;CESSNOCK;2325;;;20010911;20011023;835000;A;R;RESIDENCE;;GP;AC;;8076480;
C;001;5038;42;20011203 12:56;2//305776;
D;001;5038;42;20011203 12:56;P;;;;;;
D;001;5038;42;20011203 12:56;V;;;;;;
B;001;5319;43;20011203 12:56;;;37;ANN ST;CESSNOCK;2325;868.2;M;20011016;20011102;226000;A;R;RESIDENCE;;GH;;;8096529;
C;001;5319;43;20011203 12:56;8//831443;
D;001;5319;43;20011203 12:56;P;;;;;;
D;001;5319;43;20011203 12:56;P;;;;;;
D;001;5319;43;20011203 12:56;V;;;;;;
B;001;5781;44;20011203 12:56;;;37;BURNETT ST;CESSNOCK;2325;841;M;20010926;20011107;215000;A;R;RESIDENCE;;GK;;;8126148;
C;001;5781;44;20011203 12:56;283//538072;
D;001;5781;44;20011203 12:56;P;;;;;;
D;001;5781;44;20011203 12:56;P;;;;;;
D;001;5781;44;20011203 12:56;V;;;;;;
B;001;5961;45;20011203 12:56;;;87;CATHERINE ST;CESSNOCK;2325;;;20010926;20010926;250000;A;R;RESIDENCE;;GP;;;8086073;
C;001;5961;45;20011203 12:56;1/A/5514;
D;001;5961;45;20011203 12:56;P;;;;;;
D;001;5961;45;20011203 12:56;V;;;;;;
D;001;5961;45;20011203 12:56;V;;;;;;
B;001;6745;46;20011203 12:56;;;44;GEORGE ST;CESSNOCK;2325;;;20011024;20011121;65000;A;R;RESIDENCE;;GE;;;8152675;
C;001;6745;46;20011203 12:56;29//9640;
D;001;6745;46;20011203 12:56;P;;;;;;
D;001;6745;46;20011203 12:56;V;;;;;;
B;001;6799;47;20011203 12:56;;;5;GUEST ST;CESSNOCK;2325;;;20010730;20010913;87000;A;R;RESIDENCE;;GE;;;8086943;
C;001;6799;47;20011203 12:56;160//13297;
D;001;6799;47;20011203 12:56;P;;;;;;
D;001;6799;47;20011203 12:56;P;;;;;;
D;001;6799;47;20011203 12:56;V;;;;;;
D;001;6799;47;20011203 12:56;V;;;;;;
D;001;6799;47;20011203 12:56;V;;;;;;
B;001;7360;48;20011203 12:56;;;45;LOVE ST;CESSNOCK;2325;607;M;20011005;20011113;105000;A;R;RESIDENCE;;GH;;;8119772;
C;001;7360;48;20011203 12:56;1//389597;
D;001;7360;48;20011203 12:56;P;;;;;;
D;001;7360;48;20011203 12:56;V;;;;;;
B;001;7459;49;20011203 12:56;;;30;MACKELLAR ST;CESSNOCK;2325;705.8;M;20010924;20011105;175000;A;R;RESIDENCE;;GK;;;8102866;
C;001;7459;49;20011203 12:56;13//258342;
D;001;7459;49;20011203 12:56;P;;;;;;
D;001;7459;49;20011203 12:56;P;;;;;;
D;001;7459;49;20011203 12:56;V;;;;;;
D;001;7459;49;20011203 12:56;V;;;;;;
B;001;7462;50;20011203 12:56;;;24;MACKELLAR ST;CESSNOCK;2325;724.2;M;20011022;20011112;130000;A;R;RESIDENCE;;GK;;;8153604;
C;001;7462;50;20011203 12:56;53//259467;
D;001;7462;50;20011203 12:56;P;;;;;;
D;001;7462;50;20011203 12:56;P;;;;;;
D;001;7462;50;20011203 12:56;V;;;;;;
B;001;7609;51;20011203 12:56;;;49;MACQUARIE AVE;CESSNOCK;2325;607;M;20010906;20011019;80000;A;R;RESIDENCE;;GL;AC;;8075774;
C;001;7609;51;20011203 12:56;13//28268;
D;001;7609;51;20011203 12:56;P;;;;;;
D;001;7609;51;20011203 12:56;V;;;;;;
B;001;7610;52;20011203 12:56;;;3;BUTTABA AVE;CESSNOCK;2325;1.739;H;20010919;20011024;120000;R;V;VACANT LAND;;RH;RV;;8067600;
C;001;7610;52;20011203 12:56;71//847921;
D;001;7610;52;20011203 12:56;P;;;;;;
D;001;7610;52;20011203 12:56;P;;;;;;
D;001;7610;52;20011203 12:56;V;;;;;;
D;001;7610;52;20011203 12:56;V;;;;;;
B;001;7651;53;20011203 12:56;;;115;MACQUARIE AVE;CESSNOCK;2325;556.4;M;20011019;20011116;105000;A;R;RESIDENCE;;GL;;;8152924;
C;001;7651;53;20011203 12:56;146//28268;
D;001;7651;53;20011203 12:56;P;;;;;;
D;001;7651;53;20011203 12:56;V;;;;;;
B;001;7709;54;20011203 12:56;;;320;MAITLAND RD;CESSNOCK;2325;;;20010926;20011009;127500;A;R;RESIDENCE;;GE;;;8115559;
C;001;7709;54;20011203 12:56;2/F/5106;
D;001;7709;54;20011203 12:56;P;;;;;;
D;001;7709;54;20011203 12:56;V;;;;;;
D;001;7709;54;20011203 12:56;V;;;;;;
B;001;7807;55;20011203 12:56;;;2;MARGARET ST;CESSNOCK;2325;;;20010720;20011105;130000;A;R;RESIDENCE;;GP;;;8147093;
C;001;7807;55;20011203 12:56;14/6/5085;
D;001;7807;55;20011203 12:56;P;;;;;;
D;001;7807;55;20011203 12:56;V;;;;;;
D;001;7807;55;20011203 12:56;V;;;;;;
B;001;8420;56;20011203 12:56;;;33;SHEDDEN ST;CESSNOCK;2325;;;20010921;20011019;113000;A;R;RESIDENCE;;GK;;;8108145;
C;001;8420;56;20011203 12:56;18/C/4927;
D;001;8420;56;20011203 12:56;P;;;;;;
D;001;8420;56;20011203 12:56;P;;;;;;
D;001;8420;56;20011203 12:56;V;;;;;;
B;001;8495;57;20011203 12:56;;;10;SHIRAZ GR;CESSNOCK;2325;906.7;M;20010917;20011030;179775;A;R;RESIDENCE;;GS;;;8154377;
C;001;8495;57;20011203 12:56;218//855326;
D;001;8495;57;20011203 12:56;P;;;;;;
D;001;8495;57;20011203 12:56;P;;;;;;
D;001;8495;57;20011203 12:56;V;;;;;;
B;001;9218;58;20011203 12:56;;;18;BRANXTON ST;GRETA;2334;1012;M;20011004;20011101;86000;A;R;RESIDENCE;;FB;;;8093835;
C;001;9218;58;20011203 12:56;171//572514;
D;001;9218;58;20011203 12:56;P;;;;;;
D;001;9218;58;20011203 12:56;P;;;;;;
D;001;9218;58;20011203 12:56;V;;;;;;
D;001;9218;58;20011203 12:56;V;;;;;;
B;001;9490;59;20011203 12:56;;;4;LEAVER ST;GRETA;2334;404.7;M;20010703;20010814;85600;A;R;RESIDENCE;;FB;;;8084087;
C;001;9490;59;20011203 12:56;23//5929;
D;001;9490;59;20011203 12:56;P;;;;;;
D;001;9490;59;20011203 12:56;P;;;;;;
D;001;9490;59;20011203 12:56;V;;;;;;
B;001;9912;60;20011203 12:56;;;5;TRENCHARD ST;HEDDON GRETA;2321;809.4;M;20010724;20010918;106000;A;R;RESIDENCE;;HE;;;8081793;
C;001;9912;60;20011203 12:56;5/6/3816;
D;001;9912;60;20011203 12:56;P;;;;;;
D;001;9912;60;20011203 12:56;V;;;;;;
B;001;9959;61;20011203 12:56;;;50;BOWDEN ST;HEDDON GRETA;2321;809.4;M;20011031;20011116;148000;A;R;RESIDENCE;;HE;;;8136778;
C;001;9959;61;20011203 12:56;16/8/3816;
D;001;9959;61;20011203 12:56;P;;;;;;
D;001;9959;61;20011203 12:56;P;;;;;;
D;001;9959;61;20011203 12:56;V;;;;;;
B;001;10144;62;20011203 12:56;;;71;CLIFT ST;HEDDON GRETA;2321;809.4;M;20010926;20011107;133000;A;R;RESIDENCE;;HE;;;8124812;
C;001;10144;62;20011203 12:56;16/18/3816;
D;001;10144;62;20011203 12:56;P;;;;;;
D;001;10144;62;20011203 12:56;P;;;;;;
D;001;10144;62;20011203 12:56;V;;;;;;
B;001;10347;63;20011203 12:56;;;11;MULBRING ST;KEARSLEY;2325;506.4;M;20010926;20011031;85000;A;R;RESIDENCE;;FH;;;8085579;
C;001;10347;63;20011203 12:56;201//847013;
D;001;10347;63;20011203 12:56;P;;;;;;
D;001;10347;63;20011203 12:56;P;;;;;;
D;001;10347;63;20011203 12:56;V;;;;;;
B;001;10518;64;20011203 12:56;;;34;RICHMOND ST;KITCHENER;2325;1012;M;20011002;20011113;20500;A;V;VACANT LAND;;FJ;;;8121756;
C;001;10518;64;20011203 12:56;9/13/758576;
D;001;10518;64;20011203 12:56;P;;;;;;
D;001;10518;64;20011203 12:56;P;;;;;;
D;001;10518;64;20011203 12:56;V;;;;;;
B;001;10611;65;20011203 12:56;;;55;CESSNOCK ST;KITCHENER;2325;1012;M;20010919;20011024;153500;A;R;RESIDENCE;;FJ;;;8127791;
C;001;10611;65;20011203 12:56;3/32/758576;
D;001;10611;65;20011203 12:56;P;;;;;;
D;001;10611;65;20011203 12:56;V;;;;;;
B;001;10655;66;20011203 12:56;;;5;MOUNTAIN VW;KITCHENER;2325;7507;M;20010914;20011026;254000;R;R;RESIDENCE;;RK;RR;;8070098;
C;001;10655;66;20011203 12:56;12//801799;
D;001;10655;66;20011203 12:56;P;;;;;;
D;001;10655;66;20011203 12:56;P;;;;;;
D;001;10655;66;20011203 12:56;V;;;;;;
B;001;11201;67;20011203 12:56;;;83;BRUNKER ST;KURRI KURRI;2327;733.5;M;20010912;20011009;43500;A;R;RESIDENCE;;HC;;;8077795;
C;001;11201;67;20011203 12:56;B//354939;
D;001;11201;67;20011203 12:56;P;;;;;;
D;001;11201;67;20011203 12:56;P;;;;;;
D;001;11201;67;20011203 12:56;V;;;;;;
D;001;11201;67;20011203 12:56;V;;;;;;
B;001;11479;68;20011203 12:56;;;115;DEAKIN ST;KURRI KURRI;2327;;;20010928;20011109;75000;A;R;RESIDENCE;;HC;;;8144798;
C;001;11479;68;20011203 12:56;7//13522;
D;001;11479;68;20011203 12:56;P;;;;;;
D;001;11479;68;20011203 12:56;V;;;;;;
B;001;11574;69;20011203 12:56;;;72;EDWARD ST;KURRI KURRI;2327;1012;M;20010906;20011018;117000;A;R;RESIDENCE;;HC;AC;;8048981;
C;001;11574;69;20011203 12:56;8/48/758590;
D;001;11574;69;20011203 12:56;P;;;;;;
D;001;11574;69;20011203 12:56;V;;;;;;
B;001;11737;70;20011203 12:56;;;36;GRETA ST;KURRI KURRI;2327;942.2;M;20010928;20011102;129000;A;R;RESIDENCE;;HC;;;8149087;
C;001;11737;70;20011203 12:56;671//755231;
D;001;11737;70;20011203 12:56;P;;;;;;
D;001;11737;70;20011203 12:56;P;;;;;;
D;001;11737;70;20011203 12:56;V;;;;;;
D;001;11737;70;20011203 12:56;V;;;;;;
B;001;11828;71;20011203 12:56;;;32;HOPETOUN ST;KURRI KURRI;2327;512.8;M;20010103;20011031;78000;A;R;RESIDENCE;;HC;;;8090584;
C;001;11828;71;20011203 12:56;11//707676;
D;001;11828;71;20011203 12:56;P;;;;;;
D;001;11828;71;20011203 12:56;V;;;;;;
B;001;12091;72;20011203 12:56;;;59;LANG ST;KURRI KURRI;2327;;;20011114;20011114;71000;A;R;RESIDENCE;;HC;;;8114502;
C;001;12091;72;20011203 12:56;1//356489;
D;001;12091;72;20011203 12:56;P;;;;;;
D;001;12091;72;20011203 12:56;V;;;;;;
D;001;12091;72;20011203 12:56;V;;;;;;
B;001;12688;73;20011203 12:56;;22;52;RAILWAY PDE;KURRI KURRI;2327;;;20011011;20011114;73000;;R;RESIDENCE;22;;;;8136165;
C;001;12688;73;20011203 12:56;22//19617;
D;001;12688;73;20011203 12:56;P;;;;;;
D;001;12688;73;20011203 12:56;P;;;;;;
D;001;12688;73;20011203 12:56;V;;;;;;
B;001;13406;74;20011203 12:56;;;1;MAYNE ST;NORTH ROTHBURY;2335;;;20010807;20011019;61000;A;R;RESIDENCE;;FC;;;8091469;
C;001;13406;74;20011203 12:56;6/B/193027;
D;001;13406;74;20011203 12:56;P;;;;;;
D;001;13406;74;20011203 12:56;V;;;;;;
B;001;13430;75;20011203 12:56;;;1;MITCHELL ST;NORTH ROTHBURY;2335;;;20010920;20011101;140000;A;R;RESIDENCE;;FC;;;8108250;
C;001;13430;75;20011203 12:56;9/A/7554;
D;001;13430;75;20011203 12:56;P;;;;;;
D;001;13430;75;20011203 12:56;P;;;;;;
D;001;13430;75;20011203 12:56;V;;;;;;
B;001;13557;76;20011203 12:56;;;2;SHORT ST;ROTHBURY NORTH;2335;809.4;M;20010919;20011024;78000;A;R;RESIDENCE;;FC;;;8104573;
C;001;13557;76;20011203 12:56;17//709775;
D;001;13557;76;20011203 12:56;P;;;;;;
D;001;13557;76;20011203 12:56;V;;;;;;
B;001;13588;77;20011203 12:56;;;30;THOMAS ST;NORTH ROTHBURY;2335;;;20011004;20011025;175000;A;R;RESIDENCE;;FC;;;8084509;
C;001;13588;77;20011203 12:56;10/E/7554;
D;001;13588;77;20011203 12:56;P;;;;;;
D;001;13588;77;20011203 12:56;P;;;;;;
D;001;13588;77;20011203 12:56;V;;;;;;
B;001;13674;78;20011203 12:56;;;;KERLEW ST;NULKABA;2325;4047;M;20010703;20010703;545000;R;3;CHURCH;;RK;;;8085527;
C;001;13674;78;20011203 12:56;1//128674;
D;001;13674;78;20011203 12:56;P;;;;;;
