A;004;20011203 12:58;CDIXON;
B;004;96599;8;20011203 12:58;;;42;MCLAUGHLIN ST;ARGENTON;2284;;;20010830;20011010;125000;A;R;RESIDENCE;;CB;AC;;8073288;
C;004;96599;8;20011203 12:58;25//14329;
D;004;96599;8;20011203 12:58;P;;;;;;
D;004;96599;8;20011203 12:58;V;;;;;;
B;004;96660;9;20011203 12:58;;;110;MONTGOMERY ST;ARGENTON;2284;689.2;M;20010910;20011102;106500;A;R;RESIDENCE;;CB;;;8132401;
C;004;96660;9;20011203 12:58;14//35506;
D;004;96660;9;20011203 12:58;P;;;;;;
D;004;96660;9;20011203 12:58;V;;;;;;
B;004;96767;10;20011203 12:58;;;9;PARK AVE;ARGENTON;2284;733.5;M;20010910;20011102;160000;A;R;RESIDENCE;;CB;;;8110441;
C;004;96767;10;20011203 12:58;39//12245;
D;004;96767;10;20011203 12:58;P;;;;;;
D;004;96767;10;20011203 12:58;V;;;;;;
D;004;96767;10;20011203 12:58;V;;;;;;
B;004;96835;11;20011203 12:58;;;50;ROBERT ST;ARGENTON;2284;;;20010623;20010928;89950;A;R;RESIDENCE;;CB;AC;;8050628;
C;004;96835;11;20011203 12:58;7/E/18577;
D;004;96835;11;20011203 12:58;P;;;;;;
D;004;96835;11;20011203 12:58;V;;;;;;
B;004;96853;12;20011203 12:58;;;14;ROBERT ST;ARGENTON;2284;925.7;M;20010913;20011019;175000;A;R;RESIDENCE;;CB;;;8130295;
C;004;96853;12;20011203 12:58;1/5/12348;
D;004;96853;12;20011203 12:58;P;;;;;;
D;004;96853;12;20011203 12:58;P;;;;;;
D;004;96853;12;20011203 12:58;V;;;;;;
D;004;96853;12;20011203 12:58;V;;;;;;
B;004;96891;13;20011203 12:58;;;63;ROBERT ST;ARGENTON;2284;752.5;M;20011117;20011117;157500;B;3;OFFICE;;TK;;;8139667;
C;004;96891;13;20011203 12:58;14/J/8993;
D;004;96891;13;20011203 12:58;P;;;;;;
D;004;96891;13;20011203 12:58;P;;;;;;
D;004;96891;13;20011203 12:58;V;;;;;;
D;004;96891;13;20011203 12:58;V;;;;;;
D;004;96891;13;20011203 12:58;V;;;;;;
D;004;96891;13;20011203 12:58;V;;;;;;
B;004;96892;14;20011203 12:58;;;65;ROBERT ST;ARGENTON;2284;752.5;M;20010929;20011026;117500;B;R;RESIDENCE;;TK;AC;;8085057;
C;004;96892;14;20011203 12:58;15/J/8993;
D;004;96892;14;20011203 12:58;P;;;;;;
D;004;96892;14;20011203 12:58;V;;;;;;
B;004;97162;15;20011203 12:58;;;8;BABERS RD;COORANBONG;2265;741;M;20010814;20011106;79950;A;V;VACANT LAND;;NJ;;;8123958;
C;004;97162;15;20011203 12:58;6//1014607;
D;004;97162;15;20011203 12:58;P;;;;;;
D;004;97162;15;20011203 12:58;V;;;;;;
B;004;97348;16;20011203 12:58;;;4;GARNER CL;COORANBONG;2265;718.9;M;20010808;20010919;78950;A;V;VACANT LAND;;NJ;AV;;8077340;
C;004;97348;16;20011203 12:58;10//1014607;
D;004;97348;16;20011203 12:58;P;;;;;;
D;004;97348;16;20011203 12:58;P;;;;;;
D;004;97348;16;20011203 12:58;V;;;;;;
B;004;97372;17;20011203 12:58;;;624;FREEMANS DR;COORANBONG;2265;791.9;M;20010926;20011023;325000;A;R;RESIDENCE;;NJ;AC;;8081193;
C;004;97372;17;20011203 12:58;8//270155;
D;004;97372;17;20011203 12:58;P;;;;;;
D;004;97372;17;20011203 12:58;P;;;;;;
D;004;97372;17;20011203 12:58;V;;;;;;
D;004;97372;17;20011203 12:58;V;;;;;;
B;004;97399;18;20011203 12:58;;;2;HIGHLAND AVE;COORANBONG;2265;962.2;M;20010924;20011109;78000;A;V;VACANT LAND;;NJ;;;8118218;
C;004;97399;18;20011203 12:58;9//1019060;
D;004;97399;18;20011203 12:58;P;;;;;;
D;004;97399;18;20011203 12:58;P;;;;;;
D;004;97399;18;20011203 12:58;V;;;;;;
D;004;97399;18;20011203 12:58;V;;;;;;
D;004;97399;18;20011203 12:58;V;;;;;;
D;004;97399;18;20011203 12:58;V;;;;;;
D;004;97399;18;20011203 12:58;V;;;;;;
D;004;97399;18;20011203 12:58;V;;;;;;
B;004;97467;19;20011203 12:58;;;;MEYERS CRES;COORANBONG;2265;446.8;M;20011003;20011109;162500;A;R;RESIDENCE;;NJ;AC;;8111953;
C;004;97467;19;20011203 12:58;11//844626;
D;004;97467;19;20011203 12:58;P;;;;;;
D;004;97467;19;20011203 12:58;V;;;;;;
B;004;97542;20;20011203 12:58;;;10;CASUARINA CL;TORONTO;2283;763.6;M;20010910;20011015;39500;A;V;VACANT LAND;;FY;AV;;8062481;
C;004;97542;20;20011203 12:58;408//1006267;
D;004;97542;20;20011203 12:58;P;;;;;;
D;004;97542;20;20011203 12:58;P;;;;;;
D;004;97542;20;20011203 12:58;V;;;;;;
B;004;97559;21;20011203 12:58;;;24;CORREA CT;TORONTO;2283;811.9;M;20010918;20011017;57000;A;V;VACANT LAND;;FY;AV;;8051056;
C;004;97559;21;20011203 12:58;432//1006267;
D;004;97559;21;20011203 12:58;P;;;;;;
D;004;97559;21;20011203 12:58;V;;;;;;
D;004;97559;21;20011203 12:58;V;;;;;;
B;004;97589;22;20011203 12:58;;;9;GREVILLEA CL;TORONTO;2283;660.7;M;20010828;20011002;42500;A;V;VACANT LAND;;FY;AV;;8063244;
C;004;97589;22;20011203 12:58;415//1006267;
D;004;97589;22;20011203 12:58;P;;;;;;
D;004;97589;22;20011203 12:58;P;;;;;;
D;004;97589;22;20011203 12:58;V;;;;;;
B;004;97857;23;20011203 12:58;;;47;HASTINGS RD;BALMORAL;2283;1459;M;20010726;20010924;67500;A;V;VACANT LAND;;MC;AV;;8009093;
C;004;97857;23;20011203 12:58;161//562889;
D;004;97857;23;20011203 12:58;P;;;;;;
D;004;97857;23;20011203 12:58;P;;;;;;
D;004;97857;23;20011203 12:58;V;;;;;;
D;004;97857;23;20011203 12:58;V;;;;;;
B;004;97922;24;20011203 12:58;;;22;KINGSLAND AVE;BALMORAL;2283;733.5;M;20010925;20011026;175000;A;R;RESIDENCE;;MC;AC;;8083584;
C;004;97922;24;20011203 12:58;64//553007;
D;004;97922;24;20011203 12:58;P;;;;;;
D;004;97922;24;20011203 12:58;P;;;;;;
D;004;97922;24;20011203 12:58;V;;;;;;
D;004;97922;24;20011203 12:58;V;;;;;;
B;004;98139;25;20011203 12:58;;;3;ALBERT ST;BELMONT;2280;670.3;M;20011013;20011116;191000;A;R;RESIDENCE;;ZJ;;;8129533;
C;004;98139;25;20011203 12:58;31//14314;
D;004;98139;25;20011203 12:58;P;;;;;;
D;004;98139;25;20011203 12:58;P;;;;;;
D;004;98139;25;20011203 12:58;V;;;;;;
D;004;98139;25;20011203 12:58;V;;;;;;
B;004;98216;26;20011203 12:58;;;19;ANCHOR CL;BELMONT;2280;585;M;20010911;20011019;285000;A;R;RESIDENCE;;JB;AC;;8109300;
C;004;98216;26;20011203 12:58;318//803798;
D;004;98216;26;20011203 12:58;P;;;;;;
D;004;98216;26;20011203 12:58;P;;;;;;
D;004;98216;26;20011203 12:58;V;;;;;;
B;004;98328;27;20011203 12:58;;;8;AYLWARD ST;BELMONT;2280;708.2;M;20010921;20011026;375000;A;R;RESIDENCE;;JB;;;8140626;
C;004;98328;27;20011203 12:58;39//231799;
D;004;98328;27;20011203 12:58;P;;;;;;
D;004;98328;27;20011203 12:58;P;;;;;;
D;004;98328;27;20011203 12:58;V;;;;;;
B;004;98390;28;20011203 12:58;;;21;BANGALLA ST;BELMONT NORTH;2280;;;20010913;20011025;183500;A;R;RESIDENCE;;JE;AC;;8109081;
C;004;98390;28;20011203 12:58;40//223003;
D;004;98390;28;20011203 12:58;P;;;;;;
D;004;98390;28;20011203 12:58;P;;;;;;
D;004;98390;28;20011203 12:58;V;;;;;;
B;004;98577;29;20011203 12:58;;;7;BRABHAM CL;BELMONT NORTH;2280;505.9;M;20010911;20011016;175000;A;R;RESIDENCE;;JE;AC;;8073511;
C;004;98577;29;20011203 12:58;49//239325;
D;004;98577;29;20011203 12:58;P;;;;;;
D;004;98577;29;20011203 12:58;P;;;;;;
D;004;98577;29;20011203 12:58;V;;;;;;
B;004;98964;30;20011203 12:58;;;3;CLARA ST;BELMONT SOUTH;2280;537.5;M;20010926;20011031;282500;A;R;RESIDENCE;;JH;AC;;8104068;
C;004;98964;30;20011203 12:58;B//379316;
D;004;98964;30;20011203 12:58;P;;;;;;
D;004;98964;30;20011203 12:58;P;;;;;;
D;004;98964;30;20011203 12:58;V;;;;;;
D;004;98964;30;20011203 12:58;V;;;;;;
B;004;99005;31;20011203 12:58;;;5;COLLIERY ST;BELMONT NORTH;2280;;;20010910;20011023;189950;A;R;RESIDENCE;;JE;AC;;8073204;
C;004;99005;31;20011203 12:58;38//14030;
D;004;99005;31;20011203 12:58;P;;;;;;
D;004;99005;31;20011203 12:58;V;;;;;;
D;004;99005;31;20011203 12:58;V;;;;;;
B;004;99138;32;20011203 12:58;;;100;CROWN ST;BELMONT;2280;768.5;M;20010919;20011022;320000;A;R;RESIDENCE;;JB;AC;;8080471;
C;004;99138;32;20011203 12:58;729//1001736;
D;004;99138;32;20011203 12:58;P;;;;;;
D;004;99138;32;20011203 12:58;P;;;;;;
D;004;99138;32;20011203 12:58;V;;;;;;
D;004;99138;32;20011203 12:58;V;;;;;;
B;004;99805;33;20011203 12:58;;;14;DALTON CL;BELMONT NORTH;2280;733.5;M;20010912;20011109;224000;A;R;RESIDENCE;;JF;;;8133118;
C;004;99805;33;20011203 12:58;73//242140;
D;004;99805;33;20011203 12:58;P;;;;;;
D;004;99805;33;20011203 12:58;V;;;;;;
D;004;99805;33;20011203 12:58;V;;;;;;
B;004;99866;34;20011203 12:58;;;11;FLORAVILLE RD;BELMONT NORTH;2280;;;20010924;20011029;175000;A;R;RESIDENCE;;JE;AC;;8091331;
C;004;99866;34;20011203 12:58;3//18465;
D;004;99866;34;20011203 12:58;P;;;;;;
D;004;99866;34;20011203 12:58;V;;;;;;
D;004;99866;34;20011203 12:58;V;;;;;;
B;004;99916;35;20011203 12:58;;;6;GARFORD CL;JEWELLS;2280;571.4;M;20010906;20011011;189950;A;R;RESIDENCE;;JF;AC;;8080621;
C;004;99916;35;20011203 12:58;97//244658;
D;004;99916;35;20011203 12:58;P;;;;;;
D;004;99916;35;20011203 12:58;V;;;;;;
B;004;99972;36;20011203 12:58;;;4;GEORGE ST;BELMONT;2280;727.2;M;20010921;20011102;164000;A;R;RESIDENCE;;ZJ;AC;;8106205;
C;004;99972;36;20011203 12:58;2//30488;
D;004;99972;36;20011203 12:58;P;;;;;;
D;004;99972;36;20011203 12:58;V;;;;;;
D;004;99972;36;20011203 12:58;V;;;;;;
B;004;99992;37;20011203 12:58;;;35;GEORGE ST;BELMONT;2280;379.4;M;20011011;20011115;140000;A;R;RESIDENCE;;JA;;;8130068;
C;004;99992;37;20011203 12:58;3//334449;
D;004;99992;37;20011203 12:58;P;;;;;;
D;004;99992;37;20011203 12:58;V;;;;;;
B;004;100233;38;20011203 12:58;;;17;WHIPBIRD WAY;BELMONT;2280;1050;M;20010423;20010605;155000;A;V;VACANT LAND;;JB;;;8148194;
C;004;100233;38;20011203 12:58;915//1005555;
D;004;100233;38;20011203 12:58;P;;;;;;
D;004;100233;38;20011203 12:58;P;;;;;;
D;004;100233;38;20011203 12:58;V;;;;;;
B;004;100415;39;20011203 12:58;;;30;HALEWOOD CL;JEWELLS;2280;1074;M;20010830;20011012;267500;A;R;RESIDENCE;;JF;AC;;8033170;
C;004;100415;39;20011203 12:58;295//245256;
D;004;100415;39;20011203 12:58;P;;;;;;
D;004;100415;39;20011203 12:58;P;;;;;;
D;004;100415;39;20011203 12:58;V;;;;;;
D;004;100415;39;20011203 12:58;V;;;;;;
B;004;100660;40;20011203 12:58;;;23;HENRY ST;BELMONT;2280;619.7;M;20011114;20011114;75000;A;R;RESIDENCE;;JA;;;8123901;
C;004;100660;40;20011203 12:58;10//17937;
D;004;100660;40;20011203 12:58;P;;;;;;
D;004;100660;40;20011203 12:58;V;;;;;;
D;004;100660;40;20011203 12:58;V;;;;;;
B;004;100758;41;20011203 12:58;;;56;HILL ST;BELMONT;2280;556.4;M;20010810;20011102;230000;A;R;RESIDENCE;;JA;AC;;8106967;
C;004;100758;41;20011203 12:58;8//509409;
D;004;100758;41;20011203 12:58;P;;;;;;
D;004;100758;41;20011203 12:58;P;;;;;;
D;004;100758;41;20011203 12:58;V;;;;;;
B;004;101280;42;20011203 12:58;;;35;LEICESTER AVE;BELMONT NORTH;2280;627;M;20010822;20010927;220000;A;R;RESIDENCE;;JF;AC;;8060599;
C;004;101280;42;20011203 12:58;9//247798;
D;004;101280;42;20011203 12:58;P;;;;;;
D;004;101280;42;20011203 12:58;P;;;;;;
D;004;101280;42;20011203 12:58;V;;;;;;
D;004;101280;42;20011203 12:58;V;;;;;;
B;004;101290;43;20011203 12:58;;;12;LENTARA RD;BELMONT NORTH;2280;556.4;M;20010921;20011015;209000;A;R;RESIDENCE;;JE;AC;;8043825;
C;004;101290;43;20011203 12:58;6//208653;
D;004;101290;43;20011203 12:58;P;;;;;;
D;004;101290;43;20011203 12:58;P;;;;;;
D;004;101290;43;20011203 12:58;V;;;;;;
B;004;101506;44;20011203 12:58;;;21;MACQUARIE DR;BELMONT;2280;651.3;M;20010918;20011023;168000;A;R;RESIDENCE;;JA;AC;;8056806;
C;004;101506;44;20011203 12:58;12//27644;
D;004;101506;44;20011203 12:58;P;;;;;;
D;004;101506;44;20011203 12:58;P;;;;;;
D;004;101506;44;20011203 12:58;V;;;;;;
B;004;101698;45;20011203 12:58;;;20;MATELOT PL;BELMONT;2280;736.6;M;20010904;20011009;85500;A;V;VACANT LAND;;JB;AV;;8073301;
C;004;101698;45;20011203 12:58;33//879395;
D;004;101698;45;20011203 12:58;P;;;;;;
D;004;101698;45;20011203 12:58;P;;;;;;
D;004;101698;45;20011203 12:58;V;;;;;;
B;004;101709;46;20011203 12:58;;;5;MASTER ST;BELMONT NORTH;2280;;;20011030;20011123;186500;A;R;RESIDENCE;;JE;;;8153540;
C;004;101709;46;20011203 12:58;18/E/14754;
D;004;101709;46;20011203 12:58;P;;;;;;
D;004;101709;46;20011203 12:58;V;;;;;;
D;004;101709;46;20011203 12:58;V;;;;;;
B;004;101883;47;20011203 12:58;;;4;ARALUEN ST;BELMONT SOUTH;2280;607;M;20010926;20011107;169000;A;3;FLATS;;JH;;;8148995;
C;004;101883;47;20011203 12:58;17//225286;
D;004;101883;47;20011203 12:58;P;;;;;;
D;004;101883;47;20011203 12:58;V;;;;;;
B;004;102074;48;20011203 12:58;;;3;ORIOLE CT;BELMONT;2280;800.5;M;20011016;20011113;143000;A;R;RESIDENCE;;JB;;;8131672;
C;004;102074;48;20011203 12:58;830//1010553;
D;004;102074;48;20011203 12:58;P;;;;;;
D;004;102074;48;20011203 12:58;V;;;;;;
D;004;102074;48;20011203 12:58;V;;;;;;
B;004;102334;49;20011203 12:58;;;829;PACIFIC HWY;BELMONT SOUTH;2280;;;20010522;20010627;130000;A;R;RESIDENCE;;JH;AC;;8056242;
C;004;102334;49;20011203 12:58;3, 4, 7/K/5482 44//21771;
D;004;102334;49;20011203 12:58;P;;;;;;
D;004;102334;49;20011203 12:58;P;;;;;;
D;004;102334;49;20011203 12:58;V;;;;;;
B;004;102343;50;20011203 12:58;;;809;PACIFIC HWY;BELMONT SOUTH;2280;;;20010815;20010919;129000;A;R;RESIDENCE;;JH;;;8130951;
C;004;102343;50;20011203 12:58;14//21771;
D;004;102343;50;20011203 12:58;P;;;;;;
D;004;102343;50;20011203 12:58;P;;;;;;
D;004;102343;50;20011203 12:58;V;;;;;;
D;004;102343;50;20011203 12:58;V;;;;;;
B;004;102433;51;20011203 12:58;;;521;PACIFIC HWY;BELMONT;2280;1497;M;20011015;20011101;1200000;B;3;SHOP;;TA;;;8140538;
C;004;102433;51;20011203 12:58;145//804049;
D;004;102433;51;20011203 12:58;P;;;;;;
D;004;102433;51;20011203 12:58;V;;;;;;
B;004;102510;52;20011203 12:58;;;329;PACIFIC HWY;BELMONT NORTH;2280;638.6;M;20010824;20011019;190000;A;R;RESIDENCE;;JE;;;8127015;
C;004;102510;52;20011203 12:58;5//36791;
D;004;102510;52;20011203 12:58;P;;;;;;
D;004;102510;52;20011203 12:58;P;;;;;;
D;004;102510;52;20011203 12:58;P;;;;;;
D;004;102510;52;20011203 12:58;V;;;;;;
B;004;103044;53;20011203 12:58;;;21;ROBB ST;BELMONT;2280;714.5;M;20010808;20011003;235000;A;R;RESIDENCE;;ZJ;;;8125027;
C;004;103044;53;20011203 12:58;64//14314;
D;004;103044;53;20011203 12:58;P;;;;;;
D;004;103044;53;20011203 12:58;P;;;;;;
D;004;103044;53;20011203 12:58;V;;;;;;
D;004;103044;53;20011203 12:58;V;;;;;;
B;004;103202;54;20011203 12:58;;;15;ROSS ST;BELMONT;2280;834.7;M;20010405;20010510;420000;A;3;RESIDENTIAL;;JC;AC;;8078455;
C;004;103202;54;20011203 12:58;7/B/9711;
D;004;103202;54;20011203 12:58;P;;;;;;
D;004;103202;54;20011203 12:58;V;;;;;;
B;004;103339;55;20011203 12:58;;;9;SHARON AVE;JEWELLS;2280;570.7;M;20011002;20011113;167450;A;R;RESIDENCE;;JF;;;8120135;
C;004;103339;55;20011203 12:58;65//248136;
D;004;103339;55;20011203 12:58;P;;;;;;
D;004;103339;55;20011203 12:58;P;;;;;;
D;004;103339;55;20011203 12:58;V;;;;;;
D;004;103339;55;20011203 12:58;V;;;;;;
B;004;103610;56;20011203 12:58;;;8;THE MAINSAIL;BELMONT;2280;790.9;M;20011011;20011029;605000;A;R;RESIDENCE;;JC;AC;;8099431;
C;004;103610;56;20011203 12:58;3115//873020;
D;004;103610;56;20011203 12:58;P;;;;;;
D;004;103610;56;20011203 12:58;P;;;;;;
D;004;103610;56;20011203 12:58;V;;;;;;
D;004;103610;56;20011203 12:58;V;;;;;;
B;004;103660;57;20011203 12:58;;;8;THE SHORES WAY;BELMONT;2280;722.8;M;20010831;20011012;830000;A;R;RESIDENCE;;JC;AC;;8050495;
C;004;103660;57;20011203 12:58;3212//875619;
D;004;103660;57;20011203 12:58;P;;;;;;
D;004;103660;57;20011203 12:58;V;;;;;;
D;004;103660;57;20011203 12:58;V;;;;;;
B;004;103767;58;20011203 12:58;;4;41;TUDOR ST;BELMONT;2280;;;20011029;20011116;188000;;R;RESIDENCE;4;;;;8141503;
C;004;103767;58;20011203 12:58;4//SP 54793;
D;004;103767;58;20011203 12:58;P;;;;;;
D;004;103767;58;20011203 12:58;V;;;;;;
D;004;103767;58;20011203 12:58;V;;;;;;
B;004;104005;59;20011203 12:58;;;25;WALTER ST;BELMONT;2280;411;M;20010927;20011101;327500;A;R;RESIDENCE;;JC;AC;;8106631;
C;004;104005;59;20011203 12:58;2//17904;
D;004;104005;59;20011203 12:58;P;;;;;;
D;004;104005;59;20011203 12:58;P;;;;;;
D;004;104005;59;20011203 12:58;V;;;;;;
B;004;104316;60;20011203 12:58;;;19;YORK CRES;BELMONT NORTH;2280;638.6;M;20010713;20010808;110000;A;R;RESIDENCE;;JE;ACI;;8013879;
C;004;104316;60;20011203 12:58;9//21093;
D;004;104316;60;20011203 12:58;P;;;;;;
D;004;104316;60;20011203 12:58;P;;;;;;
D;004;104316;60;20011203 12:58;V;;;;;;
B;004;104324;61;20011203 12:58;;;3;YORK CRES;BELMONT NORTH;2280;733.5;M;20011016;20011101;155000;A;R;RESIDENCE;;JE;AC;;8090962;
C;004;104324;61;20011203 12:58;17//21093;
D;004;104324;61;20011203 12:58;P;;;;;;
D;004;104324;61;20011203 12:58;V;;;;;;
B;004;104880;62;20011203 12:58;;;71;LAKE ST;BLACKALLS PARK;2283;541.3;M;20010912;20011017;205000;A;R;RESIDENCE;;FK;AC;;8094522;
C;004;104880;62;20011203 12:58;6//13671;
D;004;104880;62;20011203 12:58;P;;;;;;
D;004;104880;62;20011203 12:58;V;;;;;;
D;004;104880;62;20011203 12:58;V;;;;;;
B;004;104949;63;20011203 12:58;;;25;NARARA ST;BLACKALLS PARK;2283;578.6;M;20010905;20011102;129000;A;R;RESIDENCE;;FJ;;;8118559;
C;004;104949;63;20011203 12:58;104//247904;
D;004;104949;63;20011203 12:58;P;;;;;;
D;004;104949;63;20011203 12:58;P;;;;;;
D;004;104949;63;20011203 12:58;V;;;;;;
D;004;104949;63;20011203 12:58;V;;;;;;
B;004;105043;64;20011203 12:58;;;67;RAILWAY PDE;BLACKALLS PARK;2283;1189;M;20010904;20011012;160000;A;R;RESIDENCE;;FJ;AC;;8093990;
C;004;105043;64;20011203 12:58;7/2/2707;
D;004;105043;64;20011203 12:58;P;;;;;;
D;004;105043;64;20011203 12:58;P;;;;;;
D;004;105043;64;20011203 12:58;V;;;;;;
B;004;105161;65;20011203 12:58;;;33;RHODES ST;BLACKALLS PARK;2283;;;20011010;20011112;158000;A;R;RESIDENCE;;FJ;;;8117169;
C;004;105161;65;20011203 12:58;271//7661;
D;004;105161;65;20011203 12:58;P;;;;;;
D;004;105161;65;20011203 12:58;P;;;;;;
D;004;105161;65;20011203 12:58;V;;;;;;
D;004;105161;65;20011203 12:58;V;;;;;;
B;004;105285;66;20011203 12:58;;;25;RUPERT ST;BLACKALLS PARK;2283;1077;M;20010927;20011108;225000;A;R;RESIDENCE;;FJ;;;8152660;
C;004;105285;66;20011203 12:58;8//618164;
D;004;105285;66;20011203 12:58;P;;;;;;
D;004;105285;66;20011203 12:58;P;;;;;;
D;004;105285;66;20011203 12:58;V;;;;;;
D;004;105285;66;20011203 12:58;V;;;;;;
B;004;105286;67;20011203 12:58;;;27;RUPERT ST;BLACKALLS PARK;2283;1048;M;20011007;20011112;298000;A;R;RESIDENCE;;FJ;;;8138606;
C;004;105286;67;20011203 12:58;2//620548;
D;004;105286;67;20011203 12:58;P;;;;;;
D;004;105286;67;20011203 12:58;P;;;;;;
D;004;105286;67;20011203 12:58;V;;;;;;
D;004;105286;67;20011203 12:58;V;;;;;;
B;004;105289;68;20011203 12:58;;;39;RUPERT ST;BLACKALLS PARK;2283;;;20010918;20011105;152250;A;R;RESIDENCE;;FT;AC;;8100813;
C;004;105289;68;20011203 12:58;211//602014;
D;004;105289;68;20011203 12:58;P;;;;;;
D;004;105289;68;20011203 12:58;V;;;;;;
D;004;105289;68;20011203 12:58;V;;;;;;
B;004;105347;69;20011203 12:58;;;22;TODD ST;BLACKALLS PARK;2283;;;20010928;20011108;175000;A;R;RESIDENCE;;FJ;AC;;8112190;
C;004;105347;69;20011203 12:58;197//7661;
D;004;105347;69;20011203 12:58;P;;;;;;
D;004;105347;69;20011203 12:58;P;;;;;;
D;004;105347;69;20011203 12:58;V;;;;;;
D;004;105347;69;20011203 12:58;V;;;;;;
B;004;105369;70;20011203 12:58;;;19;VENETIA AVE;BLACKALLS PARK;2283;;;20010903;20011015;188000;A;R;RESIDENCE;;FK;;;8133186;
C;004;105369;70;20011203 12:58;8//12604;
D;004;105369;70;20011203 12:58;P;;;;;;
D;004;105369;70;20011203 12:58;V;;;;;;
B;004;105532;71;20011203 12:58;;;26;TIRRIKI ST;BLACKSMITHS;2281;505.9;M;20010808;20010907;180000;A;R;RESIDENCE;;JN;AV;;8008073;
C;004;105532;71;20011203 12:58;1161//755233 Special Lease 57/83;
D;004;105532;71;20011203 12:58;P;;;;;;
D;004;105532;71;20011203 12:58;P;;;;;;
D;004;105532;71;20011203 12:58;V;;;;;;
D;004;105532;71;20011203 12:58;V;;;;;;
B;004;105747;72;20011203 12:58;;;41;KAROG ST;PELICAN;2281;613.4;M;20010922;20011105;198000;A;R;RESIDENCE;;JN;;;8115505;
C;004;105747;72;20011203 12:58;1277//755233;
D;004;105747;72;20011203 12:58;P;;;;;;
D;004;105747;72;20011203 12:58;V;;;;;;
B;004;105876;73;20011203 12:58;;;78;LAKEVIEW PDE;PELICAN;2281;695.6;M;20010820;20011024;200000;A;R;RESIDENCE;;JN;ACI;;8075682;
C;004;105876;73;20011203 12:58;663//755233;
D;004;105876;73;20011203 12:58;P;;;;;;
D;004;105876;73;20011203 12:58;P;;;;;;
D;004;105876;73;20011203 12:58;V;;;;;;
D;004;105876;73;20011203 12:58;V;;;;;;
B;004;106031;74;20011203 12:58;;;7;MITTI ST;BLACKSMITHS;2281;613.4;M;20010928;20011031;206000;A;R;RESIDENCE;;JN;;;8139965;
C;004;106031;74;20011203 12:58;11/6/758116;
D;004;106031;74;20011203 12:58;P;;;;;;
D;004;106031;74;20011203 12:58;V;;;;;;
D;004;106031;74;20011203 12:58;V;;;;;;
B;004;106134;75;20011203 12:58;;;23;PIRIWAL ST;PELICAN;2281;309.9;M;20010919;20011031;138000;A;R;RESIDENCE;;JN;AC;;8099895;
C;004;106134;75;20011203 12:58;30//841014;
D;004;106134;75;20011203 12:58;P;;;;;;
D;004;106134;75;20011203 12:58;P;;;;;;
D;004;106134;75;20011203 12:58;V;;;;;;
