A;001;20020109 09:56;PDANN;
B;001;109;1;20020109 09:56;;;11;ABERDARE RD;CESSNOCK;2325;1012;M;20010822;20010909;137500;A;R;RESIDENCE;;GA;AC;;7991153;
C;001;109;1;20020109 09:56;5/2/758002;
D;001;109;1;20020109 09:56;P;;;;;;
D;001;109;1;20020109 09:56;P;;;;;;
D;001;109;1;20020109 09:56;V;;;;;;
B;001;139;2;20020109 09:56;;;63;ABERDARE RD;ABERDARE;2325;;;20010820;20010907;68000;A;R;RESIDENCE;;GA;AC;;8007907;
C;001;139;2;20020109 09:56;1//170502;
D;001;139;2;20020109 09:56;P;;;;;;
D;001;139;2;20020109 09:56;V;;;;;;
D;001;139;2;20020109 09:56;V;;;;;;
B;001;267;3;20020109 09:56;;;32;CESSNOCK ST;ABERDARE;2325;1012;M;20010917;20011015;70000;A;R;RESIDENCE;;GA;AC;;8045096;
C;001;267;3;20020109 09:56;13/48/758002;
D;001;267;3;20020109 09:56;P;;;;;;
D;001;267;3;20020109 09:56;V;;;;;;
D;001;267;3;20020109 09:56;V;;;;;;
B;001;288;4;20020109 09:56;;;11;CESSNOCK ST;CESSNOCK;2325;848.4;M;20010621;20010629;77000;B;3;SHOP;;CB;BS;;8041228;
C;001;288;4;20020109 09:56;5//259523;
D;001;288;4;20020109 09:56;P;;;;;;
D;001;288;4;20020109 09:56;P;;;;;;
D;001;288;4;20020109 09:56;V;;;;;;
D;001;288;4;20020109 09:56;V;;;;;;
B;001;341;5;20020109 09:56;;;14;COLLIERY ST;ABERDARE;2325;809.4;M;20010612;20010619;98000;A;R;RESIDENCE;;GA;AC;;8020354;
C;001;341;5;20020109 09:56;368//755215;
D;001;341;5;20020109 09:56;P;;;;;;
D;001;341;5;20020109 09:56;V;;;;;;
B;001;550;6;20020109 09:56;;;16;COOPER ST;CESSNOCK;2325;;;20010818;20010907;203250;A;R;RESIDENCE;;GB;AC;;7997165;
C;001;550;6;20020109 09:56;3/E/4633;
D;001;550;6;20020109 09:56;P;;;;;;
D;001;550;6;20020109 09:56;V;;;;;;
B;001;645;7;20020109 09:56;;;14;EDGEWORTH ST;CESSNOCK;2325;;;20010621;20010802;74000;A;R;RESIDENCE;;GB;AC;;7863181;
C;001;645;7;20020109 09:56;PT 10/7/758002;
D;001;645;7;20020109 09:56;P;;;;;;
D;001;645;7;20020109 09:56;P;;;;;;
D;001;645;7;20020109 09:56;V;;;;;;
B;001;961;8;20020109 09:56;;;20;HIGH ST;CESSNOCK;2325;354;M;20010831;20011008;64000;A;R;RESIDENCE;;GB;AC;;8009609;
C;001;961;8;20020109 09:56;1//950956;
D;001;961;8;20020109 09:56;P;;;;;;
D;001;961;8;20020109 09:56;V;;;;;;
D;001;961;8;20020109 09:56;V;;;;;;
B;001;968;9;20020109 09:56;;;2;HOUSTON ST;CESSNOCK;2325;;;20010723;20010903;63000;A;R;RESIDENCE;;GB;AC;;8056843;
C;001;968;9;20020109 09:56;2//355620;
D;001;968;9;20020109 09:56;P;;;;;;
D;001;968;9;20020109 09:56;V;;;;;;
D;001;968;9;20020109 09:56;V;;;;;;
B;001;989;10;20020109 09:56;;;42;JEFFRIES ST;CESSNOCK;2325;809.4;M;20010803;20010831;54500;A;R;RESIDENCE;;GB;AC;;8022690;
C;001;989;10;20020109 09:56;11/F/4308;
D;001;989;10;20020109 09:56;P;;;;;;
D;001;989;10;20020109 09:56;P;;;;;;
D;001;989;10;20020109 09:56;V;;;;;;
B;001;1050;11;20020109 09:56;;;1;LINKS AVE;CESSNOCK;2325;567.9;M;20010823;20010927;164000;A;R;RESIDENCE;;GS;AC;;8062045;
C;001;1050;11;20020109 09:56;1//844843;
D;001;1050;11;20020109 09:56;P;;;;;;
D;001;1050;11;20020109 09:56;P;;;;;;
D;001;1050;11;20020109 09:56;P;;;;;;
D;001;1050;11;20020109 09:56;V;;;;;;
D;001;1050;11;20020109 09:56;V;;;;;;
B;001;1142;12;20020109 09:56;;;23;MAYFIELD ST;CESSNOCK;2325;808.2;M;20000501;20000606;95000;A;R;RESIDENCE;;GB;AC;;7504715;
C;001;1142;12;20020109 09:56;34/E/4528;
D;001;1142;12;20020109 09:56;P;;;;;;
D;001;1142;12;20020109 09:56;P;;;;;;
D;001;1142;12;20020109 09:56;P;;;;;;
D;001;1142;12;20020109 09:56;P;;;;;;
D;001;1142;12;20020109 09:56;V;;;;;;
D;001;1142;12;20020109 09:56;V;;;;;;
B;001;1342;13;20020109 09:56;;;42;NORTHCOTE ST;ABERDARE;2325;1012;M;20010910;20011008;90000;A;R;RESIDENCE;;GA;AC;;8021033;
C;001;1342;13;20020109 09:56;12/26/758002;
D;001;1342;13;20020109 09:56;P;;;;;;
D;001;1342;13;20020109 09:56;V;;;;;;
B;001;1500;14;20020109 09:56;;;38;POKOLBIN ST;ABERDARE;2325;505.6;M;20010418;20010601;73000;A;R;RESIDENCE;;GA;AC;;7669219;
C;001;1500;14;20020109 09:56;201//810077;
D;001;1500;14;20020109 09:56;P;;;;;;
D;001;1500;14;20020109 09:56;V;;;;;;
B;001;1546;15;20020109 09:56;;;152;RAWSON ST;ABERDARE;2325;538.5;M;20010323;20010420;53500;A;R;RESIDENCE;;GA;AC;;7601949;
C;001;1546;15;20020109 09:56;544//40840;
D;001;1546;15;20020109 09:56;P;;;;;;
D;001;1546;15;20020109 09:56;V;;;;;;
B;001;1602;16;20020109 09:56;;;6;CURRY ST;ABERDARE;2325;;;20010724;20010827;95000;A;R;RESIDENCE;;GA;AC;;8009423;
C;001;1602;16;20020109 09:56;20/30/758002;
D;001;1602;16;20020109 09:56;P;;;;;;
D;001;1602;16;20020109 09:56;V;;;;;;
B;001;1632;17;20020109 09:56;;;33;RAWSON ST;ABERDARE;2325;;;20010809;20010919;88000;A;R;RESIDENCE;;GA;AC;;8062979;
C;001;1632;17;20020109 09:56;7/40/758002;
D;001;1632;17;20020109 09:56;P;;;;;;
D;001;1632;17;20020109 09:56;V;;;;;;
D;001;1632;17;20020109 09:56;V;;;;;;
B;001;1688;18;20020109 09:56;;;145;RAWSON ST;ABERDARE;2325;1012;M;20010417;20010508;39000;A;V;VACANT LAND;;GA;AV;;7615851;
C;001;1688;18;20020109 09:56;283//755215;
D;001;1688;18;20020109 09:56;P;;;;;;
D;001;1688;18;20020109 09:56;P;;;;;;
D;001;1688;18;20020109 09:56;V;;;;;;
