A;003;20010822 13:41;CDIXON;
D;003;25606;6;20010822 13:41;P;;;;;;
D;003;25606;6;20010822 13:41;P;;;;;;
D;003;25606;6;20010822 13:41;V;;;;;;
D;003;25606;6;20010822 13:41;V;;;;;;
B;003;25652;7;20010822 13:41;;;13;ALANNA ST;TERRIGAL;2260;581.7;M;20010226;20010409;220000;A;3;NULL;;FQ;;;7606223;
C;003;25652;7;20010822 13:41;8//237777;
D;003;25652;7;20010822 13:41;P;;;;;;
D;003;25652;7;20010822 13:41;P;;;;;;
D;003;25652;7;20010822 13:41;V;;;;;;
B;003;25668;8;20010822 13:41;;;24;ALANNA ST;TERRIGAL;2260;872.6;M;20010321;20010427;270000;A;R;;;FQ;;;7587392;
C;003;25668;8;20010822 13:41;16//237777;
D;003;25668;8;20010822 13:41;P;;;;;;
D;003;25668;8;20010822 13:41;V;;;;;;
B;003;25693;9;20010822 13:41;;;23;ALBANY RD;UMINA;2257;689.2;M;20001223;20010412;245000;A;R;;;GG;;;7625747;
C;003;25693;9;20010822 13:41;146//10080;
D;003;25693;9;20010822 13:41;P;;;;;;
D;003;25693;9;20010822 13:41;P;;;;;;
D;003;25693;9;20010822 13:41;V;;;;;;
B;003;25722;10;20010822 13:41;;;8;ALBANY SQ;UMINA;2257;885.2;M;20010316;20010427;235000;A;R;;;GG;;;7641012;
C;003;25722;10;20010822 13:41;82//10080;
D;003;25722;10;20010822 13:41;P;;;;;;
D;003;25722;10;20010822 13:41;P;;;;;;
D;003;25722;10;20010822 13:41;V;;;;;;
D;003;25722;10;20010822 13:41;V;;;;;;
B;003;25771;11;20010822 13:41;;;90;ALBANY ST;POINT FREDERICK;2250;853.6;M;20010531;20010531;0;A;R;;;GH;;;7654536;
C;003;25771;11;20010822 13:41;14//10778;
D;003;25771;11;20010822 13:41;P;;;;;;
B;003;25793;12;20010822 13:41;;;130 A;ALBANY ST;POINT FREDERICK;2250;594.4;M;20010221;20010404;327500;A;R;;;GH;;;7591365;
C;003;25793;12;20010822 13:41;52//535468;
D;003;25793;12;20010822 13:41;P;;;;;;
D;003;25793;12;20010822 13:41;P;;;;;;
D;003;25793;12;20010822 13:41;V;;;;;;
B;003;25867;13;20010822 13:41;;11;166;ALBANY ST;POINT FREDERICK;2250;;;20010323;20010412;151000;;R;;11;;;;7607811;
C;003;25867;13;20010822 13:41;11//32162;
D;003;25867;13;20010822 13:41;P;;;;;;
D;003;25867;13;20010822 13:41;P;;;;;;
D;003;25867;13;20010822 13:41;V;;;;;;
B;003;25968;14;20010822 13:41;;;169;ALBANY ST;POINT FREDERICK;2250;575.4;M;20010510;20010510;0;A;3;NULL;;GH;;;7600913;
C;003;25968;14;20010822 13:41;4//17974;
D;003;25968;14;20010822 13:41;P;;;;;;
D;003;25968;14;20010822 13:41;P;;;;;;
D;003;25968;14;20010822 13:41;V;;;;;;
D;003;25968;14;20010822 13:41;V;;;;;;
B;003;25972;15;20010822 13:41;;;161;ALBANY ST;POINT FREDERICK;2250;1393;M;20010410;20010410;0;A;R;;;GH;;;7647212;
C;003;25972;15;20010822 13:41;70//621296;
D;003;25972;15;20010822 13:41;P;;;;;;
D;003;25972;15;20010822 13:41;V;;;;;;
B;003;26000;16;20010822 13:41;;;123;ALBANY ST;POINT FREDERICK;2250;461.6;M;20010226;20010402;365000;A;R;;;GH;;;7587843;
C;003;26000;16;20010822 13:41;3, 6//517729;
D;003;26000;16;20010822 13:41;P;;;;;;
D;003;26000;16;20010822 13:41;V;;;;;;
B;003;26262;17;20010822 13:41;;;3;ALDINGA DR;WAMBERAL;2260;556.4;M;20010219;20010402;230000;A;R;;;GT;;;7591362;
C;003;26262;17;20010822 13:41;2//232335;
D;003;26262;17;20010822 13:41;P;;;;;;
D;003;26262;17;20010822 13:41;P;;;;;;
D;003;26262;17;20010822 13:41;V;;;;;;
D;003;26262;17;20010822 13:41;V;;;;;;
B;003;26273;18;20010822 13:41;;;25;ALDINGA DR;WAMBERAL;2260;556.4;M;20010323;20010509;210000;A;R;;;GT;;;7618183;
C;003;26273;18;20010822 13:41;13//232335;
D;003;26273;18;20010822 13:41;P;;;;;;
D;003;26273;18;20010822 13:41;V;;;;;;
B;003;26318;19;20010822 13:41;;;66;ALDINGA DR;WAMBERAL;2260;834.7;M;20010209;20010209;0;A;R;;;GT;;;7558165;
C;003;26318;19;20010822 13:41;12//604803;
D;003;26318;19;20010822 13:41;P;;;;;;
D;003;26318;19;20010822 13:41;P;;;;;;
D;003;26318;19;20010822 13:41;V;;;;;;
B;003;26334;20;20010822 13:41;;;34;ALDINGA DR;WAMBERAL;2260;809.4;M;20010509;20010509;0;A;R;;;GT;;;7609551;
C;003;26334;20;20010822 13:41;40//234213;
D;003;26334;20;20010822 13:41;P;;;;;;
D;003;26334;20;20010822 13:41;V;;;;;;
D;003;26334;20;20010822 13:41;V;;;;;;
B;003;26335;21;20010822 13:41;;;32;ALDINGA DR;WAMBERAL;2260;651.3;M;20010329;20010501;250000;A;3;NULL;;GT;;;7614726;
C;003;26335;21;20010822 13:41;39//234213;
D;003;26335;21;20010822 13:41;P;;;;;;
D;003;26335;21;20010822 13:41;P;;;;;;
D;003;26335;21;20010822 13:41;V;;;;;;
B;003;26358;22;20010822 13:41;;1;3;ALECIA CL;GREEN POINT;2251;;;20010315;20010426;195000;;R;;1;;;;7574223;
C;003;26358;22;20010822 13:41;1//37940;
D;003;26358;22;20010822 13:41;P;;;;;;
D;003;26358;22;20010822 13:41;P;;;;;;
D;003;26358;22;20010822 13:41;V;;;;;;
B;003;26482;23;20010822 13:41;;;10;ALGONA AVE;KINCUMBER;2251;575.4;M;20010223;20010402;250000;A;R;;;FK;;;7581672;
C;003;26482;23;20010822 13:41;64//25521;
D;003;26482;23;20010822 13:41;P;;;;;;
D;003;26482;23;20010822 13:41;P;;;;;;
D;003;26482;23;20010822 13:41;V;;;;;;
B;003;26517;24;20010822 13:41;;;14;ALISON RD;SPRINGFIELD;2250;480.6;M;20010529;20010529;28000;A;3;NULL;;FG;;;7654055;
C;003;26517;24;20010822 13:41;66//240190;
D;003;26517;24;20010822 13:41;P;;;;;;
D;003;26517;24;20010822 13:41;P;;;;;;
D;003;26517;24;20010822 13:41;V;;;;;;
D;003;26517;24;20010822 13:41;V;;;;;;
B;003;26561;25;20010822 13:41;;;35;ALISTAIR AVE;FORRESTERS BEACH;2260;885.2;M;20010322;20010322;0;A;3;NULL;;FP;;;7604836;
C;003;26561;25;20010822 13:41;3//876780;
D;003;26561;25;20010822 13:41;P;;;;;;
D;003;26561;25;20010822 13:41;P;;;;;;
D;003;26561;25;20010822 13:41;V;;;;;;
D;003;26561;25;20010822 13:41;V;;;;;;
B;003;26650;26;20010822 13:41;;;48;ALLANDALE RD;GREEN POINT;2251;636;M;20010518;20010515;233000;A;R;;;FJ;;;7629509;
C;003;26650;26;20010822 13:41;439//838906;
D;003;26650;26;20010822 13:41;P;;;;;;
D;003;26650;26;20010822 13:41;V;;;;;;
D;003;26650;26;20010822 13:41;V;;;;;;
B;003;26741;27;20010822 13:41;;;44;ALLFIELD RD;WOY WOY;2256;695.5;M;20010125;20010411;195000;A;R;;;MK;;;7579515;
C;003;26741;27;20010822 13:41;75//660315;
D;003;26741;27;20010822 13:41;P;;;;;;
D;003;26741;27;20010822 13:41;V;;;;;;
B;003;26828;28;20010822 13:41;;;36;ALPHA RD;WOY WOY;2256;602.6;M;20010327;20010327;0;A;3;NULL;;FU;;;7607145;
C;003;26828;28;20010822 13:41;1//557808;
D;003;26828;28;20010822 13:41;P;;;;;;
D;003;26828;28;20010822 13:41;P;;;;;;
D;003;26828;28;20010822 13:41;V;;;;;;
D;003;26828;28;20010822 13:41;V;;;;;;
B;003;26833;29;20010822 13:41;;;26;ALPHA RD;WOY WOY;2256;904.2;M;20010124;20010124;0;A;R;;;FU;;;7574871;
C;003;26833;29;20010822 13:41;64//5480;
D;003;26833;29;20010822 13:41;P;;;;;;
D;003;26833;29;20010822 13:41;P;;;;;;
D;003;26833;29;20010822 13:41;V;;;;;;
D;003;26833;29;20010822 13:41;V;;;;;;
B;003;26834;30;20010822 13:41;;;24;ALPHA RD;WOY WOY;2256;904.2;M;20010309;20010420;160000;A;R;;;FU;;;7574937;
C;003;26834;30;20010822 13:41;65//5480;
D;003;26834;30;20010822 13:41;P;;;;;;
D;003;26834;30;20010822 13:41;P;;;;;;
D;003;26834;30;20010822 13:41;V;;;;;;
B;003;27120;31;20010822 13:41;;;17;ANGUS AVE;WYOMING;2250;562.8;M;20010205;20010423;170000;A;R;;;FB;;;7619543;
C;003;27120;31;20010822 13:41;111//225928;
D;003;27120;31;20010822 13:41;P;;;;;;
D;003;27120;31;20010822 13:41;V;;;;;;
B;003;27173;32;20010822 13:41;;;77;ANNIVERSARY AVE;TERRIGAL;2260;603.9;M;20010515;20010515;168000;A;R;;;FQ;;;7613353;
C;003;27173;32;20010822 13:41;5//247059;
D;003;27173;32;20010822 13:41;P;;;;;;
D;003;27173;32;20010822 13:41;P;;;;;;
D;003;27173;32;20010822 13:41;V;;;;;;
B;003;27191;33;20010822 13:41;;;41;ANNIVERSARY AVE;TERRIGAL;2260;575.4;M;20010418;20010523;282500;A;R;;;FQ;;;7655681;
C;003;27191;33;20010822 13:41;5//239102;
D;003;27191;33;20010822 13:41;P;;;;;;
D;003;27191;33;20010822 13:41;V;;;;;;
B;003;27197;34;20010822 13:41;;;29;ANNIVERSARY AVE;TERRIGAL;2260;682.9;M;20001026;20001221;182000;A;V;;;FQ;;;7553994;
C;003;27197;34;20010822 13:41;14//236600;
D;003;27197;34;20010822 13:41;P;;;;;;
D;003;27197;34;20010822 13:41;P;;;;;;
D;003;27197;34;20010822 13:41;V;;;;;;
D;003;27197;34;20010822 13:41;V;;;;;;
B;003;27461;35;20010822 13:41;;;72;ARALUEN DR;HARDYS BAY;2257;897.9;M;20000630;20000811;750000;A;R;;;FS;;;7627827;
C;003;27461;35;20010822 13:41;14//8830;
D;003;27461;35;20010822 13:41;P;;;;;;
D;003;27461;35;20010822 13:41;P;;;;;;
D;003;27461;35;20010822 13:41;V;;;;;;
D;003;27461;35;20010822 13:41;V;;;;;;
B;003;27551;36;20010822 13:41;;;16;ARMSTRONG CL;BENSVILLE;2251;640.2;M;20010226;20010507;153000;A;V;;;HA;;;7610676;
C;003;27551;36;20010822 13:41;117//1019478;
D;003;27551;36;20010822 13:41;P;;;;;;
D;003;27551;36;20010822 13:41;P;;;;;;
D;003;27551;36;20010822 13:41;V;;;;;;
B;003;27553;37;20010822 13:41;;;20;ARMSTRONG CL;BENSVILLE;2251;616;M;20010301;20010501;158000;A;V;;;HA;;;7598877;
C;003;27553;37;20010822 13:41;119//1019478;
D;003;27553;37;20010822 13:41;P;;;;;;
D;003;27553;37;20010822 13:41;P;;;;;;
D;003;27553;37;20010822 13:41;V;;;;;;
B;003;27625;38;20010822 13:41;;;4;ARTHUR PL;FORRESTERS BEACH;2260;1239;M;20010420;20010420;0;A;3;NULL;;FP;;;7577752;
C;003;27625;38;20010822 13:41;91//223884;
D;003;27625;38;20010822 13:41;P;;;;;;
D;003;27625;38;20010822 13:41;V;;;;;;
D;003;27625;38;20010822 13:41;V;;;;;;
B;003;27765;39;20010822 13:41;;;39;ASCA DR;GREEN POINT;2251;474.2;M;20010228;20010411;325000;A;R;;;FJ;;;7627546;
C;003;27765;39;20010822 13:41;25//31889;
D;003;27765;39;20010822 13:41;P;;;;;;
D;003;27765;39;20010822 13:41;P;;;;;;
D;003;27765;39;20010822 13:41;V;;;;;;
B;003;27828;40;20010822 13:41;;;26;ASCOT AVE;AVOCA BEACH;2251;784.1;M;20010305;20010305;0;A;3;NULL;;FR;;;7651631;
C;003;27828;40;20010822 13:41;4//101618;
D;003;27828;40;20010822 13:41;P;;;;;;
D;003;27828;40;20010822 13:41;V;;;;;;
B;003;27932;41;20010822 13:41;;;5;ASHBURN CL;LISAROW;2250;784.9;M;20010313;20010423;275000;A;R;;;FA;;;7575277;
C;003;27932;41;20010822 13:41;33//815937;
D;003;27932;41;20010822 13:41;P;;;;;;
D;003;27932;41;20010822 13:41;P;;;;;;
D;003;27932;41;20010822 13:41;V;;;;;;
D;003;27932;41;20010822 13:41;V;;;;;;
B;003;27985;42;20010822 13:41;;;1;ASHLEY AVE;TERRIGAL;2260;762.4;M;20010211;20010309;325000;A;R;;;FQ;;;7583806;
C;003;27985;42;20010822 13:41;1//570281;
D;003;27985;42;20010822 13:41;P;;;;;;
D;003;27985;42;20010822 13:41;P;;;;;;
D;003;27985;42;20010822 13:41;V;;;;;;
B;003;28121;43;20010822 13:41;;2;9;AULD ST;TERRIGAL;2260;;;20010330;20010508;365000;;R;;2;;;;7605897;
C;003;28121;43;20010822 13:41;2//SP 64422;
D;003;28121;43;20010822 13:41;P;;;;;;
D;003;28121;43;20010822 13:41;V;;;;;;
B;003;28121;44;20010822 13:41;;6;9;AULD ST;TERRIGAL;2260;;;20010323;20010504;365000;;3;VILLA ;6;;;;7587747;
C;003;28121;44;20010822 13:41;6//SP 64422;
D;003;28121;44;20010822 13:41;P;;;;;;
D;003;28121;44;20010822 13:41;V;;;;;;
B;003;28310;45;20010822 13:41;;;33;AUSTRALIA AVE;UMINA;2257;531.1;M;20010418;20010418;0;A;3;NULL;;FU;;;7601328;
C;003;28310;45;20010822 13:41;148//10186;
D;003;28310;45;20010822 13:41;P;;;;;;
D;003;28310;45;20010822 13:41;V;;;;;;
B;003;28360;46;20010822 13:41;;;4;AVIA AVE;ERINA;2250;643;M;20010411;20010511;185000;A;R;;;GU;;;7627085;
C;003;28360;46;20010822 13:41;345//1013354;
D;003;28360;46;20010822 13:41;P;;;;;;
D;003;28360;46;20010822 13:41;P;;;;;;
D;003;28360;46;20010822 13:41;V;;;;;;
B;003;28414;47;20010822 13:41;;;233;AVOCA DR;GREEN POINT;2251;493.2;M;20010518;20010518;0;A;R;;;FJ;;;7652998;
C;003;28414;47;20010822 13:41;9//511715;
D;003;28414;47;20010822 13:41;P;;;;;;
D;003;28414;47;20010822 13:41;P;;;;;;
D;003;28414;47;20010822 13:41;V;;;;;;
D;003;28414;47;20010822 13:41;V;;;;;;
B;003;28524;48;20010822 13:41;;;434;AVOCA DR;GREEN POINT;2251;1.123;H;20010125;20010320;240000;P;R;;;PB;;;7621413;
C;003;28524;48;20010822 13:41;2//856822;
D;003;28524;48;20010822 13:41;P;;;;;;
D;003;28524;48;20010822 13:41;P;;;;;;
D;003;28524;48;20010822 13:41;V;;;;;;
B;003;28554;49;20010822 13:41;;;286;AVOCA DR;GREEN POINT;2251;581.7;M;20010320;20010501;212500;A;R;;;FJ;;;7623628;
C;003;28554;49;20010822 13:41;3//229491;
D;003;28554;49;20010822 13:41;P;;;;;;
D;003;28554;49;20010822 13:41;P;;;;;;
D;003;28554;49;20010822 13:41;V;;;;;;
B;003;28662;50;20010822 13:41;;;116;AVOCA DR;KINCUMBER;2251;1189;M;20000921;20010402;20000;A;V;;;FK;;;7522311;
C;003;28662;50;20010822 13:41;A//378418;
D;003;28662;50;20010822 13:41;P;;;;;;
D;003;28662;50;20010822 13:41;P;;;;;;
D;003;28662;50;20010822 13:41;P;;;;;;
D;003;28662;50;20010822 13:41;V;;;;;;
D;003;28662;50;20010822 13:41;V;;;;;;
B;003;28762;51;20010822 13:41;KINCUMBER SHOPPING CENTRE;;43;AVOCA DR;KINCUMBER;2251;1.642;H;20010319;20010328;13900000;B;3;NULL;;CN;;;7573285;
C;003;28762;51;20010822 13:41;2//749572;
D;003;28762;51;20010822 13:41;P;;;;;;
D;003;28762;51;20010822 13:41;V;;;;;;
B;003;28848;52;20010822 13:41;;9;194;AVOCA DR;AVOCA BEACH;2251;;;20010314;20010501;580000;;R;;9;;;;7591832;
C;003;28848;52;20010822 13:41;9//SP 57136;
D;003;28848;52;20010822 13:41;P;;;;;;
D;003;28848;52;20010822 13:41;V;;;;;;
B;003;29050;53;20010822 13:41;;3;18;AVOCA DR;AVOCA BEACH;2251;;;20010404;20010511;450000;;R;;3;;;;7641979;
C;003;29050;53;20010822 13:41;3//SP 64720;
D;003;29050;53;20010822 13:41;P;;;;;;
D;003;29050;53;20010822 13:41;V;;;;;;
B;003;29190;54;20010822 13:41;;2;101;AVOCA DR;AVOCA BEACH;2251;;;20010226;20010405;460000;;R;;2;;;;7573166;
C;003;29190;54;20010822 13:41;2//3222;
D;003;29190;54;20010822 13:41;P;;;;;;
D;003;29190;54;20010822 13:41;V;;;;;;
B;003;29190;55;20010822 13:41;;11;101;AVOCA DR;AVOCA BEACH;2251;;;20010226;20010405;460000;;R;;11;;;;7573166;
C;003;29190;55;20010822 13:41;11//3222;
D;003;29190;55;20010822 13:41;P;;;;;;
D;003;29190;55;20010822 13:41;V;;;;;;
B;003;29222;56;20010822 13:41;;1;127;AVOCA DR;AVOCA BEACH;2251;;;20010405;20010521;435000;;R;;1;;;;7637669;
C;003;29222;56;20010822 13:41;1//5427;
D;003;29222;56;20010822 13:41;P;;;;;;
D;003;29222;56;20010822 13:41;P;;;;;;
D;003;29222;56;20010822 13:41;V;;;;;;
B;003;29345;57;20010822 13:41;;;26;AWABA ST;LISAROW;2250;596.6;M;20010319;20010319;0;A;R;;;GJ;;;7591887;
C;003;29345;57;20010822 13:41;57//873265;
D;003;29345;57;20010822 13:41;P;;;;;;
D;003;29345;57;20010822 13:41;V;;;;;;
D;003;29345;57;20010822 13:41;V;;;;;;
B;003;29394;58;20010822 13:41;;;15;BABS RD;KILLCARE HEIGHTS;2257;739.8;M;20010223;20010406;355000;A;R;;;GP;;;7633181;
C;003;29394;58;20010822 13:41;177//15671;
D;003;29394;58;20010822 13:41;P;;;;;;
D;003;29394;58;20010822 13:41;P;;;;;;
D;003;29394;58;20010822 13:41;V;;;;;;
D;003;29394;58;20010822 13:41;V;;;;;;
B;003;29417;59;20010822 13:41;;;4;BADEN ST;KILLCARE HEIGHTS;2257;695.6;M;20010329;20010510;388000;A;3;NULL;;GP;;;7631681;
C;003;29417;59;20010822 13:41;174//15671;
D;003;29417;59;20010822 13:41;P;;;;;;
D;003;29417;59;20010822 13:41;P;;;;;;
D;003;29417;59;20010822 13:41;V;;;;;;
D;003;29417;59;20010822 13:41;V;;;;;;
B;003;29434;60;20010822 13:41;;1;2;BAKER ST;GOSFORD;2250;;;20010205;20010525;72500;;3;OFFICE ;1;;;;7652679;
C;003;29434;60;20010822 13:41;1//17677;
D;003;29434;60;20010822 13:41;P;;;;;;
D;003;29434;60;20010822 13:41;P;;;;;;
D;003;29434;60;20010822 13:41;P;;;;;;
D;003;29434;60;20010822 13:41;V;;;;;;
D;003;29434;60;20010822 13:41;V;;;;;;
B;003;29461;61;20010822 13:41;;1;16;BALACLAVA AVE;WOY WOY;2256;;;20010415;20010415;0;;R;;1;;;;7645789;
C;003;29461;61;20010822 13:41;1//SP 48700;
D;003;29461;61;20010822 13:41;P;;;;;;
D;003;29461;61;20010822 13:41;V;;;;;;
B;003;29461;62;20010822 13:41;;2;16;BALACLAVA AVE;WOY WOY;2256;;;20010419;20010518;247000;;R;;2;;;;7652444;
C;003;29461;62;20010822 13:41;2//SP 48700;
D;003;29461;62;20010822 13:41;P;;;;;;
D;003;29461;62;20010822 13:41;P;;;;;;
D;003;29461;62;20010822 13:41;V;;;;;;
D;003;29461;62;20010822 13:41;V;;;;;;
B;003;29756;63;20010822 13:41;;;27;BANNISTER DR;ERINA;2250;461.3;M;20010214;20010214;0;A;R;;;GU;;;7629221;
C;003;29756;63;20010822 13:41;228//878410;
D;003;29756;63;20010822 13:41;P;;;;;;
D;003;29756;63;20010822 13:41;V;;;;;;
D;003;29756;63;20010822 13:41;V;;;;;;
B;003;29890;64;20010822 13:41;;;18;BAREENA AVE;NORTH AVOCA;2260;474.2;M;20010302;20010412;1130000;A;R;;;VA;;;7604200;
C;003;29890;64;20010822 13:41;9//223069;
D;003;29890;64;20010822 13:41;P;;;;;;
D;003;29890;64;20010822 13:41;P;;;;;;
D;003;29890;64;20010822 13:41;V;;;;;;
B;003;30009;65;20010822 13:41;;4;9;BARNHILL RD;TERRIGAL;2260;;;20010406;20010518;900000;;R;;4;;;;7643318;
C;003;30009;65;20010822 13:41;4//38121;
D;003;30009;65;20010822 13:41;P;;;;;;
D;003;30009;65;20010822 13:41;P;;;;;;
D;003;30009;65;20010822 13:41;V;;;;;;
D;003;30009;65;20010822 13:41;V;;;;;;
D;003;30009;65;20010822 13:41;V;;;;;;
B;003;30064;66;20010822 13:41;;3;23;BARNHILL RD;TERRIGAL;2260;;;20010316;20010423;300000;;R;;3;;;;7581156;
C;003;30064;66;20010822 13:41;3//64528;
D;003;30064;66;20010822 13:41;P;;;;;;
D;003;30064;66;20010822 13:41;P;;;;;;
D;003;30064;66;20010822 13:41;V;;;;;;
B;003;30555;67;20010822 13:41;;;80;BAY ST;PATONGA;2256;727.2;M;20010329;20010510;350000;A;R;;;FW;;;7621151;
C;003;30555;67;20010822 13:41;8/5/758831;
D;003;30555;67;20010822 13:41;P;;;;;;
D;003;30555;67;20010822 13:41;V;;;;;;
B;003;30705;68;20010822 13:41;;;27;BAYSIDE DR;GREEN POINT;2251;474.2;M;20000320;20010501;625000;A;3;NULL;;WG;;;7582411;
C;003;30705;68;20010822 13:41;14//230085;
D;003;30705;68;20010822 13:41;P;;;;;;
D;003;30705;68;20010822 13:41;P;;;;;;
D;003;30705;68;20010822 13:41;V;;;;;;
D;003;30705;68;20010822 13:41;V;;;;;;
B;003;31143;69;20010822 13:41;;4;62;BEANE ST;GOSFORD;2250;;;20010410;20010508;140000;;R;;4;;;;7603779;
C;003;31143;69;20010822 13:41;4//19020;
D;003;31143;69;20010822 13:41;P;;;;;;
D;003;31143;69;20010822 13:41;V;;;;;;
D;003;31143;69;20010822 13:41;V;;;;;;
B;003;31143;70;20010822 13:41;;22;62;BEANE ST;GOSFORD;2250;;;20010302;20010406;145000;;R;;22;;;;7545330;
C;003;31143;70;20010822 13:41;22//19020;
D;003;31143;70;20010822 13:41;P;;;;;;
D;003;31143;70;20010822 13:41;P;;;;;;
D;003;31143;70;20010822 13:41;V;;;;;;
D;003;31143;70;20010822 13:41;V;;;;;;
B;003;31287;71;20010822 13:41;;;74;BEAUFORT RD;TERRIGAL;2260;524.8;M;20010312;20010507;310000;A;R;;;FQ;;;7600396;
C;003;31287;71;20010822 13:41;2//513993;
D;003;31287;71;20010822 13:41;P;;;;;;
D;003;31287;71;20010822 13:41;P;;;;;;
D;003;31287;71;20010822 13:41;V;;;;;;
B;003;31332;72;20010822 13:41;;;9;BEAUMONT AVE;WYOMING;2250;480.6;M;20010221;20010430;135000;A;R;;;FC;;;7620572;
C;003;31332;72;20010822 13:41;5//240596;
D;003;31332;72;20010822 13:41;P;;;;;;
D;003;31332;72;20010822 13:41;P;;;;;;
D;003;31332;72;20010822 13:41;V;;;;;;
D;003;31332;72;20010822 13:41;V;;;;;;
D;003;31332;72;20010822 13:41;V;;;;;;
B;003;31558;73;20010822 13:41;;;54;BELLEVUE CRES;NORTH AVOCA;2260;733.5;M;20010308;20010514;725000;A;R;;;GB;;;7618577;
C;003;31558;73;20010822 13:41;10//20805 1//387857;
D;003;31558;73;20010822 13:41;P;;;;;;
D;003;31558;73;20010822 13:41;P;;;;;;
D;003;31558;73;20010822 13:41;V;;;;;;
D;003;31558;73;20010822 13:41;V;;;;;;
B;003;31623;74;20010822 13:41;;;26;BELSHAM RD;KARIONG;2250;806.7;M;20010306;20010508;269000;A;R;;;FF;;;7609293;
C;003;31623;74;20010822 13:41;8//736227;
D;003;31623;74;20010822 13:41;P;;;;;;
D;003;31623;74;20010822 13:41;P;;;;;;
D;003;31623;74;20010822 13:41;V;;;;;;
D;003;31623;74;20010822 13:41;V;;;;;;
D;003;31623;74;20010822 13:41;V;;;;;;
B;003;31757;75;20010822 13:41;;;16;BENT ST;GOSFORD;2250;550.1;M;20010328;20010509;194000;A;R;;;MJ;;;7621246;
C;003;31757;75;20010822 13:41;37/6/1591;
D;003;31757;75;20010822 13:41;P;;;;;;
D;003;31757;75;20010822 13:41;P;;;;;;
D;003;31757;75;20010822 13:41;V;;;;;;
D;003;31757;75;20010822 13:41;V;;;;;;
B;003;31834;76;20010822 13:41;;;24;BENWERRIN RD;WAMBERAL;2260;556.4;M;20000426;20000426;0;A;R;;;GT;;;7588842;
C;003;31834;76;20010822 13:41;105//234206;
D;003;31834;76;20010822 13:41;P;;;;;;
D;003;31834;76;20010822 13:41;P;;;;;;
D;003;31834;76;20010822 13:41;V;;;;;;
D;003;31834;76;20010822 13:41;V;;;;;;
B;003;32222;77;20010822 13:41;;;1;BEVERLEY CRES;TERRIGAL;2260;556.4;M;20010127;20010312;222000;A;3;NULL;;FQ;;;7476086;
C;003;32222;77;20010822 13:41;73//217857;
D;003;32222;77;20010822 13:41;P;;;;;;
D;003;32222;77;20010822 13:41;P;;;;;;
D;003;32222;77;20010822 13:41;V;;;;;;
B;003;32281;78;20010822 13:41;;;13;BILLABONG ST;WOY WOY;2256;645;M;20010501;20010522;309000;A;R;;;FU;;;7641076;
C;003;32281;78;20010822 13:41;8//10172;
D;003;32281;78;20010822 13:41;P;;;;;;
D;003;32281;78;20010822 13:41;P;;;;;;
D;003;32281;78;20010822 13:41;V;;;;;;
D;003;32281;78;20010822 13:41;V;;;;;;
B;003;32295;79;20010822 13:41;;;20;BILLABONG ST;WOY WOY;2256;505.9;M;20001121;20001121;0;A;R;;;FU;;;7590789;
C;003;32295;79;20010822 13:41;11//528400;
D;003;32295;79;20010822 13:41;P;;;;;;
D;003;32295;79;20010822 13:41;P;;;;;;
D;003;32295;79;20010822 13:41;V;;;;;;
