A;008;20011109 11:32;CDIXON;
C;008;203903;16;20011109 11:33;14/D/2235;
D;008;203903;16;20011109 11:33;P;;;;;;
D;008;203903;16;20011109 11:33;V;;;;;;
B;008;203937;17;20011109 11:33;;;54;ARTHUR ST;MAYFIELD;2304;;;20000720;20000720;44000;A;R;RESIDENCE;;JD;AC;;4287660;
C;008;203937;17;20011109 11:33;20/B/192768;
D;008;203937;17;20011109 11:33;P;;;;;;
B;008;204201;18;20011109 11:33;;4;34;ASTBURY ST;NEW LAMBTON;2305;;;20010709;20010813;123500;;R;RESIDENCE;4;;;;7874486;
C;008;204201;18;20011109 11:33;4//4836;
D;008;204201;18;20011109 11:33;P;;;;;;
D;008;204201;18;20011109 11:33;V;;;;;;
B;008;204257;19;20011109 11:33;;;5;ATHLONE WAY;NEWCASTLE;2300;877.7;M;20010626;20010725;65000;A;V;VACANT LAND;;AA;AV;;7834675;
C;008;204257;19;20011109 11:33;1401//1018235;
D;008;204257;19;20011109 11:33;P;;;;;;
D;008;204257;19;20011109 11:33;P;;;;;;
D;008;204257;19;20011109 11:33;V;;;;;;
B;008;204274;20;20011109 11:33;;;10;ATKINSON ST;BIRMINGHAM GARDENS;2287;;;20010703;20010710;109000;A;R;RESIDENCE;;JA;AC;;7871370;
C;008;204274;20;20011109 11:33;155//12691;
D;008;204274;20;20011109 11:33;P;;;;;;
D;008;204274;20;20011109 11:33;V;;;;;;
B;008;204430;21;20011109 11:33;;;20;BAILEY ST;ADAMSTOWN;2289;;;20010702;20010813;199950;A;R;RESIDENCE;;HB;AC;;7870841;
C;008;204430;21;20011109 11:33;16//7705;
D;008;204430;21;20011109 11:33;P;;;;;;
D;008;204430;21;20011109 11:33;V;;;;;;
B;008;204470;22;20011109 11:33;;;114;BAILEY ST;ADAMSTOWN;2289;;;20010526;20010629;142000;A;R;RESIDENCE;;HB;AC;;7818561;
C;008;204470;22;20011109 11:33;6//21211;
D;008;204470;22;20011109 11:33;P;;;;;;
D;008;204470;22;20011109 11:33;V;;;;;;
B;008;204486;23;20011109 11:33;;1;75;BAILEY ST;ADAMSTOWN;2289;;;20010730;20010910;160000;;R;RESIDENCE;1;;;;7893539;
C;008;204486;23;20011109 11:33;1//22251;
D;008;204486;23;20011109 11:33;P;;;;;;
B;008;204814;24;20011109 11:33;;;45;BAR BEACH AVE;THE JUNCTION;2291;138;M;20010719;20010723;385000;A;R;RESIDENCE;;HL;AC;;7893185;
C;008;204814;24;20011109 11:33;1//198226;
D;008;204814;24;20011109 11:33;P;;;;;;
D;008;204814;24;20011109 11:33;P;;;;;;
D;008;204814;24;20011109 11:33;V;;;;;;
D;008;204814;24;20011109 11:33;V;;;;;;
B;008;205365;25;20011109 11:33;;;225;BEAUMONT ST;HAMILTON SOUTH;2303;;;20010412;20010518;257500;A;R;RESIDENCE;;FT;AC;;4319235;
C;008;205365;25;20011109 11:33;PT 4/J/979108 SEC J PT LOT 4 DP 979108;
D;008;205365;25;20011109 11:33;P;;;;;;
D;008;205365;25;20011109 11:33;P;;;;;;
D;008;205365;25;20011109 11:33;V;;;;;;
B;008;205467;26;20011109 11:33;;6;;BEAUMONT ST HOUSE NO: 20/22;ISLINGTON;2296;;;19940927;19940927;2800;;R;RESIDENCE;6;;;;7882978;
C;008;205467;26;20011109 11:33;6//13996;
D;008;205467;26;20011109 11:33;P;;;;;;
B;008;205596;27;20011109 11:33;;;22;BEDFORD ST;GEORGETOWN;2298;;;20010629;20010803;161000;A;R;RESIDENCE;;JS;AC;;7855863;
C;008;205596;27;20011109 11:33;32//172;
D;008;205596;27;20011109 11:33;P;;;;;;
D;008;205596;27;20011109 11:33;P;;;;;;
D;008;205596;27;20011109 11:33;V;;;;;;
B;008;205906;28;20011109 11:33;;;16;BENNETT AVE;NEW LAMBTON;2305;;;20010626;20010809;152000;A;R;RESIDENCE;;FE;AC;;7869186;
C;008;205906;28;20011109 11:33;1/4/8570;
D;008;205906;28;20011109 11:33;P;;;;;;
D;008;205906;28;20011109 11:33;P;;;;;;
D;008;205906;28;20011109 11:33;V;;;;;;
D;008;205906;28;20011109 11:33;V;;;;;;
B;008;205979;29;20011109 11:33;;;75;BERESFORD AVE;BERESFIELD;2322;;;20010619;20010731;88000;A;R;RESIDENCE;;DA;AC;;7831187;
C;008;205979;29;20011109 11:33;205/A/12628;
D;008;205979;29;20011109 11:33;P;;;;;;
D;008;205979;29;20011109 11:33;P;;;;;;
D;008;205979;29;20011109 11:33;V;;;;;;
B;008;206251;30;20011109 11:33;;;18;BERNICE CRES;WARATAH WEST;2298;;;20010730;20010810;105000;A;R;RESIDENCE;;JP;AC;;7858621;
C;008;206251;30;20011109 11:33;90//218092;
D;008;206251;30;20011109 11:33;P;;;;;;
D;008;206251;30;20011109 11:33;P;;;;;;
D;008;206251;30;20011109 11:33;V;;;;;;
D;008;206251;30;20011109 11:33;V;;;;;;
B;008;206421;31;20011109 11:33;;;25;BERSHIRE AVE;MEREWETHER HEIGHTS;2291;562.8;M;20010621;20010727;282000;A;R;RESIDENCE;;HM;AC;;7863522;
C;008;206421;31;20011109 11:33;82//208911;
D;008;206421;31;20011109 11:33;P;;;;;;
D;008;206421;31;20011109 11:33;P;;;;;;
D;008;206421;31;20011109 11:33;V;;;;;;
B;008;206581;32;20011109 11:33;;;7;BILBIE PL;FLETCHER;2287;606.9;M;20010717;20010814;43000;A;V;VACANT LAND;;AP;AV;;7877450;
C;008;206581;32;20011109 11:33;102//881294;
D;008;206581;32;20011109 11:33;P;;;;;;
D;008;206581;32;20011109 11:33;V;;;;;;
B;008;206627;33;20011109 11:33;;;33;BINDOWAN CRES;MARYLAND;2287;610;M;20010414;20010524;149000;A;R;RESIDENCE;;AA;AC;;7705829;
C;008;206627;33;20011109 11:33;2050//707597;
D;008;206627;33;20011109 11:33;P;;;;;;
D;008;206627;33;20011109 11:33;P;;;;;;
D;008;206627;33;20011109 11:33;V;;;;;;
B;008;206655;34;20011109 11:33;;;28;BINDOWAN CRES;MARYLAND;2287;550.8;M;20010629;20010810;210000;A;R;RESIDENCE;;AA;AC;;7858496;
C;008;206655;34;20011109 11:33;2077//707597;
D;008;206655;34;20011109 11:33;P;;;;;;
D;008;206655;34;20011109 11:33;P;;;;;;
D;008;206655;34;20011109 11:33;V;;;;;;
B;008;206744;35;20011109 11:33;;;143;BIRCHGROVE DR;WALLSEND;2287;758.2;M;20010702;20010808;312500;A;R;RESIDENCE;;AJ;AC;;7847561;
C;008;206744;35;20011109 11:33;9001//872329;
D;008;206744;35;20011109 11:33;P;;;;;;
D;008;206744;35;20011109 11:33;P;;;;;;
D;008;206744;35;20011109 11:33;V;;;;;;
D;008;206744;35;20011109 11:33;V;;;;;;
B;008;206903;36;20011109 11:33;;;42;BISHOPGATE ST;WICKHAM;2293;220.98;M;19990310;20010402;110000;B;3;BUSINESS;;BW;BS;;4306582;
C;008;206903;36;20011109 11:33;PT 15/2/979249;
D;008;206903;36;20011109 11:33;P;;;;;;
D;008;206903;36;20011109 11:33;V;;;;;;
B;008;206937;37;20011109 11:33;;;24;BLACKALL ST;HAMILTON;2303;;;20010310;20010420;296000;A;R;RESIDENCE;;FR;AC;;4307619;
C;008;206937;37;20011109 11:33;SEC B LOT 65 BK1204 NO531;
D;008;206937;37;20011109 11:33;P;;;;;;
D;008;206937;37;20011109 11:33;V;;;;;;
B;008;207178;38;20011109 11:33;;;43;BOLTON ST;NEWCASTLE;2300;300.7;M;20010604;20010716;645000;B;3;OOMMERCIAL;;LM;BO;;4318501;
C;008;207178;38;20011109 11:33;PT 46//88716;
D;008;207178;38;20011109 11:33;P;;;;;;
D;008;207178;38;20011109 11:33;V;;;;;;
B;008;207244;39;20011109 11:33;;5;;BOREAS RD HOUSE NO: 7/18;HAMILTON NORTH;2292;;;20010717;20010810;156000;;R;RESIDENCE;5;;;;7861973;
C;008;207244;39;20011109 11:33;5//47389;
D;008;207244;39;20011109 11:33;P;;;;;;
D;008;207244;39;20011109 11:33;V;;;;;;
D;008;207244;39;20011109 11:33;V;;;;;;
B;008;207336;40;20011109 11:33;;;31;BOSCOWAN ST;WALLSEND;2287;;;20000808;20000908;94000;A;R;RESIDENCE;;AD;AC;;4286333;
C;008;207336;40;20011109 11:33;28/E/977871;
D;008;207336;40;20011109 11:33;P;;;;;;
B;008;207522;41;20011109 11:33;;;10;BOURKE ST;CARRINGTON;2294;;;20010510;20010608;120000;A;R;RESIDENCE;;DC;AC;;7852369;
C;008;207522;41;20011109 11:33;12/A/2074;
D;008;207522;41;20011109 11:33;P;;;;;;
D;008;207522;41;20011109 11:33;V;;;;;;
B;008;207563;42;20011109 11:33;;;81;BOURKE ST;CARRINGTON;2294;366.7;M;20010117;20010117;20585;A;3;HOTEL;;DC;BH;;7883622;
C;008;207563;42;20011109 11:33;1//663969;
D;008;207563;42;20011109 11:33;P;;;;;;
D;008;207563;42;20011109 11:33;P;;;;;;
D;008;207563;42;20011109 11:33;V;;;;;;
D;008;207563;42;20011109 11:33;V;;;;;;
B;008;207599;43;20011109 11:33;;;5;BOURKE ST;CARRINGTON;2294;139.1;M;20010623;20010726;70500;A;R;RESIDENCE;;DC;AC;;7822606;
C;008;207599;43;20011109 11:33;1//724059;
D;008;207599;43;20011109 11:33;P;;;;;;
D;008;207599;43;20011109 11:33;V;;;;;;
B;008;207860;44;20011109 11:33;;;78;BRAYE ST;MAYFIELD;2304;;;20010601;20010702;125500;A;R;RESIDENCE;;JX;AC;;7885816;
C;008;207860;44;20011109 11:33;31/C/5151;
D;008;207860;44;20011109 11:33;P;;;;;;
D;008;207860;44;20011109 11:33;P;;;;;;
D;008;207860;44;20011109 11:33;V;;;;;;
B;008;208087;45;20011109 11:33;;;5;BRIDGE ST;WARATAH;2298;373.1;M;20010628;20010803;195000;A;R;RESIDENCE;;JR;AC;;7841672;
C;008;208087;45;20011109 11:33;1//211559;
D;008;208087;45;20011109 11:33;P;;;;;;
D;008;208087;45;20011109 11:33;P;;;;;;
D;008;208087;45;20011109 11:33;V;;;;;;
D;008;208087;45;20011109 11:33;V;;;;;;
B;008;208144;46;20011109 11:33;;;58;BRIDGES RD;NEW LAMBTON;2305;;;20010628;20010816;115000;A;V;VACANT LAND;;FE;AC;;7887533;
C;008;208144;46;20011109 11:33;8//13700;
D;008;208144;46;20011109 11:33;P;;;;;;
D;008;208144;46;20011109 11:33;V;;;;;;
B;008;208298;47;20011109 11:33;;;3;BRIEN ST;THE JUNCTION;2291;252;M;20010601;20010816;350000;A;R;RESIDENCE;;FV;AC;;7862635;
C;008;208298;47;20011109 11:33;4//999642;
D;008;208298;47;20011109 11:33;P;;;;;;
D;008;208298;47;20011109 11:33;V;;;;;;
B;008;208560;48;20011109 11:33;;;40;BROOKS ST;COOKS HILL;2300;;;20010521;20010702;220000;A;R;RESIDENCE;;KB;AC;;4316816;
C;008;208560;48;20011109 11:33;SEC B LOT 6 BK 1178 NO 427;
D;008;208560;48;20011109 11:33;P;;;;;;
D;008;208560;48;20011109 11:33;P;;;;;;
D;008;208560;48;20011109 11:33;V;;;;;;
B;008;208667;49;20011109 11:33;;;4;BROOKS ST;WALLSEND;2287;379.4;M;20010509;20010620;145000;A;R;RESIDENCE;;AE;AC;;4314704;
C;008;208667;49;20011109 11:33;2//537696;
D;008;208667;49;20011109 11:33;P;;;;;;
D;008;208667;49;20011109 11:33;V;;;;;;
B;008;208801;50;20011109 11:33;;;22;BROWN ST;WALLSEND;2287;506;M;20010702;20010807;124950;A;R;RESIDENCE;;AE;AC;;7870983;
C;008;208801;50;20011109 11:33;1//741292;
D;008;208801;50;20011109 11:33;P;;;;;;
D;008;208801;50;20011109 11:33;P;;;;;;
D;008;208801;50;20011109 11:33;V;;;;;;
D;008;208801;50;20011109 11:33;V;;;;;;
B;008;209002;51;20011109 11:33;;;25;BRUMBY CRES;MARYLAND;2287;709.6;M;20010713;20010803;277000;A;R;RESIDENCE;;AA;AC;;7841489;
C;008;209002;51;20011109 11:33;1219//1000192;
D;008;209002;51;20011109 11:33;P;;;;;;
D;008;209002;51;20011109 11:33;P;;;;;;
D;008;209002;51;20011109 11:33;V;;;;;;
D;008;209002;51;20011109 11:33;V;;;;;;
B;008;209004;52;20011109 11:33;;;29;BRUMBY CRES;MARYLAND;2287;1508;M;20010503;20010705;90000;A;V;VACANT LAND;;AA;AV;;7862632;
C;008;209004;52;20011109 11:33;1250//1015326;
D;008;209004;52;20011109 11:33;P;;;;;;
D;008;209004;52;20011109 11:33;V;;;;;;
B;008;209061;53;20011109 11:33;;;165;BRUNKER RD;ADAMSTOWN;2289;2322.5;M;20010710;20010719;1035000;A;3;MOTEL;;HG;BM;;7825593;
C;008;209061;53;20011109 11:33;A//394504 1//447439 1662//663810;
D;008;209061;53;20011109 11:33;P;;;;;;
D;008;209061;53;20011109 11:33;P;;;;;;
D;008;209061;53;20011109 11:33;P;;;;;;
D;008;209061;53;20011109 11:33;V;;;;;;
D;008;209061;53;20011109 11:33;V;;;;;;
B;008;209097;54;20011109 11:33;;5;87;BRUNKER RD;BROADMEADOW;2292;;;20010614;20010713;150000;;R;RESIDENCE;5;;;;7822639;
C;008;209097;54;20011109 11:33;5//SP 50638;
D;008;209097;54;20011109 11:33;P;;;;;;
D;008;209097;54;20011109 11:33;V;;;;;;
B;008;209123;55;20011109 11:33;;;31;BRUNKER RD;BROADMEADOW;2292;335.1;M;20010308;20010406;104000;A;R;RESIDENCE;;HB;AC;;7538227;
C;008;209123;55;20011109 11:33;B//340666;
D;008;209123;55;20011109 11:33;P;;;;;;
D;008;209123;55;20011109 11:33;P;;;;;;
D;008;209123;55;20011109 11:33;V;;;;;;
B;008;209471;56;20011109 11:33;;;22 A;BRYANT ST;TIGHES HILL;2297;;;20010628;20010803;155000;A;R;RESIDENCE;;DD;AC;;7870861;
C;008;209471;56;20011109 11:33;20/F/61;
D;008;209471;56;20011109 11:33;P;;;;;;
D;008;209471;56;20011109 11:33;V;;;;;;
B;008;209692;57;20011109 11:33;;;18;BULL ST;MAYFIELD;2304;524.8;M;20010613;20010718;133000;A;R;RESIDENCE;;JD;AC;;7821105;
C;008;209692;57;20011109 11:33;8/A/16844;
D;008;209692;57;20011109 11:33;P;;;;;;
D;008;209692;57;20011109 11:33;P;;;;;;
D;008;209692;57;20011109 11:33;V;;;;;;
D;008;209692;57;20011109 11:33;V;;;;;;
B;008;209731;58;20011109 11:33;;13;47;BULL ST;COOKS HILL;2300;;;20010629;20010727;175500;;R;RESIDENCE;13;;;;7875960;
C;008;209731;58;20011109 11:33;13//18928;
D;008;209731;58;20011109 11:33;P;;;;;;
D;008;209731;58;20011109 11:33;P;;;;;;
D;008;209731;58;20011109 11:33;V;;;;;;
D;008;209731;58;20011109 11:33;V;;;;;;
B;008;209807;59;20011109 11:33;;;38;BULL ST;COOKS HILL;2300;154.3;M;20010525;20010703;435000;A;R;RESIDENCE;;KA;AC;;7828028;
C;008;209807;59;20011109 11:33;1//996966;
D;008;209807;59;20011109 11:33;P;;;;;;
D;008;209807;59;20011109 11:33;V;;;;;;
B;008;209815;60;20011109 11:33;;;6;BULL ST;COOKS HILL;2300;160.8;M;20010706;20010803;207000;A;R;RESIDENCE;;KA;AC;;7885824;
C;008;209815;60;20011109 11:33;1//738651;
D;008;209815;60;20011109 11:33;P;;;;;;
D;008;209815;60;20011109 11:33;V;;;;;;
B;008;209894;61;20011109 11:33;;;13;BURKE PL;BIRMINGHAM GARDENS;2287;;;20010522;20010724;169950;A;R;RESIDENCE;;JA;AC;;7819009;
C;008;209894;61;20011109 11:33;484//12691;
D;008;209894;61;20011109 11:33;P;;;;;;
D;008;209894;61;20011109 11:33;V;;;;;;
B;008;209968;62;20011109 11:33;;;15;BURUDA ST;MAYFIELD WEST;2304;;;20010627;20010808;230000;A;R;RESIDENCE;;JF;AC;;7885971;
C;008;209968;62;20011109 11:33;5/2/978396;
D;008;209968;62;20011109 11:33;P;;;;;;
D;008;209968;62;20011109 11:33;P;;;;;;
D;008;209968;62;20011109 11:33;V;;;;;;
D;008;209968;62;20011109 11:33;V;;;;;;
B;008;209995;63;20011109 11:33;;2;1;BURWOOD ST;MEREWETHER;2291;;;20010710;20010820;315000;;R;RESIDENCE;2;;;;7894171;
C;008;209995;63;20011109 11:33;2//SP 45530;
D;008;209995;63;20011109 11:33;P;;;;;;
D;008;209995;63;20011109 11:33;P;;;;;;
D;008;209995;63;20011109 11:33;V;;;;;;
D;008;209995;63;20011109 11:33;V;;;;;;
B;008;210122;64;20011109 11:33;;;19;CAHILL CL;MINMI;2287;1.004;H;20010614;20010810;341000;R;R;RESIDENCE;;RA;RR;;7855710;
C;008;210122;64;20011109 11:33;13//819426;
D;008;210122;64;20011109 11:33;P;;;;;;
D;008;210122;64;20011109 11:33;P;;;;;;
D;008;210122;64;20011109 11:33;V;;;;;;
D;008;210122;64;20011109 11:33;V;;;;;;
B;008;210128;65;20011109 11:33;;;16;CAHILL CL;MINMI;2287;1.005;H;20010523;20010704;437500;R;R;RESIDENCE;;RA;RR;;7822124;
C;008;210128;65;20011109 11:33;7//819426;
D;008;210128;65;20011109 11:33;P;;;;;;
D;008;210128;65;20011109 11:33;P;;;;;;
D;008;210128;65;20011109 11:33;V;;;;;;
D;008;210128;65;20011109 11:33;V;;;;;;
B;008;210201;66;20011109 11:33;;;6;CALEDON CL;WALLSEND;2287;1438;M;20010511;20010709;255000;A;R;RESIDENCE;;AS;AC;;7847790;
C;008;210201;66;20011109 11:33;5303//844670;
D;008;210201;66;20011109 11:33;P;;;;;;
D;008;210201;66;20011109 11:33;P;;;;;;
D;008;210201;66;20011109 11:33;V;;;;;;
D;008;210201;66;20011109 11:33;V;;;;;;
B;008;210252;67;20011109 11:33;;;120;CALLAN AVE;MARYLAND;2287;635;M;20010629;20010727;169000;A;R;RESIDENCE;;AA;AC;;7850364;
C;008;210252;67;20011109 11:33;2081//807968;
D;008;210252;67;20011109 11:33;P;;;;;;
D;008;210252;67;20011109 11:33;P;;;;;;
D;008;210252;67;20011109 11:33;V;;;;;;
D;008;210252;67;20011109 11:33;V;;;;;;
B;008;210263;68;20011109 11:33;;;92;CALLAN AVE;MARYLAND;2287;611.1;M;20010607;20010719;171000;A;R;RESIDENCE;;AA;AC;;7893537;
C;008;210263;68;20011109 11:33;2035//807968;
D;008;210263;68;20011109 11:33;P;;;;;;
D;008;210263;68;20011109 11:33;P;;;;;;
D;008;210263;68;20011109 11:33;V;;;;;;
D;008;210263;68;20011109 11:33;V;;;;;;
B;008;210295;69;20011109 11:33;;;57;CALLAN AVE;MARYLAND;2287;718.8;M;20010622;20010720;175000;A;R;RESIDENCE;;AA;AC;;7839239;
C;008;210295;69;20011109 11:33;3009//811356;
D;008;210295;69;20011109 11:33;P;;;;;;
D;008;210295;69;20011109 11:33;P;;;;;;
D;008;210295;69;20011109 11:33;V;;;;;;
D;008;210295;69;20011109 11:33;V;;;;;;
B;008;210490;70;20011109 11:33;;;39;CAMERON ST;HAMILTON;2303;208.8;M;20010616;20010807;210000;A;R;RESIDENCE;;FS;AC;;7842630;
C;008;210490;70;20011109 11:33;1//797361;
D;008;210490;70;20011109 11:33;P;;;;;;
D;008;210490;70;20011109 11:33;V;;;;;;
B;008;210575;71;20011109 11:33;;;7;CAMERON ST;JESMOND;2299;575.4;M;20010223;20010330;129000;A;R;RESIDENCE;;JG;AC;;7853823;
C;008;210575;71;20011109 11:33;24//21271;
D;008;210575;71;20011109 11:33;P;;;;;;
D;008;210575;71;20011109 11:33;P;;;;;;
D;008;210575;71;20011109 11:33;V;;;;;;
B;008;210818;72;20011109 11:33;;;88;CARDIFF RD;ELERMORE VALE;2287;499.5;M;20010619;20010724;135000;A;R;RESIDENCE;;AM;AC;;7822353;
C;008;210818;72;20011109 11:33;9//237609;
D;008;210818;72;20011109 11:33;P;;;;;;
D;008;210818;72;20011109 11:33;P;;;;;;
D;008;210818;72;20011109 11:33;V;;;;;;
D;008;210818;72;20011109 11:33;V;;;;;;
B;008;210874;73;20011109 11:33;;;176;CARDIFF RD;ELERMORE VALE;2287;1178;M;20010614;20010719;140000;A;R;RESIDENCE;;AM;AC;;7840484;
C;008;210874;73;20011109 11:33;4//856426;
D;008;210874;73;20011109 11:33;P;;;;;;
D;008;210874;73;20011109 11:33;V;;;;;;
B;008;211059;74;20011109 11:33;;;1;CARANDOTTA ST;MAYFIELD WEST;2304;;;20010710;20010822;144000;A;R;RESIDENCE;;JF;AC;;7891680;
C;008;211059;74;20011109 11:33;116//450040;
D;008;211059;74;20011109 11:33;P;;;;;;
D;008;211059;74;20011109 11:33;V;;;;;;
B;008;211075;75;20011109 11:33;;;33;CARANDOTTA ST;MAYFIELD WEST;2304;;;20010710;20010803;169000;A;R;RESIDENCE;;JF;AC;;7861182;
C;008;211075;75;20011109 11:33;100//450040;
D;008;211075;75;20011109 11:33;P;;;;;;
D;008;211075;75;20011109 11:33;P;;;;;;
D;008;211075;75;20011109 11:33;V;;;;;;
B;008;211097;76;20011109 11:33;;;22;CARANDOTTA ST;MAYFIELD WEST;2304;;;20010723;20010827;143000;A;R;RESIDENCE;;JF;AC;;7888690;
C;008;211097;76;20011109 11:33;60//450040;
D;008;211097;76;20011109 11:33;P;;;;;;
D;008;211097;76;20011109 11:33;P;;;;;;
D;008;211097;76;20011109 11:33;V;;;;;;
B;008;211195;77;20011109 11:33;;;22;CARRINGTON ST;MAYFIELD;2304;600.7;M;20010326;20010515;139950;A;R;RESIDENCE;;JD;AC;;7655288;
C;008;211195;77;20011109 11:33;1//949550;
D;008;211195;77;20011109 11:33;P;;;;;;
D;008;211195;77;20011109 11:33;V;;;;;;
D;008;211195;77;20011109 11:33;V;;;;;;
B;008;211232;78;20011109 11:33;;;90;CARRINGTON ST;MAYFIELD;2304;;;20010628;20010802;134000;A;R;RESIDENCE;;JD;AC;;7844053;
C;008;211232;78;20011109 11:33;1//346707;
D;008;211232;78;20011109 11:33;P;;;;;;
D;008;211232;78;20011109 11:33;P;;;;;;
D;008;211232;78;20011109 11:33;V;;;;;;
B;008;211245;79;20011109 11:33;;;61;CARRINGTON ST;MAYFIELD;2304;383.5;M;20010703;20010803;232500;A;R;RESIDENCE;;JD;AC;;7891605;
C;008;211245;79;20011109 11:33;100//876946;
D;008;211245;79;20011109 11:33;P;;;;;;
D;008;211245;79;20011109 11:33;V;;;;;;
